plan_region_id,gt_pair_id,template_family,layout_strategy,selected_component_count,selected_energy_fraction,axis_image_deg,axis_to_range_signed_deg,axis_to_range_acute_deg,axis_ratio,axis_status,axis_to_gt_long_axis_error_deg
WGV35A_PAIR_0205_S2A_038,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.847067,53.395604,-3.398828,3.398828,1.727079,AXIS_RESOLVED,53.395604
WGV35A_PAIR_0205_S2A_038,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.847067,53.395604,-3.398828,3.398828,1.727079,AXIS_RESOLVED,53.395604
WGV35A_PAIR_0205_S2A_038,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.847067,53.395604,-3.398828,3.398828,1.727079,AXIS_RESOLVED,53.395604
WGV35A_PAIR_0205_S2A_039,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.838968,53.287973,-3.506458,3.506458,1.778717,AXIS_RESOLVED,53.287973
WGV35A_PAIR_0205_S2A_039,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.838968,53.287973,-3.506458,3.506458,1.778717,AXIS_RESOLVED,53.287973
WGV35A_PAIR_0205_S2A_039,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.838968,53.287973,-3.506458,3.506458,1.778717,AXIS_RESOLVED,53.287973
WGV35A_PAIR_0205_S2A_040,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.839909,52.396229,-4.398203,4.398203,1.816292,AXIS_RESOLVED,52.396229
WGV35A_PAIR_0205_S2A_040,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.839909,52.396229,-4.398203,4.398203,1.816292,AXIS_RESOLVED,52.396229
WGV35A_PAIR_0205_S2A_040,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.839909,52.396229,-4.398203,4.398203,1.816292,AXIS_RESOLVED,52.396229
WGV35A_PAIR_0205_S2A_041,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.845148,53.914131,-2.879981,2.879981,1.692852,AXIS_RESOLVED,53.914131
WGV35A_PAIR_0205_S2A_041,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.845148,53.914131,-2.879981,2.879981,1.692852,AXIS_RESOLVED,53.914131
WGV35A_PAIR_0205_S2A_041,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.845148,53.914131,-2.879981,2.879981,1.692852,AXIS_RESOLVED,53.914131
WGV35A_PAIR_0205_S2A_042,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.848517,53.155629,-3.638802,3.638802,1.700008,AXIS_RESOLVED,53.155629
WGV35A_PAIR_0205_S2A_042,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.848517,53.155629,-3.638802,3.638802,1.700008,AXIS_RESOLVED,53.155629
WGV35A_PAIR_0205_S2A_042,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.848517,53.155629,-3.638802,3.638802,1.700008,AXIS_RESOLVED,53.155629
WGV35A_PAIR_0205_S2A_043,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.835449,52.746115,-4.047996,4.047996,1.796009,AXIS_RESOLVED,52.746115
WGV35A_PAIR_0205_S2A_043,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.835449,52.746115,-4.047996,4.047996,1.796009,AXIS_RESOLVED,52.746115
WGV35A_PAIR_0205_S2A_043,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.835449,52.746115,-4.047996,4.047996,1.796009,AXIS_RESOLVED,52.746115
WGV35A_PAIR_0205_S2A_044,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.835982,51.630039,-5.164072,5.164072,1.87581,AXIS_RESOLVED,51.630039
WGV35A_PAIR_0205_S2A_044,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.835982,51.630039,-5.164072,5.164072,1.87581,AXIS_RESOLVED,51.630039
WGV35A_PAIR_0205_S2A_044,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.835982,51.630039,-5.164072,5.164072,1.87581,AXIS_RESOLVED,51.630039
WGV35A_PAIR_0205_S2A_045,WGV35A_PAIR_0205,scale_resize,DOMINANT_ONLY,1,0.848892,54.764484,-2.029947,2.029947,1.621041,AXIS_RESOLVED,54.764484
WGV35A_PAIR_0205_S2A_045,WGV35A_PAIR_0205,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.848892,54.764484,-2.029947,2.029947,1.621041,AXIS_RESOLVED,54.764484
WGV35A_PAIR_0205_S2A_045,WGV35A_PAIR_0205,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.848892,54.764484,-2.029947,2.029947,1.621041,AXIS_RESOLVED,54.764484
WGV35A_PAIR_0205_S2A_046,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.735953,4.708976,-52.085135,52.085135,1.885231,AXIS_RESOLVED,4.708976
WGV35A_PAIR_0205_S2A_046,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,2,0.80071,126.602007,69.807895,69.807895,,AXIS_COMPONENT_LAYOUT_RESOLVED,53.397993
WGV35A_PAIR_0205_S2A_046,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,4,0.90951,142.887111,86.092999,86.092999,5.458676,AXIS_COMPONENT_LAYOUT_RESOLVED,37.112889
WGV35A_PAIR_0205_S2A_047,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.785244,28.055628,-28.738483,28.738483,1.295679,AXIS_RESOLVED,28.055628
WGV35A_PAIR_0205_S2A_047,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,2,0.843143,138.837379,82.043268,82.043268,,AXIS_COMPONENT_LAYOUT_RESOLVED,41.162621
WGV35A_PAIR_0205_S2A_047,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,3,0.894203,145.700926,88.906815,88.906815,10.833555,AXIS_COMPONENT_LAYOUT_RESOLVED,34.299074
WGV35A_PAIR_0205_S2A_048,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.817495,31.453539,-25.340573,25.340573,1.513967,AXIS_RESOLVED,31.453539
WGV35A_PAIR_0205_S2A_048,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.817495,31.453539,-25.340573,25.340573,1.513967,AXIS_RESOLVED,31.453539
WGV35A_PAIR_0205_S2A_048,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.870461,143.937021,87.14291,87.14291,,AXIS_COMPONENT_LAYOUT_RESOLVED,36.062979
WGV35A_PAIR_0205_S2A_049,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.825396,34.707154,-22.086958,22.086958,1.624195,AXIS_RESOLVED,34.707154
WGV35A_PAIR_0205_S2A_049,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.825396,34.707154,-22.086958,22.086958,1.624195,AXIS_RESOLVED,34.707154
WGV35A_PAIR_0205_S2A_049,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.876494,148.215698,-88.578413,88.578413,,AXIS_COMPONENT_LAYOUT_RESOLVED,31.784302
WGV35A_PAIR_0205_S2A_050,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.829332,34.573459,-22.220652,22.220652,1.705979,AXIS_RESOLVED,34.573459
WGV35A_PAIR_0205_S2A_050,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.829332,34.573459,-22.220652,22.220652,1.705979,AXIS_RESOLVED,34.573459
WGV35A_PAIR_0205_S2A_050,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.879917,149.717004,-87.077108,87.077108,197282958.50004,AXIS_COMPONENT_LAYOUT_RESOLVED,30.282996
WGV35A_PAIR_0205_S2A_051,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.825442,35.338691,-21.45542,21.45542,1.892782,AXIS_RESOLVED,35.338691
WGV35A_PAIR_0205_S2A_051,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.825442,35.338691,-21.45542,21.45542,1.892782,AXIS_RESOLVED,35.338691
WGV35A_PAIR_0205_S2A_051,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.878194,151.951573,-84.842538,84.842538,112048981.325154,AXIS_COMPONENT_LAYOUT_RESOLVED,28.048427
WGV35A_PAIR_0205_S2A_052,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.821907,35.91977,-20.874341,20.874341,2.153253,AXIS_RESOLVED,35.91977
WGV35A_PAIR_0205_S2A_052,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.821907,35.91977,-20.874341,20.874341,2.153253,AXIS_RESOLVED,35.91977
WGV35A_PAIR_0205_S2A_052,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.876683,153.249709,-83.544402,83.544402,134296944.603631,AXIS_COMPONENT_LAYOUT_RESOLVED,26.750291
WGV35A_PAIR_0205_S2A_053,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.818524,35.741733,-21.052378,21.052378,2.517229,AXIS_RESOLVED,35.741733
WGV35A_PAIR_0205_S2A_053,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.818524,35.741733,-21.052378,21.052378,2.517229,AXIS_RESOLVED,35.741733
WGV35A_PAIR_0205_S2A_053,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.877077,154.875509,-81.918603,81.918603,,AXIS_COMPONENT_LAYOUT_RESOLVED,25.124491
WGV35A_PAIR_0205_S2A_054,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.781747,35.338147,-21.455965,21.455965,3.686388,AXIS_RESOLVED,35.338147
WGV35A_PAIR_0205_S2A_054,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,2,0.846613,153.867404,-82.926708,82.926708,128151026.989427,AXIS_COMPONENT_LAYOUT_RESOLVED,26.132596
WGV35A_PAIR_0205_S2A_054,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.846613,153.867404,-82.926708,82.926708,128151026.989427,AXIS_COMPONENT_LAYOUT_RESOLVED,26.132596
WGV35A_PAIR_0205_S2A_055,WGV35A_PAIR_0205,local_region_rotation,DOMINANT_ONLY,1,0.722789,121.314818,64.520707,64.520707,1.137577,AXIS_NEAR_ISOTROPIC,58.685182
WGV35A_PAIR_0205_S2A_055,WGV35A_PAIR_0205,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,2,0.804269,92.64692,35.852809,35.852809,1362210274.898792,AXIS_COMPONENT_LAYOUT_RESOLVED,87.35308
WGV35A_PAIR_0205_S2A_055,WGV35A_PAIR_0205,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,3,0.876236,103.823077,47.028965,47.028965,5.107542,AXIS_COMPONENT_LAYOUT_RESOLVED,76.176923
WGV35A_PAIR_0205_S2A_056,WGV35A_PAIR_0205,matched_background,DOMINANT_ONLY,1,0.58968,178.12919,-24.866285,24.866285,3.3606,AXIS_RESOLVED,1.87081
WGV35A_PAIR_0205_S2A_056,WGV35A_PAIR_0205,matched_background,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,7,0.776234,177.058915,-25.936559,25.936559,6.82441,AXIS_COMPONENT_LAYOUT_RESOLVED,2.941085
WGV35A_PAIR_0205_S2A_056,WGV35A_PAIR_0205,matched_background,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.673282,4.940402,-18.055072,18.055072,656709011.88999,AXIS_COMPONENT_LAYOUT_RESOLVED,4.940402
WGV35A_PAIR_0206_S2A_001,WGV35A_PAIR_0206,gt_original,DOMINANT_ONLY,1,0.948587,165.31955,32.438786,32.438786,2.493631,AXIS_RESOLVED,14.68045
WGV35A_PAIR_0206_S2A_001,WGV35A_PAIR_0206,gt_original,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.948587,165.31955,32.438786,32.438786,2.493631,AXIS_RESOLVED,14.68045
WGV35A_PAIR_0206_S2A_001,WGV35A_PAIR_0206,gt_original,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.948587,165.31955,32.438786,32.438786,2.493631,AXIS_RESOLVED,14.68045
WGV35A_PAIR_0206_S2A_002,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.951434,165.30543,32.424536,32.424536,2.512274,AXIS_RESOLVED,14.69457
WGV35A_PAIR_0206_S2A_002,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.951434,165.30543,32.424536,32.424536,2.512274,AXIS_RESOLVED,14.69457
WGV35A_PAIR_0206_S2A_002,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.951434,165.30543,32.424536,32.424536,2.512274,AXIS_RESOLVED,14.69457
WGV35A_PAIR_0206_S2A_003,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.944324,165.224371,32.343729,32.343729,2.435206,AXIS_RESOLVED,14.775629
WGV35A_PAIR_0206_S2A_003,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.944324,165.224371,32.343729,32.343729,2.435206,AXIS_RESOLVED,14.775629
WGV35A_PAIR_0206_S2A_003,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.944324,165.224371,32.343729,32.343729,2.435206,AXIS_RESOLVED,14.775629
WGV35A_PAIR_0206_S2A_004,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.951475,165.287485,34.098855,34.098855,2.468961,AXIS_RESOLVED,14.712515
WGV35A_PAIR_0206_S2A_004,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.951475,165.287485,34.098855,34.098855,2.468961,AXIS_RESOLVED,14.712515
WGV35A_PAIR_0206_S2A_004,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.951475,165.287485,34.098855,34.098855,2.468961,AXIS_RESOLVED,14.712515
WGV35A_PAIR_0206_S2A_005,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.943976,165.267913,30.695023,30.695023,2.471952,AXIS_RESOLVED,14.732087
WGV35A_PAIR_0206_S2A_005,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.943976,165.267913,30.695023,30.695023,2.471952,AXIS_RESOLVED,14.732087
WGV35A_PAIR_0206_S2A_005,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.943976,165.267913,30.695023,30.695023,2.471952,AXIS_RESOLVED,14.732087
WGV35A_PAIR_0206_S2A_006,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.951885,165.331853,32.451085,32.451085,2.499731,AXIS_RESOLVED,14.668147
WGV35A_PAIR_0206_S2A_006,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.951885,165.331853,32.451085,32.451085,2.499731,AXIS_RESOLVED,14.668147
WGV35A_PAIR_0206_S2A_006,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.951885,165.331853,32.451085,32.451085,2.499731,AXIS_RESOLVED,14.668147
WGV35A_PAIR_0206_S2A_007,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.938667,164.793514,31.912754,31.912754,2.370521,AXIS_RESOLVED,15.206486
WGV35A_PAIR_0206_S2A_007,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.938667,164.793514,31.912754,31.912754,2.370521,AXIS_RESOLVED,15.206486
WGV35A_PAIR_0206_S2A_007,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.938667,164.793514,31.912754,31.912754,2.370521,AXIS_RESOLVED,15.206486
WGV35A_PAIR_0206_S2A_008,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.951056,165.414688,35.915466,35.915466,2.418954,AXIS_RESOLVED,14.585312
WGV35A_PAIR_0206_S2A_008,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.951056,165.414688,35.915466,35.915466,2.418954,AXIS_RESOLVED,14.585312
WGV35A_PAIR_0206_S2A_008,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.951056,165.414688,35.915466,35.915466,2.418954,AXIS_RESOLVED,14.585312
WGV35A_PAIR_0206_S2A_009,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.93894,165.770591,29.508285,29.508285,2.470011,AXIS_RESOLVED,14.229409
WGV35A_PAIR_0206_S2A_009,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.93894,165.770591,29.508285,29.508285,2.470011,AXIS_RESOLVED,14.229409
WGV35A_PAIR_0206_S2A_009,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.93894,165.770591,29.508285,29.508285,2.470011,AXIS_RESOLVED,14.229409
WGV35A_PAIR_0206_S2A_010,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.949722,165.416344,32.535438,32.535438,2.516222,AXIS_RESOLVED,14.583656
WGV35A_PAIR_0206_S2A_010,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.949722,165.416344,32.535438,32.535438,2.516222,AXIS_RESOLVED,14.583656
WGV35A_PAIR_0206_S2A_010,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.949722,165.416344,32.535438,32.535438,2.516222,AXIS_RESOLVED,14.583656
WGV35A_PAIR_0206_S2A_011,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.959288,165.09533,32.214685,32.214685,2.417935,AXIS_RESOLVED,14.90467
WGV35A_PAIR_0206_S2A_011,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.959288,165.09533,32.214685,32.214685,2.417935,AXIS_RESOLVED,14.90467
WGV35A_PAIR_0206_S2A_011,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.959288,165.09533,32.214685,32.214685,2.417935,AXIS_RESOLVED,14.90467
WGV35A_PAIR_0206_S2A_012,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.960209,165.233439,37.417548,37.417548,2.390419,AXIS_RESOLVED,14.766561
WGV35A_PAIR_0206_S2A_012,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.960209,165.233439,37.417548,37.417548,2.390419,AXIS_RESOLVED,14.766561
WGV35A_PAIR_0206_S2A_012,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.960209,165.233439,37.417548,37.417548,2.390419,AXIS_RESOLVED,14.766561
WGV35A_PAIR_0206_S2A_013,WGV35A_PAIR_0206,center_shift,DOMINANT_ONLY,1,0.92772,165.851546,27.905933,27.905933,2.488768,AXIS_RESOLVED,14.148454
WGV35A_PAIR_0206_S2A_013,WGV35A_PAIR_0206,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.92772,165.851546,27.905933,27.905933,2.488768,AXIS_RESOLVED,14.148454
WGV35A_PAIR_0206_S2A_013,WGV35A_PAIR_0206,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.92772,165.851546,27.905933,27.905933,2.488768,AXIS_RESOLVED,14.148454
WGV35A_PAIR_0206_S2A_014,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.954071,165.146628,34.009576,34.009576,2.507891,AXIS_RESOLVED,14.853372
WGV35A_PAIR_0206_S2A_014,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.954071,165.146628,34.009576,34.009576,2.507891,AXIS_RESOLVED,14.853372
WGV35A_PAIR_0206_S2A_014,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.954071,165.146628,34.009576,34.009576,2.507891,AXIS_RESOLVED,14.853372
WGV35A_PAIR_0206_S2A_015,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.947085,165.887916,31.263666,31.263666,2.484042,AXIS_RESOLVED,14.112084
WGV35A_PAIR_0206_S2A_015,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.947085,165.887916,31.263666,31.263666,2.484042,AXIS_RESOLVED,14.112084
WGV35A_PAIR_0206_S2A_015,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.947085,165.887916,31.263666,31.263666,2.484042,AXIS_RESOLVED,14.112084
WGV35A_PAIR_0206_S2A_016,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.946104,165.372721,34.135438,34.135438,2.408955,AXIS_RESOLVED,14.627279
WGV35A_PAIR_0206_S2A_016,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.946104,165.372721,34.135438,34.135438,2.408955,AXIS_RESOLVED,14.627279
WGV35A_PAIR_0206_S2A_016,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.946104,165.372721,34.135438,34.135438,2.408955,AXIS_RESOLVED,14.627279
WGV35A_PAIR_0206_S2A_017,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.940612,164.878475,30.354003,30.354003,2.464534,AXIS_RESOLVED,15.121525
WGV35A_PAIR_0206_S2A_017,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.940612,164.878475,30.354003,30.354003,2.464534,AXIS_RESOLVED,15.121525
WGV35A_PAIR_0206_S2A_017,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.940612,164.878475,30.354003,30.354003,2.464534,AXIS_RESOLVED,15.121525
WGV35A_PAIR_0206_S2A_018,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.955865,164.716895,35.429206,35.429206,2.495233,AXIS_RESOLVED,15.283105
WGV35A_PAIR_0206_S2A_018,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.955865,164.716895,35.429206,35.429206,2.495233,AXIS_RESOLVED,15.283105
WGV35A_PAIR_0206_S2A_018,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.955865,164.716895,35.429206,35.429206,2.495233,AXIS_RESOLVED,15.283105
WGV35A_PAIR_0206_S2A_019,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.930139,167.779237,31.305373,31.305373,2.519261,AXIS_RESOLVED,12.220763
WGV35A_PAIR_0206_S2A_019,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.930139,167.779237,31.305373,31.305373,2.519261,AXIS_RESOLVED,12.220763
WGV35A_PAIR_0206_S2A_019,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.930139,167.779237,31.305373,31.305373,2.519261,AXIS_RESOLVED,12.220763
WGV35A_PAIR_0206_S2A_020,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.965652,165.977027,36.289346,36.289346,2.354987,AXIS_RESOLVED,14.022973
WGV35A_PAIR_0206_S2A_020,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.965652,165.977027,36.289346,36.289346,2.354987,AXIS_RESOLVED,14.022973
WGV35A_PAIR_0206_S2A_020,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.965652,165.977027,36.289346,36.289346,2.354987,AXIS_RESOLVED,14.022973
WGV35A_PAIR_0206_S2A_021,WGV35A_PAIR_0206,diagonal_center_shift,DOMINANT_ONLY,1,0.924783,163.359879,27.286056,27.286056,2.402124,AXIS_RESOLVED,16.640121
WGV35A_PAIR_0206_S2A_021,WGV35A_PAIR_0206,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.924783,163.359879,27.286056,27.286056,2.402124,AXIS_RESOLVED,16.640121
WGV35A_PAIR_0206_S2A_021,WGV35A_PAIR_0206,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.924783,163.359879,27.286056,27.286056,2.402124,AXIS_RESOLVED,16.640121
WGV35A_PAIR_0206_S2A_022,WGV35A_PAIR_0206,single_boundary_shift,DOMINANT_ONLY,1,0.945167,146.566435,13.685607,13.685607,1.544448,AXIS_RESOLVED,33.433565
WGV35A_PAIR_0206_S2A_022,WGV35A_PAIR_0206,single_boundary_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.945167,146.566435,13.685607,13.685607,1.544448,AXIS_RESOLVED,33.433565
WGV35A_PAIR_0206_S2A_022,WGV35A_PAIR_0206,single_boundary_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.945167,146.566435,13.685607,13.685607,1.544448,AXIS_RESOLVED,33.433565
WGV35A_PAIR_0206_S2A_023,WGV35A_PAIR_0206,single_boundary_shift,DOMINANT_ONLY,1,0.943891,150.014174,17.133472,17.133472,1.456156,AXIS_RESOLVED,29.985826
WGV35A_PAIR_0206_S2A_023,WGV35A_PAIR_0206,single_boundary_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.943891,150.014174,17.133472,17.133472,1.456156,AXIS_RESOLVED,29.985826
