scene,independent_geometry_id,response_unit_id,member_response_unit_count,member_response_unit_ids,sar_frame,sar_gray_image_relpath,core_bbox,conservative_bbox,calibration_status,max_range_m,radial_grid_spacing_m_per_px,sar_fan_center_x_px,sar_fan_center_y_px,gt_file_opened,paired_annotations_opened,mask_audit_opened,generation_input_scope,response_center_x,response_center_y,absolute_range_m,range_unit_x,range_unit_y,azimuth_unit_x,azimuth_unit_y,background_mode,frozen_background_estimate,measured_background_subtracted_energy,measured_inner_energy_density,measured_outer_band_energy_density,measured_inner_outer_density_ratio,measured_component_count,measured_largest_component_pixels,measured_range_p50_width_m,measured_range_p80_width_m,measured_range_p90_width_m,measured_azimuth_p50_width_m,measured_azimuth_p80_width_m,measured_azimuth_p90_width_m,principal_axis_major_std_px,principal_axis_minor_std_px,principal_axis_ratio,response_axis_vector_x,response_axis_vector_y,response_axis_image_deg,response_axis_to_range_signed_deg,response_axis_to_range_acute_deg,response_axis_to_azimuth_acute_deg,range_azimuth_acute_complement_error_deg,axis_orientation_status,threshold_component_identity_status
GM_RM019,GM019IG0034,R21B00118,1,R21B00118,224,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000224.png,"1041,1210,1065,1240","1041,1210,1065,1240",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1053,1225,4.383734,-0.691192,-0.722672,0.722672,-0.691192,BASE_REGION_FROZEN_BACKGROUND,45,19858,13.620027,10.084884,1.350539,21,1011,0.300689,0.662641,0.85961,0.426048,0.76443,0.904859,10.133821,8.576799,1.181539,-0.871592,0.490231,150.644202,-75.631292,75.631292,14.368708,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0035,R21B00012,1,R21B00012,29,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000029.png,"1042,1131,1192,1197","1042,1131,1192,1197",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1117,1164,5.119776,-0.216806,-0.976215,0.976215,-0.216806,BASE_REGION_FROZEN_BACKGROUND,46,188884,12.118825,6.891841,1.758431,408,9873,0.992645,1.835237,2.209245,1.818994,3.351522,3.957045,40.344201,22.654851,1.78082,-0.954782,0.297308,162.704025,85.22555,85.22555,4.77445,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0036,R21B00015,1,R21B00015,29,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000029.png,"1042,1131,1192,1245","1042,1131,1192,1245",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1117,1188,4.419659,-0.251151,-0.967948,0.967948,-0.251151,BASE_REGION_FROZEN_BACKGROUND,45,269662,10.480451,5.711573,1.83495,784,14412,1.465117,3.025984,3.513977,1.682519,3.314943,4.008567,41.017482,36.597974,1.120758,-0.714934,0.699192,135.637811,60.183421,60.183421,29.816579,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0037,R21B00016,1,R21B00016,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1131,1193,1197","1042,1131,1193,1197",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1117.5,1164,5.116545,-0.214012,-0.976831,0.976831,-0.214012,BASE_REGION_FROZEN_BACKGROUND,51,201855,12.90468,7.875186,1.638651,437,9698,1.011495,1.901391,2.234035,1.83337,3.376294,3.950379,40.73628,23.032313,1.768658,-0.953311,0.301991,162.422769,84.780317,84.780317,5.219683,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0038,R21B00022,1,R21B00022,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1131,1193,1239","1042,1131,1193,1239",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1117.5,1185,4.50316,-0.243163,-0.969986,0.969986,-0.243163,BASE_REGION_FROZEN_BACKGROUND,50,294360,12.056029,6.37954,1.889796,775,13588,1.549492,3.026435,3.492428,1.645684,3.362559,4.053174,41.372572,36.069227,1.147032,-0.740739,0.671793,137.794382,61.867656,61.867656,28.132344,0,AXIS_NEAR_ISOTROPIC,COMPONENT_SPLIT_OR_MERGE
GM_RM019,GM019IG0039,R21B00021,1,R21B00021,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1131,1193,1245","1042,1131,1193,1245",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1117.5,1188,4.415915,-0.247967,-0.968769,0.968769,-0.247967,BASE_REGION_FROZEN_BACKGROUND,50,302014,11.701434,6.157452,1.900369,825,14252,1.597775,3.126704,3.600905,1.65849,3.362164,4.055703,41.67033,37.411712,1.113831,-0.661754,0.749721,131.433817,55.791042,55.791042,34.208958,0,AXIS_NEAR_ISOTROPIC,COMPONENT_SPLIT_OR_MERGE
GM_RM019,GM019IG0040,R21B00031,1,R21B00031,31,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000031.png,"1042,1135,1114,1243","1042,1135,1114,1243",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1078,1189,4.821193,-0.472912,-0.88111,0.88111,-0.472912,BASE_REGION_FROZEN_BACKGROUND,40,150950,10.202082,7.879134,1.294823,441,8585,1.606009,2.804019,3.147802,0.944878,1.944564,2.447693,36.731814,27.833372,1.319704,0.624463,0.781054,51.357192,-10.419322,10.419322,79.580678,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0041,R21B00024,4,R21B00024;R21B00028;R21B00029;R21B00030,31,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000031.png,"1042,1135,1193,1249","1042,1135,1193,1249",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1117.5,1192,4.299766,-0.254665,-0.967029,0.967029,-0.254665,BASE_REGION_FROZEN_BACKGROUND,40,269198,10.340247,5.634293,1.835234,721,15798,1.67654,3.168382,3.650934,1.664463,3.388287,4.054511,42.514856,37.655369,1.129052,-0.589786,0.80756,126.141797,50.895533,50.895533,39.104467,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0042,R21B00020,1,R21B00020,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1221,1054,1239","1042,1221,1054,1239",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1048,1230,4.384145,-0.725341,-0.68839,0.68839,-0.725341,BASE_REGION_FROZEN_BACKGROUND,48,5229,11.62,5.15458,2.254306,11,316,0.154539,0.356621,0.486074,0.214277,0.403468,0.493834,5.430591,4.252241,1.277113,-0.201931,0.9794,101.64991,58.147135,58.147135,31.852865,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0043,R21B00026,1,R21B00026,31,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000031.png,"1042,1225,1060,1243","1042,1225,1060,1243",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1051,1234,4.236331,-0.729405,-0.684082,0.684082,-0.729405,BASE_REGION_FROZEN_BACKGROUND,41,5700,8.796296,3.855263,2.281633,21,341,0.138091,0.350114,0.532097,0.244783,0.471889,0.563624,5.794043,4.977369,1.164078,-0.538114,0.842872,122.555371,79.391881,79.391881,10.608119,0,AXIS_NEAR_ISOTROPIC,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0044,R21B00125,1,R21B00125,227,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000227.png,"1047,1204,1077,1240","1047,1204,1077,1240",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1062,1222,4.269914,-0.646383,-0.763013,0.763013,-0.646383,BASE_REGION_FROZEN_BACKGROUND,48,31709,14.652957,13.130814,1.115922,43,1475,0.401825,0.955284,1.1766,0.487696,0.917808,1.076143,12.388962,11.205569,1.105608,-0.994028,0.109125,173.735106,-55.995441,55.995441,34.004559,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0045,R21B00037,1,R21B00037,32,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000032.png,"1048,1165,1072,1177","1048,1165,1072,1177",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1060,1171,5.556739,-0.507492,-0.861657,0.861657,-0.507492,BASE_REGION_FROZEN_BACKGROUND,41,5216,8.664452,4.572148,1.895051,23,375,0.226622,0.436594,0.547767,0.296397,0.515569,0.597717,6.969641,5.139516,1.356089,-0.989325,0.145725,171.620734,-67.882353,67.882353,22.117647,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,COMPONENT_SPLIT_OR_MERGE
GM_RM019,GM019IG0046,R21B00054,1,R21B00054,39,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000039.png,"1048,1165,1192,1276","1048,1165,1192,1276",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1120,1220.5,3.456907,-0.295061,-0.955478,0.955478,-0.295061,BASE_REGION_FROZEN_BACKGROUND,31,233438,9.22534,4.951094,1.863293,544,16203,1.533113,2.964638,3.531625,1.320617,2.853756,3.59101,38.384142,36.366206,1.055489,0.999608,0.027982,1.603483,-71.235297,71.235297,18.764703,0,AXIS_NEAR_ISOTROPIC,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0047,R21B00051,1,R21B00051,39,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000039.png,"1048,1207,1078,1225","1048,1207,1078,1225",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1063,1216,4.390073,-0.621857,-0.78313,0.78313,-0.621857,BASE_REGION_FROZEN_BACKGROUND,33,9769,8.599472,3.552972,2.42036,36,702,0.404235,0.668859,0.767673,0.319238,0.578368,0.714494,9.696763,5.985994,1.619908,0.966789,0.255577,14.807773,-36.740321,36.740321,53.259679,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0048,R21B00055,1,R21B00055,39,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000039.png,"1048,1207,1102,1231","1048,1207,1102,1231",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1075,1219,4.101951,-0.577774,-0.816197,0.816197,-0.577774,BASE_REGION_FROZEN_BACKGROUND,31,25642,8.71584,6.38973,1.364039,54,2159,0.614912,1.119769,1.313726,0.595911,1.073255,1.303545,16.078949,10.844442,1.48269,0.978351,0.206954,11.943885,-42.761999,42.761999,47.238001,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,COMPONENT_SPLIT_OR_MERGE
GM_RM019,GM019IG0049,R21B00035,1,R21B00035,32,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000032.png,"1048,1225,1060,1243","1048,1225,1060,1243",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1054,1234,4.171139,-0.719228,-0.694774,0.694774,-0.719228,BASE_REGION_FROZEN_BACKGROUND,39,4880,10.844444,3.69697,2.933333,18,303,0.12726,0.300609,0.421266,0.214301,0.402624,0.490398,5.046751,4.140936,1.218746,-0.519048,0.854745,121.268428,77.259202,77.259202,12.740798,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0050,R21B00132,2,R21B00132;R21B00134,238,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000238.png,"1051,1135,1177,1255","1051,1135,1177,1255",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1114,1195,4.2413,-0.282932,-0.95914,0.95914,-0.282932,BASE_REGION_FROZEN_BACKGROUND,44,340013,14.570321,4.958492,2.938458,374,16750,1.737656,3.122298,3.607554,1.48777,2.847967,3.462665,40.310391,34.58758,1.165459,0.364106,0.931358,68.647445,-4.917273,4.917273,85.082727,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0051,R21B00129,1,R21B00129,228,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000228.png,"1053,1204,1083,1240","1053,1204,1083,1240",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1068,1222,4.155835,-0.620814,-0.783958,0.783958,-0.620814,BASE_REGION_FROZEN_BACKGROUND,45,29915,13.926909,10.984406,1.26788,39,1540,0.398043,0.96141,1.15649,0.531142,0.974057,1.121277,13.09545,10.672852,1.226987,-0.998851,0.047918,177.253467,-54.37094,54.37094,35.62906,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0052,R21B00059,1,R21B00059,40,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000040.png,"1054,1207,1108,1237","1054,1207,1108,1237",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1081,1222,3.925642,-0.557871,-0.829928,0.829928,-0.557871,BASE_REGION_FROZEN_BACKGROUND,32,23959,7.071724,5.674051,1.246327,140,1714,0.702504,1.235584,1.427843,0.629782,1.146126,1.363283,17.693828,11.313708,1.563928,0.966299,0.257423,14.91721,-41.17413,41.17413,48.82587,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0053,R21B00137,1,R21B00137,243,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000243.png,"1063,1135,1195,1249","1063,1135,1195,1249",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1129,1192,4.225099,-0.177511,-0.984119,0.984119,-0.177511,BASE_REGION_FROZEN_BACKGROUND,46,365274,17.937242,6.199052,2.893546,220,16002,1.679478,2.93489,3.290195,1.391612,2.792214,3.401004,37.64339,33.519026,1.123045,0.065795,0.997833,86.227487,6.452281,6.452281,83.547719,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0054,R21B00133,2,R21B00133;R21B00136,238,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000238.png,"1063,1231,1075,1243","1063,1231,1075,1243",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1069,1237,3.793068,-0.672279,-0.740298,0.740298,-0.672279,BASE_REGION_FROZEN_BACKGROUND,47,3636,12.625,4.25,2.970588,13,188,0.153422,0.31885,0.365309,0.125091,0.304803,0.367349,4.042985,3.728991,1.084203,0.755651,0.654975,40.917741,-6.839053,6.839053,83.160947,0,AXIS_NEAR_ISOTROPIC,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0055,R21B00023,1,R21B00023,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1066,1203,1162,1245","1066,1203,1162,1245",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1114,1224,3.415729,-0.351316,-0.936257,0.936257,-0.351316,BASE_REGION_FROZEN_BACKGROUND,48,112359,14.702826,10.090042,1.457162,190,4299,0.846742,1.527434,1.822486,0.723535,1.706869,2.426662,24.361146,19.809599,1.229765,-0.856148,0.516731,148.886777,79.454602,79.454602,10.545398,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0056,R21B00027,1,R21B00027,31,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000031.png,"1066,1219,1084,1237","1066,1219,1084,1237",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1075,1228,3.884712,-0.610084,-0.792337,0.792337,-0.610084,BASE_REGION_FROZEN_BACKGROUND,41,5913,9.29717,3.25,2.860668,24,401,0.213931,0.374854,0.517706,0.243169,0.459231,0.559779,5.755837,5.154927,1.11657,-0.576572,0.817046,125.209822,72.805392,72.805392,17.194608,0,AXIS_NEAR_ISOTROPIC,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0057,R21B00019,1,R21B00019,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1066,1221,1084,1239","1066,1221,1084,1239",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1075,1230,3.837346,-0.617614,-0.786481,0.786481,-0.617614,BASE_REGION_FROZEN_BACKGROUND,48,6918,10.877358,3.355263,3.241879,28,357,0.225812,0.365503,0.454955,0.232614,0.444823,0.559465,5.607534,5.185427,1.081403,-0.726892,0.686752,136.626465,84.768596,84.768596,5.231404,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0058,R21B00143,1,R21B00143,259,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000259.png,"1069,1135,1189,1255","1069,1135,1189,1255",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1129,1195,4.136559,-0.18131,-0.983426,0.983426,-0.18131,BASE_REGION_FROZEN_BACKGROUND,31,180421,9.235309,5.553522,1.662964,504,12486,1.852583,2.988701,3.494034,1.164794,2.219453,2.771782,39.538419,30.406823,1.300314,0.284406,0.958704,73.476677,-6.077245,6.077245,83.922755,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0059,R21B00146,3,R21B00146;R21B00147;R21B00149,259,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000259.png,"1069,1135,1218,1255","1069,1135,1218,1255",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1143.5,1195,4.080178,-0.077203,-0.997015,0.997015,-0.077203,BASE_REGION_FROZEN_BACKGROUND,31,199837,9.655827,5.619318,1.718327,479,13836,1.598754,2.884904,3.333362,1.363176,2.669178,3.260439,37.509429,34.250854,1.095138,0.059824,0.998209,86.570271,0.998055,0.998055,89.001945,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0060,R21B00158,1,R21B00158,263,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000263.png,"1069,1135,1218,1261","1069,1135,1218,1261",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1143.5,1198,3.990452,-0.078938,-0.996879,0.996879,-0.078938,BASE_REGION_FROZEN_BACKGROUND,36,228178,10.481305,4.78366,2.191064,495,14471,1.745193,2.978189,3.544989,1.447077,2.639475,3.236926,38.884865,35.16206,1.105876,0.276446,0.961029,73.951776,-11.520675,11.520675,78.479325,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0061,R21B00038,1,R21B00038,32,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000032.png,"1072,1135,1192,1249","1072,1135,1192,1249",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1132,1192,4.210055,-0.156768,-0.987636,0.987636,-0.156768,BASE_REGION_FROZEN_BACKGROUND,39,193594,10.803237,6.195105,1.743834,463,11229,1.620663,2.89048,3.301054,1.295213,2.804415,3.358902,37.804103,31.90588,1.184863,-0.217554,0.976048,102.565425,21.584747,21.584747,68.415253,0,AXIS_NEAR_ISOTROPIC,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0062,R21B00033,1,R21B00033,32,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000032.png,"1072,1159,1096,1189","1072,1159,1096,1189",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1084,1174,5.145989,-0.408085,-0.912944,0.912944,-0.408085,BASE_REGION_FROZEN_BACKGROUND,44,11140,8.771654,5.454545,1.608136,19,890,0.433036,0.768762,0.907347,0.366647,0.667918,0.814199,10.152476,7.727635,1.313788,0.785073,0.619403,38.272538,-27.64288,27.64288,62.35712,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,COMPONENT_IDENTITY_SWITCH
GM_RM019,GM019IG0063,R21B00045,1,R21B00045,34,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000034.png,"1072,1165,1102,1189","1072,1165,1102,1189",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1087,1177,5.027302,-0.399817,-0.916595,0.916595,-0.399817,BASE_REGION_FROZEN_BACKGROUND,39,9268,7.343899,2.808168,2.615192,46,747,0.336992,0.66378,0.795397,0.39052,0.729875,0.905388,9.078448,8.576992,1.058465,-0.966155,0.257962,165.050814,-81.382457,81.382457,8.617543,0,AXIS_NEAR_ISOTROPIC,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0064,R21B00036,1,R21B00036,32,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000032.png,"1072,1219,1090,1237","1072,1219,1090,1237",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1081,1228,3.77759,-0.579735,-0.814805,0.814805,-0.579735,BASE_REGION_FROZEN_BACKGROUND,38,6056,9.643312,3.331126,2.894911,29,424,0.205417,0.372761,0.499223,0.254305,0.474779,0.581942,5.962644,5.008998,1.190387,-0.627817,0.778361,128.889263,74.321151,74.321151,15.678849,0,AXIS_NEAR_ISOTROPIC,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0065,R21B00150,1,R21B00150,260,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000260.png,"1075,1135,1218,1195","1075,1135,1218,1195",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1146.5,1165,4.973092,-0.045243,-0.998976,0.998976,-0.045243,BASE_REGION_FROZEN_BACKGROUND,36,96351,9.968032,4.135548,2.410329,193,6377,0.687828,1.307573,1.576048,1.46046,2.730028,3.198678,34.307997,15.692819,2.186223,0.999474,0.032445,1.859288,-85.547567,85.547567,4.452433,0,AXIS_MULTI_COMPONENT_AMBIGUOUS,SAME_COMPONENT_PERSISTENT
GM_RM019,GM019IG0066,R21B00154,1,R21B00154,260,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000260.png,"1075,1135,1218,1237","1075,1135,1218,1237",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1146.5,1186,4.343831,-0.051798,-0.998658,0.998658,-0.051798,BASE_REGION_FROZEN_BACKGROUND,34,174554,10.786924,6.61527,1.63061,377,10334,1.298462,2.585611,2.853509,1.382996,2.592511,3.078952,34.597025,31.638281,1.093518,0.72973,0.683735,43.136231,-43.894656,43.894656,46.105344,0,AXIS_NEAR_ISOTROPIC,COMPONENT_SPLIT_OR_MERGE
GM_RM019,GM019IG0067,R21B00153,2,R21B00153;R21B00156,260,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000260.png,"1075,1135,1218,1255","1075,1135,1218,1255",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1146.5,1195,4.074218,-0.055225,-0.998474,0.998474,-0.055225,BASE_REGION_FROZEN_BACKGROUND,33,210559,11.030962,6.239902,1.76781,454,12987,1.557752,2.856254,3.287343,1.411824,2.658039,3.186479,37.16586,33.723139,1.102088,0.137699,0.990474,82.085302,-4.748909,4.748909,85.251091,0,AXIS_NEAR_ISOTROPIC,COMPONENT_SPLIT_OR_MERGE
GM_RM019,GM019IG0068,R21B00157,1,R21B00157,262,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000262.png,"1075,1135,1218,1267","1075,1135,1218,1267",PROJECT_CONFIRMED,40,0.03,1154,1330.6,false,false,false,sar_gray+s1_frozen_rows+local_response_units+boundary_variant_families+s1_r1_protocol+project_confirmed_calibration_only,1146.5,1201,3.894505,-0.057774,-0.99833,0.99833,-0.057774,BASE_REGION_FROZEN_BACKGROUND,37,256493,12.176842,4.751166,2.562917,469,14597,1.754426,3.037834,3.59988,1.452431,2.654864,3.206926,39.496468,34.542613,1.143413,0.185557,0.982634,79.306397,-7.381569,7.381569,82.618431,0,AXIS_NEAR_ISOTROPIC,COMPONENT_IDENTITY_SWITCH
