pair_id,frame,track_id,physical_vehicle_id,old_visibility_state,geometry_edge_state,visual_observation_state,visible_parts,direct_observable,temporally_recoverable,not_safely_recoverable,state_reason
WGV35A_PAIR_0087,170,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0090,170,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0086,170,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0089,170,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0093,171,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0096,171,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0094,171,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0097,171,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0092,171,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0095,171,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0099,172,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0102,172,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0100,172,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0103,172,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0098,172,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0101,172,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0105,173,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,right_near_edge,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0108,173,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,right_near_edge,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0106,173,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0109,173,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0104,173,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0107,173,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0111,174,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0114,174,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0112,174,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0115,174,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0110,174,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0113,174,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0117,175,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0120,175,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0118,175,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0121,175,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0116,175,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0119,175,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0122,176,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0125,176,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0123,176,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0126,176,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0124,176,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0127,176,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0128,177,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0131,177,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0130,177,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0133,177,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0129,177,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0132,177,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0134,178,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0137,178,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0135,178,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0138,178,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0136,178,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0139,178,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0141,179,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0144,179,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0140,179,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0143,179,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0142,179,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0145,179,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0148,180,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0151,180,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0154,180,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0146,180,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0149,180,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0152,180,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0147,180,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0150,180,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0153,180,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0157,181,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0160,181,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0156,181,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0159,181,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0155,181,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0158,181,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0163,182,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0166,182,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,right_contact,not_safely_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0162,182,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0165,182,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0161,182,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0164,182,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
