counterfactual_id,counterfactual_group,sar_frame,split,center_x,center_y,total_background_subtracted_energy,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,near_far_energy_ratio,component_layout_axis_deg,significant_component_count,counterfactual_role
fixed_linear_structure_sar000352,fixed_linear_structure,352,calibration,1461.700834,848.735721,37492,-0.284809,-0.372684,0.988827,98.623801,12,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000352,fixed_strong_scatterer,352,calibration,1132.158395,1164.457828,38256,0.1743,0.482302,1.047378,106.640734,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000353,matched_strong_scatterer_background,353,calibration,1371,1020,88925,-0.289661,0.180835,1.111886,155.018566,8,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000353,matched_linear_structure_background,353,calibration,1405,986,75920,0.23572,-0.116161,0.942169,155.536414,11,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000353,fixed_known_non_vehicle_N005,353,calibration,1196.566369,1166.397906,37274,0.036137,0.093483,1.01094,166.556649,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000353,fixed_linear_structure,353,calibration,1461.700834,848.735721,50426,-0.475762,0.133368,1.099991,83.038429,7,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000353,fixed_strong_scatterer,353,calibration,1132.158395,1164.457828,33111,0.307274,0.059405,0.986081,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000354,matched_strong_scatterer_background,354,calibration,1405,1020,87913,-0.635787,0.127338,1.18961,151.098353,9,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000354,matched_linear_structure_background,354,calibration,1405,986,75258,0.334606,-0.105693,0.938304,151.717668,10,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000354,fixed_known_non_vehicle_N005,354,calibration,1196.566369,1166.397906,40260,0.045318,0.090002,1.031705,165.195539,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000354,fixed_linear_structure,354,calibration,1461.700834,848.735721,48629,-0.4861,0.171624,1.092966,85.062394,7,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000354,fixed_strong_scatterer,354,calibration,1132.158395,1164.457828,33403,0.164213,0.040591,0.989903,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000355,matched_strong_scatterer_background,355,calibration,1405,1020,79654,-0.589421,0.153005,1.183898,154.047067,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000355,matched_linear_structure_background,355,calibration,1405,986,78835,0.407115,-0.103727,0.932487,152.528491,8,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000355,fixed_known_non_vehicle_N005,355,calibration,1196.566369,1166.397906,33713,0.050288,0.111734,1.014387,175.823068,4,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000355,fixed_linear_structure,355,calibration,1461.700834,848.735721,53110,-0.439518,0.19655,1.127036,95.965924,6,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000355,fixed_strong_scatterer,355,calibration,1132.158395,1164.457828,27142,0.158262,0.056028,0.986797,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000356,matched_strong_scatterer_background,356,calibration,1405,1020,75518,-0.457145,0.137584,1.162964,154.904676,9,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000356,matched_linear_structure_background,356,calibration,1439,986,75247,-0.015561,-0.080956,0.939944,154.391161,9,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000356,fixed_known_non_vehicle_N005,356,calibration,1196.566369,1166.397906,35097,0.087584,0.094965,1.008386,176.868344,4,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000356,fixed_linear_structure,356,calibration,1461.700834,848.735721,56928,-0.332658,0.15304,1.1144,91.74736,5,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000356,fixed_strong_scatterer,356,calibration,1132.158395,1164.457828,29358,0.108519,0.047269,0.990671,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000357,matched_strong_scatterer_background,357,calibration,1405,1020,74240,0.384611,-0.183758,1.147343,156.113455,6,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000357,matched_linear_structure_background,357,calibration,1439,986,74098,-0.142855,0.103772,0.935522,154.911592,7,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000357,fixed_known_non_vehicle_N005,357,calibration,1196.566369,1166.397906,36319,-0.151272,-0.117999,1.020803,175.169806,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000357,fixed_linear_structure,357,calibration,1461.700834,848.735721,64496,0.206688,-0.148495,1.07919,104.313342,6,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000357,fixed_strong_scatterer,357,calibration,1132.158395,1164.457828,29857,-0.175107,-0.067791,0.997264,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000358,matched_strong_scatterer_background,358,calibration,1405,1020,75752,0.25402,-0.169298,1.096025,154.196446,9,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000358,matched_linear_structure_background,358,calibration,1439,986,74989,-0.249605,0.103758,0.934826,153.487787,11,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000358,fixed_known_non_vehicle_N005,358,calibration,1196.566369,1166.397906,40459,-0.145483,-0.111194,1.020473,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000358,fixed_linear_structure,358,calibration,1461.700834,848.735721,69489,0.092289,-0.126809,1.051782,91.087006,7,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000358,fixed_strong_scatterer,358,calibration,1132.158395,1164.457828,34633,-0.223817,-0.071154,0.999049,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000359,matched_strong_scatterer_background,359,calibration,1405,1020,79404,0.192607,-0.180557,1.067911,157.170152,11,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000359,matched_linear_structure_background,359,calibration,1439,986,75964,-0.328111,0.103694,0.938708,154.833496,12,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000359,fixed_known_non_vehicle_N005,359,calibration,1196.566369,1166.397906,47145,-0.124634,-0.124415,1.028708,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000359,fixed_linear_structure,359,calibration,1461.700834,848.735721,66172,-0.056205,-0.133455,1.023332,105.994263,5,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000359,fixed_strong_scatterer,359,calibration,1132.158395,1164.457828,41383,-0.447023,-0.083653,1.006926,0,1,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000360,matched_strong_scatterer_background,360,calibration,1405,1020,75636,0.082892,-0.163859,1.035494,160.799056,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000360,matched_linear_structure_background,360,calibration,1099,850,34811,-0.490092,0.155774,0.927766,2.044981,15,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000360,fixed_known_non_vehicle_N005,360,calibration,1196.566369,1166.397906,44077,-0.160195,-0.152996,1.02829,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000360,fixed_linear_structure,360,calibration,1461.700834,848.735721,60305,-0.162477,-0.123889,1.016909,110.852456,4,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000360,fixed_strong_scatterer,360,calibration,1132.158395,1164.457828,37758,-0.631727,-0.15021,1.030963,0,1,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000361,matched_strong_scatterer_background,361,guard,1439,1054,60013,0.604843,0.157485,1.099828,157.839454,6,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000361,matched_linear_structure_background,361,guard,1439,986,51999,-0.418233,0.079693,0.961105,151.190954,9,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000361,fixed_known_non_vehicle_N005,361,guard,1196.566369,1166.397906,33582,-0.302098,-0.145889,1.004785,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000361,fixed_linear_structure,361,guard,1461.700834,848.735721,53621,-0.285066,-0.134005,0.996481,96.242666,8,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000361,fixed_strong_scatterer,361,guard,1132.158395,1164.457828,26691,-0.593966,-0.149555,1.007862,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000362,matched_strong_scatterer_background,362,guard,1439,1054,63659,0.590629,0.163322,1.098385,171.416404,8,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000362,matched_linear_structure_background,362,guard,895,1054,31353,-0.008982,0.007153,0.979854,179.160057,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000362,fixed_known_non_vehicle_N005,362,guard,1196.566369,1166.397906,39662,-0.363918,-0.142918,0.993766,1.129681,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000362,fixed_linear_structure,362,guard,1461.700834,848.735721,55021,-0.360982,-0.154634,0.979765,93.492528,9,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000362,fixed_strong_scatterer,362,guard,1132.158395,1164.457828,26519,-0.24946,-0.061706,0.966292,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000363,matched_strong_scatterer_background,363,guard,1439,1054,69369,0.538286,0.152574,1.089544,170.995439,6,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000363,matched_linear_structure_background,363,guard,895,1054,21744,0.032826,-0,0.981186,179.420429,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000363,fixed_known_non_vehicle_N005,363,guard,1196.566369,1166.397906,33102,-0.257043,-0.101508,0.998879,0.295704,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000363,fixed_linear_structure,363,guard,1461.700834,848.735721,59783,-0.485617,-0.146324,0.945632,78.798417,6,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000363,fixed_strong_scatterer,363,guard,1132.158395,1164.457828,24666,-0.079155,-0.043469,0.989157,0,1,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000364,matched_strong_scatterer_background,364,guard,1439,1054,70485,0.52325,0.112234,1.094895,174.939373,11,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000364,matched_linear_structure_background,364,guard,1133,850,28838,-0.560202,0.163914,0.924156,4.391853,14,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000364,fixed_known_non_vehicle_N005,364,guard,1196.566369,1166.397906,31218,-0.093109,-0.034524,0.993287,0,1,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000364,fixed_linear_structure,364,guard,1461.700834,848.735721,58872,-0.614918,-0.137425,0.906954,118.349645,10,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000364,fixed_strong_scatterer,364,guard,1132.158395,1164.457828,28217,0.000361,-0.01855,0.977468,0,1,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000365,matched_strong_scatterer_background,365,guard,1439,1054,77096,-0.432165,-0.081208,1.098489,177.363273,9,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000365,matched_linear_structure_background,365,guard,895,986,31111,0.173218,-0.028884,1.003513,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000365,fixed_known_non_vehicle_N005,365,guard,1196.566369,1166.397906,23335,0.035628,0.054302,0.976962,170.762611,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000365,fixed_linear_structure,365,guard,1461.700834,848.735721,59768,0.805606,0.156127,0.888932,108.722804,10,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000365,fixed_strong_scatterer,365,guard,1132.158395,1164.457828,21069,0.019404,0.042293,0.988478,0.390733,0,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000366,matched_strong_scatterer_background,366,guard,1473,1054,62054,-0.7858,-0.060323,1.159791,151.259841,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000366,matched_linear_structure_background,366,guard,895,1020,29747,0.139715,-0.029912,0.988057,1.889707,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000366,fixed_known_non_vehicle_N005,366,guard,1196.566369,1166.397906,23156,0.027519,0.05259,0.99431,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000366,fixed_linear_structure,366,guard,1461.700834,848.735721,55865,0.918073,0.115391,0.860996,123.328759,5,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000366,fixed_strong_scatterer,366,guard,1132.158395,1164.457828,21151,0.008109,0.018812,0.98314,0.114332,0,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000367,matched_strong_scatterer_background,367,guard,1473,1054,65114,-0.730099,-0.050502,1.164586,3.922269,6,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000367,matched_linear_structure_background,367,guard,963,986,23314,0.144906,0.003563,0.973684,18.096683,3,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000367,fixed_known_non_vehicle_N005,367,guard,1196.566369,1166.397906,24568,-0.010539,0.075526,0.987518,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000367,fixed_linear_structure,367,guard,1461.700834,848.735721,60193,1.119692,0.110212,0.847332,118.230055,7,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000367,fixed_strong_scatterer,367,guard,1132.158395,1164.457828,23343,0.01842,0.052219,0.983747,0,1,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000368,matched_strong_scatterer_background,368,guard,1439,1054,57079,0.042563,-0.127655,0.974487,18.691094,5,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000368,matched_linear_structure_background,368,guard,1439,1020,59508,0.069871,0.461006,1.111266,30.984945,6,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000368,fixed_known_non_vehicle_N005,368,guard,1196.566369,1166.397906,25312,-0.060972,0.317941,1.02911,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000368,fixed_linear_structure,368,guard,1461.700834,848.735721,21802,0.129351,-0.035206,0.9861,86.643116,0,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000368,fixed_strong_scatterer,368,guard,1132.158395,1164.457828,30176,0.0506,0.414314,1.037745,0,2,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000369,matched_strong_scatterer_background,369,guard,1439,1054,53210,0.03471,-0.121741,0.980795,140.552956,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000369,matched_linear_structure_background,369,guard,1439,1020,55797,0.0684,0.434054,1.097696,55.189223,10,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000369,fixed_known_non_vehicle_N005,369,guard,1196.566369,1166.397906,23944,-0.073275,0.314297,1.014231,0,1,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000369,fixed_linear_structure,369,guard,1461.700834,848.735721,20283,0.055097,-0.127668,0.98213,88.544791,0,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000369,fixed_strong_scatterer,369,guard,1132.158395,1164.457828,29972,0.06639,0.507927,1.04381,94.527142,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000370,matched_strong_scatterer_background,370,guard,1473,1054,54122,-0.4702,-0.048844,1.085962,176.337636,14,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000370,matched_linear_structure_background,370,guard,929,1020,26410,0.108404,-0.016402,0.985882,1.067873,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000370,fixed_known_non_vehicle_N005,370,guard,1196.566369,1166.397906,31569,-0.049418,0.048822,0.988198,172.234907,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000370,fixed_linear_structure,370,guard,1461.700834,848.735721,51838,1.167445,-0.056915,0.860653,82.891305,7,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000370,fixed_strong_scatterer,370,guard,1132.158395,1164.457828,26208,-0.033387,0.036955,0.970566,19.132643,4,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000371,matched_strong_scatterer_background,371,posthoc_diagnosis,1473,1054,46764,-0.342652,-0.072881,1.049685,175.579377,18,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000371,matched_linear_structure_background,371,posthoc_diagnosis,997,986,26582,0.223009,-0.0247,0.982443,160.925654,6,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000371,fixed_known_non_vehicle_N005,371,posthoc_diagnosis,1196.566369,1166.397906,27649,-0.128274,0.057243,0.980835,174.796354,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000371,fixed_linear_structure,371,posthoc_diagnosis,1461.700834,848.735721,46096,0.870234,-0.095069,0.91212,17.877566,4,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000371,fixed_strong_scatterer,371,posthoc_diagnosis,1132.158395,1164.457828,28462,-0.079952,0.072783,0.98034,15.639985,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000372,matched_strong_scatterer_background,372,posthoc_diagnosis,1439,1088,34525,0.050352,-0.187598,0.968454,13.363982,3,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000372,matched_linear_structure_background,372,posthoc_diagnosis,997,986,29888,0.165299,-0.013041,0.985693,7.566547,3,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000372,fixed_known_non_vehicle_N005,372,posthoc_diagnosis,1196.566369,1166.397906,30955,-0.164437,0.073478,0.989988,0,1,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000372,fixed_linear_structure,372,posthoc_diagnosis,1461.700834,848.735721,31200,0.475994,-0.149433,0.962106,19.267995,6,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000372,fixed_strong_scatterer,372,posthoc_diagnosis,1132.158395,1164.457828,34296,-0.109456,0.081623,0.968869,12.693599,3,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000373,matched_strong_scatterer_background,373,posthoc_diagnosis,997,986,26312,0.175619,-0.010113,0.982145,159.097592,4,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000373,matched_linear_structure_background,373,posthoc_diagnosis,963,986,24728,0.127931,-0.008116,0.974915,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000373,fixed_known_non_vehicle_N005,373,posthoc_diagnosis,1196.566369,1166.397906,30674,-0.245681,0.163572,1.020139,0,1,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000373,fixed_linear_structure,373,posthoc_diagnosis,1461.700834,848.735721,23091,0.189022,-0.179159,0.981809,0.35539,6,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000373,fixed_strong_scatterer,373,posthoc_diagnosis,1132.158395,1164.457828,29084,-0.168841,0.226105,1.003472,9.089493,3,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000374,matched_strong_scatterer_background,374,posthoc_diagnosis,1439,1088,29944,0.041997,-0.151464,0.98089,14.051651,3,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000374,matched_linear_structure_background,374,posthoc_diagnosis,997,986,27535,0.103842,-0.007298,0.972728,179.776436,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000374,fixed_known_non_vehicle_N005,374,posthoc_diagnosis,1196.566369,1166.397906,37636,-0.277661,0.197001,1.043862,0,1,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000374,fixed_linear_structure,374,posthoc_diagnosis,1461.700834,848.735721,22421,-0.088056,-0.149228,1.00445,178.532271,4,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000374,fixed_strong_scatterer,374,posthoc_diagnosis,1132.158395,1164.457828,37331,-0.461241,0.325335,1.055607,5.238795,6,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000375,matched_strong_scatterer_background,375,posthoc_diagnosis,1473,1054,32566,-0.051805,-0.229731,0.984874,3.959195,6,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000375,matched_linear_structure_background,375,posthoc_diagnosis,1473,1054,32566,-0.051805,-0.229731,0.984874,3.959195,6,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000375,fixed_known_non_vehicle_N005,375,posthoc_diagnosis,1196.566369,1166.397906,34901,-0.223051,0.466199,1.06759,110.45087,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000375,fixed_linear_structure,375,posthoc_diagnosis,1461.700834,848.735721,19495,-0.057345,-0.169471,0.980249,92.609976,0,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000375,fixed_strong_scatterer,375,posthoc_diagnosis,1132.158395,1164.457828,32558,0.039971,0.588064,1.048228,72.075033,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000376,matched_strong_scatterer_background,376,posthoc_diagnosis,1473,1054,28527,-0.133665,-0.200984,1.002579,107.506376,4,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000376,matched_linear_structure_background,376,posthoc_diagnosis,1473,1054,28527,-0.133665,-0.200984,1.002579,107.506376,4,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000376,fixed_known_non_vehicle_N005,376,posthoc_diagnosis,1196.566369,1166.397906,34008,-0.174387,0.440565,1.060153,122.842773,8,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000376,fixed_linear_structure,376,posthoc_diagnosis,1461.700834,848.735721,22518,-0.084431,-0.215625,0.971615,0,1,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000376,fixed_strong_scatterer,376,posthoc_diagnosis,1132.158395,1164.457828,28488,0.057905,0.633168,1.057089,75.056972,6,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000377,matched_strong_scatterer_background,377,posthoc_diagnosis,1473,1054,27143,0.075689,0.148554,0.996406,110.624835,5,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000377,matched_linear_structure_background,377,posthoc_diagnosis,1473,1054,27143,0.075689,0.148554,0.996406,110.624835,5,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000377,fixed_known_non_vehicle_N005,377,posthoc_diagnosis,1196.566369,1166.397906,23709,0.215591,-0.557373,1.062183,123.588729,5,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000377,fixed_linear_structure,377,posthoc_diagnosis,1461.700834,848.735721,22809,0.091824,0.228376,0.97039,68.822606,3,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000377,fixed_strong_scatterer,377,posthoc_diagnosis,1132.158395,1164.457828,27842,0.019198,-0.687831,1.097464,57.462308,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000378,matched_strong_scatterer_background,378,posthoc_diagnosis,929,1020,19938,-0.029377,0.096573,0.962367,96.909781,0,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000378,matched_linear_structure_background,378,posthoc_diagnosis,895,1020,18965,0.001955,0.086736,0.968819,95.492469,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000378,fixed_known_non_vehicle_N005,378,posthoc_diagnosis,1196.566369,1166.397906,30423,0.156589,-0.466189,1.057377,126.854685,7,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000378,fixed_linear_structure,378,posthoc_diagnosis,1461.700834,848.735721,25904,0.085048,0.200891,0.980378,129.370673,3,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000378,fixed_strong_scatterer,378,posthoc_diagnosis,1132.158395,1164.457828,31618,0.03617,-0.688893,1.096912,55.045701,10,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000379,matched_strong_scatterer_background,379,posthoc_diagnosis,895,1020,16152,0.01535,0.079748,0.969107,98.941249,0,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000379,matched_linear_structure_background,379,posthoc_diagnosis,895,1020,16152,0.01535,0.079748,0.969107,98.941249,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000379,fixed_known_non_vehicle_N005,379,posthoc_diagnosis,1196.566369,1166.397906,26998,0.204446,-0.535341,1.067458,138.235786,8,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000379,fixed_linear_structure,379,posthoc_diagnosis,1461.700834,848.735721,22647,0.030337,0.228623,0.980763,73.70552,5,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000379,fixed_strong_scatterer,379,posthoc_diagnosis,1132.158395,1164.457828,38536,0.134789,-0.635434,1.110924,44.625311,9,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000380,matched_strong_scatterer_background,380,posthoc_diagnosis,895,1020,22266,0.01543,0.035142,0.976033,96.950459,0,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000380,matched_linear_structure_background,380,posthoc_diagnosis,895,1020,22266,0.01543,0.035142,0.976033,96.950459,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000380,fixed_known_non_vehicle_N005,380,posthoc_diagnosis,1196.566369,1166.397906,28166,0.174414,-0.473549,1.05012,141.310081,5,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000380,fixed_linear_structure,380,posthoc_diagnosis,1461.700834,848.735721,31560,0.010653,0.236892,0.954155,54.243506,3,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000380,fixed_strong_scatterer,380,posthoc_diagnosis,1132.158395,1164.457828,43629,0.210255,-0.640235,1.130313,42.793787,12,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000381,matched_strong_scatterer_background,381,posthoc_diagnosis,1371,1020,34390,0.15367,-0.062219,1.040307,1.049796,4,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000381,matched_linear_structure_background,381,posthoc_diagnosis,1371,1054,32841,0.040228,0.333339,0.947099,178.341611,5,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000381,fixed_known_non_vehicle_N005,381,posthoc_diagnosis,1196.566369,1166.397906,31575,0.196508,-0.47046,1.051709,136.370802,7,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000381,fixed_linear_structure,381,posthoc_diagnosis,1461.700834,848.735721,30523,0.004785,0.223178,0.953806,161.864273,4,generated_from_real_sar_intensity_in_generate_stage
