subject_name,sar_frame,timestamp_or_sequence_index,physical_vehicle_id,split,center_range_m,center_azimuth_m,absolute_range_from_radar_m,absolute_azimuth_deg,motion_tangent_image_deg,motion_tangent_uncertainty_deg,body_axis_proxy_deg,body_axis_proxy_source,body_axis_proxy_uncertainty_deg,local_range_axis_image_deg,relative_aspect_angle_deg,aspect_domain_status,total_background_subtracted_energy,inner_outer_density_ratio,range_p50_width_m,range_p80_width_m,range_p90_width_m,azimuth_p50_width_m,azimuth_p80_width_m,azimuth_p90_width_m,body_long_p80_width_m,body_short_p80_width_m,vehicle_projection_envelope_status,required_missing_support_m,required_extra_spread_m,global_energy_axis_image_deg,dominant_component_axis_image_deg,significant_component_layout_axis_image_deg,global_axis_ratio,dominant_axis_ratio,layout_axis_ratio,axis_representation_consistency_status,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,peak_energy_body_long_offset_m,peak_energy_body_short_offset_m,top_energy_quantile_centroid_body_long_offset_m,top_energy_quantile_centroid_body_short_offset_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio,body_positive_half_energy,body_negative_half_energy,body_half_energy_ratio,body_short_positive_half_energy,body_short_negative_half_energy,body_short_half_energy_ratio,significant_component_count,dominant_component_energy_fraction,mask_observability_status,measurement_status
vehicle_body_axis_reference,354,354,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-3.4065,-11.57391,12.06481,-106.400515,0.331072,4.694403,1.966074,E0_R2_two_sided_trajectory_body_axis_proxy,1.219052,73.599485,71.633411,IN_CALIBRATION_ASPECT_DOMAIN,104375,1.156734,0.503127,0.799595,0.984211,1.621849,3.152256,3.563638,3.200906,0.484325,VEHICLE_ENVELOPE_STABLE_SOFT,0.242852,0,179.449122,173.75678,176.475076,2.660873,2.760411,8.949529,AXES_LOCALLY_CONSISTENT,0.510783,0.351348,1.689394,0.638326,0.863903,0.582012,-0.494396,0.374055,328834,271535,1.211019,318216,282153,1.127814,328452,271917,1.207913,10,0.298414,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,355,355,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-3.250275,-11.654535,12.099276,-105.582989,-0.698836,3.153333,0.953375,E0_R2_two_sided_trajectory_body_axis_proxy,1.10774,74.417011,73.463636,IN_CALIBRATION_ASPECT_DOMAIN,105522,1.147936,0.492752,0.769521,0.947625,1.700219,3.180657,3.614116,3.234061,0.421347,VEHICLE_ENVELOPE_STABLE_SOFT,0.30583,0,0.492989,173.974773,177.043944,2.599435,3.432953,10.656944,AXES_LOCALLY_CONSISTENT,0.480488,0.43013,1.702962,0.748303,0.820254,0.687427,-0.549098,0.338189,348167,285723,1.218547,333138,300752,1.107683,348557,285333,1.22158,11,0.313025,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,356,356,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-3.05412,-11.6448,12.038647,-104.696151,-1.300931,1.301754,0.34667,E0_R2_two_sided_trajectory_body_axis_proxy,0.997773,75.303849,74.957179,IN_CALIBRATION_ASPECT_DOMAIN,102583,1.159477,0.452335,0.705891,0.855745,1.611241,3.071204,3.544536,3.118128,0.42453,VEHICLE_ENVELOPE_STABLE_SOFT,0.302647,0,0.513946,177.188966,176.284691,2.492099,3.047426,12.083574,AXES_LOCALLY_CONSISTENT,0.451996,0.40167,1.61873,0.75702,0.822815,0.682209,-0.505217,0.332258,324131,263311,1.230982,308696,278746,1.107445,324247,263195,1.231965,6,0.308716,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,357,357,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-2.70213,-11.71143,12.019114,-102.992259,-1.256327,0.461502,179.804833,E0_R2_two_sided_trajectory_body_axis_proxy,0.969728,77.007741,77.202908,IN_CALIBRATION_ASPECT_DOMAIN,111226,1.178753,0.40252,0.640752,0.746411,1.627994,3.132316,3.597775,3.18039,0.390917,VEHICLE_ENVELOPE_STABLE_SOFT,0.336259,0,179.759895,178.550159,176.385206,2.451625,2.577733,12.594719,AXES_LOCALLY_CONSISTENT,-0.34653,-0.441066,-1.409181,-0.868235,-0.608655,-0.748214,-0.506866,0.240227,342132,274541,1.246196,291712,324961,0.897683,276076,340597,0.810565,7,0.270449,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,358,358,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-2.530635,-11.59989,11.872723,-102.306837,-1.020184,0.7615,179.75846,E0_R2_two_sided_trajectory_body_axis_proxy,0.756761,77.693163,77.934703,IN_CALIBRATION_ASPECT_DOMAIN,112786,1.168828,0.376199,0.615004,0.726889,1.515096,3.070148,3.541779,3.090984,0.411017,VEHICLE_ENVELOPE_STABLE_SOFT,0.31616,0,0.083668,176.074256,176.360295,2.561362,2.539406,11.98842,AXES_LOCALLY_CONSISTENT,-0.345427,-0.389965,-1.327453,-0.757493,-0.656511,-0.642724,-0.453554,0.256284,345027,279127,1.236093,297260,326894,0.909347,278162,345992,0.803955,8,0.29689,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,359,359,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-2.44431,-11.603805,11.858454,-101.895295,-1.132839,0.113307,179.808134,E0_R2_two_sided_trajectory_body_axis_proxy,1.075786,78.104705,78.296571,IN_CALIBRATION_ASPECT_DOMAIN,117108,1.171969,0.329367,0.548788,0.681771,1.645486,3.025275,3.448556,3.030887,0.411358,VEHICLE_ENVELOPE_STABLE_SOFT,0.315819,0,179.454169,175.845739,176.696153,2.690457,2.654093,22.546925,AXES_LOCALLY_CONSISTENT,-0.356209,-0.435063,-1.391771,-0.76047,-0.643292,-0.671121,-0.498274,0.260553,359665,287672,1.250261,309049,338288,0.913568,284523,362814,0.784212,6,0.312541,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,360,360,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-2.1732,-11.66319,11.863928,-100.554872,-1.299735,2.037772,179.276695,E0_R2_two_sided_trajectory_body_axis_proxy,0.821327,79.445128,80.168433,IN_CALIBRATION_ASPECT_DOMAIN,107385,1.165021,0.29034,0.485051,0.609428,1.956577,3.000713,3.45757,3.007714,0.398679,VEHICLE_ENVELOPE_STABLE_SOFT,0.328498,0,179.290881,174.015201,176.532379,2.674078,2.600171,20.707364,AXES_LOCALLY_CONSISTENT,-0.243434,-0.482605,1.19889,-0.950131,-0.462171,-0.732804,-0.517084,0.157453,333777,258296,1.292227,285114,306959,0.928834,257025,335048,0.767129,5,0.313619,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,361,361,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-1.89432,-11.65056,11.803559,-99.235176,-0.68505,0.944671,179.292442,E0_R2_two_sided_trajectory_body_axis_proxy,0.500225,80.764824,81.472382,OUT_OF_CALIBRATION_ASPECT_DOMAIN,103636,1.180102,0.263357,0.432592,0.578502,1.800741,2.834961,3.306818,2.849783,0.415883,VEHICLE_ENVELOPE_STABLE_SOFT,0.311294,0,178.51111,174.974642,175.888784,2.564867,2.33487,30.271641,AXES_LOCALLY_CONSISTENT,-0.162862,-0.46467,1.267347,-0.936981,-0.293852,-0.716104,-0.483683,0.092157,312978,245667,1.273993,269813,288832,0.934152,245085,313560,0.781621,5,0.31217,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,362,362,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-1.85685,-11.64858,11.795648,-99.057073,-0.103412,0.90337,179.317229,E0_R2_two_sided_trajectory_body_axis_proxy,0.496847,80.942927,81.625698,OUT_OF_CALIBRATION_ASPECT_DOMAIN,106003,1.168195,0.249004,0.420307,0.564564,1.791725,2.878441,3.360611,2.88194,0.391791,VEHICLE_ENVELOPE_STABLE_SOFT,0.335386,0,179.565047,175.928179,176.325836,2.551952,3.530408,20.047087,AXES_LOCALLY_CONSISTENT,-0.236833,-0.477162,1.124398,-0.937248,-0.394503,-0.725236,-0.506566,0.164815,322330,253408,1.27198,276264,299474,0.922497,252957,322781,0.78368,4,0.346254,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,363,363,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-1.388715,-11.73909,11.820946,-96.746641,0.564499,1.846263,179.704501,E0_R2_two_sided_trajectory_body_axis_proxy,0.591604,83.253359,83.548858,OUT_OF_CALIBRATION_ASPECT_DOMAIN,111556,1.186518,0.208876,0.380251,0.479871,1.184642,2.618524,3.206991,2.611048,0.377772,VEHICLE_ENVELOPE_STABLE_SOFT,0.349405,0,179.220453,176.649811,177.102479,2.367962,3.53943,20.584204,AXES_LOCALLY_CONSISTENT,-0.133856,-0.519506,-0.423804,-0.953288,-0.20061,-0.793694,-0.531256,0.074639,328050,252646,1.298457,278463,302233,0.921352,253272,327424,0.773529,4,0.387796,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,364,364,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-1.23351,-11.68038,11.745332,-96.028394,0.377935,1.990823,179.481224,E0_R2_two_sided_trajectory_body_axis_proxy,0.750823,83.971606,84.490382,OUT_OF_CALIBRATION_ASPECT_DOMAIN,122827,1.213135,0.221635,0.37209,0.471044,0.904475,2.363195,2.978781,2.370446,0.387811,VEHICLE_ENVELOPE_STABLE_SOFT,0.339366,0,179.372063,175.591741,0,2.389567,3.471406,1,AXES_LOCALLY_CONSISTENT,-0.140481,-0.520826,-0.505409,-0.896993,-0.259645,-0.773124,-0.531908,0.089826,334372,241632,1.383807,271711,304293,0.892926,241541,334463,0.722176,2,0.412971,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,365,365,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-1.207815,-11.656605,11.719013,-95.91567,0.586197,1.881962,0.068554,E0_R2_two_sided_trajectory_body_axis_proxy,0.717491,84.08433,84.015776,OUT_OF_CALIBRATION_ASPECT_DOMAIN,128317,1.22569,0.223408,0.378938,0.482694,0.835527,2.274042,2.763854,2.250034,0.42,VEHICLE_ENVELOPE_STABLE_SOFT,0.307177,0,179.765579,177.761048,175.707964,2.381683,3.538511,10.15044,AXES_LOCALLY_CONSISTENT,0.261553,0.514671,0.42889,0.898092,0.406672,0.743895,-0.539135,0.20647,344597,251010,1.372842,320410,275197,1.164293,342645,252962,1.354532,4,0.420887,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,366,366,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-0.72561,-11.65839,11.680949,-93.561455,0.45964,2.676036,0.030427,E0_R2_two_sided_trajectory_body_axis_proxy,0.693537,86.438545,86.408118,OUT_OF_CALIBRATION_ASPECT_DOMAIN,128284,1.218037,0.205617,0.370861,0.458199,0.836514,1.897531,2.644219,1.890589,0.390478,VEHICLE_ENVELOPE_STABLE_SOFT,0.352083,0,178.104792,177.722902,175.166823,2.320392,3.6922,8.501902,AXES_LOCALLY_CONSISTENT,0.099104,0.508403,0.186072,0.870291,0.133287,0.752879,-0.513614,0.067059,342017,252229,1.355978,312507,281739,1.109207,342163,252083,1.357343,5,0.420013,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,367,367,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-0.64356,-11.616015,11.633829,-93.171106,1.427324,1.758729,1.263257,E0_R2_two_sided_trajectory_body_axis_proxy,1.102981,86.828894,85.565637,OUT_OF_CALIBRATION_ASPECT_DOMAIN,133184,1.238661,0.18495,0.356047,0.462587,0.908579,2.253193,2.817342,2.243501,0.410178,VEHICLE_ENVELOPE_STABLE_SOFT,0.316999,0,177.998285,176.173621,176.383588,2.323568,4.221681,11.382942,AXES_LOCALLY_CONSISTENT,0.132281,0.469733,0.151782,0.824869,0.171214,0.718537,-0.478554,0.095566,348363,256272,1.359349,313327,291308,1.075587,347509,257126,1.351512,5,0.399988,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,368,368,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-0.43356,-11.63439,11.642466,-92.134162,2.168211,0.941399,1.62209,E0_R2_two_sided_trajectory_body_axis_proxy,0.639295,87.865838,86.243748,OUT_OF_CALIBRATION_ASPECT_DOMAIN,96934,1.138918,0.220094,0.434047,0.619324,0.720618,1.34236,1.681069,1.33757,0.484637,VEHICLE_ENVELOPE_STRESS,0.810943,0,88.273056,176.024534,79.834198,1.552552,3.595628,2.113536,AXES_PARTIALLY_CONSISTENT,0.058966,0.506395,-0.170704,0.911587,0.094181,0.734248,-0.50917,0.025664,315079,249788,1.261386,279577,285290,0.979975,315050,249817,1.261123,3,0.535323,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,369,369,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-0.55194,-11.64981,11.662877,-92.712508,2.180427,0.636302,1.13212,E0_R2_two_sided_trajectory_body_axis_proxy,0.756779,87.287492,86.155372,OUT_OF_CALIBRATION_ASPECT_DOMAIN,92692,1.125572,0.206925,0.423941,0.673306,0.513688,1.438387,1.807921,1.43557,0.464731,VEHICLE_ENVELOPE_STRESS,0.73285,0,88.002429,175.188225,86.845821,1.580765,3.559723,44.608381,AXES_PARTIALLY_CONSISTENT,0.064619,0.534823,0.060145,0.920801,0.091697,0.766115,-0.537953,0.028613,319099,256809,1.242554,291599,284309,1.025641,319398,256510,1.245168,5,0.559196,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,370,370,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,guard,-0.09183,-11.60019,11.600553,-90.453558,2.514032,0.383644,2.481305,E0_R2_two_sided_trajectory_body_axis_proxy,0.748661,89.546442,87.065137,OUT_OF_CALIBRATION_ASPECT_DOMAIN,127767,1.204437,0.180232,0.357376,0.495735,1.051155,2.372063,2.881097,2.382065,0.413112,VEHICLE_ENVELOPE_STABLE_SOFT,0.314065,0,178.676915,176.570753,3.362778,2.32444,7.143084,5.315996,AXES_LOCALLY_CONSISTENT,-0.064283,0.461967,-0.380018,0.889476,-0.17046,0.727039,-0.45807,-0.087851,354112,264087,1.340891,297742,320457,0.929117,354462,263737,1.343998,3,0.434142,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,371,371,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,-0.032775,-11.60571,11.605756,-90.161805,2.290055,2.150247,2.517582,E0_R2_two_sided_trajectory_body_axis_proxy,0.671717,89.838195,87.320613,OUT_OF_CALIBRATION_ASPECT_DOMAIN,131508,1.223121,0.207034,0.421184,0.512794,1.110504,2.371007,2.939819,2.382208,0.460108,VEHICLE_ENVELOPE_STABLE_SOFT,0.267069,0,179.368365,176.873538,177.079861,2.301179,4.335565,4.393442,AXES_LOCALLY_CONSISTENT,-0.03676,0.463048,-0.228413,0.888601,-0.120953,0.717303,-0.460823,-0.058366,358840,266192,1.34805,300564,324468,0.926329,357356,267676,1.335032,6,0.327098,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,372,372,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,0.39315,-11.67468,11.681298,-88.071268,1.502911,0.204955,1.609666,E0_R2_two_sided_trajectory_body_axis_proxy,0.492632,91.928732,89.680934,OUT_OF_CALIBRATION_ASPECT_DOMAIN,128570,1.183885,0.232094,0.447331,0.541319,1.290279,2.571471,3.118232,2.573083,0.438025,VEHICLE_ENVELOPE_STABLE_SOFT,0.289152,0,177.389847,177.091158,178.433587,2.39384,4.818508,4.281334,AXES_LOCALLY_CONSISTENT,-0.220494,0.495119,-0.846213,0.970833,-0.436307,0.771451,-0.49634,-0.217734,373547,285522,1.308295,313714,345355,0.908381,373303,285766,1.306324,4,0.330295,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,373,373,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,0.54231,-11.61708,11.629731,-87.327252,1.029869,0.241435,1.247178,E0_R2_two_sided_trajectory_body_axis_proxy,0.449312,92.672748,88.57443,OUT_OF_CALIBRATION_ASPECT_DOMAIN,112781,1.183312,0.240548,0.464899,0.591983,1.153339,2.511663,3.135382,2.516791,0.454464,VEHICLE_ENVELOPE_STABLE_SOFT,0.272713,0,176.066348,177.002132,177.580586,2.642375,4.517126,8.409486,AXES_LOCALLY_CONSISTENT,-0.29958,0.508441,-0.822759,0.907203,-0.568058,0.761089,-0.515736,-0.286838,336732,249753,1.34826,278240,308245,0.902659,336787,249698,1.348777,10,0.346814,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,374,374,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,0.771,-11.59794,11.623539,-86.196726,0.476492,0.511825,0.603149,E0_R2_two_sided_trajectory_body_axis_proxy,0.643103,93.803274,86.799875,OUT_OF_CALIBRATION_ASPECT_DOMAIN,110877,1.190327,0.263436,0.478603,0.632082,1.253245,2.694054,3.22283,2.69985,0.424082,VEHICLE_ENVELOPE_STABLE_SOFT,0.303095,0,175.631602,179.561303,177.787963,2.646697,3.51848,10.480862,AXES_LOCALLY_CONSISTENT,-0.391691,0.469676,-1.12178,0.881798,-0.72613,0.744647,-0.490809,-0.364861,322208,243069,1.325582,265251,300026,0.884093,321761,243516,1.321314,11,0.302939,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,375,375,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,0.84897,-11.51178,11.543042,-85.78219,-0.116279,2.532741,0.409015,E0_R2_two_sided_trajectory_body_axis_proxy,0.502137,94.21781,86.191205,OUT_OF_CALIBRATION_ASPECT_DOMAIN,60167,1.076437,0.285949,0.662625,0.985112,1.300008,1.786299,1.921683,1.799526,0.572127,VEHICLE_ENVELOPE_STABLE_SOFT,0.261498,0,114.159827,172.56651,72.111396,1.3425,4.742841,1.308977,AXES_DIVERGENT,-0.241719,0.443435,-1.023349,0.791105,-0.331867,0.651168,-0.458513,-0.211729,265384,225650,1.176087,232287,258747,0.897738,265630,225404,1.178462,7,0.540845,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,376,376,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,0.781065,-11.55417,11.58054,-86.132674,-0.455373,4.121997,0.30852,E0_R2_two_sided_trajectory_body_axis_proxy,0.7266,93.867326,86.441194,OUT_OF_CALIBRATION_ASPECT_DOMAIN,58101,1.06948,0.268619,0.602681,0.947697,1.0864,1.801971,1.967398,1.801428,0.568376,VEHICLE_ENVELOPE_STABLE_SOFT,0.263346,0,105.467557,173.86782,1.431247,1.421646,4.88158,1.432641,AXES_DIVERGENT,-0.225123,0.435107,-1.076601,0.831979,-0.314971,0.685705,-0.448242,-0.197681,251586,214979,1.170282,220943,245622,0.899524,251295,215270,1.167348,7,0.507031,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,377,377,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,1.50645,-11.58999,11.687483,-82.594297,-0.911724,3.740087,179.970796,E0_R2_two_sided_trajectory_body_axis_proxy,0.59154,97.405703,82.565093,OUT_OF_CALIBRATION_ASPECT_DOMAIN,36421,1.016327,0.348951,0.842472,1.55709,1.167974,1.788852,1.950386,1.770153,0.748991,VEHICLE_ENVELOPE_STABLE_SOFT,0.135821,0,99.349387,174.127014,54.019362,1.3584,4.731194,1.500744,AXES_DIVERGENT,0.026803,-0.31904,-0.353156,-0.77217,0.025596,-0.511859,-0.319826,0.014706,225671,204097,1.105705,218381,211387,1.033086,204784,224984,0.910216,5,0.540732,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,378,378,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,1.24122,-11.555145,11.621618,-83.868963,-1.53492,4.511501,179.149295,E0_R2_two_sided_trajectory_body_axis_proxy,0.631028,96.131037,83.018258,OUT_OF_CALIBRATION_ASPECT_DOMAIN,45775,1.035339,0.288672,0.859836,1.692819,1.295438,1.792909,1.947238,1.80381,0.765061,VEHICLE_ENVELOPE_STABLE_SOFT,0.102163,0,100.988853,175.595272,90.297115,1.521505,5.090808,1.468919,AXES_PARTIALLY_CONSISTENT,0.057294,-0.251747,-0.759087,-0.658488,0.087507,-0.508808,-0.256845,-0.026269,241845,222111,1.088847,236001,227955,1.035296,222256,241700,0.919553,4,0.480765,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,379,379,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,1.73979,-11.636385,11.765727,-81.496529,-1.729235,3.381657,179.253793,E0_R2_two_sided_trajectory_body_axis_proxy,0.784061,98.503471,80.750322,OUT_OF_CALIBRATION_ASPECT_DOMAIN,41182,1.036278,0.309143,0.942761,1.813741,1.14383,1.77134,1.939044,1.816257,0.737825,VEHICLE_ENVELOPE_STABLE_SOFT,0.089717,0,102.50208,176.019423,119.790141,1.52981,5.033707,3.201597,AXES_PARTIALLY_CONSISTENT,0.024745,-0.322534,1.060359,-0.804644,0.045845,-0.581111,-0.322318,0.02742,234060,213494,1.096331,225748,221806,1.017772,213096,234458,0.908888,3,0.510247,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,380,380,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,1.65918,-11.628,11.745776,-81.879376,-2.558553,3.319427,178.568741,E0_R2_two_sided_trajectory_body_axis_proxy,1.051576,98.120624,80.448117,OUT_OF_CALIBRATION_ASPECT_DOMAIN,43131,1.022611,0.313802,1.446785,1.845342,1.26859,1.81988,1.968727,1.83389,1.34585,VEHICLE_ENVELOPE_STABLE_SOFT,0.072084,0,104.773181,175.703753,86.74488,1.513389,5.597345,1.716356,AXES_PARTIALLY_CONSISTENT,0.060779,-0.332476,-0.722605,-0.738279,0.099223,-0.563863,-0.337952,-0.004765,244376,222985,1.09593,238252,229109,1.039907,223226,244135,0.914355,5,0.48872,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,381,381,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,1.983585,-11.62266,11.79071,-80.314909,-2.810218,0.863682,178.213934,E0_R2_two_sided_trajectory_body_axis_proxy,1.155841,99.685091,78.528843,IN_CALIBRATION_ASPECT_DOMAIN,41119,1.016708,0.31875,1.273742,1.854307,1.305524,1.776474,1.932301,1.800061,1.209767,VEHICLE_ENVELOPE_STABLE_SOFT,0.105913,0,106.369634,176.627564,99.974171,1.510968,5.495713,2.100607,AXES_PARTIALLY_CONSISTENT,0.053663,-0.346844,0.987261,-0.744251,0.087316,-0.575863,-0.350588,0.016387,253854,232295,1.092809,247861,238288,1.040174,232639,253510,0.917672,6,0.506773,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,382,382,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,1.89378,-11.66013,11.812918,-80.774859,-2.929278,1.556465,176.922625,E0_R2_two_sided_trajectory_body_axis_proxy,0.802232,99.225141,77.697484,IN_CALIBRATION_ASPECT_DOMAIN,41953,1.015422,0.402204,1.56037,1.865832,1.101964,1.791147,1.969574,1.85313,1.464335,VEHICLE_ENVELOPE_STABLE_SOFT,0.052844,0,104.067879,174.823726,102.393561,1.616121,6.614027,1.623014,AXES_PARTIALLY_CONSISTENT,0.147596,-0.299756,1.247253,-0.776291,0.239174,-0.522746,-0.324322,-0.080337,251560,236070,1.065616,249710,237920,1.049554,236854,250776,0.944484,7,0.414893,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,383,383,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,2.630895,-11.658,11.951175,-77.282924,-2.81455,2.210703,176.421332,E0_R2_two_sided_trajectory_body_axis_proxy,0.630282,102.717076,73.704256,IN_CALIBRATION_ASPECT_DOMAIN,46562,1.048315,0.420845,1.38759,1.961359,1.219639,1.768144,1.935185,1.854501,1.315612,VEHICLE_ENVELOPE_STABLE_SOFT,0.051473,0,106.381476,175.947871,107.986925,1.53245,4.81429,2.262456,AXES_PARTIALLY_CONSISTENT,0.036577,-0.337385,-0.577937,-0.99802,0.030322,-0.582632,-0.334095,0.059561,250053,227723,1.098058,243374,234402,1.038276,227701,250075,0.910531,4,0.462265,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,384,384,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,2.326545,-11.66481,11.894562,-78.720378,-2.574351,1.766223,176.911416,E0_R2_two_sided_trajectory_body_axis_proxy,0.549801,101.279622,75.631794,IN_CALIBRATION_ASPECT_DOMAIN,39672,1.018158,0.564777,1.59401,2.076312,1.064117,1.735892,1.912415,1.802235,1.508381,VEHICLE_ENVELOPE_STABLE_SOFT,0.103739,0,108.177531,173.756019,100.329924,1.652502,6.440142,1.495857,AXES_PARTIALLY_CONSISTENT,0.154619,-0.274758,0.062147,-0.844689,0.236684,-0.467638,-0.304533,-0.081601,239198,223790,1.06885,236919,226069,1.047994,224518,238470,0.941494,9,0.406181,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
