region_id,sar_frame,background_type,center_x,center_y,same_area_as_gt,overlaps_any_gm017_gt_aabb,source,gt_role
E0_REG_000361_0097,361,far_background_same_area,1061.949386,764.464816,true,false,local_range_background,negative_or_background_control
E0_REG_000361_0098,361,strong_scatterer_background_same_area,704.5,756.5,true,false,frame_scan_q95=69,negative_or_background_control
E0_REG_000361_0099,361,mask_edge_background_same_area,88.5,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000361_0100,361,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000361_0101,361,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000362_0096,362,near_background_same_area,1122.081688,1130.366804,true,false,local_range_background,negative_or_background_control
E0_REG_000362_0097,362,far_background_same_area,1062.128312,754.261196,true,false,local_range_background,negative_or_background_control
E0_REG_000362_0098,362,strong_scatterer_background_same_area,1463,884.5,true,false,frame_scan_q95=74,negative_or_background_control
E0_REG_000362_0099,362,mask_edge_background_same_area,77,843.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000362_0100,362,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000362_0101,362,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000363_0096,363,near_background_same_area,1128.192326,1112.442492,true,false,local_range_background,negative_or_background_control
E0_REG_000363_0097,363,far_background_same_area,1087.226674,766.151508,true,false,local_range_background,negative_or_background_control
E0_REG_000363_0098,363,strong_scatterer_background_same_area,712,758.5,true,false,frame_scan_q95=73,negative_or_background_control
E0_REG_000363_0099,363,mask_edge_background_same_area,89,834.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000363_0100,363,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000363_0101,363,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000364_0096,364,near_background_same_area,1131.240356,1115.083877,true,false,local_range_background,negative_or_background_control
E0_REG_000364_0097,364,far_background_same_area,1094.525644,767.424123,true,false,local_range_background,negative_or_background_control
E0_REG_000364_0098,364,strong_scatterer_background_same_area,720,759.5,true,false,frame_scan_q95=71,negative_or_background_control
E0_REG_000364_0099,364,mask_edge_background_same_area,90,837.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000364_0100,364,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000364_0101,364,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000365_0096,365,near_background_same_area,1130.068947,1099.641756,true,false,local_range_background,negative_or_background_control
E0_REG_000365_0097,365,far_background_same_area,1097.410053,784.451244,true,false,local_range_background,negative_or_background_control
E0_REG_000365_0098,365,strong_scatterer_background_same_area,790.5,756,true,false,frame_scan_q95=74,negative_or_background_control
E0_REG_000365_0099,365,mask_edge_background_same_area,79.5,828,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000365_0100,365,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000365_0101,365,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000366_0096,366,near_background_same_area,1140.494106,1113.600542,true,false,local_range_background,negative_or_background_control
E0_REG_000366_0097,366,far_background_same_area,1119.131894,770.373458,true,false,local_range_background,negative_or_background_control
E0_REG_000366_0098,366,strong_scatterer_background_same_area,728.5,762,true,false,frame_scan_q95=68,negative_or_background_control
E0_REG_000366_0099,366,mask_edge_background_same_area,91.5,846,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000366_0100,366,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000366_0101,366,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000367_0096,367,near_background_same_area,1141.013646,1096.201205,true,false,local_range_background,negative_or_background_control
E0_REG_000367_0097,367,far_background_same_area,1124.082354,790.597795,true,false,local_range_background,negative_or_background_control
E0_REG_000367_0098,367,strong_scatterer_background_same_area,1558,872,true,false,frame_scan_q95=74,negative_or_background_control
E0_REG_000367_0099,367,mask_edge_background_same_area,82,834,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000367_0100,367,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000367_0101,367,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000368_0096,368,near_background_same_area,1145.429222,1100.60699,true,false,local_range_background,negative_or_background_control
E0_REG_000368_0097,368,far_background_same_area,1133.666778,784.96701,true,false,local_range_background,negative_or_background_control
E0_REG_000368_0098,368,strong_scatterer_background_same_area,1566,880.5,true,false,frame_scan_q95=73,negative_or_background_control
E0_REG_000368_0099,368,mask_edge_background_same_area,87,840.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000368_0100,368,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000368_0101,368,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000369_0096,369,near_background_same_area,1142.815188,1094.521916,true,false,local_range_background,negative_or_background_control
E0_REG_000369_0097,369,far_background_same_area,1128.388812,790.024084,true,false,local_range_background,negative_or_background_control
E0_REG_000369_0098,369,strong_scatterer_background_same_area,810.5,758.5,true,false,frame_scan_q95=78,negative_or_background_control
E0_REG_000369_0099,369,mask_edge_background_same_area,81.5,834.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000369_0100,369,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000369_0101,369,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000370_0096,370,near_background_same_area,1152.943982,1197.201178,true,false,local_range_background,negative_or_background_control
E0_REG_000370_0097,370,far_background_same_area,1148.934018,690.652822,true,false,local_range_background,negative_or_background_control
E0_REG_000370_0098,370,strong_scatterer_background_same_area,830,755,true,false,frame_scan_q95=76,negative_or_background_control
E0_REG_000370_0099,370,mask_edge_background_same_area,83,825,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000370_0100,370,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000370_0101,370,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000371_0096,371,near_background_same_area,1153.289005,1078.834783,true,false,local_range_background,negative_or_background_control
E0_REG_000371_0097,371,far_background_same_area,1152.215805,698.811905,true,false,local_range_background,negative_or_background_control
E0_REG_000371_0098,371,strong_scatterer_background_same_area,803,757.5,true,false,frame_scan_q95=80,negative_or_background_control
E0_REG_000371_0099,371,mask_edge_background_same_area,73,794.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000371_0100,371,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000371_0101,371,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000372_0096,372,near_background_same_area,1162.196081,1087.215491,true,false,local_range_background,negative_or_background_control
E0_REG_000372_0097,372,far_background_same_area,1172.013919,795.672509,true,false,local_range_background,negative_or_background_control
E0_REG_000372_0098,372,strong_scatterer_background_same_area,774.5,757.5,true,false,frame_scan_q95=83,negative_or_background_control
E0_REG_000372_0099,372,mask_edge_background_same_area,86.5,831.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000372_0100,372,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000372_0101,372,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000373_0096,373,near_background_same_area,1165.585498,1082.421544,true,false,local_range_background,negative_or_background_control
E0_REG_000373_0097,373,far_background_same_area,1178.568502,804.306456,true,false,local_range_background,negative_or_background_control
E0_REG_000373_0098,373,strong_scatterer_background_same_area,774,754.5,true,false,frame_scan_q95=75,negative_or_background_control
E0_REG_000373_0099,373,mask_edge_background_same_area,86,824.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000373_0100,373,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000373_0101,373,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000374_0096,374,near_background_same_area,1169.552877,1096.642364,true,false,local_range_background,negative_or_background_control
E0_REG_000374_0097,374,far_background_same_area,1189.847123,791.361636,true,false,local_range_background,negative_or_background_control
E0_REG_000374_0098,374,strong_scatterer_background_same_area,870.5,757,true,false,frame_scan_q95=71,negative_or_background_control
E0_REG_000374_0099,374,mask_edge_background_same_area,87.5,831,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000374_0100,374,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000374_0101,374,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000375_0096,375,near_background_same_area,1170.978534,1100.376143,true,false,local_range_background,negative_or_background_control
E0_REG_000375_0097,375,far_background_same_area,1193.619466,793.371857,true,false,local_range_background,negative_or_background_control
E0_REG_000375_0098,375,strong_scatterer_background_same_area,820.5,757,true,false,frame_scan_q95=71,negative_or_background_control
E0_REG_000375_0099,375,mask_edge_background_same_area,82.5,831,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000375_0100,375,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000375_0101,375,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000376_0096,376,near_background_same_area,1169.918012,1095.127382,true,false,local_range_background,negative_or_background_control
E0_REG_000376_0097,376,far_background_same_area,1190.152988,795.794618,true,false,local_range_background,negative_or_background_control
E0_REG_000376_0098,376,strong_scatterer_background_same_area,830,756,true,false,frame_scan_q95=66,negative_or_background_control
E0_REG_000376_0099,376,mask_edge_background_same_area,83,828,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000376_0100,376,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000376_0101,376,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000377_0096,377,near_background_same_area,1182.566898,1110.818356,true,false,local_range_background,negative_or_background_control
E0_REG_000377_0097,377,far_background_same_area,1225.863102,777.715644,true,false,local_range_background,negative_or_background_control
E0_REG_000377_0098,377,strong_scatterer_background_same_area,860.5,756,true,false,frame_scan_q95=58,negative_or_background_control
E0_REG_000377_0099,377,mask_edge_background_same_area,86.5,828,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000377_0100,377,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000377_0101,377,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000378_0096,378,near_background_same_area,1179.383383,1094.293246,true,false,local_range_background,negative_or_background_control
E0_REG_000378_0097,378,far_background_same_area,1211.364617,796.563754,true,false,local_range_background,negative_or_background_control
E0_REG_000378_0098,378,strong_scatterer_background_same_area,891.5,753,true,false,frame_scan_q95=64,negative_or_background_control
E0_REG_000378_0099,378,mask_edge_background_same_area,81.5,823,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000378_0100,378,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000378_0101,378,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000379_0096,379,near_background_same_area,1184.472093,1126.790913,true,false,local_range_background,negative_or_background_control
E0_REG_000379_0097,379,far_background_same_area,1239.513907,758.650087,true,false,local_range_background,negative_or_background_control
E0_REG_000379_0098,379,strong_scatterer_background_same_area,890,759,true,false,frame_scan_q95=60,negative_or_background_control
E0_REG_000379_0099,379,mask_edge_background_same_area,89,837,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000379_0100,379,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000379_0101,379,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000380_0096,380,near_background_same_area,1184.937301,1113.782694,true,false,local_range_background,negative_or_background_control
E0_REG_000380_0097,380,far_background_same_area,1233.674699,772.217306,true,false,local_range_background,negative_or_background_control
E0_REG_000380_0098,380,strong_scatterer_background_same_area,891.5,757,true,false,frame_scan_q95=65.95,negative_or_background_control
E0_REG_000380_0099,380,mask_edge_background_same_area,81.5,831,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000380_0100,380,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000380_0101,380,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000381_0096,381,near_background_same_area,1190.050814,1119.363095,true,false,local_range_background,negative_or_background_control
E0_REG_000381_0097,381,far_background_same_area,1250.188186,766.992905,true,false,local_range_background,negative_or_background_control
E0_REG_000381_0098,381,strong_scatterer_background_same_area,902.5,756.5,true,false,frame_scan_q95=69,negative_or_background_control
E0_REG_000381_0099,381,mask_edge_background_same_area,82.5,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000381_0100,381,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000381_0101,381,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000382_0096,382,near_background_same_area,1190.112454,1108.253209,true,false,local_range_background,negative_or_background_control
E0_REG_000382_0097,382,far_background_same_area,1244.139546,775.604791,true,false,local_range_background,negative_or_background_control
E0_REG_000382_0098,382,strong_scatterer_background_same_area,912,755,true,false,frame_scan_q95=71,negative_or_background_control
E0_REG_000382_0099,382,mask_edge_background_same_area,76,825,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000382_0100,382,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000382_0101,382,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000383_0096,383,near_background_same_area,1193.328223,1156.329104,true,false,local_range_background,negative_or_background_control
E0_REG_000383_0097,383,far_background_same_area,1290.064777,727.670896,true,false,local_range_background,negative_or_background_control
E0_REG_000383_0098,383,strong_scatterer_background_same_area,900,762,true,false,frame_scan_q95=65,negative_or_background_control
E0_REG_000383_0099,383,mask_edge_background_same_area,90,846,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000383_0100,383,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000383_0101,383,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000384_0096,384,near_background_same_area,1194.365376,1128.216447,true,false,local_range_background,negative_or_background_control
E0_REG_000384_0097,384,far_background_same_area,1268.737624,755.329553,true,false,local_range_background,negative_or_background_control
E0_REG_000384_0098,384,strong_scatterer_background_same_area,900.5,759,true,false,frame_scan_q95=65,negative_or_background_control
E0_REG_000384_0099,384,mask_edge_background_same_area,75.5,798,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000384_0100,384,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000384_0101,384,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000385_0096,385,near_background_same_area,1202.066867,1143.05754,true,false,local_range_background,negative_or_background_control
E0_REG_000385_0097,385,far_background_same_area,1305.433133,739.75346,true,false,local_range_background,negative_or_background_control
E0_REG_000385_0098,385,strong_scatterer_background_same_area,900,756.5,true,false,frame_scan_q95=64,negative_or_background_control
E0_REG_000385_0099,385,mask_edge_background_same_area,90,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000385_0100,385,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000385_0101,385,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000386_0096,386,near_background_same_area,1202.388584,1142.512691,true,false,local_range_background,negative_or_background_control
E0_REG_000386_0097,386,far_background_same_area,1306.015416,739.713309,true,false,local_range_background,negative_or_background_control
E0_REG_000386_0098,386,strong_scatterer_background_same_area,900,756.5,true,false,frame_scan_q95=69,negative_or_background_control
E0_REG_000386_0099,386,mask_edge_background_same_area,90,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000386_0100,386,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000386_0101,386,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000387_0096,387,near_background_same_area,1203.959452,1141.785093,true,false,local_range_background,negative_or_background_control
E0_REG_000387_0097,387,far_background_same_area,1309.962548,741.160907,true,false,local_range_background,negative_or_background_control
E0_REG_000387_0098,387,strong_scatterer_background_same_area,946.5,756.5,true,false,frame_scan_q95=66,negative_or_background_control
E0_REG_000387_0099,387,mask_edge_background_same_area,86.5,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000387_0100,387,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000387_0101,387,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000388_0096,388,near_background_same_area,1201.972782,1169.984611,true,false,local_range_background,negative_or_background_control
E0_REG_000388_0097,388,far_background_same_area,1340.756218,705.330389,true,false,local_range_background,negative_or_background_control
E0_REG_000388_0098,388,strong_scatterer_background_same_area,960.5,761.5,true,false,frame_scan_q95=85,negative_or_background_control
E0_REG_000388_0099,388,mask_edge_background_same_area,96.5,843.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000388_0100,388,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000388_0101,388,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000389_0096,389,near_background_same_area,1207.804231,1156.046297,true,false,local_range_background,negative_or_background_control
E0_REG_000389_0097,389,far_background_same_area,1339.413769,729.073703,true,false,local_range_background,negative_or_background_control
E0_REG_000389_0098,389,strong_scatterer_background_same_area,920,756.5,true,false,frame_scan_q95=69,negative_or_background_control
E0_REG_000389_0099,389,mask_edge_background_same_area,92,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000389_0100,389,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000389_0101,389,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000390_0096,390,near_background_same_area,1208.245918,1163.217914,true,false,local_range_background,negative_or_background_control
E0_REG_000390_0097,390,far_background_same_area,1352.066082,719.444086,true,false,local_range_background,negative_or_background_control
E0_REG_000390_0098,390,strong_scatterer_background_same_area,946,760.5,true,false,frame_scan_q95=61,negative_or_background_control
E0_REG_000390_0099,390,mask_edge_background_same_area,86,840.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000390_0100,390,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000390_0101,390,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000391_0096,391,near_background_same_area,1212.65116,1147.9914,true,false,local_range_background,negative_or_background_control
E0_REG_000391_0097,391,far_background_same_area,1344.94884,736.0866,true,false,local_range_background,negative_or_background_control
E0_REG_000391_0098,391,strong_scatterer_background_same_area,996,756.5,true,false,frame_scan_q95=86,negative_or_background_control
E0_REG_000391_0099,391,mask_edge_background_same_area,83,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000391_0100,391,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000391_0101,391,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000392_0096,392,near_background_same_area,1213.900507,1160.951375,true,false,local_range_background,negative_or_background_control
E0_REG_000392_0097,392,far_background_same_area,1370.563493,717.254625,true,false,local_range_background,negative_or_background_control
E0_REG_000392_0098,392,strong_scatterer_background_same_area,968,758,true,false,frame_scan_q95=75,negative_or_background_control
E0_REG_000392_0099,392,mask_edge_background_same_area,88,834,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000392_0100,392,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000392_0101,392,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000393_0096,393,near_background_same_area,1217.323479,1163.670786,true,false,local_range_background,negative_or_background_control
E0_REG_000393_0097,393,far_background_same_area,1386.354521,718.082214,true,false,local_range_background,negative_or_background_control
E0_REG_000393_0098,393,strong_scatterer_background_same_area,1023.5,755,true,false,frame_scan_q95=66,negative_or_background_control
E0_REG_000393_0099,393,mask_edge_background_same_area,93.5,825,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000393_0100,393,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000393_0101,393,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000394_0096,394,near_background_same_area,1219.949209,1152.276601,true,false,local_range_background,negative_or_background_control
E0_REG_000394_0097,394,far_background_same_area,1375.225791,732.416399,true,false,local_range_background,negative_or_background_control
E0_REG_000394_0098,394,strong_scatterer_background_same_area,960,756.5,true,false,frame_scan_q95=75,negative_or_background_control
E0_REG_000394_0099,394,mask_edge_background_same_area,80,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000394_0100,394,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000394_0101,394,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
