boundary_family_id,source_r1_family_ids,sar_frame,member_response_unit_ids,shared_core_atom_ids,family_relation,common_core_bbox,boundary_variants,uncertain_envelope,boundary_status,member_count,boundary_semantic_note_cn
R21R11BF00094,R21R1F00090,228,R21B00128;R21B00131,R21A00102,exact_duplicate_boundary_family,"1023.000,1126.000,1132.000,1240.000","1023,1126,1132,1240","1023.000,1126.000,1132.000,1240.000",single_consensus_bbox,2,成员共享核心且边界重复，是同一局部响应核心的重复边界表达。
R21R11BF00095,R21R1F00090,228,R21B00129,R21A00103,single_local_response_unit,"1053.000,1204.000,1083.000,1240.000","1053,1204,1083,1240","1023.000,1126.000,1132.000,1240.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00096,R21R1F00091,228,R21B00130,R21A00104,single_local_response_unit,"1023.000,1228.000,1041.000,1240.000","1023,1228,1041,1240","1023.000,1126.000,1132.000,1240.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00097,R21R1F00092,238,R21B00132,R21A00105,single_local_response_unit,"1051.000,1135.000,1177.000,1255.000","1051,1135,1177,1255","1051.000,1135.000,1177.000,1255.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00098,R21R1F00093,238,R21B00133,R21A00106,single_local_response_unit,"1063.000,1231.000,1075.000,1243.000","1063,1231,1075,1243","1051.000,1135.000,1177.000,1255.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00099,R21R1F00094,239,R21B00134,R21A00107,single_local_response_unit,"1051.000,1135.000,1177.000,1255.000","1051,1135,1177,1255","1051.000,1135.000,1177.000,1255.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00100,R21R1F00095,239,R21B00135,R21A00108,single_local_response_unit,"1087.000,1201.000,1111.000,1237.000","1087,1201,1111,1237","1051.000,1135.000,1177.000,1255.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00101,R21R1F00096,239,R21B00136,R21A00109,single_local_response_unit,"1063.000,1231.000,1075.000,1243.000","1063,1231,1075,1243","1051.000,1135.000,1177.000,1255.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00102,R21R1F00097,243,R21B00137,R21A00110,single_local_response_unit,"1063.000,1135.000,1195.000,1249.000","1063,1135,1195,1249","1063.000,1135.000,1195.000,1249.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00103,R21R1F00098,243,R21B00138,R21A00111,single_local_response_unit,"1075.000,1231.000,1087.000,1243.000","1075,1231,1087,1243","1063.000,1135.000,1195.000,1249.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00104,R21R1F00099,243,R21B00139,R21A00112,single_local_response_unit,"1177.000,1165.000,1195.000,1177.000","1177,1165,1195,1177","1063.000,1135.000,1195.000,1249.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00105,R21R1F00100,250,R21B00140,R21A00113,single_local_response_unit,"1099.000,1135.000,1201.000,1261.000","1099,1135,1201,1261","1099.000,1135.000,1218.000,1261.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00106,R21R1F00101,250,R21B00141,R21A00114,single_local_response_unit,"1183.000,1165.000,1201.000,1189.000","1183,1165,1201,1189","1099.000,1135.000,1218.000,1261.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00107,R21R1F00102,250,R21B00142,R21A00115,single_local_response_unit,"1195.000,1135.000,1218.000,1153.000","1195,1135,1218,1153","1099.000,1135.000,1218.000,1261.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00108,R21R1F00103,259,R21B00143;R21B00146;R21B00147;R21B00149,R21A00116,shared_actual_core_boundary_family,"1069.000,1135.000,1189.000,1255.000","1069,1135,1189,1255 | 1069,1135,1218,1255","1069.000,1135.000,1218.000,1255.000",multiple_boundary_variants,4,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00109,R21R1F00104,259,R21B00144;R21B00148,R21A00117,shared_actual_core_boundary_family,"1189.000,1195.000,1218.000,1237.000","1189,1141,1218,1237 | 1189,1195,1218,1237","1069.000,1135.000,1218.000,1255.000",multiple_boundary_variants,2,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00110,R21R1F00105,259,R21B00145,R21A00118,single_local_response_unit,"1189.000,1141.000,1218.000,1189.000","1189,1141,1218,1189","1069.000,1135.000,1218.000,1255.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00111,R21R1F00106,260,R21B00150;R21B00153;R21B00154;R21B00156,R21A00119,shared_actual_core_boundary_family,"1075.000,1135.000,1218.000,1195.000","1075,1135,1218,1195 | 1075,1135,1218,1237 | 1075,1135,1218,1255","1075.000,1135.000,1218.000,1255.000",multiple_boundary_variants,4,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00112,R21R1F00107,260,R21B00151;R21B00155,R21A00120,shared_actual_core_boundary_family,"1117.000,1201.000,1189.000,1255.000","1117,1201,1189,1255 | 1117,1201,1218,1255","1075.000,1135.000,1218.000,1255.000",multiple_boundary_variants,2,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00113,R21R1F00108,260,R21B00152,R21A00121,single_local_response_unit,"1195.000,1201.000,1218.000,1237.000","1195,1201,1218,1237","1075.000,1135.000,1218.000,1255.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00114,R21R1F00109,262,R21B00157,R21A00122,single_local_response_unit,"1075.000,1135.000,1218.000,1267.000","1075,1135,1218,1267","1075.000,1135.000,1218.000,1267.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00115,R21R1F00110,263,R21B00158,R21A00123,single_local_response_unit,"1069.000,1135.000,1218.000,1261.000","1069,1135,1218,1261","1069.000,1135.000,1218.000,1261.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00116,R21R1F00111,269,R21B00159;R21B00165;R21B00166,R21A00124,shared_actual_core_boundary_family,"1107.000,1138.000,1245.000,1246.000","1107,1138,1245,1246 | 1107,1138,1245,1258","1107.000,1138.000,1281.000,1258.000",multiple_boundary_variants,3,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00117,R21R1F00112,269,R21B00160,R21A00125,single_local_response_unit,"1143.000,1204.000,1185.000,1258.000","1143,1204,1185,1258","1107.000,1138.000,1263.000,1258.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00118,R21R1F00111,269,R21B00161,R21A00126,single_local_response_unit,"1227.000,1192.000,1245.000,1240.000","1227,1192,1245,1240","1107.000,1138.000,1281.000,1258.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00119,R21R1F00113,269,R21B00162,R21A00127,single_local_response_unit,"1251.000,1174.000,1263.000,1186.000","1251,1174,1263,1186","1107.000,1138.000,1281.000,1258.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00120,R21R1F00114,269,R21B00163,R21A00128,single_local_response_unit,"1263.000,1138.000,1281.000,1150.000","1263,1138,1281,1150","1107.000,1138.000,1281.000,1246.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00121,R21R1F00115,269,R21B00164,R21A00129,single_local_response_unit,"1245.000,1138.000,1257.000,1156.000","1245,1138,1257,1156","1107.000,1138.000,1281.000,1246.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00122,R21R1F00116,270,R21B00167;R21B00172;R21B00173;R21B00174,R21A00130,shared_actual_core_boundary_family,"1107.000,1138.000,1263.000,1240.000","1107,1138,1263,1240 | 1107,1138,1263,1258 | 1107,1138,1275,1240","1107.000,1138.000,1287.000,1258.000",multiple_boundary_variants,4,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00123,R21R1F00117,270,R21B00168,R21A00131,single_local_response_unit,"1137.000,1204.000,1185.000,1258.000","1137,1204,1185,1258","1107.000,1138.000,1275.000,1258.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00124,R21R1F00116,270,R21B00169,R21A00132,single_local_response_unit,"1233.000,1192.000,1245.000,1234.000","1233,1192,1245,1234","1107.000,1138.000,1287.000,1258.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00125,R21R1F00118,270,R21B00170,R21A00133,single_local_response_unit,"1245.000,1162.000,1275.000,1186.000","1245,1162,1275,1186","1107.000,1138.000,1287.000,1258.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00126,R21R1F00119,270,R21B00171,R21A00134,single_local_response_unit,"1269.000,1138.000,1287.000,1150.000","1269,1138,1287,1150","1107.000,1138.000,1287.000,1240.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00127,R21R1F00120,271,R21B00175;R21B00179;R21B00180;R21B00182,R21A00135,shared_actual_core_boundary_family,"1107.000,1138.000,1287.000,1240.000","1107,1138,1287,1240 | 1107,1138,1287,1252","1107.000,1138.000,1287.000,1252.000",multiple_boundary_variants,4,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00128,R21R1F00121,271,R21B00176;R21B00181,R21A00136,shared_actual_core_boundary_family,"1143.000,1210.000,1197.000,1252.000","1143,1198,1251,1252 | 1143,1210,1197,1252","1107.000,1138.000,1287.000,1252.000",multiple_boundary_variants,2,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00129,R21R1F00120,271,R21B00177,R21A00137,single_local_response_unit,"1233.000,1198.000,1251.000,1240.000","1233,1198,1251,1240","1107.000,1138.000,1287.000,1252.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00130,R21R1F00122,271,R21B00178,R21A00138,single_local_response_unit,"1245.000,1174.000,1275.000,1192.000","1245,1174,1275,1192","1107.000,1138.000,1287.000,1252.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00131,R21R1F00123;R21R1F00125,272,R21B00183;R21B00189;R21B00190,R21A00139,shared_actual_core_boundary_family,"1107.000,1138.000,1251.000,1240.000","1107,1138,1251,1240 | 1107,1138,1251,1270 | 1107,1138,1257,1240","1107.000,1138.000,1287.000,1270.000",multiple_boundary_variants,3,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00132,R21R1F00124,272,R21B00184,R21A00140,single_local_response_unit,"1143.000,1210.000,1197.000,1270.000","1143,1210,1197,1270","1107.000,1138.000,1281.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00133,R21R1F00125,272,R21B00185,R21A00141,single_local_response_unit,"1239.000,1198.000,1257.000,1240.000","1239,1198,1257,1240","1107.000,1138.000,1287.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00134,R21R1F00126,272,R21B00186,R21A00142,single_local_response_unit,"1257.000,1168.000,1281.000,1192.000","1257,1168,1281,1192","1107.000,1138.000,1287.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00135,R21R1F00127,272,R21B00187,R21A00143,single_local_response_unit,"1257.000,1138.000,1287.000,1156.000","1257,1138,1287,1156","1107.000,1138.000,1287.000,1240.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00136,R21R1F00128,272,R21B00188,R21A00144,single_local_response_unit,"1227.000,1144.000,1251.000,1156.000","1227,1144,1251,1156","1107.000,1138.000,1287.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00137,R21R1F00129,273,R21B00191;R21B00195,R21A00145,exact_duplicate_boundary_family,"1115.000,1140.000,1259.000,1266.000","1115,1140,1259,1266","1115.000,1140.000,1289.000,1266.000",single_consensus_bbox,2,成员共享核心且边界重复，是同一局部响应核心的重复边界表达。
R21R11BF00138,R21R1F00129,273,R21B00192,R21A00146,single_local_response_unit,"1241.000,1194.000,1259.000,1236.000","1241,1194,1259,1236","1115.000,1140.000,1289.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00139,R21R1F00130,273,R21B00193,R21A00147,single_local_response_unit,"1265.000,1170.000,1283.000,1188.000","1265,1170,1283,1188","1115.000,1140.000,1289.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00140,R21R1F00131,273,R21B00194,R21A00148,single_local_response_unit,"1259.000,1140.000,1289.000,1152.000","1259,1140,1289,1152","1115.000,1140.000,1289.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00141,R21R1F00132,276,R21B00196;R21B00201;R21B00202,R21A00149,exact_duplicate_boundary_family,"1115.000,1140.000,1271.000,1242.000","1115,1140,1271,1242","1115.000,1140.000,1283.000,1266.000",single_consensus_bbox,3,成员共享核心且边界重复，是同一局部响应核心的重复边界表达。
R21R11BF00142,R21R1F00132,276,R21B00197;R21B00203,R21A00150,shared_actual_core_boundary_family,"1157.000,1212.000,1211.000,1242.000","1157,1194,1271,1242 | 1157,1212,1211,1242","1115.000,1140.000,1283.000,1266.000",multiple_boundary_variants,2,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00143,R21R1F00133,276,R21B00198,R21A00151,single_local_response_unit,"1253.000,1194.000,1271.000,1236.000","1253,1194,1271,1236","1115.000,1140.000,1283.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00144,R21R1F00134,276,R21B00199,R21A00152,single_local_response_unit,"1271.000,1140.000,1283.000,1152.000","1271,1140,1283,1152","1115.000,1140.000,1283.000,1242.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00145,R21R1F00135,276,R21B00200,R21A00153,single_local_response_unit,"1175.000,1254.000,1211.000,1266.000","1175,1254,1211,1266","1115.000,1140.000,1271.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00146,R21R1F00136,278,R21B00204;R21B00207,R21A00154,same_nonempty_core_boundary_family,"1121.000,1140.000,1277.000,1236.000","1121,1140,1277,1236 | 1121,1140,1277,1266","1121.000,1140.000,1289.000,1266.000",multiple_boundary_variants,2,成员共享相同非空核心，仅边界表达不同。
R21R11BF00147,R21R1F00137,278,R21B00205,R21A00155,single_local_response_unit,"1163.000,1212.000,1217.000,1266.000","1163,1212,1217,1266","1121.000,1140.000,1277.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00148,R21R1F00138,278,R21B00206,R21A00156,single_local_response_unit,"1277.000,1140.000,1289.000,1158.000","1277,1140,1289,1158","1121.000,1140.000,1289.000,1236.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00149,R21R1F00139,279,R21B00208;R21B00212,R21A00157,same_nonempty_core_boundary_family,"1115.000,1140.000,1283.000,1236.000","1115,1140,1283,1236 | 1115,1140,1283,1266","1115.000,1140.000,1313.000,1266.000",multiple_boundary_variants,2,成员共享相同非空核心，仅边界表达不同。
R21R11BF00150,R21R1F00140,279,R21B00209,R21A00158,single_local_response_unit,"1163.000,1212.000,1217.000,1266.000","1163,1212,1217,1266","1115.000,1140.000,1283.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00151,R21R1F00141,279,R21B00210,R21A00159,single_local_response_unit,"1259.000,1140.000,1289.000,1158.000","1259,1140,1289,1158","1115.000,1140.000,1313.000,1236.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00152,R21R1F00142,279,R21B00211,R21A00160,single_local_response_unit,"1289.000,1170.000,1313.000,1200.000","1289,1170,1313,1200","1115.000,1140.000,1313.000,1236.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00153,R21R1F00143,280,R21B00213;R21B00216,R21A00161,same_nonempty_core_boundary_family,"1115.000,1140.000,1277.000,1236.000","1115,1140,1277,1236 | 1115,1140,1277,1266","1115.000,1140.000,1277.000,1266.000",multiple_boundary_variants,2,成员共享相同非空核心，仅边界表达不同。
R21R11BF00154,R21R1F00144,280,R21B00214,R21A00162,single_local_response_unit,"1163.000,1212.000,1223.000,1266.000","1163,1212,1223,1266","1115.000,1140.000,1277.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00155,R21R1F00145,280,R21B00215,R21A00163,single_local_response_unit,"1265.000,1146.000,1277.000,1158.000","1265,1146,1277,1158","1115.000,1140.000,1277.000,1236.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00156,R21R1F00146,281,R21B00217;R21B00221;R21B00222;R21B00224,R21A00164,shared_actual_core_boundary_family,"1115.000,1140.000,1283.000,1236.000","1115,1140,1283,1236 | 1115,1140,1283,1266","1115.000,1140.000,1301.000,1266.000",multiple_boundary_variants,4,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00157,R21R1F00147,281,R21B00218;R21B00223,R21A00165,shared_actual_core_boundary_family,"1169.000,1212.000,1223.000,1266.000","1169,1200,1283,1266 | 1169,1212,1223,1266","1115.000,1140.000,1301.000,1266.000",multiple_boundary_variants,2,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00158,R21R1F00146,281,R21B00219,R21A00166,single_local_response_unit,"1271.000,1200.000,1283.000,1230.000","1271,1200,1283,1230","1115.000,1140.000,1301.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00159,R21R1F00148,281,R21B00220,R21A00167,single_local_response_unit,"1265.000,1140.000,1301.000,1158.000","1265,1140,1301,1158","1115.000,1140.000,1301.000,1236.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00160,R21R1F00149,284,R21B00225;R21B00230,R21A00168,same_nonempty_core_boundary_family,"1115.000,1140.000,1301.000,1236.000","1115,1140,1301,1236 | 1115,1140,1301,1266","1115.000,1140.000,1331.000,1266.000",multiple_boundary_variants,2,成员共享相同非空核心，仅边界表达不同。
R21R11BF00161,R21R1F00150,284,R21B00226,R21A00169,single_local_response_unit,"1175.000,1206.000,1235.000,1266.000","1175,1206,1235,1266","1115.000,1140.000,1301.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00162,R21R1F00151,284,R21B00227,R21A00170,single_local_response_unit,"1283.000,1200.000,1289.000,1218.000","1283,1200,1289,1218","1115.000,1140.000,1331.000,1266.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00163,R21R1F00152,284,R21B00228,R21A00171,single_local_response_unit,"1301.000,1140.000,1307.000,1146.000","1301,1140,1307,1146","1115.000,1140.000,1331.000,1236.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00164,R21R1F00153,284,R21B00229,R21A00172,single_local_response_unit,"1319.000,1194.000,1331.000,1200.000","1319,1194,1331,1200","1115.000,1140.000,1331.000,1236.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00165,R21R1F00154,288,R21B00231;R21B00235,R21A00173,same_nonempty_core_boundary_family,"1146.000,1138.000,1308.000,1228.000","1146,1138,1308,1228 | 1146,1138,1308,1240","1146.000,1138.000,1308.000,1270.000",multiple_boundary_variants,2,成员共享相同非空核心，仅边界表达不同。
R21R11BF00166,R21R1F00155,288,R21B00232,R21A00174,single_local_response_unit,"1200.000,1192.000,1224.000,1240.000","1200,1192,1224,1240","1146.000,1138.000,1308.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00167,R21R1F00156,288,R21B00233,R21A00175,single_local_response_unit,"1230.000,1228.000,1248.000,1240.000","1230,1228,1248,1240","1146.000,1138.000,1308.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00168,R21R1F00157,288,R21B00234,R21A00176,single_local_response_unit,"1170.000,1246.000,1206.000,1270.000","1170,1246,1206,1270","1146.000,1138.000,1308.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00169,R21R1F00158,289,R21B00236;R21B00241;R21B00242,R21A00177,shared_actual_core_boundary_family,"1146.000,1138.000,1308.000,1228.000","1146,1138,1308,1228 | 1146,1138,1308,1240 | 1146,1138,1308,1270","1146.000,1138.000,1344.000,1270.000",multiple_boundary_variants,3,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00170,R21R1F00159,289,R21B00237;R21B00243,R21A00178,shared_actual_core_boundary_family,"1200.000,1210.000,1224.000,1240.000","1146,1210,1224,1270 | 1200,1210,1224,1240","1146.000,1138.000,1308.000,1270.000",multiple_boundary_variants,2,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00171,R21R1F00160,289,R21B00238,R21A00179,single_local_response_unit,"1146.000,1246.000,1206.000,1270.000","1146,1246,1206,1270","1146.000,1138.000,1308.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00172,R21R1F00161,289,R21B00239,R21A00180,single_local_response_unit,"1242.000,1228.000,1248.000,1240.000","1242,1228,1248,1240","1146.000,1138.000,1308.000,1270.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00173,R21R1F00162,289,R21B00240,R21A00181,single_local_response_unit,"1320.000,1138.000,1344.000,1150.000","1320,1138,1344,1150","1146.000,1138.000,1344.000,1228.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
R21R11BF00174,R21R1F00163,290,R21B00244;R21B00247;R21B00248;R21B00250,R21A00182,shared_actual_core_boundary_family,"1146.000,1138.000,1314.000,1228.000","1146,1138,1314,1228 | 1146,1138,1314,1240 | 1146,1138,1314,1282","1146.000,1138.000,1314.000,1282.000",multiple_boundary_variants,4,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00175,R21R1F00164,290,R21B00245;R21B00249,R21A00183,shared_actual_core_boundary_family,"1206.000,1192.000,1236.000,1240.000","1146,1192,1236,1282 | 1206,1192,1236,1240","1146.000,1138.000,1314.000,1282.000",multiple_boundary_variants,2,成员共享实际核心原子且满足严格空间关系；不同物理部件关系已移出到 same-object candidate edge。
R21R11BF00176,R21R1F00165,290,R21B00246,R21A00184,single_local_response_unit,"1146.000,1246.000,1206.000,1282.000","1146,1246,1206,1282","1146.000,1138.000,1314.000,1282.000",single_consensus_bbox,1,单个冻结 response-box 成员，仅作为局部响应单元，不等价于完整车辆。
