raw_review_id,blind_frame_id,blind_family_id,family_id,sar_frame,raw_family_visible_structure_cn,raw_member_bbox_consistency_cn,raw_common_core_support_cn,raw_boundary_variant_reason_cn,raw_spatially_distinct_structure_present,raw_vehicle_response_support,raw_background_support,raw_unresolved,raw_decisive_reason_cn,raw_confidence,raw_png
R21R1RAW0065,R21R1_BLIND_FRAME_079,R21R1_BLIND_FAMILY_065,R21R1F00065,79,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00065?SAR 79?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0066,R21R1_BLIND_FRAME_079,R21R1_BLIND_FAMILY_066,R21R1F00066,79,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00066?SAR 79?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0067,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_067,R21R1F00067,80,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00067?SAR 80?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0068,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_068,R21R1F00068,80,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00068?SAR 80?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0069,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_069,R21R1F00069,80,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00069?SAR 80?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0070,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_070,R21R1F00070,80,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00070?SAR 80?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0071,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_071,R21R1F00071,80,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00071?SAR 80?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0072,R21R1_BLIND_FRAME_080,R21R1_BLIND_FAMILY_072,R21R1F00072,80,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00072?SAR 80?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_009.png
R21R1RAW0073,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_073,R21R1F00073,81,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00073?SAR 81?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0074,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_074,R21R1F00074,81,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00074?SAR 81?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0075,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_075,R21R1F00075,81,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00075?SAR 81?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0076,R21R1_BLIND_FRAME_081,R21R1_BLIND_FAMILY_076,R21R1F00076,81,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00076?SAR 81?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0077,R21R1_BLIND_FRAME_212,R21R1_BLIND_FAMILY_077,R21R1F00077,212,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00077?SAR 212?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0078,R21R1_BLIND_FRAME_213,R21R1_BLIND_FAMILY_078,R21R1F00078,213,?????????????????????????????????,?????????????????raw ?????????,?????????????????????????,?? multiple_valid_bbox_variants????????????????,false,false,false,true,R21R1F00078?SAR 213?raw ?????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.42,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0079,R21R1_BLIND_FRAME_213,R21R1_BLIND_FAMILY_079,R21R1F00079,213,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00079?SAR 213?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0080,R21R1_BLIND_FRAME_213,R21R1_BLIND_FAMILY_080,R21R1F00080,213,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00080?SAR 213?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_010.png
R21R1RAW0081,R21R1_BLIND_FRAME_216,R21R1_BLIND_FAMILY_081,R21R1F00081,216,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00081?SAR 216?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0082,R21R1_BLIND_FRAME_220,R21R1_BLIND_FAMILY_082,R21R1F00082,220,????????????????????????????,??????raw ???????????????????,????? raw ???????????,????? single_consensus_bbox?????????????,false,false,true,false,R21R1F00082?SAR 220?raw ?????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.54,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0083,R21R1_BLIND_FRAME_220,R21R1_BLIND_FAMILY_083,R21R1F00083,220,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00083?SAR 220?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0084,R21R1_BLIND_FRAME_224,R21R1_BLIND_FAMILY_084,R21R1F00084,224,?????????????????????????????????,?????????????????raw ?????????,?????????????????????????,?? multiple_valid_bbox_variants????????????????,false,false,false,true,R21R1F00084?SAR 224?raw ?????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.42,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0085,R21R1_BLIND_FRAME_224,R21R1_BLIND_FAMILY_085,R21R1F00085,224,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00085?SAR 224?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0086,R21R1_BLIND_FRAME_224,R21R1_BLIND_FAMILY_086,R21R1F00086,224,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00086?SAR 224?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0087,R21R1_BLIND_FRAME_227,R21R1_BLIND_FAMILY_087,R21R1F00087,227,?????????????????????????????????,?????????????????raw ?????????,?????????????????????????,?? multiple_valid_bbox_variants????????????????,false,false,false,true,R21R1F00087?SAR 227?raw ?????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.42,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0088,R21R1_BLIND_FRAME_227,R21R1_BLIND_FAMILY_088,R21R1F00088,227,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00088?SAR 227?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_011.png
R21R1RAW0089,R21R1_BLIND_FRAME_227,R21R1_BLIND_FAMILY_089,R21R1F00089,227,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00089?SAR 227?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0090,R21R1_BLIND_FRAME_228,R21R1_BLIND_FAMILY_090,R21R1F00090,228,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00090?SAR 228?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0091,R21R1_BLIND_FRAME_228,R21R1_BLIND_FAMILY_091,R21R1F00091,228,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00091?SAR 228?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0092,R21R1_BLIND_FRAME_238,R21R1_BLIND_FAMILY_092,R21R1F00092,238,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00092?SAR 238?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0093,R21R1_BLIND_FRAME_238,R21R1_BLIND_FAMILY_093,R21R1F00093,238,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00093?SAR 238?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0094,R21R1_BLIND_FRAME_239,R21R1_BLIND_FAMILY_094,R21R1F00094,239,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00094?SAR 239?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0095,R21R1_BLIND_FRAME_239,R21R1_BLIND_FAMILY_095,R21R1F00095,239,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00095?SAR 239?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0096,R21R1_BLIND_FRAME_239,R21R1_BLIND_FAMILY_096,R21R1F00096,239,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00096?SAR 239?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_012.png
R21R1RAW0097,R21R1_BLIND_FRAME_243,R21R1_BLIND_FAMILY_097,R21R1F00097,243,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00097?SAR 243?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0098,R21R1_BLIND_FRAME_243,R21R1_BLIND_FAMILY_098,R21R1F00098,243,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00098?SAR 243?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0099,R21R1_BLIND_FRAME_243,R21R1_BLIND_FAMILY_099,R21R1F00099,243,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00099?SAR 243?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0100,R21R1_BLIND_FRAME_250,R21R1_BLIND_FAMILY_100,R21R1F00100,250,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00100?SAR 250?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0101,R21R1_BLIND_FRAME_250,R21R1_BLIND_FAMILY_101,R21R1F00101,250,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00101?SAR 250?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0102,R21R1_BLIND_FRAME_250,R21R1_BLIND_FAMILY_102,R21R1F00102,250,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00102?SAR 250?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0103,R21R1_BLIND_FRAME_259,R21R1_BLIND_FAMILY_103,R21R1F00103,259,?????????????????????????????????,?????????????????raw ?????????,?????????????????????????,?? multiple_valid_bbox_variants????????????????,false,false,false,true,R21R1F00103?SAR 259?raw ?????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.42,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0104,R21R1_BLIND_FRAME_259,R21R1_BLIND_FAMILY_104,R21R1F00104,259,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00104?SAR 259?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_013.png
R21R1RAW0105,R21R1_BLIND_FRAME_259,R21R1_BLIND_FAMILY_105,R21R1F00105,259,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00105?SAR 259?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0106,R21R1_BLIND_FRAME_260,R21R1_BLIND_FAMILY_106,R21R1F00106,260,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00106?SAR 260?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0107,R21R1_BLIND_FRAME_260,R21R1_BLIND_FAMILY_107,R21R1F00107,260,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00107?SAR 260?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0108,R21R1_BLIND_FRAME_260,R21R1_BLIND_FAMILY_108,R21R1F00108,260,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00108?SAR 260?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0109,R21R1_BLIND_FRAME_262,R21R1_BLIND_FAMILY_109,R21R1F00109,262,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00109?SAR 262?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0110,R21R1_BLIND_FRAME_263,R21R1_BLIND_FAMILY_110,R21R1F00110,263,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00110?SAR 263?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0111,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_111,R21R1F00111,269,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00111?SAR 269?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0112,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_112,R21R1F00112,269,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00112?SAR 269?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_014.png
R21R1RAW0113,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_113,R21R1F00113,269,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00113?SAR 269?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0114,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_114,R21R1F00114,269,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00114?SAR 269?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0115,R21R1_BLIND_FRAME_269,R21R1_BLIND_FAMILY_115,R21R1F00115,269,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00115?SAR 269?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0116,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_116,R21R1F00116,270,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00116?SAR 270?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0117,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_117,R21R1F00117,270,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00117?SAR 270?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0118,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_118,R21R1F00118,270,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00118?SAR 270?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0119,R21R1_BLIND_FRAME_270,R21R1_BLIND_FAMILY_119,R21R1F00119,270,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00119?SAR 270?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0120,R21R1_BLIND_FRAME_271,R21R1_BLIND_FAMILY_120,R21R1F00120,271,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00120?SAR 271?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_015.png
R21R1RAW0121,R21R1_BLIND_FRAME_271,R21R1_BLIND_FAMILY_121,R21R1F00121,271,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00121?SAR 271?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0122,R21R1_BLIND_FRAME_271,R21R1_BLIND_FAMILY_122,R21R1F00122,271,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00122?SAR 271?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0123,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_123,R21R1F00123,272,?????????????????????????????????,?????????????????raw ?????????,?????????????????????????,?? multiple_valid_bbox_variants????????????????,false,false,false,true,R21R1F00123?SAR 272?raw ?????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.42,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0124,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_124,R21R1F00124,272,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00124?SAR 272?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0125,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_125,R21R1F00125,272,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00125?SAR 272?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0126,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_126,R21R1F00126,272,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00126?SAR 272?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0127,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_127,R21R1F00127,272,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00127?SAR 272?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0128,R21R1_BLIND_FRAME_272,R21R1_BLIND_FAMILY_128,R21R1F00128,272,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00128?SAR 272?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_016.png
R21R1RAW0129,R21R1_BLIND_FRAME_273,R21R1_BLIND_FAMILY_129,R21R1F00129,273,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00129?SAR 273?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_017.png
