case_id,sar_frame,state_strength,coordinate_family,channel,skeleton_sample_count,skeleton_median,skeleton_p90_coverage,skeleton_p95_coverage,skeleton_to_ridge_distance_px,frame_level_skeleton_hit,seed_hit,definite_median,background_median,unresolved_median,skeleton_minus_background_median,target_skeleton_vs_background_auc,background_activation,score_interpretation
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_median_sar_display,1243,0.840909,0.156879,0.090105,1.369300,False,False,0.840909,0.840909,0.931818,0.000000,0.400448,0.850965,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_max_sar_display,1243,0.796296,0.170555,0.107804,1.369300,False,False,0.796296,0.814815,0.981481,-0.018519,0.398190,0.832746,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_min_sar_display,1243,0.810811,0.185036,0.065165,0.955000,False,False,0.810811,0.810811,0.864865,0.000000,0.424857,0.803337,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_mad_sar_display,1243,0.375000,0.178600,0.105390,0.955000,False,False,0.375000,0.375000,0.500000,0.000000,0.454414,0.469887,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_adjacent_positive_change_tminus1_to_t,1243,0.176471,0.186645,0.082060,0.955000,False,False,0.176471,0.176471,0.235294,0.000000,0.471927,0.294176,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_adjacent_negative_change_tminus1_to_t,1243,0.000000,0.176187,0.076428,0.955000,False,False,0.000000,0.000000,0.000000,0.000000,0.503373,0.146264,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_local_response_frequency,1243,0.000000,0.000000,0.000000,21.333000,False,False,0.000000,0.000000,0.000000,0.000000,0.505702,0.049000,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_gradient_persistence,1243,0.242553,0.184232,0.090105,0.955000,False,False,0.231915,0.244681,0.306383,-0.002128,0.488915,0.342717,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w2_local_component_continuity,1243,0.500000,0.235720,0.067578,0.955000,False,False,0.500000,0.500000,0.750000,0.000000,0.405252,0.493363,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_median_sar_display,1243,0.840909,0.181818,0.097345,0.955000,False,False,0.840909,0.863636,0.977273,-0.022727,0.396268,0.869530,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_max_sar_display,1243,0.786885,0.217216,0.113435,0.955000,False,False,0.770492,0.786885,0.983607,0.000000,0.402762,0.823851,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_min_sar_display,1243,0.794118,0.158488,0.075623,0.955000,False,False,0.794118,0.852941,0.911765,-0.058824,0.435956,0.826103,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_mad_sar_display,1243,0.500000,0.254224,0.125503,0.955000,True,False,0.500000,0.500000,0.625000,0.000000,0.438161,0.570735,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_local_response_frequency,1243,0.000000,0.000000,0.000000,193.990936,False,False,0.000000,0.000000,0.000000,0.000000,0.509200,0.040315,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_gradient_persistence,1243,0.263717,0.188254,0.094932,0.955000,False,False,0.246903,0.274779,0.326549,-0.011062,0.480993,0.356282,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,temporal_w4_local_component_continuity,1243,0.428571,0.174578,0.067578,0.955000,False,False,0.428571,0.428571,0.857143,0.000000,0.395839,0.502037,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,display_raw_8bit,1243,0.893617,0.519710,0.413516,0.000000,True,True,0.872340,0.808511,0.978723,0.085106,0.588387,0.831932,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,display_local_contrast,1243,0.476568,0.232502,0.181014,1.910000,False,False,0.394598,0.442044,0.426044,0.034524,0.542535,0.447500,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,display_local_z,1243,0.481193,0.168142,0.096541,1.910000,False,False,0.436415,0.450635,0.456471,0.030558,0.541430,0.475443,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,display_multiscale_highpass,1243,0.465064,0.220434,0.164924,1.910000,False,False,0.407496,0.443842,0.431645,0.021221,0.531799,0.448146,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,gradient_magnitude_sobel,1243,0.507606,0.337892,0.242156,0.955000,True,True,0.443114,0.401639,0.516162,0.105967,0.574249,0.445374,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,sobel_x_abs_gradient_component,1243,0.342105,0.268705,0.169751,0.955000,True,False,0.342105,0.315789,0.394737,0.026316,0.516812,0.386573,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,sobel_y_abs_gradient_component,1243,0.377778,0.325020,0.233307,0.955000,True,True,0.311111,0.266667,0.355556,0.111111,0.588344,0.329438,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,multiscale_hessian_bright_ridge,1243,0.046384,0.185841,0.132743,1.910000,False,False,0.055202,0.025605,0.054087,0.020779,0.526487,0.176869,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,structure_tensor_orientation_coherence,1243,0.276021,0.000000,0.000000,55.677940,False,False,0.222771,0.222445,0.228012,0.053576,0.576003,0.235264,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,radial_directional_gradient_response,1243,0.354448,0.288013,0.193081,0.955000,True,True,0.305579,0.256828,0.337461,0.097620,0.589049,0.317414,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,SAR_DISPLAY_WORLD_STABILIZED,tangential_directional_gradient_response,1243,0.402631,0.327434,0.221239,0.955000,True,True,0.378307,0.364076,0.457424,0.038556,0.508885,0.428033,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_raw_8bit,1455,0.787879,0.249485,0.170447,0.955000,False,False,0.787879,0.803030,0.909091,-0.015152,0.464091,0.798997,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_local_contrast,1455,0.504810,0.178007,0.117526,1.369300,False,False,0.475061,0.470828,0.480826,0.033982,0.532638,0.475464,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_local_z,1455,0.503170,0.169759,0.097595,1.369300,False,False,0.477874,0.475507,0.487202,0.027663,0.527601,0.483734,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_multiscale_highpass,1455,0.496602,0.174570,0.114089,1.369300,False,False,0.473779,0.472280,0.484786,0.024322,0.530807,0.473231,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,gradient_magnitude_sobel,1455,0.411131,0.186942,0.107216,1.369300,False,False,0.401299,0.419352,0.508747,-0.008221,0.480658,0.454693,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,sobel_x_abs_gradient_component,1455,0.312500,0.205498,0.107216,0.955000,False,False,0.312500,0.328125,0.406250,-0.015625,0.487643,0.384819,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,sobel_y_abs_gradient_component,1455,0.276316,0.181443,0.098969,1.369300,False,False,0.263158,0.276316,0.342105,0.000000,0.487654,0.341637,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,multiscale_hessian_bright_ridge,1455,0.046557,0.147079,0.090722,2.324300,False,False,0.031968,0.035467,0.050111,0.011090,0.529729,0.166318,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,structure_tensor_orientation_coherence,1455,0.224344,0.000000,0.000000,55.691917,False,False,0.201979,0.180463,0.198894,0.043881,0.559157,0.196588,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,radial_directional_gradient_response,1455,0.257578,0.140893,0.082474,1.369300,False,False,0.255602,0.269053,0.326758,-0.011475,0.491424,0.329988,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,tangential_directional_gradient_response,1455,0.358819,0.257045,0.147079,0.955000,True,False,0.353021,0.366563,0.449589,-0.007744,0.484276,0.428567,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_median_sar_display,1455,0.862069,0.308591,0.217869,0.955000,True,False,0.827586,0.862069,0.982759,0.000000,0.460364,0.857780,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_max_sar_display,1455,0.821918,0.337457,0.239175,0.955000,True,False,0.808219,0.821918,1.000000,0.000000,0.460109,0.845366,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_min_sar_display,1455,0.829787,0.278351,0.169759,0.955000,True,False,0.829787,0.829787,0.914894,0.000000,0.466920,0.822510,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_mad_sar_display,1455,0.416667,0.279725,0.146392,0.955000,True,False,0.416667,0.416667,0.583333,0.000000,0.476522,0.485849,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_adjacent_positive_change_tminus1_to_t,1455,0.296296,0.221306,0.123024,0.955000,False,False,0.259259,0.259259,0.370370,0.037037,0.483063,0.342395,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_adjacent_negative_change_tminus1_to_t,1455,0.000000,0.176632,0.103780,0.955000,False,False,0.000000,0.000000,0.000000,0.000000,0.508575,0.124334,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_local_response_frequency,1455,0.000000,0.000000,0.000000,40.524300,False,False,0.000000,0.000000,0.000000,0.000000,0.508377,0.030443,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_gradient_persistence,1455,0.245161,0.181443,0.096907,0.955000,False,False,0.239516,0.253226,0.322581,-0.008065,0.485232,0.356637,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_local_component_continuity,1455,0.500000,0.391753,0.186942,0.955000,True,False,0.500000,0.500000,1.000000,0.000000,0.457547,0.546936,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_median_sar_display,1455,0.872727,0.354639,0.296220,0.955000,True,False,0.854545,0.872727,0.981818,0.000000,0.461873,0.880413,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_max_sar_display,1455,0.853333,0.383505,0.322337,0.955000,True,False,0.826667,0.853333,1.000000,0.000000,0.459209,0.866056,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_min_sar_display,1455,0.829268,0.303780,0.162199,0.955000,True,False,0.829268,0.829268,0.902439,0.000000,0.473438,0.840465,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_mad_sar_display,1455,0.636364,0.375258,0.202062,0.955000,True,False,0.545455,0.636364,0.818182,0.000000,0.488822,0.612866,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_local_response_frequency,1455,0.000000,0.000000,0.000000,201.413208,False,False,0.000000,0.000000,0.000000,0.000000,0.494654,0.025759,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_gradient_persistence,1455,0.287455,0.208247,0.127148,0.955000,False,False,0.268100,0.279570,0.330824,0.007885,0.496076,0.370495,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_local_component_continuity,1455,0.571429,0.373883,0.254296,0.955000,True,False,0.571429,0.571429,0.857143,0.000000,0.444641,0.571567,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,display_raw_8bit,1455,0.772727,0.143643,0.065979,1.369300,False,False,0.772727,0.787879,0.818182,-0.015152,0.432166,0.782733,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,display_local_contrast,1455,0.515154,0.147766,0.050859,1.369300,False,False,0.522962,0.518087,0.487745,-0.002932,0.497066,0.507739,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,display_local_z,1455,0.513787,0.171134,0.092096,0.955000,False,False,0.522429,0.516730,0.487957,-0.002944,0.496002,0.508849,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,display_multiscale_highpass,1455,0.517308,0.153265,0.054983,0.955000,False,False,0.522138,0.516849,0.488213,0.000460,0.497878,0.507427,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,gradient_magnitude_sobel,1455,0.381551,0.121649,0.050172,1.369300,False,False,0.373359,0.391385,0.426511,-0.009834,0.469929,0.424818,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,sobel_x_abs_gradient_component,1455,0.296875,0.197938,0.096907,0.955000,False,False,0.281250,0.296875,0.343750,0.000000,0.499650,0.359318,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,sobel_y_abs_gradient_component,1455,0.250000,0.098969,0.036426,1.910000,False,False,0.250000,0.263158,0.276316,-0.013158,0.461437,0.318065,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,multiscale_hessian_bright_ridge,1455,0.037079,0.079038,0.025430,2.324300,False,False,0.035179,0.037822,0.042193,-0.000743,0.487160,0.163461,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,structure_tensor_orientation_coherence,1455,0.171613,0.000000,0.000000,66.393524,False,False,0.183919,0.183539,0.208866,-0.011926,0.466723,0.197665,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,radial_directional_gradient_response,1455,0.239780,0.070103,0.022680,2.324300,False,False,0.233515,0.252466,0.272436,-0.012685,0.463508,0.304959,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,tangential_directional_gradient_response,1455,0.369221,0.252921,0.130584,0.955000,True,False,0.337635,0.344749,0.383284,0.024472,0.498059,0.406810,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w2_median_sar_display,1455,0.810345,0.123711,0.057732,1.369300,False,False,0.810345,0.827586,0.879310,-0.017241,0.413144,0.840208,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w2_max_sar_display,1455,0.794521,0.151890,0.079725,1.369300,False,False,0.794521,0.808219,0.876712,-0.013699,0.397274,0.823059,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w2_min_sar_display,1455,0.808511,0.197251,0.085223,0.955000,False,False,0.808511,0.808511,0.851064,0.000000,0.455601,0.807985,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w2_mad_sar_display,1455,0.416667,0.192440,0.081787,0.955000,False,False,0.416667,0.416667,0.500000,0.000000,0.440182,0.466146,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_adjacent_positive_change_tminus1_to_t,1455,0.222222,0.158076,0.073540,0.955000,False,False,0.259259,0.259259,0.296296,-0.037037,0.465610,0.332005,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_adjacent_negative_change_tminus1_to_t,1455,0.000000,0.195189,0.125086,0.955000,False,False,0.000000,0.000000,0.000000,0.000000,0.511101,0.109637,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w2_local_response_frequency,1455,0.000000,0.000000,0.000000,35.335007,False,False,0.000000,0.000000,0.000000,0.000000,0.509138,0.030039,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w2_gradient_persistence,1455,0.243548,0.204811,0.103093,0.955000,False,False,0.233871,0.248387,0.272581,-0.004839,0.483910,0.355634,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w2_local_component_continuity,1455,0.500000,0.199313,0.048797,0.955000,False,False,0.500000,0.500000,0.750000,0.000000,0.409699,0.481953,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w4_median_sar_display,1455,0.836364,0.134021,0.071478,1.369300,False,False,0.836364,0.854545,0.909091,-0.018182,0.411650,0.859241,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w4_max_sar_display,1455,0.800000,0.155326,0.109278,1.369300,False,False,0.800000,0.813333,0.880000,-0.013333,0.395458,0.833970,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w4_min_sar_display,1455,0.829268,0.205498,0.072165,0.955000,False,False,0.804878,0.829268,0.878049,0.000000,0.458453,0.824719,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w4_mad_sar_display,1455,0.545455,0.201375,0.061856,0.955000,False,False,0.545455,0.545455,0.636364,0.000000,0.409403,0.587914,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w4_local_response_frequency,1455,0.000000,0.000000,0.000000,175.108734,False,False,0.000000,0.000000,0.000000,0.000000,0.504692,0.028182,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w4_gradient_persistence,1455,0.279570,0.197938,0.092784,0.955000,False,False,0.263799,0.279570,0.285305,-0.000000,0.479311,0.362234,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,OPTICAL_PROXY_CONDITIONED,temporal_w4_local_component_continuity,1455,0.428571,0.147766,0.046735,1.369300,False,False,0.428571,0.428571,0.571429,0.000000,0.393196,0.492248,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,display_raw_8bit,1455,0.812500,0.265979,0.170447,1.369300,True,False,0.796875,0.812500,0.937500,0.000000,0.459169,0.824646,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,display_local_contrast,1455,0.471304,0.162199,0.109278,1.910000,False,False,0.444757,0.439014,0.436062,0.032290,0.541577,0.450129,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,display_local_z,1455,0.470992,0.164261,0.103093,1.910000,False,False,0.445050,0.442497,0.455831,0.028496,0.532848,0.463370,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,display_multiscale_highpass,1455,0.463760,0.158076,0.102405,1.910000,False,False,0.441163,0.432829,0.437503,0.030930,0.540764,0.445553,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,gradient_magnitude_sobel,1455,0.393723,0.178007,0.102405,1.369300,False,False,0.374927,0.393723,0.488045,0.000000,0.482223,0.436546,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,sobel_x_abs_gradient_component,1455,0.283019,0.175945,0.099656,1.369300,False,False,0.283019,0.301887,0.377358,-0.018868,0.480762,0.364455,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,sobel_y_abs_gradient_component,1455,0.262295,0.176632,0.098969,1.369300,False,False,0.245902,0.262295,0.327869,0.000000,0.492113,0.332019,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,multiscale_hessian_bright_ridge,1455,0.044922,0.153952,0.092096,2.324300,False,False,0.029758,0.035166,0.050313,0.009755,0.530782,0.164088,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,structure_tensor_orientation_coherence,1455,0.237726,0.000000,0.000000,37.188812,False,False,0.219130,0.189526,0.223099,0.048201,0.559525,0.212940,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,radial_directional_gradient_response,1455,0.257172,0.140206,0.081100,1.910000,False,False,0.245719,0.262641,0.316175,-0.005469,0.493360,0.322392,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,339,strong,SAR_DISPLAY_WORLD_STABILIZED,tangential_directional_gradient_response,1455,0.331533,0.221306,0.132646,0.955000,False,False,0.330007,0.346175,0.430948,-0.014642,0.480945,0.407090,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_raw_8bit,1487,0.784615,0.234701,0.135171,0.955000,False,False,0.784615,0.815385,0.907692,-0.030769,0.401159,0.809296,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_local_contrast,1487,0.503758,0.144586,0.071957,1.369300,False,False,0.513566,0.524075,0.506687,-0.020317,0.479034,0.518539,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_local_z,1487,0.514987,0.139206,0.064560,1.369300,False,False,0.526724,0.535460,0.524151,-0.020473,0.480294,0.533589,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,display_multiscale_highpass,1487,0.507299,0.147276,0.071284,1.369300,False,False,0.514357,0.527297,0.513771,-0.019998,0.479139,0.519738,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,gradient_magnitude_sobel,1487,0.392232,0.166779,0.087424,1.369300,False,False,0.400296,0.435143,0.507925,-0.042910,0.444796,0.474794,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,sobel_x_abs_gradient_component,1487,0.298507,0.207801,0.102219,0.955000,False,False,0.328358,0.328358,0.402985,-0.029851,0.462481,0.396880,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,sobel_y_abs_gradient_component,1487,0.265823,0.141896,0.076664,1.369300,False,False,0.253165,0.291139,0.341772,-0.025316,0.458373,0.360429,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,multiscale_hessian_bright_ridge,1487,0.033782,0.094822,0.027572,2.324300,False,False,0.038429,0.048601,0.052464,-0.014820,0.468199,0.186081,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,structure_tensor_orientation_coherence,1487,0.204537,0.000000,0.000000,69.820381,False,False,0.208166,0.193342,0.203450,0.011195,0.493136,0.228786,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,radial_directional_gradient_response,1487,0.252158,0.118359,0.058507,1.910000,False,False,0.247204,0.281118,0.327461,-0.028960,0.456129,0.346899,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,tangential_directional_gradient_response,1487,0.346660,0.262273,0.156691,0.955000,True,False,0.364151,0.382335,0.447295,-0.035674,0.463777,0.439485,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,344,strong,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_median_sar_display,1487,0.852459,0.282448,0.185609,0.955000,True,False,0.852459,0.868852,1.000000,-0.016393,0.421143,0.877546,skeleton_primary_channel_diagnostic_not_weighted_winner
