scene,canonical_vehicle_id,benchmark_role,optical_frame_index,sar_frame_index,sar_gt_id,gt_valid_mask_fraction,gt_inside_valid_mask,gt_touches_valid_mask_boundary,gt_clipped_by_valid_mask,optical_vehicle_full_visibility,optical_vehicle_boundary_truncation,optical_pose_group,sar_response_completeness,direct_neighbor_gt_competition,multi_vehicle_presence_coarse,gt_theta_min_deg,gt_theta_max_deg,gt_valid_theta_min_deg,gt_valid_theta_max_deg,gt_theta_width_deg,historical_anchor,mapping_anchor_eligibility,mapping_exclusion_reason,eligibility_basis_excludes_mapping_residual,manual_optical_review_reason
GM_RM011,GM_RM011:PV005,development,117,244,GM_RM011|000244|gm_rm011_00098,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,2.125590888,54.289886730,2.125590888,54.289886730,52.164295842,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV006,development,117,244,GM_RM011|000244|frameadd_gm_rm011_000117_000244_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-57.741156324,2.356521346,-57.741156324,2.356521346,60.097677670,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV007,development,117,244,GM_RM011|000244|frameadd_gm_rm011_000117_000244_02,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-69.452737089,-20.069496474,-69.452737089,-20.069496474,49.383240615,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV007,development,123,256,GM_RM011|000256|gm_rm011_00110,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-63.614982102,-11.779926373,-63.614982102,-11.779926373,51.835055728,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV005,development,123,256,GM_RM011|000256|frameadd_gm_rm011_000123_000256_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,12.371451998,68.345089247,12.371451998,68.345089247,55.973637250,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV006,development,123,256,GM_RM011|000256|frameadd_gm_rm011_000123_000256_02,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-37.082496965,38.737938814,-37.082496965,38.737938814,75.820435779,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV005,development,125,260,GM_RM011|000260|gm_rm011_00114,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,14.190505907,68.632531569,14.190505907,68.632531569,54.442025661,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV007,development,125,260,GM_RM011|000260|frameadd_gm_rm011_000125_000260_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-65.478487528,-6.675595066,-65.478487528,-6.675595066,58.802892462,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV006,development,125,260,GM_RM011|000260|frameadd_gm_rm011_000125_000260_02,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-27.279934678,50.135157433,-27.279934678,50.135157433,77.415092111,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV008,heldout_validation,135,281,GM_RM011|000281|gm_rm011_00126,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-53.533834314,-7.318133897,-53.533834314,-7.318133897,46.215700417,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV007,development,135,281,GM_RM011|000281|frameadd_gm_rm011_000135_000281_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-32.103190862,40.547428369,-32.103190862,40.547428369,72.650619231,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV006,development,135,281,GM_RM011|000281|frameadd_gm_rm011_000135_000281_02,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,9.861382388,64.562825929,9.861382388,64.562825929,54.701443541,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV007,development,151,315,GM_RM011|000315|gm_rm011_00160,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,24.487631994,71.590147881,24.487631994,71.590147881,47.102515888,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV008,heldout_validation,151,315,GM_RM011|000315|frameadd_gm_rm011_000151_000315_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-2.060111024,55.437475351,-2.060111024,55.437475351,57.497586375,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV008,heldout_validation,161,335,GM_RM011|000335|gm_rm011_00173,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,10.229894081,59.262976671,10.229894081,59.262976671,49.033082590,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV009,diagnostic_only,161,335,GM_RM011|000335|frameadd_gm_rm011_000161_000335_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-73.792613265,-6.528336376,-73.792613265,-6.528336376,67.264276888,false,exclude,benchmark_role_not_mapping_development_or_heldout,true,
GM_RM011,GM_RM011:PV010,development,212,442,GM_RM011|000442|gm_rm011_00179,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-74.756222504,-13.642914776,-74.756222504,-13.642914776,61.113307728,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV010,development,213,444,GM_RM011|000444|gm_rm011_00180,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-76.243018884,-12.466888663,-76.243018884,-12.466888663,63.776130220,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV010,development,225,469,GM_RM011|000469|gm_rm011_00192,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-66.783214574,54.442253635,-66.783214574,54.442253635,121.225468209,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV010,development,243,506,GM_RM011|000506|gm_rm011_00211,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,20.623531383,80.755268175,20.623531383,80.755268175,60.131736792,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV011,development,243,506,GM_RM011|000506|frameadd_gm_rm011_000243_000506_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-74.496998900,-10.775187392,-74.496998900,-10.775187392,63.721811507,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV010,development,245,510,GM_RM011|000510|gm_rm011_00212,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,24.443954780,77.313030332,24.443954780,77.313030332,52.869075552,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV011,development,245,510,GM_RM011|000510|frameadd_gm_rm011_000245_000510_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-72.382376849,8.542789908,-72.382376849,8.542789908,80.925166757,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,145,302,GM_RM017|000302|gm_rm017_00009,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-50.982644026,-31.154974948,-50.982644026,-31.154974948,19.827669078,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,,unlinked,145,302,GM_RM017|000302|saronly_gm_rm017_000145_000302_01,1.000000000,true,false,false,false,true,pose_unstable,not_assessable_identity_conflict,false,true,-57.901761137,-42.206610527,-57.901761137,-42.206610527,15.695150609,false,identity_conflict,canonical_identity_missing_or_low_confidence,true,
GM_RM017,GM_RM017:PV002,development,149,310,GM_RM017|000310|gm_rm017_00016,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,false,true,-53.415328578,-37.108150052,-53.415328578,-37.108150052,16.307178526,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM017,GM_RM017:PV002,development,149,310,GM_RM017|000310|frameadd_gm_rm017_000149_000310_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-48.103359322,-22.892364718,-48.103359322,-22.892364718,25.210994604,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,151,315,GM_RM017|000315|gm_rm017_00020,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-50.923082503,-34.357335142,-50.923082503,-34.357335142,16.565747361,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,151,315,GM_RM017|000315|frameadd_gm_rm017_000151_000315_01,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,false,true,-44.017180961,-18.647369007,-44.017180961,-18.647369007,25.369811953,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM017,GM_RM017:PV002,development,152,317,GM_RM017|000317|gm_rm017_00021,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-41.383407214,-16.065704001,-41.383407214,-16.065704001,25.317703214,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,152,317,GM_RM017|000317|frameadd_gm_rm017_000152_000317_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-51.165141303,-32.996478164,-51.165141303,-32.996478164,18.168663140,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,153,319,GM_RM017|000319|gm_rm017_00024,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-49.567402901,-31.728174944,-49.567402901,-31.728174944,17.839227957,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,153,319,GM_RM017|000319|frameadd_gm_rm017_000153_000319_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-41.310672076,-14.538890940,-41.310672076,-14.538890940,26.771781136,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,154,321,GM_RM017|000321|gm_rm017_00025,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-39.393039179,-12.858741369,-39.393039179,-12.858741369,26.534297810,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,154,321,GM_RM017|000321|frameadd_gm_rm017_000154_000321_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-48.674777382,-31.027818872,-48.674777382,-31.027818872,17.646958509,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,155,323,GM_RM017|000323|gm_rm017_00027,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-37.222792837,-10.440683896,-37.222792837,-10.440683896,26.782108942,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,155,323,GM_RM017|000323|frameadd_gm_rm017_000155_000323_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-48.613400562,-29.284318928,-48.613400562,-29.284318928,19.329081635,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,156,325,GM_RM017|000325|gm_rm017_00029,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-35.518893523,-9.394565928,-35.518893523,-9.394565928,26.124327595,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,156,325,GM_RM017|000325|frameadd_gm_rm017_000156_000325_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-47.840590729,-26.480419363,-47.840590729,-26.480419363,21.360171366,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,157,327,GM_RM017|000327|gm_rm017_00031,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-34.410329803,-7.508326074,-34.410329803,-7.508326074,26.902003729,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,157,327,GM_RM017|000327|frameadd_gm_rm017_000157_000327_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-47.247602798,-26.532656281,-47.247602798,-26.532656281,20.714946518,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,158,329,GM_RM017|000329|gm_rm017_00033,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-31.933195040,-5.748663417,-31.933195040,-5.748663417,26.184531622,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,158,329,GM_RM017|000329|frameadd_gm_rm017_000158_000329_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-46.080315874,-24.679189997,-46.080315874,-24.679189997,21.401125877,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,158,330,GM_RM017|000330|gm17supp_000158_000330_det1,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-32.791970800,-3.550179270,-32.791970800,-3.550179270,29.241791530,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,158,330,GM_RM017|000330|gm17supp_000158_000330_det3,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-45.112565237,-23.344477825,-45.112565237,-23.344477825,21.768087413,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,159,331,GM_RM017|000331|gm_rm017_00035,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-44.783664945,-23.153818201,-44.783664945,-23.153818201,21.629846744,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,159,331,GM_RM017|000331|gm_rm017_00036,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-31.088376881,-2.360680105,-31.088376881,-2.360680105,28.727696776,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,159,332,GM_RM017|000332|gm17supp_000159_000332_det2,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-43.520860198,-22.840927216,-43.520860198,-22.840927216,20.679932982,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,159,332,GM_RM017|000332|gm17supp_000159_000332_det3,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-30.702513337,-2.095716833,-30.702513337,-2.095716833,28.606796505,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,160,333,GM_RM017|000333|gm_rm017_00037,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-44.022121089,-20.975787011,-44.022121089,-20.975787011,23.046334078,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,160,333,GM_RM017|000333|gm_rm017_00038,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-28.952302495,-0.532803422,-28.952302495,-0.532803422,28.419499073,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,160,334,GM_RM017|000334|gm17supp_000160_000334_det2,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-42.755249231,-21.445219454,-42.755249231,-21.445219454,21.310029777,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,160,334,GM_RM017|000334|gm17supp_000160_000334_det3,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-28.489440172,0.788605112,-28.489440172,0.788605112,29.278045284,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,161,335,GM_RM017|000335|gm_rm017_00039,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-26.757318172,1.755792201,-26.757318172,1.755792201,28.513110373,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,161,335,GM_RM017|000335|gm_rm017_00040,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,false,true,-41.910623657,-19.118786952,-41.910623657,-19.118786952,22.791836705,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM017,GM_RM017:PV003,heldout_validation,161,335,GM_RM017|000335|frameadd_gm_rm017_000161_000335_01,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,false,true,-49.237829525,-34.444987659,-49.237829525,-34.444987659,14.792841866,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM017,GM_RM017:PV002,development,161,336,GM_RM017|000336|gm17supp_000161_000336_det2,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-26.515672465,4.968021373,-26.515672465,4.968021373,31.483693839,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,161,336,GM_RM017|000336|gm17supp_000161_000336_det3,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,false,true,-42.019792623,-19.087093608,-42.019792623,-19.087093608,22.932699015,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM017,GM_RM017:PV003,heldout_validation,161,336,GM_RM017|000336|gm17supp_000161_000336_det5,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,false,true,-47.753482950,-32.244252715,-47.753482950,-32.244252715,15.509230236,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM017,GM_RM017:PV003,heldout_validation,162,337,GM_RM017|000337|gm17supp_000162_000337_det1,1.000000000,true,false,false,true,false,left_side_dominant,unreliable_or_partial_gt_geometry,false,true,-41.136448992,-18.490429571,-41.136448992,-18.490429571,22.646019420,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM017,GM_RM017:PV002,development,162,337,GM_RM017|000337|gm17supp_000162_000337_det2,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-24.767343103,4.063576764,-24.767343103,4.063576764,28.830919867,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV004,heldout_validation,162,337,GM_RM017|000337|gm17supp_000162_000337_det4,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-48.033394037,-32.785959724,-48.033394037,-32.785959724,15.247434313,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,162,338,GM_RM017|000338|gm_rm017_00042,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-39.481649964,-18.049988572,-39.481649964,-18.049988572,21.431661393,true,heldout_usable,,true,
GM_RM017,GM_RM017:PV002,development,162,338,GM_RM017|000338|gm_rm017_00043,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-23.155297598,4.883541060,-23.155297598,4.883541060,28.038838658,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV004,heldout_validation,162,338,GM_RM017|000338|gm_rm017_00044,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-48.225440276,-32.110884635,-48.225440276,-32.110884635,16.114555641,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,163,339,GM_RM017|000339|gm17supp_000163_000339_det2,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-39.464393429,-17.354024636,-39.464393429,-17.354024636,22.110368792,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,163,339,GM_RM017|000339|gm17supp_000163_000339_det3,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-22.954907130,7.784389271,-22.954907130,7.784389271,30.739296400,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV004,heldout_validation,163,339,GM_RM017|000339|gm17supp_000163_000339_det5,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-47.747770086,-31.360544841,-47.747770086,-31.360544841,16.387225245,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,163,340,GM_RM017|000340|gm_rm017_00045,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-39.772751884,-15.870690158,-39.772751884,-15.870690158,23.902061726,true,heldout_usable,,true,
GM_RM017,GM_RM017:PV002,development,163,340,GM_RM017|000340|gm_rm017_00046,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-21.238887180,6.719051681,-21.238887180,6.719051681,27.957938861,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV004,heldout_validation,163,340,GM_RM017|000340|frameadd_gm_rm017_000163_000340_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-47.302377067,-32.100932707,-47.302377067,-32.100932707,15.201444359,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,164,341,GM_RM017|000341|gm17supp_000164_000341_det2,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-20.738020513,12.003479087,-20.738020513,12.003479087,32.741499600,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,164,341,GM_RM017|000341|gm17supp_000164_000341_det3,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-39.032817160,-15.257360059,-39.032817160,-15.257360059,23.775457101,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV004,heldout_validation,164,341,GM_RM017|000341|gm17supp_000164_000341_det4,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-47.511716279,-31.760294142,-47.511716279,-31.760294142,15.751422137,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,164,342,GM_RM017|000342|gm_rm017_00048,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-19.359962812,9.603428734,-19.359962812,9.603428734,28.963391546,true,calibration_usable,,true,
GM_RM017,GM_RM017:PV003,heldout_validation,164,342,GM_RM017|000342|gm_rm017_00049,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-38.065651099,-14.894801144,-38.065651099,-14.894801144,23.170849955,true,heldout_usable,,true,
GM_RM017,GM_RM017:PV004,heldout_validation,164,342,GM_RM017|000342|frameadd_gm_rm017_000164_000342_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-46.197215308,-30.693285486,-46.197215308,-30.693285486,15.503929822,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,165,343,GM_RM017|000343|gm17supp_000165_000343_det1,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-37.270966829,-13.612622503,-37.270966829,-13.612622503,23.658344326,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV002,development,165,343,GM_RM017|000343|gm17supp_000165_000343_det2,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,false,true,-18.769862966,13.392497754,-18.769862966,13.392497754,32.162360720,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV004,heldout_validation,165,343,GM_RM017|000343|gm17supp_000165_000343_det4,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-46.461797796,-30.450262242,-46.461797796,-30.450262242,16.011535554,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM017,GM_RM017:PV003,heldout_validation,165,344,GM_RM017|000344|gm_rm017_00051,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,false,true,-35.630060459,-13.416648730,-35.630060459,-13.416648730,22.213411729,true,heldout_usable,,true,
