scene,edge_id,source_atomic_tracklet_id,target_atomic_tracklet_id,frame_gap,motion_extrapolation_residual,color_distance,appearance_cosine_distance,shape_scale_inconsistency,gap_penalty_component,boundary_support,competition_observation_count,detector_source_change,shared_tracker_support,missing_feature_count,total_integer_cost,selected_by_solver,decision_reason,hard_feasibility
GM_RM017,GM_RM017:E004107,GM_RM017:AT0014,GM_RM017:AT0020,13,4.0,0.131789,,0.795162,0.309524,1.0,16,true,[],1,230,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004108,GM_RM017:AT0014,GM_RM017:AT0002,14,4.0,0.267846,,0.726394,0.333333,1.0,17,false,[],1,229,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004109,GM_RM017:AT0014,GM_RM017:AT0006,14,3.916618,0.267846,,0.849543,0.333333,1.0,16,true,[],1,240,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004110,GM_RM017:AT0014,GM_RM017:AT0021,18,4.0,0.150821,,2.26535,0.428571,1.0,28,false,[],1,262,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004111,GM_RM017:AT0014,GM_RM017:AT0022,18,4.0,0.150821,,2.286494,0.428571,1.0,28,true,[],1,270,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004112,GM_RM017:AT0014,GM_RM017:AT0023,19,4.0,0.069388,,1.804102,0.452381,1.0,30,false,[],1,248,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004113,GM_RM017:AT0014,GM_RM017:AT0024,19,4.0,0.069388,,1.911276,0.452381,1.0,30,true,[],1,259,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004114,GM_RM017:AT0014,GM_RM017:AT0003,20,4.0,0.083413,,1.540091,0.47619,1.0,30,false,[],1,244,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004115,GM_RM017:AT0014,GM_RM017:AT0007,20,4.0,0.083413,,1.53878,0.47619,1.0,30,true,[],1,252,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004116,GM_RM017:AT0014,GM_RM017:AT0025,21,0.390103,0.123491,,1.861008,0.5,1.0,2,false,[],1,112,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004117,GM_RM017:AT0014,GM_RM017:AT0026,29,4.0,0.049446,,2.688612,0.690476,1.0,36,true,[],1,288,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004118,GM_RM017:AT0014,GM_RM017:AT0027,30,4.0,0.068947,,1.28735,0.714286,1.0,36,false,[],1,251,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004119,GM_RM017:AT0014,GM_RM017:AT0028,30,4.0,0.068947,,1.346569,0.714286,1.0,36,true,[],1,260,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004120,GM_RM017:AT0014,GM_RM017:AT0004,31,4.0,0.299691,,1.454535,0.738095,1.0,38,false,[],1,268,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004121,GM_RM017:AT0014,GM_RM017:AT0008,31,4.0,0.299691,,1.409288,0.738095,1.0,38,true,[],1,275,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004122,GM_RM017:AT0014,GM_RM017:AT0029,34,0.73035,0.093855,,0.334193,0.809524,1.0,23,true,[],1,119,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004123,GM_RM017:AT0014,GM_RM017:AT0030,35,0.728803,0.064945,,0.525129,0.833333,1.0,24,true,[],1,124,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004124,GM_RM017:AT0014,GM_RM017:AT0031,39,0.899119,0.19591,,1.763294,0.928571,1.0,24,false,[],1,166,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004125,GM_RM017:AT0014,GM_RM017:AT0032,39,0.914488,0.19591,,1.8704,0.928571,1.0,24,true,[],1,178,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004126,GM_RM017:AT0015,GM_RM017:AT0016,11,0.934923,0.083633,0.423241,1.539615,0.261905,1.0,6,false,[],0,131,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004127,GM_RM017:AT0015,GM_RM017:AT0017,12,0.615492,0.071551,0.227987,0.528079,0.285714,1.0,8,true,[],0,86,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004128,GM_RM017:AT0015,GM_RM017:AT0018,12,0.584242,0.071551,0.227987,0.430307,0.285714,1.0,8,false,[],0,74,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004129,GM_RM017:AT0015,GM_RM017:AT0019,13,0.402943,0.119539,0.280462,0.723495,0.309524,1.0,10,true,[],0,86,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004130,GM_RM017:AT0015,GM_RM017:AT0020,13,0.396542,0.119539,0.280462,0.637855,0.309524,1.0,10,false,[],0,76,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004131,GM_RM017:AT0015,GM_RM017:AT0002,14,0.372715,0.2644,0.296498,0.613892,0.333333,1.0,12,true,[],0,92,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004132,GM_RM017:AT0015,GM_RM017:AT0006,14,0.397824,0.2644,0.296498,0.983093,0.333333,1.0,12,false,[],0,94,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004133,GM_RM017:AT0015,GM_RM017:AT0021,18,1.44594,0.12712,0.304689,1.35244,0.428571,1.0,22,true,[],0,166,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004134,GM_RM017:AT0015,GM_RM017:AT0022,18,1.469255,0.12712,0.304689,1.373585,0.428571,1.0,22,false,[],0,160,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004135,GM_RM017:AT0015,GM_RM017:AT0023,19,1.157675,0.095623,0.204186,0.891192,0.452381,1.0,26,true,[],0,132,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004136,GM_RM017:AT0015,GM_RM017:AT0024,19,1.168995,0.095623,0.204186,0.998366,0.452381,1.0,26,false,[],0,127,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004137,GM_RM017:AT0015,GM_RM017:AT0003,20,0.972926,0.139995,0.304309,0.627182,0.47619,1.0,30,true,[],0,127,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004138,GM_RM017:AT0015,GM_RM017:AT0007,20,0.957952,0.139995,0.304309,0.62587,0.47619,1.0,30,false,[],0,118,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004139,GM_RM017:AT0015,GM_RM017:AT0025,21,4.0,0.085458,,0.697169,0.5,1.0,24,true,[],1,235,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004140,GM_RM017:AT0015,GM_RM017:AT0026,29,1.049499,0.075352,0.282608,1.775702,0.690476,1.0,55,false,[],0,155,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004141,GM_RM017:AT0015,GM_RM017:AT0027,30,0.61038,0.118404,0.280073,0.37444,0.714286,1.0,59,true,[],0,111,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004142,GM_RM017:AT0015,GM_RM017:AT0028,30,0.619329,0.118404,0.280073,0.433659,0.714286,1.0,59,false,[],0,105,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004143,GM_RM017:AT0015,GM_RM017:AT0004,31,0.611815,0.295309,0.3064,0.646389,0.738095,1.0,65,true,[],0,130,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004144,GM_RM017:AT0015,GM_RM017:AT0008,31,0.58728,0.295309,0.3064,0.707413,0.738095,1.0,65,false,[],0,122,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004145,GM_RM017:AT0015,GM_RM017:AT0029,34,4.0,0.079355,0.346398,0.862328,0.809524,1.0,48,false,[],0,254,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004146,GM_RM017:AT0015,GM_RM017:AT0030,35,4.0,0.053549,0.335603,0.638711,0.833333,1.0,48,false,[],0,248,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004147,GM_RM017:AT0015,GM_RM017:AT0031,39,4.0,0.180557,0.395101,0.599455,0.928571,1.0,55,true,[],0,272,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004148,GM_RM017:AT0015,GM_RM017:AT0032,39,4.0,0.180557,0.395101,0.832577,0.928571,1.0,54,false,[],0,270,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004149,GM_RM017:AT0016,GM_RM017:AT0017,0,0.23713,0.02298,0.205527,1.011536,0.0,1.0,3,true,[],0,56,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004150,GM_RM017:AT0016,GM_RM017:AT0018,0,0.250757,0.02298,0.205527,1.136092,0.0,1.0,3,false,[],0,52,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004151,GM_RM017:AT0016,GM_RM017:AT0019,1,0.398934,0.058395,0.425873,1.565318,0.02381,1.0,5,true,[],0,96,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004152,GM_RM017:AT0016,GM_RM017:AT0020,1,0.381083,0.058395,0.425873,1.657363,0.02381,1.0,5,false,[],0,90,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004153,GM_RM017:AT0016,GM_RM017:AT0002,2,0.392643,0.18751,0.554387,1.726131,0.047619,1.0,7,true,[],0,117,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004154,GM_RM017:AT0016,GM_RM017:AT0006,2,0.449619,0.18751,0.554387,1.602982,0.047619,1.0,7,false,[],0,109,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004155,GM_RM017:AT0016,GM_RM017:AT0021,6,0.601503,0.055295,0.179657,0.941687,0.142857,1.0,17,true,[],0,82,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004156,GM_RM017:AT0016,GM_RM017:AT0022,6,0.624474,0.055295,0.179657,1.030064,0.142857,1.0,17,false,[],0,78,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004157,GM_RM017:AT0016,GM_RM017:AT0023,7,0.361791,0.086747,0.306314,0.648423,0.166667,1.0,21,true,[],0,75,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004158,GM_RM017:AT0016,GM_RM017:AT0024,7,0.355915,0.086747,0.306314,0.541249,0.166667,1.0,21,false,[],0,64,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004159,GM_RM017:AT0016,GM_RM017:AT0003,8,0.280112,0.158972,0.589968,0.912434,0.190476,1.0,25,true,[],0,101,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004160,GM_RM017:AT0016,GM_RM017:AT0007,8,0.265004,0.158972,0.589968,0.913745,0.190476,1.0,25,false,[],0,92,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004161,GM_RM017:AT0016,GM_RM017:AT0026,17,0.123266,0.145921,0.251535,0.236087,0.404762,1.0,50,false,[],0,56,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004162,GM_RM017:AT0016,GM_RM017:AT0027,18,0.217156,0.18244,0.537567,1.165175,0.428571,1.0,54,true,[],0,114,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004163,GM_RM017:AT0016,GM_RM017:AT0028,18,0.216886,0.18244,0.537567,1.105956,0.428571,1.0,54,false,[],0,104,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004164,GM_RM017:AT0016,GM_RM017:AT0004,19,0.261801,0.217033,0.556265,0.99799,0.452381,1.0,58,true,[],0,117,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004165,GM_RM017:AT0016,GM_RM017:AT0008,19,0.287278,0.217033,0.556265,1.043237,0.452381,1.0,58,false,[],0,111,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004166,GM_RM017:AT0016,GM_RM017:AT0029,22,4.0,0.15902,0.512356,2.118332,0.52381,1.0,35,false,[],0,282,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004167,GM_RM017:AT0016,GM_RM017:AT0030,23,4.0,0.130459,0.538732,2.150126,0.547619,1.0,36,false,[],0,284,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004168,GM_RM017:AT0016,GM_RM017:AT0031,27,4.0,0.101375,0.187431,1.440994,0.642857,1.0,48,true,[],0,255,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004169,GM_RM017:AT0016,GM_RM017:AT0032,27,4.0,0.101375,0.187431,0.919079,0.642857,1.0,48,false,[],0,235,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004170,GM_RM017:AT0017,GM_RM017:AT0019,0,0.179716,0.05712,0.211202,0.553782,0.0,1.0,4,false,[],0,37,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004171,GM_RM017:AT0017,GM_RM017:AT0020,0,0.166404,0.05712,0.211202,0.645827,0.0,1.0,4,true,[],0,47,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004172,GM_RM017:AT0017,GM_RM017:AT0002,1,0.18038,0.19868,0.332176,0.714596,0.02381,1.0,6,false,[],0,58,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004173,GM_RM017:AT0017,GM_RM017:AT0006,1,0.241927,0.19868,0.332176,0.591446,0.02381,1.0,6,true,[],0,67,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004174,GM_RM017:AT0017,GM_RM017:AT0021,5,0.668155,0.070121,0.258434,1.207539,0.119048,1.0,16,false,[],0,89,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004175,GM_RM017:AT0017,GM_RM017:AT0022,5,0.686161,0.070121,0.258434,1.295915,0.119048,1.0,16,true,[],0,100,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004176,GM_RM017:AT0017,GM_RM017:AT0023,6,0.457704,0.080899,0.233263,0.567664,0.142857,1.0,20,false,[],0,63,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004177,GM_RM017:AT0017,GM_RM017:AT0024,6,0.459357,0.080899,0.233263,0.570801,0.142857,1.0,20,true,[],0,71,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004178,GM_RM017:AT0017,GM_RM017:AT0003,7,0.333369,0.149253,0.364644,0.171863,0.166667,1.0,24,false,[],0,62,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004179,GM_RM017:AT0017,GM_RM017:AT0007,7,0.319148,0.149253,0.364644,0.164288,0.166667,1.0,24,true,[],0,69,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004180,GM_RM017:AT0017,GM_RM017:AT0026,16,0.322968,0.134208,0.282962,1.247623,0.380952,1.0,49,true,[],0,98,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004181,GM_RM017:AT0017,GM_RM017:AT0027,17,0.046726,0.169265,0.35763,0.213558,0.404762,1.0,55,false,[],0,60,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004182,GM_RM017:AT0017,GM_RM017:AT0028,17,0.029315,0.169265,0.35763,0.137702,0.404762,1.0,55,true,[],0,66,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004183,GM_RM017:AT0017,GM_RM017:AT0004,18,0.0505,0.228703,0.352989,0.16802,0.428571,1.0,59,false,[],0,64,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004184,GM_RM017:AT0017,GM_RM017:AT0008,18,0.070973,0.228703,0.352989,0.229043,0.428571,1.0,59,true,[],0,74,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004185,GM_RM017:AT0017,GM_RM017:AT0029,21,4.0,0.148592,0.346871,1.106797,0.5,1.0,32,true,[],0,254,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004186,GM_RM017:AT0017,GM_RM017:AT0030,22,4.0,0.119997,0.348396,1.13859,0.52381,1.0,34,true,[],0,254,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004187,GM_RM017:AT0017,GM_RM017:AT0031,26,4.0,0.11447,0.298171,1.077824,0.619048,1.0,46,false,[],0,246,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004188,GM_RM017:AT0017,GM_RM017:AT0032,26,4.0,0.11447,0.298171,1.18493,0.619048,1.0,46,true,[],0,257,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004189,GM_RM017:AT0018,GM_RM017:AT0019,0,0.165105,0.05712,0.211202,0.429226,0.0,1.0,4,true,[],0,42,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004190,GM_RM017:AT0018,GM_RM017:AT0020,0,0.151125,0.05712,0.211202,0.521271,0.0,1.0,4,false,[],0,35,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004191,GM_RM017:AT0018,GM_RM017:AT0002,1,0.164304,0.19868,0.332176,0.59004,0.02381,1.0,6,true,[],0,63,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004192,GM_RM017:AT0018,GM_RM017:AT0006,1,0.230617,0.19868,0.332176,0.552786,0.02381,1.0,6,false,[],0,58,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004193,GM_RM017:AT0018,GM_RM017:AT0021,5,0.677899,0.070121,0.258434,1.159476,0.119048,1.0,16,true,[],0,97,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004194,GM_RM017:AT0018,GM_RM017:AT0022,5,0.695319,0.070121,0.258434,1.247853,0.119048,1.0,16,false,[],0,92,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004195,GM_RM017:AT0018,GM_RM017:AT0023,6,0.472558,0.080899,0.233263,0.519601,0.142857,1.0,20,true,[],0,71,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004196,GM_RM017:AT0018,GM_RM017:AT0024,6,0.474125,0.080899,0.233263,0.594843,0.142857,1.0,20,false,[],0,65,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004197,GM_RM017:AT0018,GM_RM017:AT0003,7,0.350404,0.149253,0.364644,0.223658,0.166667,1.0,24,true,[],0,72,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004198,GM_RM017:AT0018,GM_RM017:AT0007,7,0.336397,0.149253,0.364644,0.222347,0.166667,1.0,24,false,[],0,63,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004199,GM_RM017:AT0018,GM_RM017:AT0026,16,0.337819,0.134208,0.282962,1.372179,0.380952,1.0,49,false,[],0,94,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004200,GM_RM017:AT0018,GM_RM017:AT0027,17,0.044062,0.169265,0.35763,0.165496,0.404762,1.0,55,true,[],0,67,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004201,GM_RM017:AT0018,GM_RM017:AT0028,17,0.034279,0.169265,0.35763,0.089639,0.404762,1.0,55,false,[],0,57,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004202,GM_RM017:AT0018,GM_RM017:AT0004,18,0.060512,0.228703,0.352989,0.216083,0.428571,1.0,59,true,[],0,73,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004203,GM_RM017:AT0018,GM_RM017:AT0008,18,0.074349,0.228703,0.352989,0.277106,0.428571,1.0,59,false,[],0,67,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004204,GM_RM017:AT0018,GM_RM017:AT0029,21,4.0,0.148592,0.346871,0.982241,0.5,1.0,32,false,[],0,243,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004205,GM_RM017:AT0018,GM_RM017:AT0030,22,4.0,0.119997,0.348396,1.014034,0.52381,1.0,34,false,[],0,244,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004206,GM_RM017:AT0018,GM_RM017:AT0031,26,4.0,0.11447,0.298171,1.029762,0.619048,1.0,46,true,[],0,253,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004207,GM_RM017:AT0018,GM_RM017:AT0032,26,4.0,0.11447,0.298171,1.136868,0.619048,1.0,46,false,[],0,248,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004208,GM_RM017:AT0019,GM_RM017:AT0002,0,0.02114,0.149928,0.257234,0.160813,0.0,1.0,4,false,[],0,28,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004209,GM_RM017:AT0019,GM_RM017:AT0006,0,0.076473,0.149928,0.257234,0.259598,0.0,1.0,4,true,[],0,41,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004210,GM_RM017:AT0019,GM_RM017:AT0021,4,0.734898,0.059425,0.418156,1.452664,0.095238,1.0,14,false,[],0,108,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004211,GM_RM017:AT0019,GM_RM017:AT0022,4,0.749115,0.059425,0.418156,1.541041,0.095238,1.0,14,true,[],0,118,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004212,GM_RM017:AT0019,GM_RM017:AT0023,5,0.559394,0.073968,0.295001,0.916895,0.119048,1.0,18,false,[],0,79,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004213,GM_RM017:AT0019,GM_RM017:AT0024,5,0.563321,0.073968,0.295001,1.024069,0.119048,1.0,18,true,[],0,90,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004214,GM_RM017:AT0019,GM_RM017:AT0003,6,0.438545,0.142574,0.298131,0.652884,0.142857,1.0,22,false,[],0,72,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004215,GM_RM017:AT0019,GM_RM017:AT0007,6,0.42732,0.142574,0.298131,0.651573,0.142857,1.0,22,true,[],0,79,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004216,GM_RM017:AT0019,GM_RM017:AT0026,15,0.468899,0.166764,0.438032,1.801405,0.357143,1.0,49,true,[],0,130,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004217,GM_RM017:AT0019,GM_RM017:AT0027,16,0.201331,0.192053,0.365086,0.458684,0.380952,1.0,53,false,[],0,75,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004218,GM_RM017:AT0019,GM_RM017:AT0028,16,0.197015,0.192053,0.365086,0.459362,0.380952,1.0,53,true,[],0,82,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004219,GM_RM017:AT0019,GM_RM017:AT0004,17,0.161622,0.18106,0.287957,0.567328,0.404762,1.0,57,false,[],0,70,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004220,GM_RM017:AT0019,GM_RM017:AT0008,17,0.139576,0.18106,0.287957,0.522081,0.404762,1.0,57,true,[],0,76,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004221,GM_RM017:AT0019,GM_RM017:AT0029,20,4.0,0.193556,0.299859,0.553014,0.47619,1.0,30,true,[],0,239,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004222,GM_RM017:AT0019,GM_RM017:AT0030,21,4.0,0.162167,0.28543,0.584808,0.5,1.0,34,true,[],0,239,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004223,GM_RM017:AT0019,GM_RM017:AT0031,25,4.0,0.075105,0.442318,1.32295,0.595238,1.0,44,false,[],0,258,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004224,GM_RM017:AT0019,GM_RM017:AT0032,25,4.0,0.075105,0.442318,1.430056,0.595238,1.0,44,true,[],0,269,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004225,GM_RM017:AT0020,GM_RM017:AT0002,0,0.016907,0.149928,0.257234,0.068768,0.0,1.0,4,true,[],0,34,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM017,GM_RM017:E004226,GM_RM017:AT0020,GM_RM017:AT0006,0,0.090051,0.149928,0.257234,0.345238,0.0,1.0,4,false,[],0,36,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
