scene,frame_index,runtime_local_subject_id,selected_observation_id,selection_status,selection_evidence,alternative_observation_ids,detector_source,bbox,subject_quality_state,runtime_confidence,review_flags,usable_for_motion,usable_for_color,usable_for_identity_appearance,usable_for_shape,diagnostic_only,baseline_b_included,baseline_c_included,baseline_d_included,notes
GM_RM011,242,GM_RM011:RS0038,GM_RM011:YOLO26l:GM_RM011_000242_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.831448,""previous_temporal_support"":0.971477,""next_temporal_support"":0.971104,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000242_001,YOLO26l,"[578.975,338.325,799.363,595.842]",partial_subject_candidate,0.868861,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00330;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,242,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000242_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.974633,""next_temporal_support"":0.978868,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000242_002,YOLO26l,"[1.121,353.418,325.666,596.453]",partial_subject_candidate,0.848937,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00331;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,243,GM_RM011:RS0038,GM_RM011:YOLO26l:GM_RM011_000243_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.831448,""previous_temporal_support"":0.971104,""next_temporal_support"":0.962318,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000243_001,YOLO26l,"[627.75,364.844,799.343,596.151]",partial_subject_candidate,0.729078,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00332;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,243,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000243_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.978868,""next_temporal_support"":0.981465,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000243_002,YOLO26l,"[1.072,334.841,372.379,596.387]",partial_subject_candidate,0.793972,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00333;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,244,GM_RM011:RS0038,GM_RM011:YOLO26l:GM_RM011_000244_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.831448,""previous_temporal_support"":0.962318,""next_temporal_support"":0.955912,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000244_002,YOLO26l,"[685.484,366.766,799.476,595.67]",partial_subject_candidate,0.850597,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00335;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,244,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000244_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.981465,""next_temporal_support"":0.982485,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000244_001,YOLO26l,"[1.139,321.397,418.752,597.557]",partial_subject_candidate,0.922551,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00334;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,245,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000245_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.831448,""previous_temporal_support"":0.955912,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000245_002,YOLO11l,"[737.595,390.031,799.751,593.794]",partial_subject_candidate,0.793489,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00337;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,245,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000245_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.982485,""next_temporal_support"":0.981897,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000245_001,YOLO26l,"[1.48,320.687,469.417,598.222]",partial_subject_candidate,0.903305,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00336;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,246,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000246_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.981897,""next_temporal_support"":0.991072,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000246_001,YOLO26l,"[2.048,333.807,512.465,597.828]",partial_subject_candidate,0.879557,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00338;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,246,GM_RM011:RS0050,GM_RM011:RR00057,selected_recovered_observation,"{""recovery_method"":""backward_lk_affine_template"",""bidirectional_consistency"":0.55,""image_support"":0.957229}",,recovered,"[490.798,399.895,561.672,496.177]",complete_subject_candidate,0.735129,recovered_without_detector_cluster,true,true,true,true,false,false,false,true,runtime_flow_recovery;no_benchmark_input=true
GM_RM011,247,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000247_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.991072,""next_temporal_support"":0.932198,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000247_002,YOLO26l,"[4.306,340.356,554.468,598.283]",partial_subject_candidate,0.862567,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00340;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,247,GM_RM011:RS0047,,runtime_unresolved,"{""track_median_vehicle_likeness"":0.513118,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":true}",GM_RM011:YOLO11l:GM_RM011_000247_001,,,possible_non_vehicle,0.000000,possible_non_vehicle,false,false,false,false,true,true,false,false,cluster=GM_RM011:RC00339;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,247,GM_RM011:RS0050,GM_RM011:RR00058,selected_recovered_observation,"{""recovery_method"":""backward_lk_affine_template"",""bidirectional_consistency"":0.55,""image_support"":0.955081}",,recovered,"[550.467,404.762,620.769,500.273]",complete_subject_candidate,0.738740,recovered_without_detector_cluster,true,true,true,true,false,false,false,true,runtime_flow_recovery;no_benchmark_input=true
GM_RM011,248,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000248_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.932198,""next_temporal_support"":0.940973,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[3.507,343.142,510.907,597.782]",partial_subject_candidate,0.883192,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00342;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,248,GM_RM011:RS0048,,runtime_unresolved,"{""track_median_vehicle_likeness"":0.508865,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":true}",GM_RM011:YOLO11l:GM_RM011_000248_001,,,possible_non_vehicle,0.000000,possible_non_vehicle,false,false,false,false,true,true,false,false,cluster=GM_RM011:RC00341;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,248,GM_RM011:RS0050,GM_RM011:RR00059,selected_recovered_observation,"{""recovery_method"":""backward_lk_affine_template"",""bidirectional_consistency"":0.55,""image_support"":0.954358}",,recovered,"[610.844,400.207,680.619,497.286]",complete_subject_candidate,0.752571,recovered_without_detector_cluster,true,true,true,true,false,false,false,true,runtime_flow_recovery;no_benchmark_input=true
GM_RM011,249,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000249_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.940973,""next_temporal_support"":0.945235,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[1.238,343.467,541.268,597.429]",partial_subject_candidate,0.872213,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00343;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,249,GM_RM011:RS0050,GM_RM011:RR00061,selected_recovered_observation,"{""recovery_method"":""backward_lk_affine_template"",""bidirectional_consistency"":0.55,""image_support"":0.950681}",,recovered,"[669.993,397.491,737.762,494.551]",complete_subject_candidate,0.751951,recovered_without_detector_cluster,true,true,true,true,false,false,false,true,runtime_flow_recovery;no_benchmark_input=true
GM_RM011,250,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000250_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.945235,""next_temporal_support"":0.983849,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[1.057,346.908,543.041,597.507]",partial_subject_candidate,0.714434,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00346;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,250,GM_RM011:RS0049,GM_RM011:YOLO26l:GM_RM011_000250_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.740505,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[139.779,367.831,757.771,598.853]",partial_subject_candidate,0.819613,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00345;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,250,GM_RM011:RS0050,GM_RM011:YOLO26l:GM_RM011_000250_003,selected_detector_observation,"{""track_median_vehicle_likeness"":0.557813,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000250_001,YOLO26l,"[733.648,391.027,799.619,488.986]",partial_subject_candidate,0.622094,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00344;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,251,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000251_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.983849,""next_temporal_support"":0.937524,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000251_001,YOLO26l,"[0.329,334.977,543.415,597.031]",partial_subject_candidate,0.781748,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00347;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,251,GM_RM011:RS0051,GM_RM011:YOLO26l:GM_RM011_000251_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.651835,""previous_temporal_support"":0.0,""next_temporal_support"":0.932522,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[193.301,393.326,784.592,598.675]",partial_subject_candidate,0.658383,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00348;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,252,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000252_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.937524,""next_temporal_support"":0.940898,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[2.033,320.298,559.558,595.499]",partial_subject_candidate,0.897612,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00349;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,252,GM_RM011:RS0051,GM_RM011:YOLO26l:GM_RM011_000252_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.651835,""previous_temporal_support"":0.932522,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[233.661,385.796,794.705,597.546]",partial_subject_candidate,0.709814,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00350;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,253,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000253_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.940898,""next_temporal_support"":0.980073,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[7.097,305.842,581.683,595.275]",complete_subject_candidate,0.902014,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00351;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,254,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000254_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.980073,""next_temporal_support"":0.974636,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000254_001,YOLO26l,"[5.639,295.163,582.26,597.121]",partial_subject_candidate,0.923013,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00352;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,255,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000255_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.974636,""next_temporal_support"":0.979253,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000255_001;GM_RM011:YOLO11l:GM_RM011_000255_002;GM_RM011:YOLO26l:GM_RM011_000255_002,YOLO26l,"[3.793,298.001,579.184,597.672]",partial_subject_candidate,0.768799,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00353;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,256,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000256_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.979253,""next_temporal_support"":0.987638,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000256_001,YOLO26l,"[6.304,295.624,581.196,596.258]",complete_subject_candidate,0.942320,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00354;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,257,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000257_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.987638,""next_temporal_support"":0.987506,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000257_001;GM_RM011:YOLO11l:GM_RM011_000257_002,YOLO26l,"[9.531,283.948,601.91,597.761]",partial_subject_candidate,0.924209,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00355;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,258,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000258_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.987506,""next_temporal_support"":0.972193,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000258_001;GM_RM011:YOLO11l:GM_RM011_000258_002;GM_RM011:YOLO26l:GM_RM011_000258_002,YOLO26l,"[8.853,293.713,601.421,598.63]",partial_subject_candidate,0.757426,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00356;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,259,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000259_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.972193,""next_temporal_support"":0.947775,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000259_001;GM_RM011:YOLO26l:GM_RM011_000259_002,YOLO26l,"[51.102,296.678,652.487,599.138]",partial_subject_candidate,0.857125,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00357;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,260,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000260_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.947775,""next_temporal_support"":0.988325,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000260_001;GM_RM011:YOLO11l:GM_RM011_000260_002,YOLO26l,"[184.653,301.996,774.165,598.489]",partial_subject_candidate,0.872079,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00358;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,260,GM_RM011:RS0052,,runtime_unresolved,"{""track_median_vehicle_likeness"":0.348198,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":true}",GM_RM011:YOLO11l:GM_RM011_000260_003,,,possible_non_vehicle,0.000000,possible_non_vehicle,false,false,false,false,true,true,false,false,cluster=GM_RM011:RC00359;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,261,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000261_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.988325,""next_temporal_support"":0.98333,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000261_001;GM_RM011:YOLO11l:GM_RM011_000261_002;GM_RM011:YOLO26l:GM_RM011_000261_002,YOLO26l,"[217.615,299.687,784.649,598.125]",partial_subject_candidate,0.819494,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00360;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,261,GM_RM011:RS0053,,runtime_unresolved,"{""track_median_vehicle_likeness"":0.502691,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":true}",GM_RM011:YOLO11l:GM_RM011_000261_003;GM_RM011:YOLO26l:GM_RM011_000261_003;GM_RM011:YOLO26l:GM_RM011_000261_004,,,possible_non_vehicle,0.000000,possible_non_vehicle,false,false,false,false,true,true,false,false,cluster=GM_RM011:RC00361;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,262,GM_RM011:RS0046,GM_RM011:YOLO26l:GM_RM011_000262_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.98333,""next_temporal_support"":0.981486,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000262_001,YOLO26l,"[279.496,300.754,795.229,598.179]",partial_subject_candidate,0.914501,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00362;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,262,GM_RM011:RS0054,GM_RM011:YOLO26l:GM_RM011_000262_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.0,""next_temporal_support"":0.9784,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000262_002,YOLO26l,"[0.655,392.723,177.555,594.83]",partial_subject_candidate,0.835971,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00363;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,263,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000263_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.981486,""next_temporal_support"":0.981233,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000263_001,YOLO11l,"[334.227,302.425,798.236,593.308]",partial_subject_candidate,0.860173,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00364;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,263,GM_RM011:RS0054,GM_RM011:YOLO11l:GM_RM011_000263_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.9784,""next_temporal_support"":0.981486,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000263_002,YOLO11l,"[0.678,375.707,205.61,594.696]",partial_subject_candidate,0.787308,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00365;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,264,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000264_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.981233,""next_temporal_support"":0.930091,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000264_001,YOLO11l,"[396.613,301.638,799.018,593.447]",partial_subject_candidate,0.866409,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00366;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,264,GM_RM011:RS0054,GM_RM011:YOLO11l:GM_RM011_000264_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.981486,""next_temporal_support"":0.977235,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000264_002,YOLO11l,"[0.911,361.77,238.013,594.43]",partial_subject_candidate,0.817564,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00367;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,265,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000265_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.930091,""next_temporal_support"":0.978421,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO11l,"[457.917,302.599,798.761,593.762]",partial_subject_candidate,0.851268,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00368;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,265,GM_RM011:RS0054,GM_RM011:YOLO11l:GM_RM011_000265_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.977235,""next_temporal_support"":0.976081,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000265_001,YOLO11l,"[1.003,347.572,286.991,594.248]",partial_subject_candidate,0.786185,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00369;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,266,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000266_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.978421,""next_temporal_support"":0.927519,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000266_002,YOLO11l,"[515.062,305.223,799.104,593.904]",partial_subject_candidate,0.851545,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00370;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,266,GM_RM011:RS0054,GM_RM011:YOLO11l:GM_RM011_000266_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.976081,""next_temporal_support"":0.927392,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000266_001,YOLO11l,"[1.417,342.248,345.561,594.142]",partial_subject_candidate,0.801435,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00371;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,267,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000267_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.927519,""next_temporal_support"":0.925132,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO11l,"[571.099,315.449,799.027,594.287]",partial_subject_candidate,0.832480,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00372;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,267,GM_RM011:RS0054,GM_RM011:YOLO11l:GM_RM011_000267_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.927392,""next_temporal_support"":0.927027,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO11l,"[1.344,339.017,404.978,594.137]",partial_subject_candidate,0.721933,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00373;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,268,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000268_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.925132,""next_temporal_support"":0.922644,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO11l,"[622.975,327.321,799.213,593.763]",partial_subject_candidate,0.823658,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00374;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,268,GM_RM011:RS0054,GM_RM011:YOLO11l:GM_RM011_000268_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.927027,""next_temporal_support"":0.982321,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO11l,"[1.383,334.101,472.838,594.161]",partial_subject_candidate,0.791402,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00375;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,269,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000269_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.922644,""next_temporal_support"":0.96174,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO11l,"[671.922,333.727,799.506,590.985]",partial_subject_candidate,0.560903,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00377;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,269,GM_RM011:RS0054,GM_RM011:YOLO11l:GM_RM011_000269_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.982321,""next_temporal_support"":0.983782,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000269_001,YOLO11l,"[8.893,327.688,554.39,593.54]",complete_subject_candidate,0.725652,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00376;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,270,GM_RM011:RS0046,GM_RM011:YOLO11l:GM_RM011_000270_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.837993,""previous_temporal_support"":0.96174,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000270_002,YOLO11l,"[724.474,351.406,799.752,554.928]",partial_subject_candidate,0.746412,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00378;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,270,GM_RM011:RS0054,GM_RM011:YOLO26l:GM_RM011_000270_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.983782,""next_temporal_support"":0.937698,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000270_002,YOLO26l,"[3.079,323.358,502.999,595.166]",complete_subject_candidate,0.770763,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00379;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,271,GM_RM011:RS0054,GM_RM011:YOLO26l:GM_RM011_000271_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.82062,""previous_temporal_support"":0.937698,""next_temporal_support"":0.935056,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[2.779,320.844,529.315,594.317]",partial_subject_candidate,0.854135,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00380;runtime_local_subject_only=true;no_benchmark_input=true
