scene,failure_id,canonical_vehicle_id,frame_start,frame_end,failure_type,detector_sources,tracker_ids,p1c_global_vehicle_ids,visual_ground_truth,current_observation_behavior,identity_consequence,root_cause_layer,recommended_future_mechanism,severity,notes
GM_RM011,GM_RM011:P1E_F0092,GM_RM011:PV008,136,149,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV008,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0093,GM_RM011:PV008,152,161,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV008,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0094,GM_RM011:PV008,163,166,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV008,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0095,GM_RM011:PV008,153,153,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV008,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0096,GM_RM011:PV008,166,166,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV008,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0097,GM_RM011:PV009,194,194,only_partial_vehicle_box,YOLO11l,,GM_RM011:GV009;GM_RM011:GV010,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0098,GM_RM011:PV009,155,155,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV009;GM_RM011:GV010,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0099,GM_RM011:PV009,157,157,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV009;GM_RM011:GV010,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0100,GM_RM011:PV009,161,161,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV009;GM_RM011:GV010,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0101,GM_RM011:PV009,188,189,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV009;GM_RM011:GV010,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0102,GM_RM011:PV010,227,229,only_partial_vehicle_box,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0103,GM_RM011:PV010,232,233,only_partial_vehicle_box,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0104,GM_RM011:PV010,232,232,only_partial_vehicle_box,YOLO26l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0105,GM_RM011:PV010,211,222,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0106,GM_RM011:PV010,227,227,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0107,GM_RM011:PV010,229,229,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0108,GM_RM011:PV010,231,231,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0109,GM_RM011:PV010,236,239,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0110,GM_RM011:PV010,242,245,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0111,GM_RM011:PV010,214,214,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0112,GM_RM011:PV010,231,231,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV011,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0113,GM_RM011:PV011,254,259,only_partial_vehicle_box,YOLO11l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0114,GM_RM011:PV011,250,252,only_partial_vehicle_box,YOLO26l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0115,GM_RM011:PV011,243,247,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0116,GM_RM011:PV011,251,251,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0117,GM_RM011:PV011,257,257,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0118,GM_RM011:PV011,260,264,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0119,GM_RM011:PV011,266,266,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0120,GM_RM011:PV011,255,255,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0121,GM_RM011:PV011,258,259,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0122,GM_RM011:PV011,261,261,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV012,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0123,GM_RM011:PV012,277,277,only_partial_vehicle_box,YOLO11l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0124,GM_RM011:PV012,279,279,only_partial_vehicle_box,YOLO11l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0125,GM_RM011:PV012,279,279,only_partial_vehicle_box,YOLO26l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM011,GM_RM011:P1E_F0126,GM_RM011:PV012,262,266,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0127,GM_RM011:PV012,269,270,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0128,GM_RM011:PV012,276,276,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0129,GM_RM011:PV012,280,281,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0130,GM_RM011:PV012,283,292,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0131,GM_RM011:PV012,277,277,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0132,GM_RM011:PV012,282,282,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV013,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0133,GM_RM011:PV013,284,287,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV014,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0134,GM_RM011:PV013,289,292,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV014,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0135,GM_RM011:PV013,302,315,same_vehicle_multiple_boxes,YOLO11l,,GM_RM011:GV014,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0136,GM_RM011:PV013,292,292,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV014,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0137,GM_RM011:PV013,299,299,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV014,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0138,GM_RM011:PV013,303,303,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV014,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0139,GM_RM011:PV013,313,315,same_vehicle_multiple_boxes,YOLO26l,,GM_RM011:GV014,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0140,,117,117,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0141,,120,130,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0142,,143,144,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0143,,152,152,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0144,,170,170,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0145,,356,356,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0146,,367,367,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0147,,80,80,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0148,,89,89,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0149,,95,95,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0150,,115,115,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0151,,117,117,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0152,,128,128,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0153,,130,130,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0154,,142,144,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0155,,165,166,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0156,,170,170,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0157,,356,356,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0158,,367,367,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM017,GM_RM017:P1E_F0159,GM_RM017:PV001,118,164,same_vehicle_multiple_boxes,YOLO11l,,GM_RM017:GV001,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0160,GM_RM017:PV002,151,155,mixed_subject_box,YOLO11l,,GM_RM017:GV002,Canonical frame state and full optical context.,YOLO11l produced mixed_subject_box observations.,One crop contains competing subjects and can cause identity mixture.,observation_entity,Multi-subject purity filtering before tracklet construction.,medium,
GM_RM017,GM_RM017:P1E_F0161,GM_RM017:PV002,149,150,only_partial_vehicle_box,YOLO11l,,GM_RM017:GV002,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM017,GM_RM017:P1E_F0162,GM_RM017:PV002,149,150,only_partial_vehicle_box,YOLO26l,,GM_RM017:GV002,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM017,GM_RM017:P1E_F0163,GM_RM017:PV002,145,150,same_vehicle_multiple_boxes,YOLO11l,,GM_RM017:GV002,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0164,GM_RM017:PV002,156,185,same_vehicle_multiple_boxes,YOLO11l,,GM_RM017:GV002,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0165,GM_RM017:PV003,151,156,mixed_subject_box,YOLO11l,,GM_RM017:GV003,Canonical frame state and full optical context.,YOLO11l produced mixed_subject_box observations.,One crop contains competing subjects and can cause identity mixture.,observation_entity,Multi-subject purity filtering before tracklet construction.,medium,
GM_RM017,GM_RM017:P1E_F0166,GM_RM017:PV003,162,163,mixed_subject_box,YOLO11l,,GM_RM017:GV003,Canonical frame state and full optical context.,YOLO11l produced mixed_subject_box observations.,One crop contains competing subjects and can cause identity mixture.,observation_entity,Multi-subject purity filtering before tracklet construction.,medium,
GM_RM017,GM_RM017:P1E_F0167,GM_RM017:PV003,157,161,same_vehicle_multiple_boxes,YOLO11l,,GM_RM017:GV003,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0168,GM_RM017:PV003,164,200,same_vehicle_multiple_boxes,YOLO11l,,GM_RM017:GV003,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0169,GM_RM017:PV003,157,157,same_vehicle_multiple_boxes,YOLO26l,,GM_RM017:GV003,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0170,GM_RM017:PV003,160,161,same_vehicle_multiple_boxes,YOLO26l,,GM_RM017:GV003,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0171,GM_RM017:PV003,173,173,same_vehicle_multiple_boxes,YOLO26l,,GM_RM017:GV003,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0172,GM_RM017:PV004,162,163,mixed_subject_box,YOLO11l,,GM_RM017:GV004,Canonical frame state and full optical context.,YOLO11l produced mixed_subject_box observations.,One crop contains competing subjects and can cause identity mixture.,observation_entity,Multi-subject purity filtering before tracklet construction.,medium,
GM_RM017,GM_RM017:P1E_F0173,GM_RM017:PV004,164,214,same_vehicle_multiple_boxes,YOLO11l,,GM_RM017:GV004,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0174,GM_RM017:PV004,174,174,same_vehicle_multiple_boxes,YOLO26l,,GM_RM017:GV004,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM017,GM_RM017:P1E_F0175,GM_RM017:PV004,188,188,same_vehicle_multiple_boxes,YOLO26l,,GM_RM017:GV004,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0176,,3,4,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0177,,34,34,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0178,,37,57,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0179,,59,100,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0180,,105,106,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0181,,145,145,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
