response_field_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_index,sar_time_sec,source_gt_ids,source_gt_count,source_gt_quality_distribution,raw_anchor_center_x_px,raw_anchor_center_y_px,raw_anchor_width_px,raw_anchor_height_px,raw_anchor_angle_deg,smoothed_anchor_center_x_px,smoothed_anchor_center_y_px,smoothed_anchor_width_px,smoothed_anchor_height_px,smoothed_anchor_angle_deg,gt_center_spread_px,gt_size_spread_px,crop_expansion,raw_crop_polygon_global_px,smoothed_crop_polygon_global_px,global_roi_x1,global_roi_y1,global_roi_x2,global_roi_y2,radial_unit_x,radial_unit_y,tangential_unit_x,tangential_unit_y,raw_half_extent_radial_px,raw_half_extent_tangential_px,smoothed_half_extent_radial_px,smoothed_half_extent_tangential_px,thread_raw_p05,thread_raw_p50,thread_raw_p95,thread_raw_p99,local_background_median,local_background_mad,raw_min,raw_max,raw_mean,analysis_valid_mask_fraction,coordinate_inverse_error_px,raw_image_path,raw_image_sha256,low_threshold_component_count,multi_threshold_component_count,single_threshold_only_component_count,gt_is_vehicle_response_mask,lineage_status,notes
S1L-FIELD-GM_RM011-GM_RM011_PV010-000506,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG03,506,10.120000000,GM_RM011|000506|gm_rm011_00211,1,usable:1,1269.064000,1259.405000,149.711000,72.746000,3.000000,1269.064000,1259.405000,149.711000,72.746000,3.000000,0.000000,0.000000,1.750000,"1079.876,1227.161;1213.484,1443.097;1458.252,1291.649;1324.644,1075.713","1079.876,1227.161;1213.484,1443.097;1458.252,1291.649;1324.644,1075.713",1075,1071,1464,1334,0.850381,-0.526167,0.526167,0.850381,82.238004,72.550899,82.238004,72.550899,0.000000,34.000000,72.000000,95.000000,47.000000,20.000000,0,221,35.264595,0.987511,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000506.png,7e081ccedccacb38e50109c506028e04ee09c48e6a4ff4def000c612b51240af,28,7,21,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV010-000510,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG03,510,10.200000000,GM_RM011|000510|gm_rm011_00212,1,usable:1,1284.183000,1249.090000,151.244000,75.987000,178.000000,1284.183000,1249.090000,151.244000,75.987000,178.000000,0.000000,0.000000,1.750000,"1093.163,1222.599;1224.584,1432.497;1475.203,1275.581;1343.782,1065.683","1093.163,1222.599;1224.584,1432.497;1475.203,1275.581;1343.782,1065.683",1089,1061,1481,1334,0.847572,-0.530681,0.530681,0.847572,84.482889,70.756070,84.482889,70.756070,0.000000,34.000000,72.000000,95.000000,33.000000,15.000000,0,146,24.444486,0.989223,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000510.png,717bfc23dd11df074c86ffa99491454836d20abcf49a786d19ed9a8295f4a5c1,14,6,8,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV011-000506,GM_RM011,GM_RM011:PV011,development,B,S0MV-GM_RM011-PV011-SEG01,506,10.120000000,GM_RM011|000506|frameadd_gm_rm011_000243_000506_01,1,usable:1,1058.974000,1249.690000,144.761000,71.310000,1.000000,1058.974000,1249.690000,144.761000,71.310000,1.000000,0.000000,0.000000,1.750000,"1080.260,1436.751;1247.036,1240.878;1037.688,1062.629;870.912,1258.502","1080.260,1436.751;1247.036,1240.878;1037.688,1062.629;870.912,1258.502",866,1058,1253,1334,-0.761394,-0.648290,0.648290,-0.761394,78.558041,73.501442,78.558041,73.501442,0.000000,38.000000,74.000000,107.000000,46.000000,20.000000,0,248,38.032460,0.989356,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000506.png,7e081ccedccacb38e50109c506028e04ee09c48e6a4ff4def000c612b51240af,19,8,11,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV011-000510,GM_RM011,GM_RM011:PV011,development,B,S0MV-GM_RM011-PV011-SEG01,510,10.200000000,GM_RM011|000510|frameadd_gm_rm011_000245_000510_01,1,usable:1,1090.811000,1251.093000,137.811000,70.630000,178.000000,1090.811000,1251.093000,137.811000,70.630000,178.000000,0.000000,0.000000,1.750000,"1061.662,1429.307;1271.004,1262.929;1119.960,1072.879;910.618,1239.257","1061.662,1429.307;1271.004,1262.929;1119.960,1072.879;910.618,1239.257",906,1068,1277,1334,-0.622191,-0.782866,0.782866,-0.622191,69.360491,76.401586,69.360491,76.401586,0.000000,38.000000,74.000000,107.000000,34.000000,14.000000,0,253,30.091863,0.989227,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000510.png,717bfc23dd11df074c86ffa99491454836d20abcf49a786d19ed9a8295f4a5c1,19,5,14,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000302,GM_RM017,GM_RM017:PV002,development,C,S0MV-GM_RM017-PV002-SEG01,302,6.040000000,GM_RM017|000302|gm_rm017_00009,1,usable:1,870.138000,1008.476000,137.225000,68.218000,176.000000,870.138000,1008.476000,137.225000,68.218000,176.000000,0.000000,0.000000,1.750000,"850.927,1185.796;1048.466,1011.721;889.349,831.156;691.810,1005.231","850.927,1185.796;1048.466,1011.721;889.349,831.156;691.810,1005.231",687,827,1054,1191,-0.661143,-0.750260,0.750260,-0.661143,68.762744,75.227055,68.762744,75.227055,25.000000,37.000000,50.000000,61.000000,37.000000,4.000000,0,109,36.404242,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000302.png,3e68263b30b7336c8c0234984801f90fcc8d34b8d066bbb9b5805d432d9d3d29,30,15,15,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000310,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,310,6.200000000,GM_RM017|000310|frameadd_gm_rm017_000149_000310_01,1,usable:1,920.890000,1010.485000,167.826000,66.700000,177.000000,977.076000,1008.910000,159.155000,68.644000,177.000000,0.000000,0.000000,1.750000,"871.618,1205.976;1122.068,1023.596;970.162,814.994;719.712,997.374","899.588,1182.435;1165.117,1036.398;1054.564,835.385;789.035,981.422",715,810,1171,1211,-0.588666,-0.808377,0.808377,-0.588666,73.728726,88.519716,65.545281,86.582493,31.000000,45.000000,68.000000,95.000000,43.000000,5.000000,0,157,43.345017,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000310.png,6343b60ebb7272b5d33743a38d5e2a2cccd1a810245723f4bccb5e8adac281b8,29,9,20,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000317,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,317,6.340000000,GM_RM017|000317|gm_rm017_00021,1,usable:1,977.076000,1007.111000,149.812000,68.644000,175.000000,979.576000,1008.010500,156.789000,69.390500,178.000000,0.000000,0.000000,1.750000,"902.240,1170.735;1155.219,1032.375;1051.912,843.487;798.933,981.847","902.614,1180.795;1166.297,1038.222;1056.538,835.226;792.855,977.799",788,831,1172,1186,-0.479846,-0.877353,0.877353,-0.479846,61.512041,82.383712,65.933945,85.645629,31.000000,45.000000,68.000000,95.000000,44.000000,5.000000,13,145,45.395440,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000317.png,1adfc47b505fe4bd616095f696951a008b1b0cf64f40cb07f1126cdbd0ecb16f,22,8,14,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000319,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,319,6.380000000,GM_RM017|000319|frameadd_gm_rm017_000153_000319_01,1,usable:1,982.076000,1008.910000,159.155000,70.137000,179.000000,982.076000,1007.111000,154.423000,70.137000,179.000000,0.000000,0.000000,1.750000,"903.756,1184.685;1171.736,1041.466;1060.396,833.135;792.416,976.354","905.604,1179.126;1167.434,1039.972;1058.548,835.096;796.718,974.250",788,829,1177,1190,-0.471348,-0.881947,0.881947,-0.471348,67.490522,86.814330,66.289578,84.717459,31.000000,45.000000,68.000000,95.000000,52.000000,6.000000,15,202,53.124387,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000319.png,43dc25c8025b27a1d09ac257ab89d42ff035e09b71acc32ec3bbee726a57a3a0,30,12,18,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000321,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,321,6.420000000,GM_RM017|000321|gm_rm017_00025,1,usable:1,993.833000,1004.750000,154.423000,74.500000,0.000000,993.833000,1007.111000,152.033000,70.137000,0.000000,0.000000,0.000000,1.750000,"911.300,1176.922;1180.567,1044.567;1076.366,832.578;807.099,964.933","913.186,1174.277;1175.668,1044.316;1074.480,839.945;811.998,969.906",803,828,1186,1182,-0.441126,-0.897445,0.897445,-0.441126,67.489852,85.725013,65.156821,83.683977,31.000000,45.000000,68.000000,95.000000,50.000000,5.000000,13,170,50.064472,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000321.png,3373eeead4931ed1f29ea4852f9975322a1f9019cc2f94024a70ffd476aa9e00,25,13,12,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000323,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,323,6.460000000,GM_RM017|000323|gm_rm017_00027,1,usable:1,1010.317000,1004.063000,152.033000,76.979000,1.000000,1010.317000,1008.267000,152.033000,71.222000,0.000000,0.000000,0.000000,1.750000,"920.996,1171.044;1193.774,1051.016;1099.638,837.082;826.860,957.110","921.391,1169.525;1189.695,1049.926;1099.243,847.009;830.939,966.608",822,833,1199,1177,-0.402754,-0.915308,0.915308,-0.402754,66.779470,85.147919,63.475346,83.929527,31.000000,45.000000,68.000000,95.000000,48.000000,5.000000,10,232,49.571095,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000323.png,961d17330726aa13dd82a04bfb68a0f6128f43476f14a59950dcabec58336473,23,11,12,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000325,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,325,6.500000000,GM_RM017|000325|gm_rm017_00029,1,usable:1,1021.685000,1008.302000,146.473000,67.871000,0.000000,1021.685000,1008.267000,148.762000,71.937000,0.000000,0.000000,0.000000,1.750000,"930.492,1157.743;1191.577,1050.558;1112.878,858.861;851.793,966.046","929.060,1162.666;1196.076,1053.058;1114.310,853.868;847.294,963.476",843,849,1202,1168,-0.379778,-0.925078,0.925078,-0.379778,59.206627,80.637437,61.519870,82.468029,31.000000,45.000000,68.000000,95.000000,54.000000,6.000000,16,255,55.825892,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000325.png,1101855637dfe04c1abaf992722b9ef848f00104cc4bebaab138e5661522bf66,26,9,17,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000327,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,327,6.540000000,GM_RM017|000327|gm_rm017_00031,1,usable:1,1031.899000,1008.267000,148.762000,71.222000,1.000000,1031.899000,1008.302000,148.762000,71.222000,0.000000,0.000000,0.000000,1.750000,"934.833,1158.506;1204.143,1056.490;1128.965,858.028;859.655,960.044","934.407,1156.869;1203.358,1054.978;1129.391,859.735;860.440,961.626",855,854,1210,1164,-0.354240,-0.935154,0.935154,-0.354240,60.635313,82.281359,59.652664,82.172835,31.000000,45.000000,68.000000,95.000000,51.000000,6.000000,13,255,52.464566,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000327.png,3ce819630fe954061a0386b50c091b8536792db5fe007701357ed2ffb94336ae,21,11,10,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000329,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,329,6.580000000,GM_RM017|000329|gm_rm017_00033,1,usable:1,1047.415000,1009.202000,142.137000,71.937000,0.000000,1047.415000,1009.202000,148.762000,68.390000,0.000000,0.000000,0.000000,1.750000,"947.691,1146.463;1209.397,1059.674;1147.139,871.941;885.433,958.730","943.042,1146.823;1213.339,1057.185;1151.788,871.581;881.491,961.219",877,867,1219,1152,-0.314772,-0.949167,0.949167,-0.314772,56.510520,78.777784,55.869796,81.363634,31.000000,45.000000,68.000000,95.000000,43.000000,5.000000,12,213,43.820285,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000329.png,660f3b07130b69456bb50996afb8d76440f37e018751a1abdda4000ee30553ee,20,7,13,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000330,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,330,6.600000000,GM_RM017|000330|gm17supp_000158_000330_det1,1,usable:1,1050.984000,1010.790000,164.000000,66.194000,179.000000,1050.984000,1009.621000,157.981000,68.390000,179.000000,0.000000,0.000000,1.750000,"934.030,1150.411;1227.442,1055.899;1167.938,871.169;874.526,965.681","938.226,1147.923;1223.166,1056.474;1163.742,871.319;878.802,962.768",870,867,1233,1156,-0.306602,-0.951838,0.951838,-0.306602,55.450670,88.073893,55.559152,85.501556,31.000000,45.000000,68.000000,95.000000,38.000000,5.000000,10,188,39.253939,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000330.png,265a200620db98370237ed6fde7ba9f98b10f5780e920f04fd93b6a6f9c7630d,9,6,3,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000331,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,331,6.620000000,GM_RM017|000331|gm_rm017_00036,1,usable:1,1060.746000,1009.975000,158.375000,68.390000,178.000000,1060.746000,1009.621000,157.981000,68.390000,179.000000,0.000000,0.000000,1.750000,"943.351,1139.977;1229.552,1056.735;1178.141,879.973;891.940,963.215","943.801,1141.475;1230.137,1058.286;1177.691,877.767;891.355,960.956",887,873,1236,1147,-0.279278,-0.960210,0.960210,-0.279278,52.595983,85.160428,53.709495,85.192809,31.000000,45.000000,68.000000,95.000000,34.000000,4.000000,12,161,36.269382,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000331.png,5dd0e713693d7eb45e25920ff5d6b4f63cf7b315332c488e139c8e7da019fcbb,11,5,6,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000332,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,332,6.640000000,GM_RM017|000332|gm17supp_000159_000332_det3,1,usable:1,1062.413000,1009.621000,157.981000,66.648000,178.000000,1062.413000,1009.975000,158.132000,66.648000,178.000000,0.000000,0.000000,1.750000,"944.555,1136.707;1229.589,1055.377;1180.271,882.535;895.237,963.865","944.480,1137.197;1229.751,1055.709;1180.346,882.753;895.075,964.241",891,878,1235,1143,-0.274385,-0.961620,0.961620,-0.274385,51.354356,84.688708,51.392486,84.765865,31.000000,45.000000,68.000000,95.000000,33.000000,4.000000,9,135,34.790756,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000332.png,2387d9abfd5c9656af13ffe476569cbf4b2c4f7f5e2322b7a0524bf643947410,11,5,6,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000333,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,333,6.660000000,GM_RM017|000333|gm_rm017_00038,1,usable:1,1073.125000,1009.103000,155.122000,69.300000,179.000000,1073.125000,1009.621000,157.981000,68.390000,178.000000,0.000000,0.000000,1.750000,"953.505,1131.859;1236.591,1060.647;1192.745,886.347;909.659,957.559","951.272,1130.639;1237.773,1058.451;1194.978,888.603;908.477,960.791",904,882,1243,1137,-0.243957,-0.969786,0.969786,-0.243957,51.351507,83.401705,50.044677,84.415905,31.000000,45.000000,68.000000,95.000000,36.000000,4.000000,12,142,36.654057,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000333.png,b0c48574a4d8b87ffb8d60d8de8be59956628924430d271d804f50b4c117aaa3,11,7,4,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000334,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,334,6.680000000,GM_RM017|000334|gm17supp_000160_000334_det3,1,usable:1,1077.382000,1010.473000,158.132000,64.442000,178.000000,1077.382000,1009.621000,157.981000,69.300000,178.000000,0.000000,0.000000,1.750000,"953.866,1125.125;1239.422,1056.781;1200.898,895.821;915.342,964.165","954.064,1128.315;1241.015,1059.820;1200.700,890.927;913.749,959.422",909,886,1247,1134,-0.232763,-0.972534,0.972534,-0.232763,47.287497,83.891448,49.610714,84.289119,31.000000,45.000000,68.000000,95.000000,39.000000,5.000000,10,163,39.647408,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000334.png,4b9b16cc5ada4fbb68c609f80d2aa101a285c1caed29337608d9e5fe7ef347ab,16,8,8,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000335,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,335,6.700000000,GM_RM017|000335|gm_rm017_00039,1,usable:1,1084.338000,1004.145000,153.285000,74.297000,177.000000,1084.338000,1009.103000,155.122000,74.297000,177.000000,0.000000,0.000000,1.750000,"962.601,1117.331;1241.673,1057.780;1206.075,890.959;927.003,950.510","961.411,1123.663;1243.659,1062.506;1207.265,894.543;925.017,955.700",921,886,1249,1129,-0.208691,-0.977982,0.977982,-0.208691,48.736347,81.529872,49.103048,82.513564,31.000000,45.000000,68.000000,95.000000,40.000000,4.000000,9,186,42.213128,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000335.png,f8ada829c0a7d4c7859808faa20715cd582d28c8dcf5c680d1a843670ff59fbc,16,11,5,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000336,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,336,6.720000000,GM_RM017|000336|gm17supp_000161_000336_det2,1,usable:1,1095.410000,1010.403000,163.960000,74.565000,177.000000,1095.410000,1009.292000,153.285000,74.297000,177.000000,0.000000,0.000000,1.750000,"962.180,1119.268;1258.557,1065.037;1228.640,901.538;932.263,955.769","971.015,1114.921;1249.082,1064.216;1219.805,903.663;941.738,954.368",928,897,1264,1125,-0.179993,-0.983668,0.983668,-0.179993,47.489663,86.084974,46.628556,80.757758,31.000000,45.000000,68.000000,95.000000,40.000000,5.000000,9,185,41.999366,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000336.png,7a0adb4c0053a497b8ed600e573ec6a24b25b2f065049d7cdcd1b7ddb0eb33ca,17,10,7,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000337,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,337,6.740000000,GM_RM017|000337|gm17supp_000162_000337_det2,1,usable:1,1095.721000,1005.685000,151.119000,75.466000,174.000000,1095.721000,1005.798000,153.285000,74.565000,177.000000,0.000000,0.000000,1.750000,"974.513,1104.101;1243.578,1055.839;1216.929,907.269;947.864,955.531","971.110,1110.938;1249.112,1061.056;1220.332,900.658;942.330,950.540",938,896,1255,1116,-0.176549,-0.984292,0.984292,-0.176549,43.126103,78.102666,46.559978,80.697738,31.000000,45.000000,68.000000,95.000000,43.000000,5.000000,13,178,44.847614,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000337.png,974aa0f70caea2efc1b821384bbada9aef515b6a89960e8207b4855c53be0ac8,17,11,6,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000338,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,338,6.760000000,GM_RM017|000338|gm_rm017_00043,1,usable:1,1103.718000,1009.292000,148.390000,62.896000,178.000000,1103.718000,1009.292000,151.119000,74.565000,177.000000,0.000000,0.000000,1.750000,"980.696,1099.620;1248.454,1057.718;1226.740,918.964;958.982,960.866","979.283,1108.198;1252.420,1065.455;1228.153,910.386;955.016,953.129",951,906,1258,1114,-0.154610,-0.987976,0.987976,-0.154610,40.126683,77.433403,44.844749,78.988668,31.000000,45.000000,68.000000,95.000000,45.000000,6.000000,11,208,47.390648,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000338.png,ea225e5d6847b6bf2ee3e78f0987133f77545b5ae15fbdd2c7f20d1b189acc7c,16,9,7,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000339,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,339,6.780000000,GM_RM017|000339|gm17supp_000163_000339_det3,1,usable:1,1111.398000,1005.798000,158.313000,78.952000,175.000000,1111.398000,1008.903000,151.119000,68.755000,177.000000,0.000000,0.000000,1.750000,"980.976,1098.541;1261.326,1061.770;1241.820,913.055;961.470,949.826","985.249,1096.671;1256.044,1060.809;1237.547,921.135;966.752,956.997",957,909,1267,1104,-0.130049,-0.991508,0.991508,-0.130049,42.854036,80.785870,40.255287,78.045430,31.000000,45.000000,68.000000,95.000000,52.000000,6.000000,16,250,55.725429,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,18,7,11,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000340,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,340,6.800000000,GM_RM017|000340|gm_rm017_00046,1,usable:1,1115.084000,1010.773000,144.738000,65.413000,179.000000,1115.084000,1008.930000,149.050000,68.755000,178.000000,0.000000,0.000000,1.750000,"992.621,1096.221;1254.464,1064.360;1237.547,925.325;975.704,957.186","989.519,1095.716;1257.722,1063.269;1240.649,922.144;972.446,954.591",968,918,1263,1102,-0.120787,-0.992678,0.992678,-0.120787,40.017129,75.364139,40.615303,77.188249,31.000000,45.000000,68.000000,95.000000,55.000000,7.000000,12,255,58.467031,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000340.png,5da55b5d6f2448fc56a3529b06529fd2e1347ad0e2657a505092a701d04017f1,27,7,20,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000341,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,341,6.820000000,GM_RM017|000341|gm17supp_000164_000341_det2,1,usable:1,1129.371000,1008.903000,169.245000,68.755000,177.000000,1127.160000,1008.930000,158.313000,69.700000,177.000000,0.000000,0.000000,1.750000,"985.177,1083.833;1283.291,1061.010;1273.565,933.973;975.451,956.796","992.729,1085.610;1272.440,1062.271;1261.591,932.250;981.880,955.589",971,928,1289,1091,-0.076336,-0.997082,0.997082,-0.076336,36.402563,85.424699,37.277856,80.195029,31.000000,45.000000,68.000000,95.000000,54.000000,7.000000,16,249,57.704163,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000341.png,4dd61956e3be673b20d81281ea8b00c00bb0b74befc89e6d684a7d94e178fb32,23,5,18,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV002-000342,GM_RM017,GM_RM017:PV002,development,A,S0MV-GM_RM017-PV002-SEG02,342,6.840000000,GM_RM017|000342|gm_rm017_00048,1,usable:1,1127.160000,1008.930000,149.050000,69.700000,178.000000,1129.371000,1009.731000,160.347000,69.700000,178.000000,0.000000,0.000000,1.750000,"999.997,1086.992;1265.502,1064.839;1254.323,930.868;988.818,953.021","992.176,1087.242;1276.788,1065.396;1266.566,932.220;981.954,954.066",977,926,1282,1093,-0.083151,-0.996537,0.996537,-0.083151,38.410516,76.122052,38.162077,81.556712,31.000000,45.000000,68.000000,95.000000,54.000000,7.000000,13,255,58.073307,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000342.png,8193debe85b8c95eb43ead02c5b72f0dd9f64766337c909dfe8015ae4681976c,24,6,18,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
