temporal_event_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_from,sar_frame_to,frame_gap,event_type,source_observation_ids,target_observation_ids,global_displacement_px,raw_local_displacement_px,smoothed_local_displacement_px,relative_intensity_change,shape_change,correspondence_cost,threshold_support_count,global_coordinate_supported,raw_gt_local_supported,smoothed_gt_local_supported,crop_or_gt_jitter_artifact,threshold_artifact,background_like,major_event,notes
S1L-EVT-0000250,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,5,6,1,death,S1L-OBS-0000680,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000251,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,5,6,1,dominant_component_switch,S1L-OBS-0000651,S1L-OBS-0000696,21.200610,18.156880,19.675389,0.048038,3.402098,1.614742,2,true,true,true,false,false,false,true,
S1L-EVT-0000252,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,stable_persistence,S1L-OBS-0000690,S1L-OBS-0000743,0.691523,4.740697,0.726596,-0.006348,0.648235,0.276720,3,true,true,true,false,false,false,true,
S1L-EVT-0000253,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,stable_persistence,S1L-OBS-0000698,S1L-OBS-0000747,2.795939,6.586927,1.724422,-0.083629,0.729252,0.323486,2,true,true,true,false,false,false,true,
S1L-EVT-0000254,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,stable_persistence,S1L-OBS-0000715,S1L-OBS-0000751,31.517451,29.214847,30.005462,0.009826,1.007183,0.823240,3,true,true,true,false,false,false,true,
S1L-EVT-0000255,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,stable_persistence,S1L-OBS-0000716,S1L-OBS-0000756,12.627392,7.165139,11.743539,-0.071063,0.802767,0.477230,3,true,true,true,false,false,false,true,
S1L-EVT-0000256,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,stable_persistence,S1L-OBS-0000726,S1L-OBS-0000765,6.010734,7.640662,7.417400,0.014797,1.369804,0.830020,2,true,true,true,false,false,false,true,
S1L-EVT-0000257,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,split,S1L-OBS-0000697,S1L-OBS-0000751;S1L-OBS-0000756,44.277195,46.532649,45.817280,-0.108613,1.867316,1.417618,3,true,true,true,false,false,false,true,
S1L-EVT-0000258,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,death,S1L-OBS-0000695,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000259,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,death,S1L-OBS-0000696,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000260,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,death,S1L-OBS-0000697,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0000261,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,death,S1L-OBS-0000714,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000262,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,7,1,dominant_component_switch,S1L-OBS-0000696,S1L-OBS-0000756,69.392672,74.775353,70.101530,-0.111150,2.291715,2.005875,2,true,true,true,false,false,false,true,
S1L-EVT-0000263,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,stable_persistence,S1L-OBS-0000872,S1L-OBS-0000926,53.907502,48.778965,48.778965,0.085809,0.048790,0.385896,3,true,true,true,false,false,false,true,
S1L-EVT-0000264,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000877,S1L-OBS-0000929,19.658898,12.363262,12.363262,-0.059747,1.349927,0.883409,2,true,true,true,false,false,false,true,
S1L-EVT-0000265,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000882,S1L-OBS-0000949,83.366247,91.171067,91.171067,0.235808,0.142316,0.794126,3,true,true,true,false,false,false,true,
S1L-EVT-0000266,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,strength_increase,S1L-OBS-0000882,S1L-OBS-0000949,83.366247,91.171067,91.171067,0.235808,0.142316,0.794126,3,true,true,true,false,false,false,true,
S1L-EVT-0000267,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,local_relative_shift,S1L-OBS-0000883,S1L-OBS-0000943,126.476583,132.945603,132.945603,0.013992,0.017392,0.883747,3,true,true,true,false,false,false,true,
S1L-EVT-0000268,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000885,S1L-OBS-0000935,12.288943,13.859832,13.859832,0.071059,1.802629,0.878063,2,true,true,true,false,false,false,true,
S1L-EVT-0000269,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000887,S1L-OBS-0000939,7.329568,5.842059,5.842059,0.012961,1.199417,0.630820,2,true,true,true,false,false,false,true,
S1L-EVT-0000270,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000888,S1L-OBS-0000928,96.971200,98.769773,98.769773,-0.045420,0.485508,0.838021,2,true,true,true,false,false,false,true,
S1L-EVT-0000271,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,local_relative_shift,S1L-OBS-0000890,S1L-OBS-0000959,61.704700,69.836944,69.836944,0.085004,0.036368,0.640105,2,true,true,true,false,false,false,true,
S1L-EVT-0000272,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000891,S1L-OBS-0000942,94.106989,100.357742,100.357742,0.052843,0.428193,1.028244,2,true,true,true,false,false,false,true,
S1L-EVT-0000273,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000900,S1L-OBS-0000950,45.916587,52.054446,52.054446,0.038531,1.339148,0.869683,3,true,true,true,false,false,false,true,
S1L-EVT-0000274,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000901,S1L-OBS-0000962,31.828331,34.946063,34.946063,-0.078745,0.286025,0.449546,3,true,true,true,false,false,false,true,
S1L-EVT-0000275,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,global_motion_consistent,S1L-OBS-0000902,S1L-OBS-0000952,13.058212,8.691945,8.691945,-0.037681,0.365460,0.298635,2,true,true,true,false,false,false,true,
S1L-EVT-0000276,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000907,S1L-OBS-0000957,16.611518,11.454701,11.454701,-0.029651,1.086636,0.678229,2,true,true,true,false,false,false,true,
S1L-EVT-0000277,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,stable_persistence,S1L-OBS-0000908,S1L-OBS-0000971,14.578130,18.441980,18.441980,-0.016310,0.469388,0.513632,3,true,true,true,false,false,false,true,
S1L-EVT-0000278,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,stable_persistence,S1L-OBS-0000910,S1L-OBS-0000963,18.126118,14.055933,14.055933,-0.041990,1.152680,0.506822,3,true,true,true,false,false,false,true,
S1L-EVT-0000279,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000911,S1L-OBS-0000965,8.186386,16.069587,16.069587,-0.014154,2.031961,0.942310,3,true,true,true,false,false,false,true,
S1L-EVT-0000280,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,global_motion_consistent,S1L-OBS-0000912,S1L-OBS-0000966,11.028469,7.931936,7.931936,-0.108005,0.521875,0.300700,3,true,true,true,false,false,false,true,
S1L-EVT-0000281,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0000914,S1L-OBS-0000973,38.050941,43.836781,43.836781,-0.150369,0.316255,0.440412,3,true,true,true,false,false,false,true,
S1L-EVT-0000282,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,global_motion_consistent,S1L-OBS-0000915,S1L-OBS-0000968,12.159217,6.473043,6.473043,-0.046542,0.054270,0.082226,3,true,true,true,false,false,false,true,
S1L-EVT-0000283,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,split,S1L-OBS-0000882,S1L-OBS-0000935;S1L-OBS-0000943,20.568208,15.382602,15.382602,0.063820,0.635388,0.406757,3,true,true,true,false,false,false,true,
S1L-EVT-0000284,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,split,S1L-OBS-0000911,S1L-OBS-0000942;S1L-OBS-0000949;S1L-OBS-0000950;S1L-OBS-0000963;S1L-OBS-0000966,55.957460,52.165608,52.165608,-0.095260,0.361502,0.666939,3,true,true,true,false,false,false,true,
S1L-EVT-0000285,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,split,S1L-OBS-0000914,S1L-OBS-0000963;S1L-OBS-0000973,13.081587,14.406054,14.406054,-0.087445,0.085695,0.362102,3,true,true,true,false,false,false,true,
S1L-EVT-0000286,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,merge,S1L-OBS-0000910;S1L-OBS-0000911;S1L-OBS-0000914,S1L-OBS-0000942,59.472097,51.197530,51.197530,-0.124773,0.394292,0.674649,3,true,true,true,false,false,false,true,
S1L-EVT-0000287,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,merge,S1L-OBS-0000882;S1L-OBS-0000902,S1L-OBS-0000943,44.707514,42.164019,42.164019,0.012110,0.541916,0.476440,3,true,true,true,false,false,false,true,
S1L-EVT-0000288,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,merge,S1L-OBS-0000900;S1L-OBS-0000902;S1L-OBS-0000912,S1L-OBS-0000957,15.275755,15.449085,15.449085,-0.130882,0.781254,0.562634,3,true,true,true,false,false,false,true,
S1L-EVT-0000289,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,merge,S1L-OBS-0000901;S1L-OBS-0000914,S1L-OBS-0000965,45.988083,53.900959,53.900959,-0.046496,0.448668,0.563982,3,true,true,true,false,false,false,true,
S1L-EVT-0000290,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,death,S1L-OBS-0000879,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000291,GM_RM011,GM_RM011:PV005,development,B,S0MV-GM_RM011-PV005-SEG02,256,260,4,dominant_component_switch,S1L-OBS-0000914,S1L-OBS-0000949,57.863940,50.076239,50.076239,0.074850,0.196920,0.656783,3,true,true,true,false,false,false,true,
S1L-EVT-0000292,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,stable_persistence,S1L-OBS-0001019,S1L-OBS-0001055,13.354733,11.038955,13.354734,-0.041452,0.421213,0.441995,2,true,true,true,false,false,false,true,
S1L-EVT-0000293,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001024,S1L-OBS-0001063,16.702559,4.175077,16.702559,0.015520,0.032790,0.318753,2,true,true,true,false,false,false,true,
S1L-EVT-0000294,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,stable_persistence,S1L-OBS-0001032,S1L-OBS-0001069,2.628754,12.539162,2.628753,0.110189,0.545130,0.235968,3,true,false,false,true,false,false,false,
S1L-EVT-0000295,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001037,S1L-OBS-0001078,11.327328,8.932870,11.327328,0.000205,0.274943,0.251971,3,true,true,true,false,false,false,true,
S1L-EVT-0000296,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,stable_persistence,S1L-OBS-0001039,S1L-OBS-0001079,17.688994,28.079113,17.688994,-0.085055,0.025318,0.301599,3,true,true,true,false,false,false,true,
S1L-EVT-0000297,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001040,S1L-OBS-0001082,10.215027,1.563719,10.215028,-0.167755,0.623189,0.518537,2,true,true,true,false,false,false,true,
S1L-EVT-0000298,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001042,S1L-OBS-0001080,15.886653,25.564210,15.886652,-0.094675,0.354821,0.390338,3,true,true,true,false,false,false,true,
S1L-EVT-0000299,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,stable_persistence,S1L-OBS-0001043,S1L-OBS-0001084,14.438897,4.228461,14.438896,-0.080057,0.445809,0.263979,3,true,true,true,false,false,false,true,
S1L-EVT-0000300,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001044,S1L-OBS-0001062,72.479538,69.947938,72.479537,0.043925,0.258574,0.565126,2,true,true,true,false,false,false,true,
S1L-EVT-0000301,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,stable_persistence,S1L-OBS-0001045,S1L-OBS-0001087,6.765847,6.913711,6.765848,-0.044591,0.196667,0.123264,3,true,true,true,false,false,false,true,
S1L-EVT-0000302,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,stable_persistence,S1L-OBS-0001048,S1L-OBS-0001088,10.297638,11.241303,10.297638,0.009796,0.189621,0.344140,3,true,true,true,false,false,false,true,
S1L-EVT-0000303,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,split,S1L-OBS-0001037,S1L-OBS-0001069;S1L-OBS-0001078,21.637300,24.103072,21.637299,0.177625,0.464114,0.251971,3,true,true,true,false,false,false,true,
S1L-EVT-0000304,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,split,S1L-OBS-0001042,S1L-OBS-0001080;S1L-OBS-0001081,15.886653,25.564210,15.886652,-0.094675,0.354821,0.390338,3,true,true,true,false,false,false,true,
S1L-EVT-0000305,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,merge,S1L-OBS-0001032;S1L-OBS-0001043,S1L-OBS-0001059,97.166397,83.130664,97.166396,0.033198,0.307329,0.753654,3,true,true,true,false,false,false,true,
S1L-EVT-0000306,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,merge,S1L-OBS-0001032;S1L-OBS-0001037,S1L-OBS-0001070,29.995864,15.700609,29.995863,0.006367,0.689264,0.476446,3,true,true,true,false,false,false,true,
S1L-EVT-0000307,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,merge,S1L-OBS-0001032;S1L-OBS-0001037;S1L-OBS-0001042;S1L-OBS-0001048,S1L-OBS-0001081,46.140615,58.767874,46.140615,-0.022720,0.303126,0.425669,3,true,true,true,false,false,false,true,
S1L-EVT-0000308,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,birth,,S1L-OBS-0001053,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000309,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,birth,,S1L-OBS-0001059,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0000310,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,birth,,S1L-OBS-0001064,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000311,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,birth,,S1L-OBS-0001070,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0000312,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,birth,,S1L-OBS-0001074,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000313,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,birth,,S1L-OBS-0001075,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000314,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,birth,,S1L-OBS-0001081,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0000315,GM_RM011,GM_RM011:PV006,development,B,S0MV-GM_RM011-PV006-SEG02,256,260,4,dominant_component_switch,S1L-OBS-0001039,S1L-OBS-0001069,39.563901,27.526983,39.563901,0.041376,1.340385,0.851728,3,true,true,true,false,false,false,true,
S1L-EVT-0000316,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,stable_persistence,S1L-OBS-0001187,S1L-OBS-0001232,11.781125,10.697469,11.781126,0.003550,0.247059,0.358468,3,true,true,true,false,false,false,true,
S1L-EVT-0000317,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,stable_persistence,S1L-OBS-0001190,S1L-OBS-0001233,4.618654,14.602257,4.618654,0.042274,0.625429,0.274937,3,true,false,false,true,false,false,false,
S1L-EVT-0000318,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,local_relative_shift,S1L-OBS-0001191,S1L-OBS-0001246,61.940355,74.063875,61.940356,0.067568,0.000000,0.572675,2,true,true,true,false,false,false,true,
S1L-EVT-0000319,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,stable_persistence,S1L-OBS-0001192,S1L-OBS-0001235,10.277809,18.636932,10.277808,-0.002359,0.856777,0.495683,2,true,true,true,false,false,false,true,
S1L-EVT-0000320,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,stable_persistence,S1L-OBS-0001199,S1L-OBS-0001240,0.956516,14.660202,0.956517,0.134390,0.676053,0.275512,3,true,false,false,true,false,false,false,
S1L-EVT-0000321,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,stable_persistence,S1L-OBS-0001206,S1L-OBS-0001251,9.733834,2.741865,9.733833,-0.025444,0.057629,0.134311,3,true,true,true,false,false,false,true,
S1L-EVT-0000322,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001208,S1L-OBS-0001260,55.686494,58.156590,55.686493,-0.150662,0.200671,0.623388,2,true,true,true,false,false,false,true,
S1L-EVT-0000323,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001209,S1L-OBS-0001252,12.581152,26.288996,12.581151,-0.126273,0.782759,0.535747,3,true,true,true,false,false,false,true,
S1L-EVT-0000324,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001211,S1L-OBS-0001253,13.211615,22.120688,13.211614,-0.068869,0.126041,0.363248,3,true,true,true,false,false,false,true,
S1L-EVT-0000325,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001212,S1L-OBS-0001236,56.306703,61.232013,56.306703,-0.072314,0.255933,0.678306,3,true,true,true,false,false,false,true,
S1L-EVT-0000326,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001213,S1L-OBS-0001241,29.679600,37.131921,29.679600,0.014593,0.974560,0.665879,3,true,true,true,false,false,false,true,
S1L-EVT-0000327,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,unresolved_correspondence,S1L-OBS-0001219,S1L-OBS-0001259,15.429524,8.202313,15.429523,0.040495,0.182322,0.317544,3,true,true,true,false,false,false,true,
S1L-EVT-0000328,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,split,S1L-OBS-0001209,S1L-OBS-0001252;S1L-OBS-0001253,12.581152,26.288996,12.581151,-0.126273,0.782759,0.526660,3,true,true,true,false,false,false,true,
S1L-EVT-0000329,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,split,S1L-OBS-0001211,S1L-OBS-0001253;S1L-OBS-0001259,13.211615,22.120688,13.211614,-0.068869,0.126041,0.363248,3,true,true,true,false,false,false,true,
S1L-EVT-0000330,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,split,S1L-OBS-0001212,S1L-OBS-0001236;S1L-OBS-0001240;S1L-OBS-0001241;S1L-OBS-0001253,56.306703,61.232013,56.306703,-0.072314,0.255933,0.647762,3,true,true,true,false,false,false,true,
S1L-EVT-0000331,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,split,S1L-OBS-0001213,S1L-OBS-0001240;S1L-OBS-0001241,39.037611,51.745419,39.037611,0.132852,1.081805,0.665879,3,true,true,true,false,false,false,true,
S1L-EVT-0000332,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,split,S1L-OBS-0001219,S1L-OBS-0001254;S1L-OBS-0001259,41.461526,34.919397,41.461525,0.100697,0.282152,0.317544,3,true,true,true,false,false,false,true,
S1L-EVT-0000333,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,merge,S1L-OBS-0001190;S1L-OBS-0001199,S1L-OBS-0001241,47.379928,34.277168,47.379929,0.159831,0.638087,0.500906,3,true,true,true,false,false,false,true,
S1L-EVT-0000334,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,merge,S1L-OBS-0001209;S1L-OBS-0001211,S1L-OBS-0001252,12.581152,26.288996,12.581151,-0.126273,0.782759,0.510460,3,true,true,true,false,false,false,true,
S1L-EVT-0000335,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,birth,,S1L-OBS-0001227,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0000336,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,birth,,S1L-OBS-0001229,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0000337,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,birth,,S1L-OBS-0001243,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0000338,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,birth,,S1L-OBS-0001254,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0000339,GM_RM011,GM_RM011:PV007,development,B,S0MV-GM_RM011-PV007-SEG02,256,260,4,dominant_component_switch,S1L-OBS-0001211,S1L-OBS-0001240,57.970683,47.703870,57.970684,0.098452,0.253196,0.709906,3,true,true,true,false,false,false,true,
S1L-EVT-0000340,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,unresolved_correspondence,S1L-OBS-0001571,S1L-OBS-0001619,36.117895,33.549021,33.549021,0.056164,1.032654,0.853142,2,true,true,true,false,false,false,true,
S1L-EVT-0000341,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,unresolved_correspondence,S1L-OBS-0001580,S1L-OBS-0001623,100.119092,99.701433,99.701433,-0.037489,0.105361,1.157089,2,true,true,true,false,false,false,true,
S1L-EVT-0000342,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,global_motion_consistent,S1L-OBS-0001583,S1L-OBS-0001626,6.193337,7.688485,7.688485,-0.022858,0.080043,0.258414,2,true,true,true,false,false,false,true,
S1L-EVT-0000343,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,global_motion_consistent,S1L-OBS-0001585,S1L-OBS-0001629,4.148740,4.534838,4.534838,0.039720,0.000000,0.103077,3,true,true,true,false,false,false,true,
S1L-EVT-0000344,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,unresolved_correspondence,S1L-OBS-0001586,S1L-OBS-0001640,93.756921,92.142320,92.142320,0.019051,0.575364,1.180051,2,true,true,true,false,false,false,true,
S1L-EVT-0000345,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,global_motion_consistent,S1L-OBS-0001589,S1L-OBS-0001633,6.646622,6.943460,6.943460,0.036286,0.192904,0.168093,2,true,true,true,false,false,false,true,
S1L-EVT-0000346,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,unresolved_correspondence,S1L-OBS-0001591,S1L-OBS-0001636,10.779073,7.790405,7.790405,0.005150,1.565635,0.764674,2,true,true,true,false,false,false,true,
S1L-EVT-0000347,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,global_motion_consistent,S1L-OBS-0001597,S1L-OBS-0001639,6.903075,6.968861,6.968861,0.007641,0.255933,0.259288,2,true,true,true,false,false,false,true,
S1L-EVT-0000348,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,global_motion_consistent,S1L-OBS-0001599,S1L-OBS-0001641,6.277360,6.222727,6.222727,-0.029251,0.116314,0.150968,3,true,true,true,false,false,false,true,
S1L-EVT-0000349,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,merge,S1L-OBS-0001585;S1L-OBS-0001599,S1L-OBS-0001636,37.551047,34.594232,34.594232,-0.110056,0.383670,0.538767,3,true,true,true,false,false,false,true,
S1L-EVT-0000350,GM_RM011,GM_RM011:PV010,development,B,S0MV-GM_RM011-PV010-SEG01,442,444,2,dominant_component_switch,S1L-OBS-0001599,S1L-OBS-0001629,62.406851,65.583591,65.583591,0.038613,0.262025,0.893266,3,true,true,true,false,false,false,true,
