case_id,frame,coordinate_family,channel,formula,high_value_semantics,skeleton_count,skeleton_median_raw,background_median_raw,vertical_line_median_raw,fan_arc_median_raw,clutter_median_raw,unresolved_median_raw,black_or_transform_border_median_raw,weak_frame_skeleton_median_raw,strong_frame_skeleton_median_raw,name_matches_formula,evidence_card
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,structure_tensor_orientation_coherence,sqrt((Jxx-Jyy)^2+4Jxy^2)/(Jxx+Jyy),"locally anisotropic gradient orientation, independent of target ownership",1477,0.245168194,0.200434372,0.180125952,0.201649755,0.214735746,0.221623778,0.822891831,0.215537600,0.244286641,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\structure_tensor_orientation_coherence.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,radial_gradient_normal_response,abs(grad(I) dot radial_unit),gradient normal component along the fan radial direction; high on edges locally tangent to a fan arc,1477,17.896936417,18.428310394,18.068424225,17.055000305,23.195709229,22.120834351,0.000000000,15.414442062,17.896936417,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\radial_gradient_normal_response.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,tangential_gradient_normal_response,abs(grad(I) dot tangential_unit),gradient normal component along the fan tangential direction; high on edges locally radial from the fan origin,1477,14.805253983,15.653126717,14.910324097,14.809062958,19.147792816,19.331537247,0.000000000,16.681609154,14.805253983,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\tangential_gradient_normal_response.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w2_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,1477,49.000000000,49.000000000,50.000000000,48.000000000,54.000000000,57.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_median.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w2_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,1477,58.000000000,58.000000000,60.000000000,56.000000000,65.000000000,70.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_max.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w2_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,1477,40.000000000,40.000000000,40.000000000,39.000000000,44.000000000,45.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_min.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w2_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,1477,4.000000000,5.000000000,5.000000000,4.000000000,5.000000000,5.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_mad.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w2_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,1477,4.800000191,5.079999924,5.400000095,4.639999866,6.480000019,6.980000019,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_gradient_persistence.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w2_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,1477,0.400000006,0.400000006,0.400000006,0.200000003,0.600000024,0.800000012,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_high_intensity_pixel_frequency.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w2_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,1477,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_adjacent_positive_change,"max(I_t-I_tminus1,0)","max(I_t-I_tminus1,0)",1477,8.000000000,8.000000000,8.000000000,7.000000000,8.000000000,9.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_positive_change.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_adjacent_negative_change,"max(I_tminus1-I_t,0)","max(I_tminus1-I_t,0)",1477,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_negative_change.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w4_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,1477,49.000000000,49.000000000,50.000000000,48.000000000,54.000000000,57.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_median.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w4_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,1477,58.000000000,58.000000000,60.000000000,56.000000000,65.000000000,70.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_max.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w4_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,1477,40.000000000,40.000000000,40.000000000,39.000000000,44.000000000,45.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_min.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w4_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,1477,4.000000000,5.000000000,5.000000000,4.000000000,5.000000000,5.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_mad.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w4_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,1477,4.800000191,5.079999924,5.400000095,4.639999866,6.480000019,6.980000019,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_gradient_persistence.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w4_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,1477,0.400000006,0.400000006,0.400000006,0.200000003,0.600000024,0.800000012,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_high_intensity_pixel_frequency.png
PV002_337_341,339,GT_ALIGNED_RESEARCH_STACK,temporal_w4_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,1477,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,raw_display_intensity,I,high displayed grayscale intensity; not a unique scatterer or vehicle centre,1477,52.000000000,52.000000000,52.000000000,51.000000000,58.000000000,60.000000000,0.000000000,44.000000000,53.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\raw_display_intensity.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,local_contrast_31,I - boxmean_31(I),brighter than the 31x31 local mean,1477,-0.476585388,-1.445369720,-1.681583405,-1.527576447,-0.684185028,-1.492715836,-8.178979874,-0.600416183,-0.476585388,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\local_contrast_31.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,local_z_31,(I - boxmean_31(I)) / local_std_31(I),positive local standardized brightness anomaly,1477,-0.065835126,-0.189783767,-0.208753973,-0.205855250,-0.072443612,-0.133066669,-0.529658794,-0.085494522,-0.067777552,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\local_z_31.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,highpass_sigma9,I - GaussianSigma9(I),fine structure brighter than a sigma-9 smooth background,1477,-0.622978210,-1.496101379,-1.795772552,-1.617008209,-0.768743515,-1.369230270,-7.571376801,-0.778228760,-0.622978210,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\highpass_sigma9.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,sobel_x_abs_gradient_component,abs(dI/dx),strong left-right intensity change; vertical-edge normal response,1477,16.000000000,16.000000000,15.000000000,15.000000000,20.000000000,20.000000000,0.000000000,16.500000000,18.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\sobel_x_abs_gradient_component.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,sobel_y_abs_gradient_component,abs(dI/dy),strong up-down intensity change; horizontal-edge normal response,1477,15.000000000,15.000000000,16.000000000,14.000000000,19.000000000,19.000000000,0.000000000,16.000000000,18.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\sobel_y_abs_gradient_component.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,gradient_magnitude_sobel,"hypot(dI/dx,dI/dy)",strong intensity boundary in any direction,1477,26.832815170,27.202941895,27.018512726,25.495098114,33.015148163,34.000000000,0.000000000,28.285329819,32.310989380,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\gradient_magnitude_sobel.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,multiscale_laplacian_bright_ridge,"max(0,-(dxx+dyy)) at sigma 1.5 and 3.5",negative multiscale Laplacian consistent with a locally bright ridge; not a full Hessian eigenvalue ridge detector,1477,0.382064819,0.354301453,0.258888245,0.318870544,0.522441864,0.505519867,0.000000000,0.284271240,0.510833740,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\multiscale_laplacian_bright_ridge.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,structure_tensor_orientation_coherence,sqrt((Jxx-Jyy)^2+4Jxy^2)/(Jxx+Jyy),"locally anisotropic gradient orientation, independent of target ownership",1477,0.221010551,0.191409037,0.172300696,0.199401885,0.192983463,0.210382223,0.924237967,0.174837805,0.221010551,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\structure_tensor_orientation_coherence.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,radial_gradient_normal_response,abs(grad(I) dot radial_unit),gradient normal component along the fan radial direction; high on edges locally tangent to a fan arc,1477,16.099136353,16.111377716,15.580365181,14.760610580,19.064735413,19.521682739,0.000000000,16.027121544,19.474060059,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\radial_gradient_normal_response.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,tangential_gradient_normal_response,abs(grad(I) dot tangential_unit),gradient normal component along the fan tangential direction; high on edges locally radial from the fan origin,1477,15.303448677,15.905056000,15.540531158,14.937485695,19.178894043,19.670999527,0.000000000,16.138235569,17.081291199,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\tangential_gradient_normal_response.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w2_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,1477,50.000000000,49.000000000,50.000000000,48.000000000,54.000000000,58.000000000,4.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_median.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w2_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,1477,58.000000000,58.000000000,59.000000000,56.000000000,64.500000000,68.000000000,5.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_max.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w2_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,1477,40.000000000,40.000000000,40.000000000,39.000000000,44.000000000,45.000000000,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_min.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w2_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,1477,4.000000000,4.000000000,5.000000000,4.000000000,5.000000000,5.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_mad.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w2_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,1477,5.360000134,5.639999866,6.000000000,5.079999924,7.119999886,7.960000038,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_gradient_persistence.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w2_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,1477,0.400000006,0.400000006,0.400000006,0.200000003,0.600000024,0.800000012,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_high_intensity_pixel_frequency.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w2_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,1477,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_adjacent_positive_change,"max(I_t-I_tminus1,0)","max(I_t-I_tminus1,0)",1477,7.000000000,8.000000000,8.000000000,7.000000000,9.000000000,9.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_adjacent_positive_change.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_adjacent_negative_change,"max(I_tminus1-I_t,0)","max(I_tminus1-I_t,0)",1477,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_adjacent_negative_change.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w4_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,1477,50.000000000,49.000000000,50.000000000,48.000000000,54.000000000,58.000000000,4.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_median.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w4_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,1477,58.000000000,58.000000000,59.000000000,56.000000000,64.500000000,68.000000000,5.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_max.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w4_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,1477,40.000000000,40.000000000,40.000000000,39.000000000,44.000000000,45.000000000,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_min.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w4_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,1477,4.000000000,4.000000000,5.000000000,4.000000000,5.000000000,5.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_mad.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w4_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,1477,5.360000134,5.639999866,6.000000000,5.079999924,7.119999886,7.960000038,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_gradient_persistence.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w4_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,1477,0.400000006,0.400000006,0.400000006,0.200000003,0.600000024,0.800000012,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_high_intensity_pixel_frequency.png
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,temporal_w4_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,1477,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png
PV003_380_384,384,RAW_SAR_DISPLAY,raw_display_intensity,I,high displayed grayscale intensity; not a unique scatterer or vehicle centre,916,40.000000000,40.000000000,41.000000000,40.000000000,39.000000000,41.000000000,,40.000000000,40.500000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\raw_display_intensity.png
PV003_380_384,384,RAW_SAR_DISPLAY,local_contrast_31,I - boxmean_31(I),brighter than the 31x31 local mean,916,0.294485092,-0.042663574,-0.132152557,0.203952789,-0.627471924,-0.215400696,,0.294485092,-0.155046463,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\local_contrast_31.png
PV003_380_384,384,RAW_SAR_DISPLAY,local_z_31,(I - boxmean_31(I)) / local_std_31(I),positive local standardized brightness anomaly,916,0.045217939,-0.006762993,-0.013367618,0.033330299,-0.101932630,-0.027845474,,0.045217939,-0.021587908,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\local_z_31.png
PV003_380_384,384,RAW_SAR_DISPLAY,highpass_sigma9,I - GaussianSigma9(I),fine structure brighter than a sigma-9 smooth background,916,0.157939911,-0.003089905,-0.129257202,0.243476868,-0.376194000,-0.208103180,,0.157939911,-0.332598686,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\highpass_sigma9.png
PV003_380_384,384,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,abs(dI/dx),strong left-right intensity change; vertical-edge normal response,916,18.000000000,16.000000000,16.000000000,16.000000000,16.000000000,18.000000000,,18.000000000,17.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\sobel_x_abs_gradient_component.png
PV003_380_384,384,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,abs(dI/dy),strong up-down intensity change; horizontal-edge normal response,916,14.000000000,17.000000000,18.000000000,17.000000000,17.000000000,18.000000000,,14.000000000,15.750000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\sobel_y_abs_gradient_component.png
PV003_380_384,384,RAW_SAR_DISPLAY,gradient_magnitude_sobel,"hypot(dI/dx,dI/dy)",strong intensity boundary in any direction,916,28.635643005,28.460498810,29.017236710,28.635643005,27.459060669,30.594116211,,28.635643005,28.878631592,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\gradient_magnitude_sobel.png
PV003_380_384,384,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,"max(0,-(dxx+dyy)) at sigma 1.5 and 3.5",negative multiscale Laplacian consistent with a locally bright ridge; not a full Hessian eigenvalue ridge detector,916,0.423267365,0.375839233,0.490539551,0.352256775,0.416748047,0.412994385,,0.423267365,0.280784607,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\multiscale_laplacian_bright_ridge.png
PV003_380_384,384,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,sqrt((Jxx-Jyy)^2+4Jxy^2)/(Jxx+Jyy),"locally anisotropic gradient orientation, independent of target ownership",916,0.150517270,0.150182620,0.138544291,0.140362307,0.186373815,0.163540661,,0.150517270,0.169153854,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\structure_tensor_orientation_coherence.png
PV003_380_384,384,RAW_SAR_DISPLAY,radial_gradient_normal_response,abs(grad(I) dot radial_unit),gradient normal component along the fan radial direction; high on edges locally tangent to a fan arc,916,15.157711029,16.970392227,17.625627518,16.665338516,17.186229706,18.086194992,,15.157711029,16.264633179,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\radial_gradient_normal_response.png
PV003_380_384,384,RAW_SAR_DISPLAY,tangential_gradient_normal_response,abs(grad(I) dot tangential_unit),gradient normal component along the fan tangential direction; high on edges locally radial from the fan origin,916,18.542846680,16.365999222,16.446556091,16.349475861,16.282304764,17.475162506,,18.542846680,16.563204765,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\tangential_gradient_normal_response.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w2_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,916,40.000000000,41.000000000,44.000000000,41.000000000,40.000000000,41.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w2_median.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w2_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,916,45.000000000,46.000000000,50.000000000,46.000000000,46.000000000,47.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w2_max.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w2_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,916,36.000000000,37.000000000,38.000000000,36.000000000,36.000000000,37.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w2_min.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w2_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,916,2.000000000,2.000000000,3.000000000,2.000000000,2.000000000,2.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w2_mad.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w2_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,916,7.111111164,7.333333492,8.666666985,7.333333492,6.777777672,7.666666508,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w2_gradient_persistence.png
