case_id,scene,canonical_vehicle_id,benchmark_role,optical_frame,sar_frame,pairing_basis,pairing_assumption_status,alpha_deg,beta_deg,radius_px,theta_deg,u_axis_deg,rho_axis_deg,tau_axis_deg,gt_quality_status,identity_link_confidence,optical_pose_review,optical_pose_source,optical_visibility_state,optical_truncation,optical_occlusion,sar_gt_valid_fraction,local_patch_valid_fraction,near_origin_state,fan_or_invalid_boundary_state,background_competition,continuous_window_id,grammar_eligibility,lineage_eligibility,identifiability_status,ineligibility_reason,sar_gray_path,optical_path,evidence_role,gt_usage_boundary
ELIG_GM_RM011_PV006_S0281,GM_RM011,GM_RM011:PV006,development,135,281,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,31.719595,58.280405,158.513553,29.719595,88.000000,-60.280405,29.719595,usable,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.882384,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000281.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000135.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV006_S0282,GM_RM011,GM_RM011:PV006,development,135,282,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,27.541978,62.458022,169.736334,31.541978,-86.000000,-58.458022,31.541978,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.902535,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000282.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000135.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV006_S0283,GM_RM011,GM_RM011:PV006,development,136,283,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,27.467040,62.532960,165.976388,31.467040,-86.000000,-58.532960,31.467040,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.893935,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000283.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000136.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV006_S0284,GM_RM011,GM_RM011:PV006,development,136,284,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,28.889898,61.110102,170.936441,32.889898,-86.000000,-57.110102,32.889898,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.899433,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000284.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000136.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0244,GM_RM011,GM_RM011:PV007,development,117,244,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,40.025713,49.974287,162.358897,-41.025713,89.000000,48.974287,-41.025713,usable,moderate,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.839965,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000244.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000117.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0250,GM_RM011,GM_RM011:PV007,development,120,250,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,30.865733,59.134267,174.678193,-32.865733,88.000000,57.134267,-32.865733,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.907558,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000250.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000120.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0251,GM_RM011,GM_RM011:PV007,development,120,251,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,28.934989,61.065011,172.178083,-32.934989,86.000000,57.065011,-32.934989,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.902130,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000251.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000120.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0252,GM_RM011,GM_RM011:PV007,development,121,252,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,30.565543,59.434457,173.910928,-32.565543,88.000000,57.434457,-32.565543,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.907118,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000252.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0253,GM_RM011,GM_RM011:PV007,development,121,253,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,29.077040,60.922960,161.682665,-31.077040,88.000000,58.922960,-31.077040,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.884606,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000253.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0254,GM_RM011,GM_RM011:PV007,development,122,254,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,29.163673,60.836327,158.579993,-29.163673,-90.000000,60.836327,-29.163673,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.883333,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000254.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0255,GM_RM011,GM_RM011:PV007,development,122,255,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,29.229538,60.770462,145.073586,-31.229538,88.000000,58.770462,-31.229538,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.844514,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000255.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0256,GM_RM011,GM_RM011:PV007,development,123,256,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,26.032524,63.967476,142.360056,-30.032524,86.000000,59.967476,-30.032524,usable,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.842905,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000256.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0257,GM_RM011,GM_RM011:PV007,development,123,257,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,25.556393,64.443607,149.223524,-27.556393,88.000000,62.443607,-27.556393,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.867396,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000257.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0258,GM_RM011,GM_RM011:PV007,development,124,258,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,25.204661,64.795339,148.749827,-27.204661,88.000000,62.795339,-27.204661,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.867396,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000258.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0259,GM_RM011,GM_RM011:PV007,development,124,259,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,25.722048,64.277952,137.696317,-25.722048,-90.000000,64.277952,-25.722048,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.844444,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000259.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0260,GM_RM011,GM_RM011:PV007,development,125,260,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,21.190281,68.809719,139.671615,-24.190281,87.000000,65.809719,-24.190281,usable,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.854109,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000260.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0261,GM_RM011,GM_RM011:PV007,development,125,261,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,21.292910,68.707090,148.521170,-23.292910,88.000000,66.707090,-23.292910,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.878866,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000261.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0262,GM_RM011,GM_RM011:PV007,development,126,262,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,22.047771,67.952229,142.732884,-22.047771,-90.000000,67.952229,-22.047771,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.866667,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000262.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0263,GM_RM011,GM_RM011:PV007,development,126,263,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,23.401853,66.598147,145.275069,-23.401853,-90.000000,66.598147,-23.401853,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.869444,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000263.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0264,GM_RM011,GM_RM011:PV007,development,127,264,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,20.284517,69.715483,157.518905,-20.284517,-90.000000,69.715483,-20.284517,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.911111,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000264.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0265,GM_RM011,GM_RM011:PV007,development,127,265,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,18.508825,71.491175,152.549666,-18.508825,-90.000000,71.491175,-18.508825,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.902778,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000265.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0266,GM_RM011,GM_RM011:PV007,development,128,266,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,17.866455,72.133545,144.410304,-17.866455,-90.000000,72.133545,-17.866455,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.880556,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000266.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000128.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0267,GM_RM011,GM_RM011:PV007,development,128,267,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,19.806067,70.193933,130.755877,-19.806067,-90.000000,70.193933,-19.806067,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.841667,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000267.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000128.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0268,GM_RM011,GM_RM011:PV007,development,129,268,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,16.316175,73.683825,135.699145,-16.316175,-90.000000,73.683825,-16.316175,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.861111,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000268.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0269,GM_RM011,GM_RM011:PV007,development,129,269,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,16.299003,73.700997,141.840206,-14.299003,-88.000000,75.700997,-14.299003,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.881736,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000269.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0270,GM_RM011,GM_RM011:PV007,development,130,270,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,12.158095,77.841905,146.769000,-12.158095,-90.000000,77.841905,-12.158095,diagnostic_only,low,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.897222,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only; identity is insufficient,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000270.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000130.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0271,GM_RM011,GM_RM011:PV007,development,130,271,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,13.096616,76.903384,140.961500,-13.096616,-90.000000,76.903384,-13.096616,diagnostic_only,low,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.880556,NEAR_ORIGIN,LOCAL_PATCH_BOUNDARY_AFFECTED,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only; identity is insufficient,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000271.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000130.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM011_PV007_S0272,GM_RM011,GM_RM011:PV007,development,131,272,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,33.380789,56.619211,197.414817,-29.380789,-86.000000,60.619211,-29.380789,diagnostic_only,high,NEAR_END_TO_OBLIQUE_FRONT,direct G1-R1 optical review,partial_visible,true,none,1.000000000,0.978692,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"near-origin fan arcs, radial strong lines and invalid-boundary competition",GM11_NEAR_END_PRESSURE,IDENTIFIABILITY_PRESSURE_ONLY,LINEAGE_NOT_ESTABLISHED,NOT_IDENTIFIABLE_NEAR_END_BACKGROUND_COMPETITION,near-end candidate is dominated by radial/fan background; GT is diagnostic-only,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000272.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000131.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
