scene,canonical_vehicle_id,benchmark_role,sar_frame_index,sar_gt_id,bbox,bbox_width_px,bbox_height_px,bbox_width_meter,bbox_height_meter,center_x_px,center_y_px,center_x_meter,center_y_meter,center_radius_px,center_theta_deg,valid_mask_fraction,validity_basis,fan_geometry_fraction,touches_invalid_region,touches_fan_geometry_outside,touches_image_boundary,neighbor_vehicle_overlap_risk,neighbor_rotated_overlap_ratio,center_jump_from_previous,center_jump_per_sar_frame,size_jump_from_previous,aspect_jump_from_previous,gt_quality_status,quality_evidence,identity_link_status,identity_link_confidence,optical_frame_index,optical_visibility_state,optical_full_vehicle_visible,multi_vehicle_competition,notes,gt_valid_mask_fraction,gt_inside_valid_mask,gt_touches_valid_mask_boundary,gt_clipped_by_valid_mask,optical_vehicle_full_visibility,optical_vehicle_boundary_truncation,optical_pose_group,sar_response_completeness,mapping_anchor_eligibility,mapping_exclusion_reason
GM_RM011,GM_RM011:PV005,development,256,GM_RM011|000256|frameadd_gm_rm011_000123_000256_01,"[1243.706,1203.471,85.622,150.934,178.000]",85.622,150.934,,,1243.706,1203.471,,,155.592,35.207931,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,12.811,12.811,0.080453,0.046199,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,123,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV006,development,256,GM_RM011|000256|frameadd_gm_rm011_000123_000256_02,"[1154.785,1204.146,81.577,147.347,179.000]",81.577,147.347,,,1154.785,1204.146,,,126.456,0.355676,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.060852,1.450,1.450,0.004736,0.194679,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,123,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV005,development,260,GM_RM011|000260|gm_rm011_00114,"[1249.237,1199.025,78.323,158.450,178.000]",78.323,158.450,,,1249.237,1199.025,,,162.426,35.897881,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,7.119,7.119,0.039435,0.039844,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,125,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,260,GM_RM011|000260|frameadd_gm_rm011_000125_000260_01,"[1096.767,1203.193,73.377,169.694,177.000]",73.377,169.694,,,1096.767,1203.193,,,139.672,-24.190281,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.069773,4.201,4.201,0.087408,0.145245,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,125,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV006,development,260,GM_RM011|000260|frameadd_gm_rm011_000125_000260_02,"[1168.090,1201.186,79.736,166.407,178.000]",79.736,166.407,,,1168.090,1201.186,,,130.179,6.213626,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.069773,2.296,2.296,0.040023,0.003855,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,125,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV008,heldout_validation,281,GM_RM011|000281|gm_rm011_00126,"[1086.400,1174.925,71.708,157.330,1.000]",71.708,157.330,,,1086.400,1174.925,,,169.719,-23.472317,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.012217,,,,,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,135,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,281,GM_RM011|000281|frameadd_gm_rm011_000135_000281_01,"[1159.970,1194.189,77.542,168.352,0.000]",77.542,168.352,,,1159.970,1194.189,,,136.542,2.505939,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.053674,4.220,4.220,0.050348,0.033240,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,135,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV006,development,281,GM_RM011|000281|frameadd_gm_rm011_000135_000281_02,"[1232.584,1192.937,75.872,164.112,358.000]",75.872,164.112,,,1232.584,1192.937,,,158.514,29.719595,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.053674,9.536,9.536,0.107963,0.014433,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,135,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,315,GM_RM011|000315|gm_rm011_00160,"[1267.660,1209.040,70.111,142.840,9.000]",70.111,142.840,,,1267.660,1209.040,,,166.419,43.076411,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.015415,100.695,3.248,0.122900,0.061218,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,151,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV008,heldout_validation,315,GM_RM011|000315|frameadd_gm_rm011_000151_000315_01,"[1196.194,1196.731,73.900,163.084,5.000]",73.900,163.084,,,1196.194,1196.731,,,140.361,17.494264,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.015415,100.933,3.256,0.114945,0.027935,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,151,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV008,heldout_validation,335,GM_RM011|000335|gm_rm011_00173,"[1254.000,1145.258,80.290,201.710,355.000]",80.290,201.710,,,1254.000,1145.258,,,210.598,28.348775,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,77.402,3.870,0.295498,0.129633,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,161,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV009,diagnostic_only,335,GM_RM011|000335|frameadd_gm_rm011_000161_000335_01,"[1072.276,1251.935,139.765,65.852,-2.000]",139.765,65.852,,,1072.276,1251.935,,,113.433,-46.092634,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,false,0.000000,,,,,diagnostic_only,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=false;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,161,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,exclude,benchmark_role_not_mapping_development_or_heldout
GM_RM011,GM_RM011:PV010,development,442,GM_RM011|000442|gm_rm011_00179,"[1053.585,1245.630,142.279,74.900,-1.000]",142.279,74.900,,,1053.585,1245.630,,,131.541,-49.762491,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,false,0.000000,,,,,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=false;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,212,partial_visible,false,false,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,444,GM_RM011|000444|gm_rm011_00180,"[1054.152,1250.383,151.303,67.833,-3.000]",151.303,67.833,,,1054.152,1250.383,,,128.080,-51.221913,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,false,0.000000,4.787,2.393,0.037611,0.160600,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=false;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,213,partial_visible,false,false,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,469,GM_RM011|000469|gm_rm011_00192,"[1141.200,1257.080,130.720,75.920,-3.000]",130.720,75.920,,,1141.200,1257.080,,,74.626,-9.876331,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,false,0.000000,87.305,3.492,0.033595,0.258858,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=false;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,225,partial_visible,false,false,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,506,GM_RM011|000506|gm_rm011_00211,"[1269.064,1259.405,149.711,72.746,3.000]",149.711,72.746,,,1269.064,1259.405,,,135.309,58.253156,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,127.885,3.456,0.092943,0.178355,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,243,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV011,development,506,GM_RM011|000506|frameadd_gm_rm011_000243_000506_01,"[1058.974,1249.690,144.761,71.310,1.000]",144.761,71.310,,,1058.974,1249.690,,,124.805,-49.587227,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,,,,,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,243,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,510,GM_RM011|000510|gm_rm011_00212,"[1284.183,1249.090,151.244,75.987,-2.000]",151.244,75.987,,,1284.183,1249.090,,,153.595,57.948551,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,18.303,4.576,0.053776,0.033401,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,245,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV011,development,510,GM_RM011|000510|frameadd_gm_rm011_000245_000510_01,"[1090.811,1251.093,137.811,70.630,178.000]",137.811,70.630,,,1090.811,1251.093,,,101.559,-38.476280,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,31.868,7.967,0.058783,0.039619,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,245,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,302,GM_RM017|000302|gm_rm017_00009,"[870.138,1008.476,137.225,68.218,176.000]",137.225,68.218,,,870.138,1008.476,,,429.350,-41.387136,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,,,,,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,145,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,,unlinked,302,GM_RM017|000302|saronly_gm_rm017_000145_000302_01,"[689.677,947.700,162.135,73.335,-4.000]",162.135,73.335,,,689.677,947.700,,,601.837,-50.489594,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,,,,,identity_or_geometry_conflict,identity=unresolved_identity:none;optical_visibility=unresolved;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,unresolved_identity,none,145,unresolved,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_assessable_identity_conflict,identity_conflict,canonical_identity_missing_or_low_confidence
GM_RM017,GM_RM017:PV002,development,310,GM_RM017|000310|gm_rm017_00016,"[756.110,941.093,151.235,69.393,176.000]",151.235,69.393,,,756.110,941.093,,,556.805,-45.609975,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,178.795,178.795,0.064512,0.143674,diagnostic_only,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=true;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,149,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV002,development,310,GM_RM017|000310|frameadd_gm_rm017_000149_000310_01,"[920.890,1010.485,167.826,66.700,-3.000]",167.826,66.700,,,920.890,1010.485,,,395.997,-36.062371,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,50.792,6.349,0.178802,0.223809,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,149,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,315,GM_RM017|000315|gm_rm017_00020,"[790.875,940.529,143.983,70.213,177.000]",143.983,70.213,,,790.875,940.529,,,532.931,-42.951086,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,,,,,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,151,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,315,GM_RM017|000315|frameadd_gm_rm017_000151_000315_01,"[956.450,1010.550,157.500,65.100,-2.000]",157.500,65.100,,,956.450,1010.550,,,376.109,-31.684847,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,212.039,42.408,0.023271,0.104452,diagnostic_only,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=true;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,151,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV002,development,317,GM_RM017|000317|gm_rm017_00021,"[977.076,1007.111,149.812,68.644,175.000]",149.812,68.644,,,977.076,1007.111,,,368.710,-28.675322,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,20.911,10.455,0.002965,0.103053,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,152,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,317,GM_RM017|000317|frameadd_gm_rm017_000152_000317_01,"[796.483,941.214,163.847,68.644,-2.000]",163.847,68.644,,,796.483,941.214,,,528.621,-42.556775,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,5.650,2.825,0.106638,0.151838,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,152,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,319,GM_RM017|000319|gm_rm017_00024,"[813.800,939.398,151.000,72.822,-1.000]",151.000,72.822,,,813.800,939.398,,,518.435,-41.011117,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,17.412,8.706,0.022569,0.140738,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,153,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,319,GM_RM017|000319|frameadd_gm_rm017_000153_000319_01,"[982.076,1008.910,159.155,70.137,-1.000]",159.155,70.137,,,982.076,1008.910,,,364.750,-28.121829,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,5.314,2.657,0.082014,0.038981,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,153,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,321,GM_RM017|000321|gm_rm017_00025,"[993.833,1004.750,154.423,74.500,0.000]",154.423,74.500,,,993.833,1004.750,,,363.086,-26.175777,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,12.471,6.236,0.030166,0.090532,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,154,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,321,GM_RM017|000321|frameadd_gm_rm017_000154_000321_01,"[826.984,944.068,148.297,65.897,-1.000]",148.297,65.897,,,826.984,944.068,,,506.307,-40.232079,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,13.987,6.993,0.117988,0.081862,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,154,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,323,GM_RM017|000323|gm_rm017_00027,"[1010.317,1004.063,152.033,76.979,1.000]",152.033,76.979,,,1010.317,1004.063,,,356.751,-23.750482,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,16.498,8.249,0.017136,0.048332,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,155,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,323,GM_RM017|000323|frameadd_gm_rm017_000155_000323_01,"[835.794,943.748,163.729,67.703,-1.000]",163.729,67.703,,,835.794,943.748,,,500.909,-39.439084,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,8.816,4.408,0.126033,0.071958,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,155,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,325,GM_RM017|000325|gm_rm017_00029,"[1021.685,1008.302,146.473,67.871,0.000]",146.473,67.871,,,1021.685,1008.302,,,348.401,-22.319926,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,12.133,6.066,0.163180,0.088667,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,156,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,calibration_usable,
