scene,canonical_vehicle_id,benchmark_role,vehicle_research_role,sar_frame_index,optical_frame_index,sar_gt_id,gt_quality_status,gt_inside_imaging_valid_mask,identity_link_status,multi_vehicle_competition,optical_visibility_state,optical_vehicle_full_visibility,sar_image_readable,mapping_anchor_eligible,s1l_structure_frame_eligible,s1l_temporal_eligible,segment_id,exclusion_reason,temporal_exclusion_reason,belongs_to_preselected_12,notes
GM_RM011,GM_RM011:PV007,development,structure_development,315,151,GM_RM011|000315|gm_rm011_00160,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV007-SEG03,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV008,heldout_validation,structure_heldout_validation,315,151,GM_RM011|000315|frameadd_gm_rm011_000151_000315_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV008-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV008,heldout_validation,structure_heldout_validation,335,161,GM_RM011|000335|gm_rm011_00173,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV008-SEG03,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV009,diagnostic_only,diagnostic_only,335,161,GM_RM011|000335|frameadd_gm_rm011_000161_000335_01,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM011-PV009-SEG01,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV010,development,structure_development,442,212,GM_RM011|000442|gm_rm011_00179,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV010-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV010,development,structure_development,444,213,GM_RM011|000444|gm_rm011_00180,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV010-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV010,development,structure_development,469,225,GM_RM011|000469|gm_rm011_00192,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV010-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV010,development,structure_development,506,243,GM_RM011|000506|gm_rm011_00211,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV010-SEG03,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV011,development,diagnostic_only,506,243,GM_RM011|000506|frameadd_gm_rm011_000243_000506_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV011-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV010,development,structure_development,510,245,GM_RM011|000510|gm_rm011_00212,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV010-SEG03,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV011,development,diagnostic_only,510,245,GM_RM011|000510|frameadd_gm_rm011_000245_000510_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV011-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,302,145,GM_RM017|000302|gm_rm017_00009,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM017-PV002-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,,unlinked,unresolved,302,145,GM_RM017|000302|saronly_gm_rm017_000145_000302_01,identity_or_geometry_conflict,true,unresolved_identity,true,unresolved,false,true,false,false,false,,canonical_vehicle_not_linked;gt_quality_identity_or_geometry_conflict;identity_or_geometry_conflict,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,310,149,GM_RM017|000310|gm_rm017_00016,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM017-PV002-SEG02,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,310,149,GM_RM017|000310|frameadd_gm_rm017_000149_000310_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,315,151,GM_RM017|000315|gm_rm017_00020,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,315,151,GM_RM017|000315|frameadd_gm_rm017_000151_000315_01,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM017-PV002-SEG02,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,317,152,GM_RM017|000317|gm_rm017_00021,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,317,152,GM_RM017|000317|frameadd_gm_rm017_000152_000317_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,319,153,GM_RM017|000319|gm_rm017_00024,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,319,153,GM_RM017|000319|frameadd_gm_rm017_000153_000319_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,321,154,GM_RM017|000321|gm_rm017_00025,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,true,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,321,154,GM_RM017|000321|frameadd_gm_rm017_000154_000321_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,323,155,GM_RM017|000323|gm_rm017_00027,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,323,155,GM_RM017|000323|frameadd_gm_rm017_000155_000323_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,325,156,GM_RM017|000325|gm_rm017_00029,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,325,156,GM_RM017|000325|frameadd_gm_rm017_000156_000325_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,327,157,GM_RM017|000327|gm_rm017_00031,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,327,157,GM_RM017|000327|frameadd_gm_rm017_000157_000327_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,329,158,GM_RM017|000329|gm_rm017_00033,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,329,158,GM_RM017|000329|frameadd_gm_rm017_000158_000329_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,330,158,GM_RM017|000330|gm17supp_000158_000330_det1,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,330,158,GM_RM017|000330|gm17supp_000158_000330_det3,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,331,159,GM_RM017|000331|gm_rm017_00035,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,331,159,GM_RM017|000331|gm_rm017_00036,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,332,159,GM_RM017|000332|gm17supp_000159_000332_det2,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,332,159,GM_RM017|000332|gm17supp_000159_000332_det3,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,333,160,GM_RM017|000333|gm_rm017_00037,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,333,160,GM_RM017|000333|gm_rm017_00038,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,true,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,334,160,GM_RM017|000334|gm17supp_000160_000334_det2,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,334,160,GM_RM017|000334|gm17supp_000160_000334_det3,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,335,161,GM_RM017|000335|gm_rm017_00039,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,335,161,GM_RM017|000335|gm_rm017_00040,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM017-PV003-SEG01,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,335,161,GM_RM017|000335|frameadd_gm_rm017_000161_000335_01,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM017-PV003-SEG01,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,336,161,GM_RM017|000336|gm17supp_000161_000336_det2,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,336,161,GM_RM017|000336|gm17supp_000161_000336_det3,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM017-PV003-SEG01,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,336,161,GM_RM017|000336|gm17supp_000161_000336_det5,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM017-PV003-SEG01,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,337,162,GM_RM017|000337|gm17supp_000162_000337_det1,diagnostic_only,true,linked_detection_overlap_high,true,full_visible,true,true,false,false,false,S0MV-GM_RM017-PV003-SEG01,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,337,162,GM_RM017|000337|gm17supp_000162_000337_det2,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,337,162,GM_RM017|000337|gm17supp_000162_000337_det4,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,338,162,GM_RM017|000338|gm_rm017_00042,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV003-SEG01,,,true,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,338,162,GM_RM017|000338|gm_rm017_00043,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,338,162,GM_RM017|000338|gm_rm017_00044,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,339,163,GM_RM017|000339|gm17supp_000163_000339_det2,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,339,163,GM_RM017|000339|gm17supp_000163_000339_det3,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,339,163,GM_RM017|000339|gm17supp_000163_000339_det5,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,340,163,GM_RM017|000340|gm_rm017_00045,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,340,163,GM_RM017|000340|gm_rm017_00046,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,340,163,GM_RM017|000340|frameadd_gm_rm017_000163_000340_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,341,164,GM_RM017|000341|gm17supp_000164_000341_det2,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,341,164,GM_RM017|000341|gm17supp_000164_000341_det3,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,341,164,GM_RM017|000341|gm17supp_000164_000341_det4,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,342,164,GM_RM017|000342|gm_rm017_00048,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,342,164,GM_RM017|000342|gm_rm017_00049,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,342,164,GM_RM017|000342|frameadd_gm_rm017_000164_000342_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,343,165,GM_RM017|000343|gm17supp_000165_000343_det1,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,343,165,GM_RM017|000343|gm17supp_000165_000343_det2,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,343,165,GM_RM017|000343|gm17supp_000165_000343_det4,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,344,165,GM_RM017|000344|gm_rm017_00051,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,344,165,GM_RM017|000344|gm_rm017_00052,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,344,165,GM_RM017|000344|frameadd_gm_rm017_000165_000344_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,345,166,GM_RM017|000345|gm17supp_000166_000345_det2,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,345,166,GM_RM017|000345|gm17supp_000166_000345_det3,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,345,166,GM_RM017|000345|gm17supp_000166_000345_det4,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,346,166,GM_RM017|000346|gm_rm017_00054,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,346,166,GM_RM017|000346|gm_rm017_00055,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,346,166,GM_RM017|000346|gm_rm017_00056,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,347,167,GM_RM017|000347|gm17supp_000167_000347_det2,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,347,167,GM_RM017|000347|gm17supp_000167_000347_det3,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,347,167,GM_RM017|000347|gm17supp_000167_000347_det4,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,348,167,GM_RM017|000348|gm_rm017_00057,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,348,167,GM_RM017|000348|gm_rm017_00058,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,true,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,348,167,GM_RM017|000348|gm_rm017_00059,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,349,168,GM_RM017|000349|gm17supp_000168_000349_det1,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,349,168,GM_RM017|000349|gm17supp_000168_000349_det2,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV003,heldout_validation,structure_heldout_validation,349,168,GM_RM017|000349|gm17supp_000168_000349_det3,usable,true,linked_detection_overlap_high,true,full_visible,true,true,false,true,true,S0MV-GM_RM017-PV003-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV002,development,structure_development,350,168,GM_RM017|000350|gm_rm017_00060,usable,true,linked_detection_overlap_high,true,full_visible,true,true,true,true,true,S0MV-GM_RM017-PV002-SEG02,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM017,GM_RM017:PV004,heldout_validation,structure_heldout_validation,350,168,GM_RM017|000350|gm_rm017_00061,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM017-PV004-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
