structure_relation_id,scene,canonical_vehicle_id,segment_id,sar_frame_index,source_observation_id,target_observation_id,relation_types,global_dx_px,global_dy_px,global_distance_px,radial_delta_px,tangential_delta_px,orientation_difference_deg,collinearity_residual_px,parallel_score,near_far_order,shared_background_connection,notes
S1L-REL-0000266,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,2,S1L-OBS-0000541,S1L-OBS-0000553,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,7.240871,139.081921,139.270280,-107.821581,88.151674,49.781843,20.858980,0.446868,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000267,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,2,S1L-OBS-0000544,S1L-OBS-0000547,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,-89.664305,6.818445,89.923183,-58.563528,-68.238493,16.439444,10.945415,0.817340,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000268,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,2,S1L-OBS-0000544,S1L-OBS-0000550,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,74.799372,34.967089,82.569022,16.084512,80.987232,17.632781,2.018852,0.804080,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000269,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,2,S1L-OBS-0000544,S1L-OBS-0000553,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-3.239018,85.206785,85.268326,-70.597982,47.818536,43.124563,26.016189,0.520838,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000270,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,2,S1L-OBS-0000547,S1L-OBS-0000553,spatial_neighbor;same_radial_band;near_far_correspondence;possible_shared_extended_response,86.425287,78.388340,116.679313,-12.034454,116.057029,59.564007,23.952534,0.338178,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000271,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,2,S1L-OBS-0000550,S1L-OBS-0000553,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-78.038390,50.239696,92.811731,-86.682494,-33.168696,25.491782,73.441699,0.716758,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000272,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000561,S1L-OBS-0000568,spatial_neighbor;parallel;near_far_correspondence,16.894707,56.622756,59.089488,-34.373289,48.062923,5.932337,45.025066,0.934085,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000273,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000561,S1L-OBS-0000575,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,9.204663,139.367605,139.671240,-104.456143,92.719843,51.333285,12.459141,0.429630,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000274,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000564,S1L-OBS-0000568,spatial_neighbor;collinear;near_far_correspondence,68.170758,31.774635,75.212231,16.694648,73.335996,19.447554,3.370851,0.783916,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000275,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000564,S1L-OBS-0000570,spatial_neighbor;near_far_correspondence,21.056705,29.224473,36.020198,-10.177018,34.552611,16.685686,28.627263,0.814603,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000276,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000564,S1L-OBS-0000575,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,60.480714,114.519484,129.509185,-53.388206,117.992916,64.848502,11.601892,0.279461,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000277,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000568,S1L-OBS-0000570,spatial_neighbor;parallel;near_far_correspondence,-47.114053,-2.550162,47.183019,-26.871666,-38.783385,2.761868,22.501129,0.969313,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000278,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000568,S1L-OBS-0000571,spatial_neighbor;collinear;near_far_correspondence,-94.987838,3.390545,95.048331,-60.916873,-72.961085,21.156031,9.249492,0.764933,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000279,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000568,S1L-OBS-0000575,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-7.690044,82.744849,83.101425,-70.082854,44.656920,45.400948,21.547442,0.495545,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000280,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000568,S1L-OBS-0000576,spatial_neighbor;parallel;collinear;near_far_correspondence,74.302072,39.559495,84.176906,14.303843,82.952708,12.173142,0.329765,0.864743,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000281,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000568,S1L-OBS-0000580,spatial_neighbor;collinear;near_far_correspondence,29.015249,53.536378,60.893583,-24.503797,55.745784,20.636590,12.545686,0.770705,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000282,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000568,S1L-OBS-0000581,spatial_neighbor;collinear;near_far_correspondence,8.612436,68.436216,68.976008,-48.783836,48.762970,61.589079,7.123073,0.315677,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000283,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000570,S1L-OBS-0000575,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,39.424009,85.295011,93.965373,-43.211188,83.440305,48.162816,8.568936,0.464858,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000284,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000571,S1L-OBS-0000575,spatial_neighbor;same_radial_band;near_far_correspondence;possible_shared_extended_response,87.297794,79.354304,117.974618,-9.165981,117.618005,66.556979,31.491138,0.260478,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000285,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000575,S1L-OBS-0000576,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,81.992116,-43.185354,92.669746,84.386697,38.295788,33.227806,68.310223,0.630802,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000286,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000575,S1L-OBS-0000580,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,36.705293,-29.208471,46.908563,45.579057,11.088864,24.764358,67.726562,0.724840,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000287,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000575,S1L-OBS-0000581,spatial_neighbor;same_radial_band;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,16.302480,-14.308633,21.691193,21.299018,4.106050,16.188131,48.776357,0.820132,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000288,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000575,S1L-OBS-0000589,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,12.032635,44.417142,46.018114,-27.711925,36.738482,25.605618,1.080142,0.715493,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000289,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000576,S1L-OBS-0000580,spatial_neighbor;parallel;near_far_correspondence,-45.286823,13.976883,47.394616,-38.807640,-27.206924,8.463448,57.686196,0.905962,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000290,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000576,S1L-OBS-0000581,spatial_neighbor;near_far_correspondence,-65.689636,28.876721,71.756486,-63.087679,-34.189738,49.415937,64.264355,0.450934,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000291,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,3,S1L-OBS-0000580,S1L-OBS-0000581,spatial_neighbor;same_azimuth_band;near_far_correspondence,-20.402813,14.899838,25.264203,-24.280039,-6.982814,40.952489,53.909635,0.544972,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000292,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000590,S1L-OBS-0000591,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,16.940384,7.383796,18.479639,4.629152,17.890445,15.008179,4.048121,0.833242,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000293,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000590,S1L-OBS-0000602,spatial_neighbor;near_far_correspondence,25.618147,63.356969,68.340288,-34.093903,59.228378,22.563157,40.385205,0.749298,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000294,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000590,S1L-OBS-0000619,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,21.058925,141.828068,143.382981,-98.691590,104.012736,47.690443,6.264830,0.470106,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000295,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000591,S1L-OBS-0000602,spatial_neighbor;parallel;near_far_correspondence,8.677763,55.973173,56.641854,-38.723055,41.337933,7.554978,68.596488,0.916056,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000296,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000591,S1L-OBS-0000619,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,4.118541,134.444272,134.507341,-103.320742,86.122291,62.698622,12.955879,0.303349,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000297,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000596,S1L-OBS-0000599,spatial_neighbor;same_radial_band;same_azimuth_band;parallel;near_far_correspondence,1.395634,9.254077,9.358725,-6.426188,6.803665,8.244587,70.864256,0.908393,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000298,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000596,S1L-OBS-0000602,spatial_neighbor;parallel;near_far_correspondence,66.487515,35.070977,75.170227,13.372412,73.971222,2.721034,22.774966,0.969766,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000299,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000596,S1L-OBS-0000619,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,61.928293,113.542076,129.332581,-51.225275,118.755580,72.974634,13.898483,0.189171,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000300,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000599,S1L-OBS-0000602,spatial_neighbor;parallel;collinear;near_far_correspondence,65.091881,25.816900,70.024748,19.798600,67.167557,5.523553,11.074953,0.938627,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000301,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000599,S1L-OBS-0000605,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,-24.160014,26.688379,35.999665,-35.907742,-2.570982,1.442129,58.406042,0.983976,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000302,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000599,S1L-OBS-0000619,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,60.532659,104.287999,120.582708,-44.799087,111.951915,64.730047,15.421965,0.280777,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000303,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000602,S1L-OBS-0000605,spatial_neighbor;parallel;collinear;near_far_correspondence,-89.251895,0.871479,89.256150,-55.706342,-69.738539,6.965682,5.595314,0.922604,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000304,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000602,S1L-OBS-0000617,spatial_neighbor;near_far_correspondence,73.812904,36.159401,82.193960,17.031206,80.410106,39.903571,18.840183,0.556627,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000305,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000602,S1L-OBS-0000619,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-4.559222,78.471099,78.603434,-64.597687,44.784358,70.253600,18.035703,0.219404,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000306,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000602,S1L-OBS-0000622,spatial_neighbor;near_far_correspondence,31.906163,48.451575,58.013433,-18.481286,54.990912,79.371889,27.773334,0.118090,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000307,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000602,S1L-OBS-0000637,spatial_neighbor;near_far_correspondence,-17.185115,108.384691,109.738641,-95.934604,53.283405,21.414407,72.559338,0.762062,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000308,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000605,S1L-OBS-0000619,spatial_neighbor;same_radial_band;near_far_correspondence;possible_shared_extended_response,84.692673,77.599620,114.867532,-8.891345,114.522897,63.287918,30.495893,0.296801,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000309,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000617,S1L-OBS-0000619,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-78.372126,42.311698,89.064414,-81.628893,-35.625748,30.350029,73.303262,0.662777,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000310,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000617,S1L-OBS-0000622,spatial_neighbor;near_far_correspondence,-41.906741,12.292174,43.672331,-35.512492,-25.419194,39.468318,61.287032,0.561463,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000311,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000619,S1L-OBS-0000622,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,36.465385,-30.019524,47.232363,46.116401,10.206554,9.118289,56.129877,0.898686,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000312,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,4,S1L-OBS-0000619,S1L-OBS-0000637,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-12.625893,29.913592,32.469003,-31.336917,8.499047,48.839193,37.594096,0.457342,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000313,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000644,S1L-OBS-0000647,spatial_neighbor;same_radial_band;same_azimuth_band;parallel;near_far_correspondence,0.768456,10.473631,10.501784,-7.767813,7.067429,9.756257,71.535605,0.891597,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000314,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000644,S1L-OBS-0000651,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,69.004211,35.020776,77.382400,15.019958,75.910716,20.324451,2.072260,0.774173,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000315,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000644,S1L-OBS-0000668,spatial_neighbor;near_far_correspondence,58.137553,113.299551,127.345056,-53.284968,115.661038,75.141538,16.817155,0.165094,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000316,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000647,S1L-OBS-0000651,spatial_neighbor;parallel;collinear;near_far_correspondence,68.235755,24.547145,72.516761,22.787771,68.843287,10.568194,5.050588,0.882576,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000317,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000647,S1L-OBS-0000668,spatial_neighbor;near_far_correspondence,57.369097,102.825920,117.747115,-45.517155,108.593609,65.385281,18.811590,0.273497,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000318,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000648,S1L-OBS-0000651,spatial_neighbor;same_radial_band;same_azimuth_band;parallel;near_far_correspondence,-2.535219,21.802505,21.949409,-18.721331,11.458113,12.275758,59.520585,0.863603,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000319,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000648,S1L-OBS-0000652,spatial_neighbor;parallel;near_far_correspondence,37.214854,10.028463,38.542385,15.071599,35.473403,6.408939,22.030523,0.928790,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000320,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000648,S1L-OBS-0000666,spatial_neighbor;same_radial_band;parallel;collinear;near_far_correspondence,68.459763,58.509905,90.056361,-3.800227,89.976145,9.753413,3.407183,0.891629,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000321,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000648,S1L-OBS-0000668,spatial_neighbor;near_far_correspondence,-13.401877,100.081280,100.974615,-87.026257,51.208435,42.541329,17.973727,0.527319,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000322,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000652,spatial_neighbor;near_far_correspondence,39.750073,-11.774042,41.457163,33.792930,24.015290,18.684697,41.335668,0.792392,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000323,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000658,spatial_neighbor;near_far_correspondence,-43.138856,10.440035,44.384178,-34.834199,-27.505160,20.859638,38.440862,0.768226,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000324,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000663,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,-26.793017,20.098101,33.493274,-32.348262,-8.682706,0.621062,61.089690,0.993099,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000325,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000666,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,70.994982,36.707400,79.923217,14.921104,78.518032,22.029171,2.504585,0.755231,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000326,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000668,spatial_neighbor;near_far_correspondence,-10.866658,78.278775,79.029430,-68.304926,39.750322,54.817087,18.249916,0.390921,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000327,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000673,spatial_neighbor;collinear;near_far_correspondence,27.331753,48.567955,55.730342,-21.354503,51.476754,48.766174,12.971216,0.458154,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000328,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000678,spatial_neighbor;parallel;near_far_correspondence,39.037681,73.140222,82.906168,-33.467994,75.850682,14.107807,22.965393,0.843247,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000329,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000680,spatial_neighbor;near_far_correspondence,-125.982524,87.301980,153.275021,-146.437294,-45.269757,72.374538,48.068418,0.195838,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000330,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000651,S1L-OBS-0000684,spatial_neighbor;near_far_correspondence,-36.000354,111.726991,117.383755,-110.134880,40.611014,58.242157,38.734298,0.352865,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000331,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000652,S1L-OBS-0000666,spatial_neighbor;parallel;collinear;near_far_correspondence,31.244909,48.481442,57.677505,-18.871826,54.502742,3.344474,10.333915,0.962839,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000332,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000652,S1L-OBS-0000668,spatial_neighbor;same_azimuth_band;near_far_correspondence,-50.616731,90.052817,103.303259,-102.097856,15.735032,36.132390,39.686021,0.598529,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000333,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000652,S1L-OBS-0000673,spatial_neighbor;near_far_correspondence,-12.418320,60.341997,61.606585,-55.147433,27.461464,30.081477,28.026590,0.665761,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000334,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000658,S1L-OBS-0000663,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,16.345839,9.658066,18.985908,2.485937,18.822454,21.480700,6.361823,0.761326,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000335,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000658,S1L-OBS-0000668,spatial_neighbor;near_far_correspondence,32.272198,67.838740,75.123827,-33.470727,67.255482,33.957449,15.094708,0.622695,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000336,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000663,S1L-OBS-0000668,spatial_neighbor;collinear;near_far_correspondence,15.926359,58.180674,60.321138,-35.956664,48.433028,55.438149,4.962469,0.384021,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000337,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000663,S1L-OBS-0000673,spatial_neighbor;collinear;near_far_correspondence,54.124770,28.469854,61.155730,10.993759,60.159460,49.387236,3.529333,0.451253,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000338,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000666,S1L-OBS-0000668,spatial_neighbor;near_far_correspondence,-81.861640,41.571375,91.812348,-83.226030,-38.767710,32.787916,73.424035,0.635690,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000339,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000666,S1L-OBS-0000673,spatial_neighbor;near_far_correspondence,-43.663229,11.860555,45.245445,-36.275607,-27.041278,26.737003,62.062424,0.702922,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000340,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000666,S1L-OBS-0000678,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,-31.957301,36.432822,48.462559,-48.389098,-2.667350,7.921364,84.390386,0.911985,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000341,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000668,S1L-OBS-0000673,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,38.198411,-29.710820,48.392679,46.950423,11.726432,6.050913,62.470760,0.932768,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000342,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000668,S1L-OBS-0000678,spatial_neighbor;near_far_correspondence,49.904339,-5.138553,50.168195,34.836932,36.100360,40.709280,44.823010,0.547675,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000343,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000668,S1L-OBS-0000680,spatial_neighbor;near_far_correspondence,-115.115866,9.023205,115.468960,-78.132368,-85.020079,17.557451,78.307286,0.804917,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000344,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000668,S1L-OBS-0000684,spatial_neighbor;same_azimuth_band;near_far_correspondence,-25.133696,33.448216,41.838808,-41.829954,0.860692,66.940756,19.672155,0.256214,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000345,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,5,S1L-OBS-0000673,S1L-OBS-0000678,spatial_neighbor;collinear;near_far_correspondence,11.705928,24.572267,27.218102,-12.113491,24.373928,34.658367,9.075020,0.614907,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000346,GM_RM011,GM_RM011:PV002,S0MV-GM_RM011-PV002-SEG01,6,S1L-OBS-0000690,S1L-OBS-0000695,spatial_neighbor;same_azimuth_band;near_far_correspondence,-11.603433,12.338970,16.937823,-16.862594,-1.594604,23.091127,51.067518,0.743432,target_nearer,false,geometric relation; no graph neural network or identity claim
