case_id,scene,canonical_vehicle_id,optical_frame,sar_frame,event_stage,coordinate_scheme,u_direction_status,u_axis_deg,v_near_unit_x,v_near_unit_y,near_sign_dot_to_origin,reference_center_x_px,reference_center_y_px,reference_long_axis_px,reference_short_axis_px,radius_px,fan_theta_deg,fan_tangent_deg,u_vs_fan_tangent_axial_difference_deg,u_vs_radial_axial_difference_deg,perframe_to_stable_center_delta_px,perframe_to_stable_axis_delta_deg,boundary_state,optical_pose,optical_head_tail_status,local_background_type,control_type,control_displacement_px,control_displacement_short_axes,raw_near_minus_far_mean,sigma4_near_minus_far_mean,sigma10_near_minus_far_mean,sigma20_near_minus_far_mean,profile_peak_v_px,profile_peak_v_over_halfwidth,observation_raw_gray,observation_multiscale,physical_interpretation_status,this_control_eliminates_or_weakens,this_control_does_not_eliminate,gt_usage_boundary
C02B,GM_RM017,GM_RM017:PV002,181,378,adjacent continuity around SAR 378,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.431,0.042421,0.999100,0.823870,1356.310,1008.024,155.639,73.104,380.768,32.095,32.095,34.526,55.474,3.248,0.569,near valid-fan edge in local context,side-dominant; right image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan edge enters lower-right context,TRUE_NEIGHBORHOOD,0.000,0.000,5.421539,0.084644,1.041793,3.284925,24.500,0.670,adjacent raw frame shows continuous translation/reorganization of the same near-side strip and endpoints rather than an isolated selected-frame flash,not needed for this continuity responsibility; raw gray only,VEHICLE_GROUND_MIXED_PLAUSIBLE,representative-frame cherry-picking as the sole source of continuity,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C02B,GM_RM017,GM_RM017:PV002,182,379,adjacent continuity around SAR 378,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.457,0.042875,0.999080,0.815899,1362.321,1008.170,155.652,73.103,383.874,32.866,32.866,35.324,54.676,2.320,0.543,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,4.767735,0.143584,1.071537,3.076941,24.500,0.670,adjacent raw frame shows continuous translation/reorganization of the same near-side strip and endpoints rather than an isolated selected-frame flash,not needed for this continuity responsibility; raw gray only,VEHICLE_GROUND_MIXED_PLAUSIBLE,representative-frame cherry-picking as the sole source of continuity,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1129.472,1009.117,155.548,71.937,322.418,-4.363,-4.363,2.084,87.916,2.319,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,TRUE_NEIGHBORHOOD,0.000,0.000,17.307240,0.693142,3.606370,9.534939,28.500,0.792,near-side band visible at the real vehicle geometry,raw and sigma10 are shown side-by-side under common scales,VEHICLE_GROUND_MIXED_PLAUSIBLE,none by true row alone,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1132.208,1044.981,155.548,71.937,286.449,-4.363,-4.363,2.084,87.916,36.403,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,NEAR_RADIAL,35.968,0.500,-19.253628,-1.114074,-5.848605,-12.396172,-7.500,-0.209,the same physical strip moves to the control far half/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1134.944,1080.845,155.548,71.937,250.481,-4.363,-4.363,2.084,87.916,72.335,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,NEAR_RADIAL,71.937,1.000,-2.464115,0.469306,2.525900,4.131783,-43.500,-1.209,the same physical strip moves to the control far half/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1126.736,973.253,155.548,71.937,358.386,-4.363,-4.363,2.084,87.916,35.680,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,FAR_RADIAL,35.968,0.500,2.194798,-0.063402,-0.009296,-0.926538,64.500,1.793,the same physical strip moves to the control near edge/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1123.999,937.388,155.548,71.937,394.355,-4.363,-4.363,2.084,87.916,71.612,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,FAR_RADIAL,71.937,1.000,1.111874,0.045976,0.014893,0.214700,99.500,2.766,the same physical strip moves to the control near edge/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.982613,1201.215,1011.658,155.548,71.937,322.418,8.421,8.421,10.700,79.300,74.105,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,TANGENTIAL_PLUS,71.937,1.000,16.424217,0.242143,2.736689,8.923302,23.500,0.653,small same-radius 1W shift overlaps the local long-axis support; continuation is expected and is not an independent empty-road negative,raw and sigma10 are shown side-by-side under common scales,CONTROL_OVERLAPS_LOCAL_LENGTH_SUPPORT,fan-radius or global brightness change as the only explanation,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.966521,1058.945,1022.513,155.548,71.937,322.418,-17.147,-17.147,14.868,75.132,69.554,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,TANGENTIAL_MINUS,71.937,1.000,6.639034,0.096335,1.277161,4.708795,15.500,0.431,small same-radius 1W shift overlaps the local long-axis support; continuation is expected and is not an independent empty-road negative,raw and sigma10 are shown side-by-side under common scales,CONTROL_OVERLAPS_LOCAL_LENGTH_SUPPORT,fan-radius or global brightness change as the only explanation,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.902149,1281.422,1034.430,155.548,71.937,322.418,23.279,23.279,25.558,64.442,156.355,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,EMPTY_ROAD_TANGENTIAL,155.548,2.162,-0.707039,0.039825,0.252748,0.773932,-3.500,-0.097,one-long-axis same-radius parked-corridor proxy contains background structure but does not reproduce the target +v boundary lock,raw and sigma10 are shown side-by-side under common scales,BACKGROUND_COMPETITIVE_NOT_SIDE_LOCKED,pure vehicle-body ownership; exact road/curb attribution remains unresolved,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,791.554,880.580,162.680,76.129,577.828,-38.848,-38.848,36.602,53.398,3.241,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,TRUE_NEIGHBORHOOD,0.000,0.000,2.157845,0.093274,0.495114,1.420870,26.500,0.696,near-side band visible at the real vehicle geometry,raw and sigma10 are shown side-by-side under common scales,VEHICLE_GROUND_MIXED_PLAUSIBLE,none by true row alone,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,815.430,910.225,162.680,76.129,539.763,-38.848,-38.848,36.602,53.398,36.526,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,NEAR_RADIAL,38.065,0.500,-1.433876,-0.376467,-0.877779,-1.262185,-3.500,-0.092,the same physical strip moves to the control far half/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,839.307,939.870,162.680,76.129,501.699,-38.848,-38.848,36.602,53.398,74.536,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,NEAR_RADIAL,76.129,1.000,0.980606,0.014138,0.127239,0.383025,38.500,1.011,the same physical strip moves to the control far half/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,767.678,850.935,162.680,76.129,615.892,-38.848,-38.848,36.602,53.398,39.808,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,FAR_RADIAL,38.065,0.500,-0.642647,0.100177,0.069108,-0.154522,57.500,1.511,the same physical strip moves to the control near edge/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,743.802,821.289,162.680,76.129,653.957,-38.848,-38.848,36.602,53.398,77.825,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,FAR_RADIAL,76.129,1.000,-2.014702,-0.190663,-0.395883,-0.665803,87.500,2.299,the same physical strip moves to the control near edge/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.874165,853.814,836.866,162.680,76.129,577.828,-31.299,-31.299,29.054,60.946,73.194,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,TANGENTIAL_PLUS,76.129,1.000,-2.675381,0.010153,-0.130416,-0.606474,69.500,1.826,small same-radius 1W shift overlaps the local long-axis support; continuation is expected and is not an independent empty-road negative,raw and sigma10 are shown side-by-side under common scales,CONTROL_OVERLAPS_LOCAL_LENGTH_SUPPORT,fan-radius or global brightness change as the only explanation,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.717505,735.576,932.094,162.680,76.129,577.828,-46.397,-46.397,44.151,45.849,78.773,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,TANGENTIAL_MINUS,76.129,1.000,-2.165512,-0.152629,-0.487717,-1.233366,-22.500,-0.591,small same-radius 1W shift overlaps the local long-axis support; continuation is expected and is not an independent empty-road negative,raw and sigma10 are shown side-by-side under common scales,CONTROL_OVERLAPS_LOCAL_LENGTH_SUPPORT,fan-radius or global brightness change as the only explanation,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.605526,680.794,998.997,162.680,76.129,577.828,-54.979,-54.979,52.733,37.267,164.689,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,EMPTY_ROAD_TANGENTIAL,162.680,2.137,-0.907276,0.472095,1.764052,3.648334,95.500,2.509,one-long-axis same-radius parked-corridor proxy contains background structure but does not reproduce the target +v boundary lock,raw and sigma10 are shown side-by-side under common scales,BACKGROUND_COMPETITIVE_NOT_SIDE_LOCKED,pure vehicle-body ownership; exact road/curb attribution remains unresolved,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1249.569,1009.313,155.122,72.032,335.199,16.565,16.565,18.790,71.210,1.146,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,TRUE_NEIGHBORHOOD,0.000,0.000,8.846401,0.254793,1.942479,5.384113,25.500,0.708,near-side band visible at the real vehicle geometry,raw and sigma10 are shown side-by-side under common scales,VEHICLE_GROUND_MIXED_PLAUSIBLE,none by true row alone,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1239.300,1043.835,155.122,72.032,299.183,16.565,16.565,18.790,71.210,36.820,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,NEAR_RADIAL,36.016,0.500,-10.855541,-0.535148,-3.039608,-6.793056,-9.500,-0.264,the same physical strip moves to the control far half/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1229.032,1078.356,155.122,72.032,263.167,16.565,16.565,18.790,71.210,72.832,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,NEAR_RADIAL,72.032,1.000,-0.528244,0.312645,1.374927,2.279202,-43.500,-1.208,the same physical strip moves to the control far half/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1259.837,974.792,155.122,72.032,371.215,16.565,16.565,18.790,71.210,35.231,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,FAR_RADIAL,36.016,0.500,2.122005,-0.083557,-0.047088,-0.263894,59.500,1.652,the same physical strip moves to the control near edge/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1270.106,940.271,155.122,72.032,407.231,16.565,16.565,18.790,71.210,71.242,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,FAR_RADIAL,72.032,1.000,0.224838,-0.031622,-0.133967,-0.166434,93.500,2.596,the same physical strip moves to the control near edge/outside; no new strip relocks to the control +v boundary,raw and sigma10 are shown side-by-side under common scales,CONTROL_NO_SIDE_LOCK_REPLICATION,a generic local strip that would relock to every shifted control footprint,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.856246,1315.883,1037.083,155.122,72.032,335.199,28.878,28.878,31.102,58.898,71.163,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,TANGENTIAL_PLUS,72.032,1.000,-2.621643,-0.464901,-1.090768,-1.546147,-4.500,-0.125,small same-radius 1W shift overlaps the local long-axis support; continuation is expected and is not an independent empty-road negative,raw and sigma10 are shown side-by-side under common scales,CONTROL_OVERLAPS_LOCAL_LENGTH_SUPPORT,fan-radius or global brightness change as the only explanation,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.993617,1178.858,996.324,155.122,72.032,335.199,4.253,4.253,6.477,83.523,72.803,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,TANGENTIAL_MINUS,72.032,1.000,-3.110058,-0.299272,-1.057444,-1.862251,-28.500,-0.791,small same-radius 1W shift overlaps the local long-axis support; continuation is expected and is not an independent empty-road negative,raw and sigma10 are shown side-by-side under common scales,CONTROL_OVERLAPS_LOCAL_LENGTH_SUPPORT,fan-radius or global brightness change as the only explanation,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.703334,1382.950,1085.772,155.122,72.032,335.199,43.081,43.081,45.305,44.695,153.123,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,EMPTY_ROAD_TANGENTIAL,155.122,2.154,-4.800388,-0.104132,-0.295812,-0.852626,79.500,2.207,one-long-axis same-radius parked-corridor proxy contains background structure but does not reproduce the target +v boundary lock,raw and sigma10 are shown side-by-side under common scales,BACKGROUND_COMPETITIVE_NOT_SIDE_LOCKED,pure vehicle-body ownership; exact road/curb attribution remains unresolved,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.958218,1237.292,1004.826,155.548,71.937,336.254,14.342,14.342,16.621,73.379,110.208,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_000DEG,107.905,1.500,11.707035,0.494021,1.929640,5.018521,27.500,0.765,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.967205,1208.747,1082.323,155.548,71.937,254.242,12.435,12.435,14.714,75.286,109.740,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_045DEG,107.905,1.500,-5.559643,0.044777,1.012676,1.619409,-47.500,-1.321,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.998507,1133.763,1116.937,155.548,71.937,214.619,-5.411,-5.411,3.131,86.869,108.209,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_090DEG,107.905,1.500,-0.048000,-0.054238,-0.234332,-0.105675,64.500,1.793,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.941497,1056.266,1088.391,155.548,71.937,261.184,-21.975,-21.975,19.696,70.304,106.490,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_135DEG,107.905,1.500,-0.844746,0.036326,0.516353,1.477328,-50.500,-1.404,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
