case_id,case_roles,state_mode,scene,canonical_vehicle_id,sar_frame_index,optical_left_frame,optical_lifecycle_state,sar_response_state,state_transition_reason,active_identity_count,maintenance_age_frames,uncertainty_expansion,closure_reason,current_strong_response_area_px,current_weak_response_area_px,sliding_persistent_response_area_px,lifecycle_persistent_response_area_px,intermittent_response_area_px,temporally_maintained_response_area_px,inside_shell_persistent_background_area_px,shell_crossing_background_area_px,identity_ambiguous_overlap_area_px,unresolved_response_area_px,joint_support_area_px,equal_area_axis_strip_area_px,equal_area_center_region_area_px,global_gain_median,global_gain_change,local_background_median,local_background_mad,optical_condition_trend,transport_holdout_and_background_change,target_reference_used_for_inference,candidate_bank_generated,weighted_score_or_ranking_used,forced_component_winner,unique_box_generated
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,350,168,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,1384,8806,2062,193,904,755,92,0,0,1100,2058,2058,2058,43.0,-1.0,49.0,5.0,theta=3.861;radius=270.562;height=101.755;depth=8.184,holdout=1.497939441545477;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,351,168,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,1086,8301,1912,206,829,717,90,0,0,248,1747,1747,1747,43.0,0.0,50.0,5.0,theta=5.074;radius=270.303;height=101.753;depth=8.166,holdout=1.7072282567373498;local_median=50.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,352,168,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,708,7265,1584,188,839,0,94,0,0,389,1490,1490,1490,43.0,0.0,50.0,5.0,theta=6.287;radius=270.127;height=101.751;depth=8.153,holdout=2.0129503801452335;local_median=50.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,353,169,ACTIVE_CONFIRMED,TEMPORALLY_MAINTAINED_WEAK_RESPONSE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,654,8346,1311,162,587,708,86,0,0,208,1308,1308,1308,44.0,1.0,49.0,5.0,theta=7.547;radius=270.200;height=102.387;depth=8.384,holdout=0.8431815991890339;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,354,169,ACTIVE_CONFIRMED,TEMPORALLY_MAINTAINED_WEAK_RESPONSE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,422,7711,1129,161,460,747,81,0,0,86,1136,1136,1136,41.0,-3.0,48.0,5.0,theta=8.811;radius=266.380;height=103.081;depth=8.370,holdout=1.4491732119871785;local_median=48.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,355,170,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,688,7280,998,143,459,0,81,0,0,582,1133,1133,1133,45.0,4.0,51.0,4.0,theta=10.042;radius=259.820;height=103.768;depth=8.167,holdout=1.4116993624816665;local_median=51.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,356,170,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,792,5932,851,146,413,259,86,0,0,581,1006,1006,1006,41.0,-4.0,48.0,4.0,theta=11.266;radius=256.181;height=104.453;depth=8.162,holdout=1.3399831888874232;local_median=48.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,357,171,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,676,5870,690,123,335,397,75,0,0,563,1021,1021,1021,43.0,2.0,49.0,4.0,theta=12.525;radius=251.007;height=104.724;depth=7.888,holdout=1.433049501719345;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,358,171,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,1032,5474,670,124,379,0,78,0,0,682,1140,1140,1140,43.0,0.0,49.0,4.0,theta=13.795;radius=250.874;height=104.858;depth=7.879,holdout=2.290169652931232;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,359,172,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,715,4424,441,105,457,209,67,0,0,493,903,903,903,45.0,2.0,51.0,5.0,theta=15.088;radius=240.917;height=104.988;depth=7.202,holdout=1.1877050343046762;local_median=51.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,360,172,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,326,5124,397,105,450,235,68,0,0,320,508,508,508,40.0,-5.0,47.0,5.0,theta=16.394;radius=240.785;height=105.117;depth=7.193,holdout=1.1718993875254737;local_median=47.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,361,173,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,1570,13358,690,84,710,0,253,0,0,1073,1718,1718,1718,38.0,-2.0,43.0,4.0,theta=17.575;radius=244.900;height=105.483;depth=7.473,holdout=1.0448299025029992;local_median=43.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,362,173,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,1672,10903,951,86,875,160,245,0,0,518,1784,1784,1784,38.0,0.0,44.0,4.0,theta=18.669;radius=244.741;height=106.018;depth=7.462,holdout=1.7511417399156113;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,363,174,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,1596,14032,1273,66,649,298,251,0,0,971,1858,1858,1858,39.0,1.0,44.0,4.0,theta=19.508;radius=245.143;height=106.505;depth=7.489,holdout=0.9277814521952548;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,364,174,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,1460,12617,1406,48,606,0,253,0,0,270,1799,1799,1799,37.0,-2.0,43.0,4.0,theta=20.092;radius=245.007;height=106.946;depth=7.480,holdout=1.8091956462094305;local_median=43.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,365,175,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,1612,11193,1467,52,664,306,253,0,0,96,1885,1885,1885,39.0,2.0,44.0,4.0,theta=20.667;radius=246.180;height=107.091;depth=7.560,holdout=1.541980562593789;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,366,175,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,870,11512,1476,41,628,582,253,0,0,342,1338,1338,1338,38.0,-1.0,44.0,5.0,theta=21.229;radius=246.024;height=106.821;depth=7.549,holdout=2.385239460779653;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,367,176,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,1530,10823,1492,42,687,0,253,0,32,301,1917,1917,1917,38.0,0.0,44.0,4.0,theta=21.776;radius=242.879;height=106.650;depth=7.335,holdout=1.7864722618803264;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,368,176,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,1408,10675,1441,28,772,401,251,0,0,998,1748,1748,1748,38.0,0.0,44.0,4.0,theta=22.295;radius=242.819;height=106.676;depth=7.331,holdout=1.5383886178209523;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,369,177,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,859,10140,1325,28,639,417,245,0,0,131,1180,1180,1180,40.0,2.0,46.0,5.0,theta=22.829;radius=243.745;height=106.860;depth=7.394,holdout=1.2619895226502187;local_median=46.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,370,177,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,756,11086,1151,19,603,0,253,0,0,109,1046,1046,1046,39.0,-1.0,46.0,5.0,theta=23.412;radius=243.625;height=107.520;depth=7.386,holdout=1.801878466929567;local_median=46.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,371,178,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,1578,13170,1128,19,479,186,253,0,0,507,1722,1722,1722,40.0,1.0,46.0,4.0,theta=23.996;radius=241.778;height=108.012;depth=7.261,holdout=1.9720858061060416;local_median=46.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,372,178,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,1602,12929,1135,12,610,204,253,0,0,390,1757,1757,1757,43.0,3.0,49.0,4.0,theta=24.589;radius=241.492;height=107.663;depth=7.241,holdout=1.1553318109485087;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,373,179,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,1120,11412,1203,7,653,0,253,0,0,592,1418,1418,1418,39.0,-4.0,44.0,4.0,theta=25.186;radius=245.024;height=107.285;depth=7.481,holdout=1.154130748549426;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,374,179,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,1075,12378,1194,8,563,409,253,0,0,484,1434,1434,1434,38.0,-1.0,42.0,4.0,theta=25.827;radius=244.774;height=106.593;depth=7.464,holdout=2.1518067475201597;local_median=42.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,375,180,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,1523,11500,1208,7,625,304,253,0,262,271,1789,1789,1789,37.0,-1.0,41.0,3.0,theta=26.467;radius=243.553;height=105.901;depth=7.381,holdout=1.172373263235753;local_median=41.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,376,180,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,959,11689,1232,9,647,0,253,0,73,216,1289,1289,1289,34.0,-3.0,39.0,4.0,theta=27.044;radius=245.682;height=104.192;depth=7.357,holdout=1.33443634622313;local_median=39.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,377,180,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,845,11491,1192,8,649,474,253,0,154,286,1237,1237,1237,33.0,-1.0,37.0,4.0,theta=27.621;radius=254.311;height=102.482;depth=7.338,holdout=1.3962714213893248;local_median=37.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,378,181,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,898,10769,1067,12,559,412,253,0,146,371,1215,1215,1215,36.0,3.0,40.0,4.0,theta=28.268;radius=269.598;height=98.831;depth=7.084,holdout=1.111847205575364;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,379,181,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,1550,13285,1082,12,573,0,253,0,318,418,1759,1759,1759,34.0,-2.0,38.0,3.0,theta=28.921;radius=288.892;height=95.002;depth=7.040,holdout=1.2401400842330328;local_median=38.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,380,182,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,1,1.4,,1077,12065,1017,14,356,254,253,0,0,357,1280,1280,1280,36.0,2.0,40.0,3.0,theta=29.551;radius=367.384;height=82.279;depth=7.870,holdout=1.6235177536476055;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,381,182,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,2,1.4,,1504,18414,1078,14,485,131,253,0,0,301,1587,1587,1587,37.0,1.0,41.0,3.0,theta=30.176;radius=441.780;height=67.777;depth=7.793,holdout=1.2176809038291554;local_median=41.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,382,183,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,0,1.4,,747,17758,1035,14,436,0,257,0,0,233,1069,1069,1069,37.0,0.0,42.0,4.0,theta=30.805;radius=464.405;height=62.614;depth=7.503,holdout=0.9772486724415402;local_median=42.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,383,183,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,1,1.4,,988,23055,1079,14,427,324,262,0,0,488,1164,1164,1164,37.0,0.0,41.0,3.0,theta=31.436;radius=474.427;height=60.565;depth=7.459,holdout=0.5690107584300137;local_median=41.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,384,184,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,2,1.4,,908,26273,1106,12,444,410,348,0,0,554,1088,1088,1088,36.0,-1.0,40.0,3.0,theta=32.050;radius=496.098;height=55.880;depth=7.274,holdout=1.213063251875659;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,385,184,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,0,1.4,,1677,38075,1113,14,597,0,862,0,0,526,1191,1191,1191,34.0,-2.0,38.0,3.0,theta=32.656;radius=526.409;height=49.878;depth=7.209,holdout=1.8173909079954973;local_median=38.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,386,185,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,1,1.6,,2390,47155,1191,14,918,254,1214,0,24,570,1420,1420,1420,37.0,3.0,42.0,3.0,theta=32.908;radius=544.458;height=47.377;depth=7.550,holdout=1.160699130326929;local_median=42.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,387,185,EXITING,VISIBLE_RESPONSE_ACTIVE,OPTICAL_EXIT_BOUNDARY_OR_FROZEN_GRACE,3,2,1.6,,2601,49699,1540,16,1083,327,1268,0,575,769,1690,1690,1690,34.0,-3.0,38.0,3.0,theta=32.908;radius=544.458;height=47.377;depth=7.550,holdout=1.777465372794156;local_median=38.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,388,186,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1102,0,506,257,0,0,0,44.0,10.0,49.0,5.0,theta=32.908;radius=577.275;height=47.377;depth=9.779,holdout=0.5580812014373723;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,389,186,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1161,0,802,469,0,0,0,39.0,-5.0,43.0,3.0,theta=32.908;radius=577.275;height=47.377;depth=9.779,holdout=0.9221588636720714;local_median=43.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,390,187,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1182,0,849,940,0,0,0,33.0,-6.0,37.0,3.0,theta=32.908;radius=581.504;height=47.377;depth=10.066,holdout=1.9558777316089762;local_median=37.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,391,187,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1187,0,955,359,0,0,0,45.0,12.0,50.0,4.0,theta=32.908;radius=581.504;height=47.377;depth=10.066,holdout=1.4655077196151611;local_median=50.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,392,188,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1182,0,974,57,0,0,0,41.0,-4.0,46.0,4.0,theta=32.908;radius=575.313;height=47.377;depth=9.646,holdout=1.2898210644125023;local_median=46.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,393,188,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1218,0,894,43,0,0,0,37.0,-4.0,41.0,4.0,theta=32.908;radius=575.313;height=47.377;depth=9.646,holdout=1.2802073322355152;local_median=41.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,394,189,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1236,0,703,307,0,0,0,40.0,3.0,45.0,5.0,theta=32.908;radius=564.231;height=47.377;depth=8.893,holdout=1.6519909137362996;local_median=45.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,395,189,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1236,0,1150,194,0,0,0,37.0,-3.0,41.0,3.0,theta=32.908;radius=564.231;height=47.377;depth=8.893,holdout=1.1932225631879796;local_median=41.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,396,190,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1275,0,952,567,0,0,0,34.0,-3.0,39.0,3.0,theta=32.908;radius=555.583;height=47.377;depth=8.306,holdout=1.2876873673416234;local_median=39.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,397,190,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1353,0,592,366,0,0,0,38.0,4.0,43.0,4.0,theta=32.908;radius=555.583;height=47.377;depth=8.306,holdout=1.0816112793497492;local_median=43.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,398,191,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1692,0,935,53,0,0,0,33.0,-5.0,37.0,3.0,theta=32.908;radius=549.371;height=47.377;depth=7.884,holdout=1.2154784955576887;local_median=37.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,399,191,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1974,0,904,384,0,0,0,36.0,3.0,40.0,4.0,theta=32.908;radius=549.371;height=47.377;depth=7.884,holdout=1.4512797135396371;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,400,192,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1855,0,761,169,0,0,0,40.0,4.0,45.0,4.0,theta=32.908;radius=559.759;height=47.377;depth=8.589,holdout=0.9922705450960588;local_median=45.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,401,192,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,1978,0,1857,346,0,0,0,44.0,4.0,49.0,4.0,theta=32.908;radius=559.759;height=47.377;depth=8.589,holdout=1.1341615387033381;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,402,192,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,2161,0,1437,356,0,0,0,38.0,-6.0,42.0,4.0,theta=32.908;radius=559.759;height=47.377;depth=8.589,holdout=1.2274878077690226;local_median=42.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,403,193,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,2516,0,1830,261,0,0,0,44.0,6.0,49.0,5.0,theta=32.908;radius=552.857;height=47.377;depth=8.121,holdout=1.0977755565895322;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,404,193,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,2588,0,1706,228,0,0,0,43.0,-1.0,47.0,5.0,theta=32.908;radius=552.857;height=47.377;depth=8.121,holdout=1.0258010034145992;local_median=47.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,405,194,CLOSED,NO_IDENTITY_SUPPORT,OPTICAL_LIFECYCLE_ENDED,2,0,1.6,OPTICAL_LIFECYCLE_ENDED,0,0,0,0,0,0,2552,0,2083,321,0,0,0,39.0,-4.0,44.0,4.0,theta=32.908;radius=550.541;height=47.377;depth=7.963,holdout=0.4501882752741793;local_median=44.0,false,false,false,false,false
