path,relative_path,bytes,sha256,git_external
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\gradient_magnitude_sobel.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\gradient_magnitude_sobel.png,3324147,a1b3bc97c1a55b08420ca314af0b1c858bc0d55646ca8840e0300b8031b7de2c,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\highpass_sigma9.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\highpass_sigma9.png,3431239,fcdd240d85ca507d169dd2193ab4d734247ae7067ffe1b783e53506a354076ae,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\local_contrast_31.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\local_contrast_31.png,3406644,360838c09c35b1812f8d4c92f47c6e5690628f6898cdb035143fb82f9e7d4340,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\local_z_31.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\local_z_31.png,3477335,bea567f4723306359085b423ea4067ef18e72006c794aae9bb9d93553a8f2a25,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\multiscale_laplacian_bright_ridge.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\multiscale_laplacian_bright_ridge.png,2808099,67193f62cd4ab3b63965b7e1720eb67f486b491d0b16e8a8585caf04257c6c52,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\radial_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\radial_gradient_normal_response.png,3361051,e6d655d14be0c9e661d17335620f2434f1e0bb91b9abc35b5b30274a204c2b44,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\raw_display_intensity.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\raw_display_intensity.png,3205635,d5d497011bb6a144c04c18f83aa46a7644e17d225407babe82f9d811b4abe249,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_x_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_x_abs_gradient_component.png,3411307,3c0e0b512b304a2015494ab96eca4dca52b1a27e78635220cf26baa439112d91,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_y_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_y_abs_gradient_component.png,3349746,ab3ffc18fb5c43078e09002a2396ab42dc413d568f13bdb3cbd3dce26661c117,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\structure_tensor_orientation_coherence.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\structure_tensor_orientation_coherence.png,2155080,c2d16bb0f1aab3ec2c3cf1d013e3cad68ae64736075cbc28fff045ebdd8da9e2,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\tangential_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\tangential_gradient_normal_response.png,3478975,fdd968c6f78a2199ea926bf517e740edfba5f6da59157024cc2ecf560d137780,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_negative_change.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_negative_change.png,2243778,7bd62affc82f5728ae41aff63a825bebc290909c82e55645047a3c75029837c5,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_positive_change.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_positive_change.png,2909137,ae4d64066a3f404b42f8feaa913c25467ee9b05f01e5618981f1f46edbefa840,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_gradient_persistence.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_gradient_persistence.png,2818640,8008ecd6eba9ce4e2f571116c100a957a29d047e77a8020f7aec9df8c3d81122,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_high_intensity_pixel_frequency.png,2815482,f4b494a1a40842dcd3dc1893c80e299f71611af7d0336e163ffd6ab45a4bd528,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_legacy_per_pixel_rank_frequency.png,1379651,1796951b113b74a954ae821f2668f969f5f6f9f2beff326e7033ab92465ac102,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_mad.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_mad.png,2857176,d21decde47d5d4d73844abe94db644b7d2b4faa949b0cd673731ab9ce506b029,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_max.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_max.png,2455113,5e623fcfa1416e0d7e5b24c5407e344def315a479c4ac3f73d0127f8092cc27b,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_median.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_median.png,2501660,27ae9d9a392c4dc40233ef9abdf9a58e932bcd81625354542bb8f8e15b0e92e4,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_min.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_min.png,2748298,d60bc26e9e2e482ae1f0d5440058390c686b7790a14807f6ef9a6340ba2ec85f,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_gradient_persistence.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_gradient_persistence.png,2818170,60444645a1bf439dc869a1115073b340ea263deab6e51d25436c306d41a9c513,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_high_intensity_pixel_frequency.png,2815340,5e786b7e8adbaef0282c62b094186983ae89066ec23eee1471037998f052ae62,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_legacy_per_pixel_rank_frequency.png,1379494,9d0621c716a8d686a9812512a26ac292c86ac12cdd8f5fbd9f6a7ccd17f5b27b,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_mad.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_mad.png,2857012,bf67830f970e242d64ef8ef1ab077add48129bc6491abc2e470c6e7fc65a87f3,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_max.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_max.png,2454930,6c9209e6c1d063842fe234cf5ff4d75b534e00040477f240e5326622a3ae2a05,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_median.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_median.png,2501345,0f93aa7d3462e881dc66bbd2d3531933d4cc0530a66ae32f862cbcb25a974a88,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_min.png,evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_min.png,2748044,9e81b529a7fcb1002f4cb0b369b88233515eba1deda1e7ac69cce6501ebb9c9f,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\gradient_magnitude_sobel.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\gradient_magnitude_sobel.png,3342469,95f78e58f11be3ded44d3f43d56e84c268746efde194ee789d50e48c033dc63d,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\highpass_sigma9.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\highpass_sigma9.png,3430356,e7ce875dcf321b233456feaba9112d6fd2982e45941ab3636d731069fdf4f0c3,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\local_contrast_31.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\local_contrast_31.png,3410021,872dbfbb61fb66747bd439a0ae6518bf610637abe334b3e80e26bee6d30d0e97,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\local_z_31.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\local_z_31.png,3404634,8454a086c5b3b9bfb3c2018257abccaaf3f55034fb74e2166772c52fee91baeb,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\multiscale_laplacian_bright_ridge.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\multiscale_laplacian_bright_ridge.png,2807661,5982b7a0352db1fcc25bec5a5691ef49619a743b43e41848e9ab1136842e0d80,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\radial_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\radial_gradient_normal_response.png,3378650,e670b6703ef93508eee423c4a2d238ec7dc3b547dd6fa088a79a4da0aa811470,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\raw_display_intensity.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\raw_display_intensity.png,3178206,22c45321cb5f3f8ce552baef88e38cc58cb6a6eb188b2149696164a55e7ce6ef,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\sobel_x_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\sobel_x_abs_gradient_component.png,3448388,cdbef4fc5c3ffb3c28f8273983ea301052c8c215f293c7c268413796b022e511,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\sobel_y_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\sobel_y_abs_gradient_component.png,3360832,69b8daeabbf3e23ad4c867ec00bc3cb20da90fb81b86148362a31b892a005d8b,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\structure_tensor_orientation_coherence.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\structure_tensor_orientation_coherence.png,2263004,9ae6140371e132c43614074d4b3dcdbdab0b62aec6f57561dcb5d752d9e3f8d0,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\tangential_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\tangential_gradient_normal_response.png,3507646,85c9f60155a61ab258f3a6d65b89009181ae26f866e1a41dc403af6b3fdba929,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_adjacent_negative_change.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_adjacent_negative_change.png,1927252,0505f749360345939471857e2036dc3e73469cc680a7e05939681ab8a4e13297,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_adjacent_positive_change.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_adjacent_positive_change.png,3504096,f6895fbe9d62f053551003e666c87c071fb25b5d40fa7671acb507753065657a,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_gradient_persistence.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_gradient_persistence.png,3266205,2162eeae3b0e39be88624f3f5e7b94b58f378c5205a83ee8c463f494e09740f8,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_high_intensity_pixel_frequency.png,2230919,402f4f4d2b7cef1f61226c37db1d286ba5b4d6f61eaf43566828f078db9d5132,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,1397970,23e0293b51e8e594418a7f395ab933d7e1d11e59df8f4afb6a861fdd91738f00,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_mad.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_mad.png,2850739,8fb3e914841552b157228334b96361fb76bf60467a4d7321a93b33d9466a7a16,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_max.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_max.png,2390095,05647a95143932788f1e865327f02934115d9f6e222e6d96ec98edb72cf9e095,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_median.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_median.png,2433252,aa9cc82686a08493bb4afa2972251f3a43a38bda1c47d8680dc9da30bf72114c,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_min.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_min.png,2661408,7e9d238bf1cac4cb87d2d1faa6f13053fd397405a4892a5d6915e8221ac09f07,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_gradient_persistence.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_gradient_persistence.png,3266172,e61357b44d846b620eeb61256d8a934a0996e9ecebcde7f7c28b135387805765,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_high_intensity_pixel_frequency.png,2230608,c849f27aba55b594756d79cd9035af8fa0436c2a0ff12492c0dcba1ce2e35249,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png,1398015,120621c43e4913df4ec45bf71f6f0f3553d9085bcee75734e3bf2bc3ca3aa738,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_mad.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_mad.png,2850493,1ef1f68d4c08831a7d54a476af9e4bc8268627559acbd11656b722d80156b034,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_max.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_max.png,2389905,57813853b9a6ab8cd7eeb625a4359ed9b1b57a14be331bbcf2e54a4804b4a359,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_median.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_median.png,2433238,5f297e7caa96a695bd3dbe0c0ee1563a46d0c5fac5ae592d738113c311a5947a,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_min.png,evidence_cards\channels\PV002_337_341\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_min.png,2661395,5e66c840ebe282962389e6a44ce559ead33fc78317db32cdc3a4a2a7a485ae29,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\gradient_magnitude_sobel.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\gradient_magnitude_sobel.png,3326342,121f14d8bed7f30569fb61e1baff0eb94b6c546e653e30a61a29b2439c4a1f61,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\highpass_sigma9.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\highpass_sigma9.png,3335667,891eee3e61ae5a06e5531d2e6a9e5d64c8a84f517b2ec2ce1fcc6ba77625dee9,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\local_contrast_31.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\local_contrast_31.png,3314156,f363c2bc697a717490465c95f46b305d41312781614792647e1a27a47a5dfe28,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\local_z_31.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\local_z_31.png,3405370,dcc33c1c26ffc93096dcf65471ab2663249f6f1e3e31de87cd6ca7d32229de49,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\multiscale_laplacian_bright_ridge.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\multiscale_laplacian_bright_ridge.png,2758280,6874693abaeda16f4d18dc027fb9205e7095501a633a378ecd659bdcc19d6248,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\radial_gradient_normal_response.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\radial_gradient_normal_response.png,3346066,0981c0717756f860b7331c64aae09694fff2b58b3e5cb4f5308168e2253773bb,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\raw_display_intensity.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\raw_display_intensity.png,3070278,f805b772f88b988045074ca6ef6b30b6e6046fc418e7d9571194b720e41cb11e,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\sobel_x_abs_gradient_component.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\sobel_x_abs_gradient_component.png,3418619,8e235f30839b76e86774c5e04815c271f7c77587eb8958b4a903e767cf1d4bcd,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\sobel_y_abs_gradient_component.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\sobel_y_abs_gradient_component.png,2790739,bd8d3cea65f630672775f42367844ff04b7d1fb958129f1112592acb2a31dd11,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\structure_tensor_orientation_coherence.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\structure_tensor_orientation_coherence.png,2328914,8f6ec6037e0a1484527fdd85b46d98354d747cb0b2351bb460fd675778ef18e2,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\tangential_gradient_normal_response.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\tangential_gradient_normal_response.png,3489001,d312e794564f2329444e801bafdd822193e1b3df16f8043ba18d7db4bd8866e0,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_negative_change.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_negative_change.png,2651794,b9a9e91788e9eefb646cf32c8702c1f2791cdcce180f0d036e29145e604cdad9,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_positive_change.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_positive_change.png,2465548,dde2938e45207352f7d3a804aeb38c9c3ad39d94e4520552695f33128cc7b4b6,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_gradient_persistence.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_gradient_persistence.png,3318049,ccea5bc94f1253d1e8473a6137975ac7eb50c2ce730d77c9fbf2cce7137796e3,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_high_intensity_pixel_frequency.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_high_intensity_pixel_frequency.png,1526410,5dc46624c0a1115b7719fc5609278b669a5f479d1327d48049f730fcc0f7bcdb,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,1309120,ce6407eb5e3025b93c730a98b5132224d8ca74cdc8143f5ef449b5a011e1b217,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_mad.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_mad.png,2863389,2a3e8ae6b1fdeedb7091905d207a4de037abfdc8b7ea0b191bb4a2461407cabb,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_max.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_max.png,2462282,bca2488998f6d56fccbcb3a60e09c01c742508208783f140ea8028176fc9d8ea,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_median.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_median.png,2499290,6b6c34b7bd01e61045c86bc21aa2e654c759fc0d19a48a07cd6f68b6eb154091,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_min.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_min.png,2659739,07e56b30c0df380a96f24decfde8e2a814fff109421f21b08e5732aaf1afcba6,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_gradient_persistence.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_gradient_persistence.png,3345779,cb0df549e66d955f2c17616710634c4bbb56e81b52ee2c705060e8f1ecc7f333,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_high_intensity_pixel_frequency.png,evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_high_intensity_pixel_frequency.png,2758635,ccf7676cd8b7298609d190a4d1da3fdacf4ad382557767e49185e6d87a605633,true
