phase_row_id,scene,canonical_vehicle_id,split_role,optical_frame,lifecycle_state,visibility_state,center_u_px,center_v_px,bbox_width_px,bbox_height_px,bbox_area_px2,effective_scale_px,aspect_ratio,touch_left,touch_right,touch_top,touch_bottom,boundary_margin_px,delta_u_from_previous,delta_scale_from_previous,thread_direction,relative_phase_q,optical_observation_phase,limiting_state,optical_posture_description,phase_source,target_sar_gt_used_for_phase
G1P00060,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,128,active_visible,partial_visible,577.013500,443.302000,443.653000,301.622000,133815.505166,365.808017,1.470891,false,true,false,true,1.160000,24.333000,-18.696764,INCREASING_U,0.756413,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00061,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,129,active_visible,partial_visible,603.647000,445.864500,391.488000,296.149000,115938.779712,340.497841,1.321929,false,true,false,true,0.609000,26.633500,-25.310176,INCREASING_U,0.800228,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00062,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,130,active_visible,partial_visible,622.240500,447.390000,354.599000,293.938000,104230.120862,322.846900,1.206373,false,true,false,true,0.460000,18.593500,-17.650941,INCREASING_U,0.830816,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00063,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,131,active_visible,partial_visible,637.811500,450.935000,322.117000,289.018000,93097.611106,305.119011,1.114522,false,true,false,true,1.130000,15.571000,-17.727889,INCREASING_U,0.856431,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00064,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,132,active_visible,partial_visible,648.887500,448.444000,300.149000,294.424000,88371.069176,297.272719,1.019445,false,true,false,true,1.038000,11.076000,-7.846293,INCREASING_U,0.874652,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00065,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,133,active_visible,partial_visible,659.646500,446.902000,279.079000,297.530000,83034.374870,288.156858,0.937986,false,true,false,true,0.814000,10.759000,-9.115860,INCREASING_U,0.892352,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00066,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,134,active_visible,partial_visible,671.460000,442.940500,255.820000,302.221000,77314.176220,278.054268,0.846467,false,true,false,true,0.630000,11.813500,-10.102590,INCREASING_U,0.911786,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00067,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,135,active_visible,partial_visible,682.986000,437.928000,232.804000,311.264000,72463.504256,269.190461,0.747931,false,true,false,true,0.612000,11.526000,-8.863808,INCREASING_U,0.930747,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00068,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,136,active_visible,partial_visible,694.476500,440.021500,210.179000,306.667000,64454.963393,253.879821,0.685366,false,true,false,true,0.434000,11.490500,-15.310640,INCREASING_U,0.949650,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00069,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,137,active_visible,partial_visible,704.414000,436.659000,190.436000,300.340000,57195.548240,239.155908,0.634068,false,true,false,false,0.368000,9.937500,-14.723913,INCREASING_U,0.965998,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00070,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,138,active_visible,partial_visible,717.265500,381.944000,164.343000,197.330000,32429.804190,180.082770,0.832833,false,true,false,false,0.563000,12.851500,-59.073137,INCREASING_U,0.987140,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00071,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,139,active_visible,partial_visible,732.899500,363.224500,133.787000,147.941000,19792.582567,140.686114,0.904327,false,true,false,false,0.207000,15.634000,-39.396657,INCREASING_U,1.000000,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00072,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,140,exiting,partial_visible,749.803000,345.623500,99.814000,111.611000,11140.340354,105.547811,0.894303,false,true,false,false,0.290000,16.903500,-35.138303,INCREASING_U,1.000000,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00073,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,116,entering,partial_visible,33.907000,314.000000,67.408000,62.530000,4215.022240,64.923203,1.078011,true,false,false,false,0.203000,0.000000,0.000000,INCREASING_U,0.000000,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00074,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,117,active_visible,partial_visible,45.288500,320.298000,89.763000,87.708000,7872.933204,88.729551,1.023430,true,false,false,false,0.407000,11.381500,23.806348,INCREASING_U,0.000000,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00075,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,118,active_visible,partial_visible,60.128500,348.216000,119.521000,117.228000,14011.207788,118.368948,1.019560,true,false,false,false,0.368000,14.840000,29.639397,INCREASING_U,0.005598,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00076,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,119,active_visible,partial_visible,70.250000,350.105500,139.788000,134.385000,18785.410380,137.059879,1.040205,true,false,false,false,0.356000,10.121500,18.690931,INCREASING_U,0.020869,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00077,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,120,active_visible,partial_visible,80.913000,350.395000,161.056000,158.680000,25556.366080,159.863586,1.014974,true,false,false,false,0.385000,10.663000,22.803707,INCREASING_U,0.036957,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00078,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,121,active_visible,partial_visible,94.042500,374.676000,187.137000,213.656000,39982.942872,199.957353,0.875880,true,false,false,false,0.474000,13.129500,40.093767,INCREASING_U,0.056766,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00079,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,122,active_visible,partial_visible,108.460000,436.724000,216.002000,316.428000,68349.080856,261.436571,0.682626,true,false,false,true,0.459000,14.417500,61.479219,INCREASING_U,0.078519,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00080,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,123,active_visible,partial_visible,122.865500,436.074500,244.297000,316.771000,77386.204987,278.183761,0.771210,true,false,false,true,0.717000,14.405500,16.747190,INCREASING_U,0.100253,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00081,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,124,active_visible,partial_visible,133.318500,435.103500,265.377000,320.741000,85117.284357,291.748666,0.827387,true,false,false,true,0.630000,10.453000,13.564905,INCREASING_U,0.116024,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00082,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,125,active_visible,partial_visible,149.226500,437.895000,296.301000,312.412000,92567.988012,304.249878,0.948430,true,false,false,true,1.076000,15.908000,12.501211,INCREASING_U,0.140026,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00083,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,126,active_visible,partial_visible,154.427500,439.882000,306.871000,311.564000,95609.956244,309.208597,0.984937,true,false,false,true,0.992000,5.201000,4.958719,INCREASING_U,0.147873,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00084,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,127,active_visible,partial_visible,165.854500,438.803500,329.267000,313.609000,103261.094603,321.342644,1.049928,true,false,false,true,1.221000,11.427000,12.134047,INCREASING_U,0.165114,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00085,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,128,active_visible,partial_visible,175.745500,434.760000,348.191000,320.454000,111579.198714,334.034727,1.086555,true,false,false,true,1.650000,9.891000,12.692083,INCREASING_U,0.180037,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00086,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,129,active_visible,partial_visible,187.449500,439.866500,371.949000,312.821000,116353.458129,341.106227,1.189015,true,false,false,true,1.475000,11.704000,7.071500,INCREASING_U,0.197695,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00087,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,130,active_visible,partial_visible,199.649500,441.909500,396.507000,312.157000,123772.435599,351.813069,1.270217,true,false,false,true,1.396000,12.200000,10.706842,INCREASING_U,0.216102,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00088,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,131,active_visible,partial_visible,217.201500,443.780500,432.843000,309.083000,133784.412969,365.765516,1.400410,true,false,false,true,0.780000,17.552000,13.952447,INCREASING_U,0.242584,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00089,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,132,active_visible,partial_visible,264.499000,440.814000,524.534000,315.968000,165735.958912,407.106815,1.660086,true,false,false,true,1.202000,47.297500,41.341299,INCREASING_U,0.313945,PRE_BROADSIDE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00090,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,133,active_visible,partial_visible,239.911500,437.895500,476.163000,320.437000,152580.243231,390.615211,1.485980,true,false,false,true,1.830000,-24.587500,-16.491604,INCREASING_U,0.276848,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00091,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,134,active_visible,partial_visible,318.499000,438.533500,542.528000,319.949000,173581.291072,416.630881,1.695670,false,false,false,true,1.492000,78.587500,26.015670,INCREASING_U,0.395419,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00092,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,135,active_visible,partial_visible,370.336000,436.943000,515.960000,322.470000,166381.621200,407.899033,1.600025,false,false,false,true,1.822000,51.837000,-8.731848,INCREASING_U,0.473629,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00093,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,136,active_visible,partial_visible,414.158500,437.819500,498.019000,319.853000,159292.871207,399.115110,1.557025,false,false,false,true,2.254000,43.822500,-8.783923,INCREASING_U,0.539747,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00094,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,137,active_visible,partial_visible,479.889000,435.634000,506.520000,322.980000,163595.829600,404.469813,1.568270,false,false,false,true,2.876000,65.730500,5.354703,INCREASING_U,0.638919,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00095,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,138,active_visible,partial_visible,539.448500,435.438000,498.127000,324.776000,161779.694552,402.218466,1.533756,false,false,false,true,2.174000,59.559500,-2.251347,INCREASING_U,0.728781,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00096,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,139,active_visible,partial_visible,569.420500,439.397500,449.559000,316.077000,142095.260043,376.955249,1.422308,false,true,false,true,2.564000,29.972000,-25.263217,INCREASING_U,0.774001,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00097,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,140,active_visible,partial_visible,589.929000,439.075500,417.336000,317.745000,132606.427320,364.151654,1.313431,false,true,false,true,1.403000,20.508500,-12.803595,INCREASING_U,0.804944,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00098,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,141,active_visible,partial_visible,610.498500,437.654500,377.707000,319.005000,120490.421535,347.117302,1.184016,false,true,false,true,0.648000,20.569500,-17.034352,INCREASING_U,0.835979,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00099,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,142,active_visible,partial_visible,627.467500,433.125500,342.361000,326.277000,111704.519997,334.222261,1.049296,false,true,false,true,1.352000,16.969000,-12.895041,INCREASING_U,0.861581,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00100,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,143,active_visible,partial_visible,640.479000,438.627500,317.446000,315.717000,100223.098782,316.580320,1.005476,false,true,false,true,0.798000,13.011500,-17.641942,INCREASING_U,0.881212,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00101,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,144,active_visible,partial_visible,652.681000,444.782500,292.472000,303.503000,88766.129416,297.936452,0.963654,false,true,false,true,1.083000,12.202000,-18.643868,INCREASING_U,0.899622,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00102,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,145,active_visible,partial_visible,663.697500,445.075000,270.599000,301.996000,81719.815604,285.866779,0.896035,false,true,false,true,1.003000,11.016500,-12.069673,INCREASING_U,0.916244,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00103,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,146,active_visible,partial_visible,675.051500,440.166500,248.127000,310.973000,77160.797571,277.778325,0.797905,false,true,false,true,0.885000,11.354000,-8.088455,INCREASING_U,0.933374,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00104,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,147,active_visible,partial_visible,686.769000,432.906000,224.856000,323.268000,72688.749408,269.608511,0.695571,false,true,false,true,0.803000,11.717500,-8.169813,INCREASING_U,0.951053,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00105,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,148,active_visible,partial_visible,701.043500,430.958000,196.993000,322.576000,63545.213968,252.081760,0.610687,false,true,false,true,0.460000,14.274500,-17.526751,INCREASING_U,0.972590,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00106,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,149,active_visible,partial_visible,715.272500,406.296000,168.371000,274.978000,46298.320838,215.170446,0.612307,false,true,false,false,0.542000,14.229000,-36.911314,INCREASING_U,0.994058,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00107,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,150,active_visible,partial_visible,731.025000,393.913500,136.974000,250.395000,34297.604730,185.196125,0.547032,false,true,false,false,0.488000,15.752500,-29.974321,INCREASING_U,1.000000,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00108,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,151,exiting,partial_visible,744.646500,383.087000,109.879000,225.318000,24757.716522,157.345850,0.487662,false,true,false,false,0.414000,13.621500,-27.850275,INCREASING_U,1.000000,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00109,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,211,entering,partial_visible,56.226500,490.457000,111.307000,210.026000,23377.363982,152.896579,0.529968,true,false,false,true,0.573000,0.000000,0.000000,INCREASING_U,0.000000,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00110,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,212,active_visible,partial_visible,73.083000,478.333500,144.920000,233.589000,33851.717880,183.988363,0.620406,true,false,false,true,0.623000,16.856500,31.091784,INCREASING_U,0.000000,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00111,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,213,active_visible,partial_visible,92.689500,470.353500,183.401000,249.959000,45842.730559,214.109156,0.733724,true,false,false,true,0.989000,19.606500,30.120792,INCREASING_U,0.009257,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00112,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,214,active_visible,partial_visible,113.299000,463.269500,224.480000,263.329000,59112.093920,243.129788,0.852470,true,false,false,true,1.059000,20.609500,29.020633,INCREASING_U,0.041691,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00113,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,215,active_visible,partial_visible,134.033500,462.019000,265.223000,266.958000,70803.401634,266.089086,0.993501,true,false,false,true,1.422000,20.734500,22.959298,INCREASING_U,0.074323,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00114,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,216,active_visible,partial_visible,155.035000,462.148500,307.558000,267.497000,82270.842326,286.828943,1.149762,true,false,false,true,1.256000,21.001500,20.739857,INCREASING_U,0.107374,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00115,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,217,active_visible,partial_visible,176.921500,459.499000,351.335000,273.938000,96244.007230,310.232183,1.282535,true,false,false,true,1.254000,21.886500,23.403240,INCREASING_U,0.141818,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00116,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,218,active_visible,partial_visible,195.771500,456.858500,389.411000,279.117000,108691.230087,329.683530,1.395153,true,false,false,true,1.066000,18.850000,19.451347,INCREASING_U,0.171484,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00117,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,219,active_visible,partial_visible,218.281000,452.642500,433.822000,286.933000,124477.847926,352.814183,1.511928,true,false,false,true,1.370000,22.509500,23.130653,INCREASING_U,0.206908,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00118,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,220,active_visible,partial_visible,228.293000,449.069500,453.972000,295.823000,134295.358956,366.463312,1.534607,true,false,false,true,1.307000,10.012000,13.649129,INCREASING_U,0.222665,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00119,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,221,active_visible,partial_visible,248.870000,448.317000,492.004000,298.314000,146771.681256,383.107924,1.649282,true,false,false,true,2.526000,20.577000,16.644612,INCREASING_U,0.255048,PRE_BROADSIDE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
