object_id,case_id,scene,sar_frame,object_type,source_operator,endpoint_1_xy,endpoint_2_xy,centroid_xy,length_px,width_px,axis_deg,axis_error_to_allowed_prior_deg,mean_response,peak_response,persistence_group,primary_object,parent_band_id,allowed_near_side_relation_fraction,support_fragment_count,attached_hotspot_count,background_crossing_flag,uncertainty_state,posthoc_gt_overlap_fraction,posthoc_nsb_overlap_fraction,runtime_gt_access,posthoc_audit_status,forbidden_conclusion,notes
G1F0002_S0341_R011,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1144.908,900.134]","[1097.054,901.267]","[1120.981,900.701]",48.868,18.654,-1.356,1.644,0.119296,0.485550,,false,G1F0002_S0341_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R012,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1233.943,900.553]","[1209.002,897.980]","[1221.473,899.266]",26.073,2.190,5.890,8.890,0.103408,0.404269,,false,G1F0002_S0341_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R013,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1007.732,905.834]","[995.077,901.762]","[1001.404,903.798]",14.294,3.556,17.837,20.837,0.160298,0.521723,,false,G1F0002_S0341_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R014,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1191.033,902.447]","[1176.026,901.557]","[1183.530,902.002]",16.033,2.375,3.394,6.394,0.191819,0.443517,,false,G1F0002_S0341_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R015,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1245.656,915.169]","[1220.103,907.649]","[1232.880,911.409]",27.636,3.247,16.401,19.401,0.060495,0.355189,,false,G1F0002_S0341_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R016,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1184.992,908.862]","[1140.031,911.528]","[1162.512,910.195]",46.039,2.073,-3.394,0.394,0.088968,0.353845,,false,G1F0002_S0341_B001,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R017,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1036.000,916.000]","[1049.000,916.000]","[1042.500,916.000]",14.000,1.000,0.000,3.000,0.089428,0.323180,,false,G1F0002_S0341_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R018,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1277.966,918.384]","[1259.931,916.765]","[1268.948,917.574]",19.107,1.942,5.131,8.131,0.104249,0.394331,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R019,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[996.002,921.390]","[981.002,921.370]","[988.502,921.380]",16.000,4.001,0.075,3.075,0.169534,0.494607,,false,G1F0002_S0341_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R020,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1232.529,941.146]","[1210.392,932.046]","[1221.461,936.596]",24.934,6.251,22.346,25.346,0.182396,0.555232,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R021,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1036.682,938.656]","[1003.915,946.418]","[1020.298,942.537]",34.674,11.228,-13.327,10.327,0.116952,0.452260,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R022,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1163.986,937.310]","[1135.997,936.068]","[1149.992,936.689]",29.017,1.831,2.541,5.541,0.166125,0.546875,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R023,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1000.985,942.685]","[972.004,944.085]","[986.494,943.385]",30.014,1.854,-2.764,0.236,0.118879,0.382819,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R024,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1069.985,944.370]","[1050.996,944.830]","[1060.490,944.600]",19.994,2.220,-1.387,1.613,0.193764,0.470297,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R025,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1240.615,951.310]","[1192.039,945.664]","[1216.327,948.487]",49.903,9.863,6.629,9.629,0.076195,0.518765,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R026,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1173.026,953.745]","[1138.075,950.247]","[1155.550,951.996]",36.125,5.100,5.715,8.715,0.158666,0.671649,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R027,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1114.064,952.468]","[1084.990,951.245]","[1099.527,951.857]",30.100,6.202,2.410,5.410,0.141318,0.898950,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R028,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1061.328,962.427]","[956.693,967.050]","[1009.011,964.738]",105.737,24.832,-2.530,0.470,0.243919,1.000000,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R029,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1236.841,972.042]","[1202.157,973.911]","[1219.499,972.976]",35.734,8.181,-3.085,0.085,0.157766,0.835685,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R030,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1176.009,969.175]","[1126.933,971.676]","[1151.471,970.426]",50.140,6.548,-2.917,0.083,0.204498,0.932753,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R031,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1164.923,983.547]","[1070.984,984.876]","[1117.953,984.212]",94.948,4.828,-0.811,2.189,0.323775,1.000000,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R032,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[986.942,991.455]","[967.870,989.021]","[977.406,990.238]",20.227,2.042,7.274,10.274,0.117526,0.365687,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R033,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1027.000,989.000]","[1040.000,989.000]","[1033.500,989.000]",14.000,1.000,0.000,3.000,0.111984,0.317054,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R034,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1166.080,995.285]","[1122.180,990.388]","[1144.130,992.837]",45.172,2.825,6.365,9.365,0.136239,0.634687,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R035,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1199.427,1001.368]","[1187.300,996.285]","[1193.363,998.826]",14.149,4.925,22.743,25.743,0.178732,0.837997,,false,G1F0002_S0341_B003,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R036,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1286.104,1028.735]","[1038.005,1027.711]","[1162.055,1028.223]",249.101,47.847,0.237,3.237,0.174672,1.000000,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R037,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1007.988,1033.853]","[991.021,1035.257]","[999.505,1034.555]",18.025,1.774,-4.731,1.731,0.125715,0.407615,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R038,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1058.998,1050.154]","[1038.002,1049.846]","[1048.500,1050.000]",21.998,1.307,0.843,3.843,0.138950,0.441437,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R039,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1018.000,1051.000]","[1035.000,1051.000]","[1026.500,1051.000]",18.000,1.000,0.000,3.000,0.097541,0.373580,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R040,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1253.844,1063.203]","[1191.117,1055.095]","[1222.481,1059.149]",64.249,7.792,7.365,10.365,0.290440,1.000000,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R041,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[990.916,1060.584]","[969.365,1057.471]","[980.140,1059.027]",22.774,6.092,8.219,11.219,0.101487,0.303047,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R042,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1098.997,1058.115]","[1085.979,1057.742]","[1092.488,1057.928]",14.023,1.545,1.642,4.642,0.084107,0.354802,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R043,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1171.937,1060.097]","[1137.036,1062.516]","[1154.487,1061.307]",35.985,2.671,-3.964,0.964,0.150850,0.638833,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R044,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1286.321,1069.271]","[1265.960,1073.559]","[1276.141,1071.415]",21.807,13.792,-11.895,8.895,0.292835,0.872623,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R045,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1164.987,1071.313]","[1132.001,1069.981]","[1148.494,1070.647]",34.013,1.826,2.312,5.312,0.089743,0.364484,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R046,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1160.008,1080.330]","[1143.964,1080.147]","[1151.986,1080.238]",17.045,8.098,0.653,3.653,0.108677,0.341876,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R047,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1240.994,1090.103]","[1216.025,1088.590]","[1228.509,1089.347]",26.015,1.885,3.469,6.469,0.085442,0.369678,,false,,0.000000,0,0,false,STRUCTURE_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R048,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1080.000,1089.000]","[1105.000,1089.000]","[1092.500,1089.000]",26.000,1.000,0.000,3.000,0.090422,0.390784,,false,G1F0002_S0341_B004,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R049,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1233.000,1097.000]","[1246.000,1097.000]","[1239.500,1097.000]",14.000,1.000,0.000,3.000,0.077978,0.312102,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R050,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1154.998,1106.084]","[1141.005,1105.783]","[1148.001,1105.933]",14.997,1.487,1.231,4.231,0.156471,0.376765,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R051,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1002.971,1109.010]","[980.990,1109.648]","[991.981,1109.329]",22.991,2.337,-1.665,1.335,0.064716,0.378497,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_R052,G1F0002,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[1073.994,1108.761]","[1038.990,1109.573]","[1056.492,1109.167]",36.014,1.895,-1.328,1.672,0.083729,0.398933,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H053,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1276.879,1065.000]","[1281.121,1065.000]","[1279.000,1065.000]",4.243,4.243,-3.000,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H054,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1262.879,1029.000]","[1267.121,1029.000]","[1265.000,1029.000]",4.243,4.243,-3.000,0.000,0.927761,0.927761,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H055,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1131.879,984.000]","[1136.121,984.000]","[1134.000,984.000]",4.243,4.243,-3.000,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H056,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1200.879,1054.000]","[1205.121,1054.000]","[1203.000,1054.000]",4.243,4.243,-3.000,0.000,0.867852,0.867852,,true,G1F0002_S0341_B004,0.000000,0,0,false,BAND_ATTACHED_HOTSPOT,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H057,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[979.879,970.000]","[984.121,970.000]","[982.000,970.000]",4.243,4.243,-3.000,0.000,0.966703,0.966703,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H058,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1250.879,1023.000]","[1255.121,1023.000]","[1253.000,1023.000]",4.243,4.243,-3.000,0.000,0.924817,0.924817,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H059,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1244.879,1047.000]","[1249.121,1047.000]","[1247.000,1047.000]",4.243,4.243,-3.000,0.000,1.000000,1.000000,,true,G1F0002_S0341_B004,0.000000,0,0,false,BAND_ATTACHED_HOTSPOT,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H060,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1272.879,971.000]","[1277.121,971.000]","[1275.000,971.000]",4.243,4.243,-3.000,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H061,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1129.879,1001.000]","[1134.121,1001.000]","[1132.000,1001.000]",4.243,4.243,-3.000,0.000,0.885762,0.885762,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H062,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1152.879,1025.000]","[1157.121,1025.000]","[1155.000,1025.000]",4.243,4.243,-3.000,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H063,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1215.323,1059.000]","[1222.677,1059.000]","[1219.000,1059.000]",7.354,7.354,-3.000,0.000,1.000000,1.000000,,true,G1F0002_S0341_B004,0.000000,0,0,false,BAND_ATTACHED_HOTSPOT,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H064,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1056.879,1017.000]","[1061.121,1017.000]","[1059.000,1017.000]",4.243,4.243,-3.000,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H065,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1270.323,1030.000]","[1277.677,1030.000]","[1274.000,1030.000]",7.354,7.354,-3.000,0.000,0.870812,0.870812,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
G1F0002_S0341_H066,G1F0002,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[1250.879,1038.000]","[1255.121,1038.000]","[1253.000,1038.000]",4.243,4.243,-3.000,0.000,1.000000,1.000000,,true,G1F0002_S0341_B004,0.000000,0,0,false,BAND_ATTACHED_HOTSPOT,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
