failure_id,baseline,benchmark_role,scene,canonical_vehicle_id,runtime_local_subject_id,frame_start,frame_end,failure_type,evidence,identity_consequence,review_priority,notes
P1F_EVAL_F00221,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0058,78,78,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00222,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0042,78,78,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00223,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0060,79,79,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00224,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0042,79,79,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00225,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0061,79,79,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00226,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0060,80,80,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00227,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0055,80,80,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00228,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0042,80,80,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00229,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0055,81,81,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00230,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0042,81,81,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00231,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,81,81,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00232,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0055,82,82,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00233,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0063,82,82,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00234,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,83,83,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00235,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0064,83,83,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00236,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,84,84,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00237,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0064,84,84,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00238,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0065,84,84,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00239,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,85,85,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00240,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,85,85,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00241,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0066,85,85,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00242,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,86,86,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00243,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,86,86,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00244,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0068,86,86,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00245,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0069,86,86,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00246,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,87,87,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00247,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0071,87,87,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00248,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0070,87,87,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00249,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,87,87,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00250,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,88,88,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00251,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,88,88,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00252,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0071,88,88,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00253,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,89,89,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00254,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,89,89,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00255,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,90,90,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00256,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,90,90,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00257,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0072,90,90,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00258,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,91,91,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00259,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,91,91,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00260,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0073,91,91,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00261,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0074,91,91,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00262,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,92,92,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00263,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0075,92,92,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00264,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0067,92,92,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00265,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0076,92,92,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00266,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,93,93,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00267,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0077,93,93,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00268,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,94,94,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00269,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0078,94,94,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00270,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,95,95,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00271,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,96,96,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00272,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0079,97,97,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00273,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,97,97,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00274,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0081,97,97,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00275,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0080,97,97,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00276,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,98,98,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00277,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,99,99,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00278,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0083,99,99,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00279,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0062,100,100,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00280,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0084,100,100,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00281,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0085,105,105,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00282,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0087,106,106,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00283,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0086,106,106,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00284,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0082,138,138,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00285,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0082,139,139,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00286,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0082,140,140,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00287,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0082,141,141,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00288,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0092,145,145,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00289,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0093,147,147,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00290,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0094,148,148,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00291,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0103,173,173,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00292,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0104,174,174,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00293,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0106,181,181,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00294,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0107,191,191,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00295,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0108,220,220,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00296,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0109,255,255,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00297,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0110,256,256,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00298,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0111,257,257,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00299,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0112,258,258,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00300,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0113,259,259,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00301,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0113,260,260,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00302,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0113,261,261,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00303,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0114,263,263,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00304,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0115,277,277,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00305,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0116,284,284,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00306,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0117,308,308,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00307,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0118,318,318,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00308,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0119,318,318,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00309,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0120,319,319,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00310,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0121,350,350,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00311,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0122,352,352,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00312,B_MULTI_SOURCE_SELECTION,unassigned_runtime,GM_RM019,,GM_RM019:RS0123,357,357,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00313,C_FORWARD_RECOVERY,development,GM_RM011,GM_RM011:PV002,GM_RM011:RS0003,4,4,mixed_subject_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00314,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0004,5,5,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00315,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0006,19,19,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00316,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0007,37,37,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00317,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0008,38,38,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00318,C_FORWARD_RECOVERY,diagnostic_only,GM_RM011,GM_RM011:PV004,GM_RM011:RS0009,59,59,mixed_subject_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00319,C_FORWARD_RECOVERY,development,GM_RM011,GM_RM011:PV006,GM_RM011:RS0018,120,120,mixed_subject_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00320,C_FORWARD_RECOVERY,development,GM_RM011,GM_RM011:PV006,GM_RM011:RS0018,121,121,mixed_subject_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00321,C_FORWARD_RECOVERY,development,GM_RM011,GM_RM011:PV006,GM_RM011:RS0018,122,122,mixed_subject_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00322,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0026,144,144,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00323,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0027,145,145,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00324,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0027,146,146,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
P1F_EVAL_F00325,C_FORWARD_RECOVERY,unassigned_runtime,GM_RM011,,GM_RM011:RS0029,147,147,non_vehicle_selected,Independent benchmark evaluation rejects the selected runtime observation.,The observation cannot enter a trusted multi-frame identity prototype.,high,evaluation_only
