case_id,frame,coordinate_family,propagation_mode,expansion_step,source_primitive,destination_primitive,spatial_connected,distance,orientation_difference,ridge_relation,contrast_relation,intensity_relation,width_relation,temporal_support,world_background_recurrence,crosses_confirmed_background,enters_ambiguity_zone,first_failed_gate,state_before,state_after,decision_reason,evidence_card,evidence_sha256
PV003_380_384,382,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV003_380_384_382_GT_SEED,PV003_380_384_382_GT_LEFT01,true,0.000000,76.976410,1.015979,0.860084,1.024390,2.000000,-0.036805,0.317311,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\382\PV003_380_384_382_GT_LEFT01.png,0535cc196af64569cb3aa5327f3e1893537f9cd56eb60bda2938eee7b1df8e22
PV003_380_384,382,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV003_380_384_382_GT_SEED,PV003_380_384_382_GT_RIGHT01,true,0.000000,5.585492,1.034458,1.065734,1.000000,2.500000,-0.087344,0.472421,false,false,TEMPORAL_OR_STRUCTURE_SUPPORT_INCOMPLETE,CONFIRMED_SEED,PROBABLE_EXTENSION,connected structure is plausible but does not satisfy both independent support families,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\382\PV003_380_384_382_GT_RIGHT01.png,302c2788e354fb4fcab556eacaafd4147fdea1357d65154071a3eb87dba50ac3
PV003_380_384,383,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV003_380_384_383_GT_SEED,PV003_380_384_383_GT_LEFT01,true,0.000000,84.650139,1.100369,1.303059,0.975000,2.000000,-0.036805,0.418103,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\383\PV003_380_384_383_GT_LEFT01.png,2c70e69f1519b9d6b18d08f24935df908b9d7fc58f83c8a07d8b038fedb37669
PV003_380_384,383,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV003_380_384_383_GT_SEED,PV003_380_384_383_GT_RIGHT01,true,0.000000,16.293485,0.955863,0.957285,1.025000,0.500000,-0.087344,0.298106,false,false,TEMPORAL_OR_STRUCTURE_SUPPORT_INCOMPLETE,CONFIRMED_SEED,PROBABLE_EXTENSION,connected structure is plausible but does not satisfy both independent support families,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\383\PV003_380_384_383_GT_RIGHT01.png,255b87dcc4e9b70e80da5b2b5e9f65c50a2b1f32756251bb853cf25b518bf79a
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,1,PV003_380_384_384_GT_SEED,PV003_380_384_384_GT_LEFT01,true,0.000000,72.155594,0.991135,1.078772,0.975000,1.000000,-0.036805,0.351562,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\384\PV003_380_384_384_GT_LEFT01.png,9c76dfa18e15dea0749885431494d08810a81edf0ce5173859d779f2cfdb3958
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,SINGLE_FRAME_SPATIAL,2,PV003_380_384_384_GT_SEED,PV003_380_384_384_GT_RIGHT01,true,0.000000,73.566053,0.830861,0.892857,0.975000,0.142857,-0.087344,0.476960,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\384\PV003_380_384_384_GT_RIGHT01.png,5bcd69d70054c0fab7278f3f11b2f441651556078137146135c569b9fb1500bf
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,1,PV003_380_384_384_GT_SEED,PV003_380_384_384_GT_LEFT01,true,0.000000,72.155594,0.991135,1.078772,0.975000,1.000000,,0.351562,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\384\PV003_380_384_384_GT_LEFT01.png,9c76dfa18e15dea0749885431494d08810a81edf0ce5173859d779f2cfdb3958
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,FORWARD_CAUSAL_MICROPILOT,2,PV003_380_384_384_GT_SEED,PV003_380_384_384_GT_RIGHT01,true,0.000000,73.566053,0.830861,0.892857,0.975000,0.142857,,0.476960,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\384\PV003_380_384_384_GT_RIGHT01.png,5bcd69d70054c0fab7278f3f11b2f441651556078137146135c569b9fb1500bf
PV003_380_384,380,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,1,PV003_380_384_380_GT_SEED,PV003_380_384_380_GT_LEFT01,true,0.000000,87.564249,0.780208,0.944335,1.026316,2.000000,,0.351972,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\380\PV003_380_384_380_GT_LEFT01.png,d6f4fb64f3e0245f3eebc58b87fd3e928b9dce0d0c410d75129f5a68240c357a
PV003_380_384,380,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,2,PV003_380_384_380_GT_SEED,PV003_380_384_380_GT_RIGHT01,true,0.000000,79.934971,0.918088,1.032653,1.026316,1.000000,,0.458960,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\380\PV003_380_384_380_GT_RIGHT01.png,065adffb2e8468ee24697a6d175f8083f1993db56264b729782d1945f6cf8038
PV003_380_384,381,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,1,PV003_380_384_381_GT_SEED,PV003_380_384_381_GT_LEFT01,true,0.000000,75.422398,1.114857,1.120875,1.050000,1.500000,,0.327339,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\381\PV003_380_384_381_GT_LEFT01.png,0c1ce4d899df05d6861517c5a607da1fb45c5df376709081b6b4a886d8229b37
PV003_380_384,381,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,2,PV003_380_384_381_GT_SEED,PV003_380_384_381_GT_RIGHT01,true,0.000000,79.594568,1.137979,1.014589,1.000000,1.500000,,0.339407,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\381\PV003_380_384_381_GT_RIGHT01.png,c8b658ecfa39d71677db218b60c2d41ef7429de919597d75960f8bfe88e10f19
PV003_380_384,382,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,1,PV003_380_384_382_GT_SEED,PV003_380_384_382_GT_LEFT01,true,0.000000,76.976410,1.015979,0.860084,1.024390,2.000000,,0.317311,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\382\PV003_380_384_382_GT_LEFT01.png,0535cc196af64569cb3aa5327f3e1893537f9cd56eb60bda2938eee7b1df8e22
PV003_380_384,382,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,2,PV003_380_384_382_GT_SEED,PV003_380_384_382_GT_RIGHT01,true,0.000000,5.585492,1.034458,1.065734,1.000000,2.500000,,0.472421,false,false,CROSS_FRAME_TEMPORAL_SUPPORT,CONFIRMED_SEED,PROBABLE_EXTENSION,current-frame structure is plausible but no allowed temporal neighbor passes,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\382\PV003_380_384_382_GT_RIGHT01.png,302c2788e354fb4fcab556eacaafd4147fdea1357d65154071a3eb87dba50ac3
PV003_380_384,383,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,1,PV003_380_384_383_GT_SEED,PV003_380_384_383_GT_LEFT01,true,0.000000,84.650139,1.100369,1.303059,0.975000,2.000000,,0.418103,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\383\PV003_380_384_383_GT_LEFT01.png,2c70e69f1519b9d6b18d08f24935df908b9d7fc58f83c8a07d8b038fedb37669
PV003_380_384,383,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,2,PV003_380_384_383_GT_SEED,PV003_380_384_383_GT_RIGHT01,true,0.000000,16.293485,0.955863,0.957285,1.025000,0.500000,,0.298106,false,false,CROSS_FRAME_TEMPORAL_SUPPORT,CONFIRMED_SEED,PROBABLE_EXTENSION,current-frame structure is plausible but no allowed temporal neighbor passes,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\383\PV003_380_384_383_GT_RIGHT01.png,255b87dcc4e9b70e80da5b2b5e9f65c50a2b1f32756251bb853cf25b518bf79a
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,1,PV003_380_384_384_GT_SEED,PV003_380_384_384_GT_LEFT01,true,0.000000,72.155594,0.991135,1.078772,0.975000,1.000000,,0.351562,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\384\PV003_380_384_384_GT_LEFT01.png,9c76dfa18e15dea0749885431494d08810a81edf0ce5173859d779f2cfdb3958
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,OFFLINE_BIDIRECTIONAL_MICROPILOT,2,PV003_380_384_384_GT_SEED,PV003_380_384_384_GT_RIGHT01,true,0.000000,73.566053,0.830861,0.892857,0.975000,0.142857,,0.476960,false,false,LOCAL_STRUCTURE_CONTINUITY,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,current-frame structure fails before temporal support can be used,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv003_gt\evidence_cards\PV003_380_384\384\PV003_380_384_384_GT_RIGHT01.png,5bcd69d70054c0fab7278f3f11b2f441651556078137146135c569b9fb1500bf
PV002_337_341,337,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_337_PROXY_SEED,PV002_337_341_337_PROXY_LEFT01,true,0.000000,83.131917,1.008489,0.724411,1.000000,1.500000,0.275947,0.383597,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\337\PV002_337_341_337_PROXY_LEFT01.png,e598ae3106f6222d0baf65f5a8ec91677249c70cc97893bf12f8e405529344ef
PV002_337_341,337,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_337_PROXY_SEED,PV002_337_341_337_PROXY_RIGHT01,true,0.000000,45.505644,1.224085,0.981067,1.048780,2.500000,0.588246,0.633649,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\337\PV002_337_341_337_PROXY_RIGHT01.png,95a4c8a29e9fe334b4284bc3e323e245510c72a2df9afab13ade3e66b7ab2848
PV002_337_341,338,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_338_PROXY_SEED,PV002_337_341_338_PROXY_LEFT01,true,0.000000,52.512520,1.029480,0.966839,0.977778,0.500000,0.275947,0.372706,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\338\PV002_337_341_338_PROXY_LEFT01.png,b6d4a5973a2f94cc9a2066ea7d93dd519421cb2b82c828f28f5b6ac3b118efdb
PV002_337_341,338,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_338_PROXY_SEED,PV002_337_341_338_PROXY_RIGHT01,true,0.000000,6.732927,1.222328,1.053433,1.044444,0.750000,0.588246,0.666237,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\338\PV002_337_341_338_PROXY_RIGHT01.png,7f234d93f92961bd6c16fa6078ec42afa9fe0d60888b71c05df6fc4b5f8af43d
PV002_337_341,338,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,3,PV002_337_341_338_PROXY_RIGHT01,PV002_337_341_338_PROXY_RIGHT02,true,0.000000,2.112993,0.889111,0.906805,1.022222,1.000000,0.267073,0.416445,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\338\PV002_337_341_338_PROXY_RIGHT02.png,3b65d6257ab90bf9c532207ec61d224946b681923b36fd7cc7e76c0ba6e5001e
PV002_337_341,338,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,4,PV002_337_341_338_PROXY_RIGHT02,PV002_337_341_338_PROXY_RIGHT03,true,0.000000,78.805876,0.724616,0.956152,0.977778,0.750000,0.270235,0.344536,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,SUPPORTED_EXTENSION,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\338\PV002_337_341_338_PROXY_RIGHT03.png,12300bb72d1694e7ee11db0357d1524c95eaacef7033f8fd396d9c73debed92c
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_339_PROXY_SEED,PV002_337_341_339_PROXY_LEFT01,true,0.000000,54.313188,0.978464,1.048288,0.933962,0.333333,0.275947,0.328266,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\339\PV002_337_341_339_PROXY_LEFT01.png,ad0ad246aee21908ee66ee9cf79287b4f85218166ba441333034440ffdbc1abf
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_339_PROXY_SEED,PV002_337_341_339_PROXY_RIGHT01,true,0.000000,4.901143,1.362279,1.324900,1.000000,1.666667,0.588246,0.610609,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\339\PV002_337_341_339_PROXY_RIGHT01.png,b5398cb8a1e3958155834aae0463fc78775f11784e6c8df7c681cf3f7383e0eb
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,3,PV002_337_341_339_PROXY_RIGHT01,PV002_337_341_339_PROXY_RIGHT02,true,0.000000,29.886754,1.092848,0.942302,0.943396,0.666667,0.267073,0.400498,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\339\PV002_337_341_339_PROXY_RIGHT02.png,b337abcc4a9cf4dea3f4c8d4661dd917809ebf465af65281dd2af47d53ca70bd
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,4,PV002_337_341_339_PROXY_RIGHT02,PV002_337_341_339_PROXY_RIGHT03,true,0.000000,77.539998,0.912603,0.852206,0.943396,3.333333,0.270235,0.326395,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,SUPPORTED_EXTENSION,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\339\PV002_337_341_339_PROXY_RIGHT03.png,8f23a82e8f61d239c2575c38f52145801d79edc27b8ec97dfb19da5a259d0b1f
PV002_337_341,340,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_340_PROXY_SEED,PV002_337_341_340_PROXY_LEFT01,true,0.000000,10.224093,0.964600,0.909562,0.912281,0.333333,0.275947,0.291416,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\340\PV002_337_341_340_PROXY_LEFT01.png,3ded4fd66d175452dc71b93b567d874207eefd0bf61d99a8450eb5801e5dda3c
PV002_337_341,340,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_340_PROXY_SEED,PV002_337_341_340_PROXY_RIGHT01,true,0.000000,0.799170,1.023137,1.143615,0.964912,1.333333,0.588246,0.600043,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\340\PV002_337_341_340_PROXY_RIGHT01.png,cd37b98bb0e146f9438311af99ee03ae565bf17a9b9a58a7d5c0b693d087303b
PV002_337_341,340,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,3,PV002_337_341_340_PROXY_RIGHT01,PV002_337_341_340_PROXY_RIGHT02,true,0.000000,3.286248,0.774489,0.926613,0.912281,0.666667,0.267073,0.394804,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\340\PV002_337_341_340_PROXY_RIGHT02.png,1249b176e9326625897a733e3b1d943266f132971f623ebdfe8593658e88435d
PV002_337_341,340,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,4,PV002_337_341_340_PROXY_RIGHT02,PV002_337_341_340_PROXY_RIGHT03,true,0.000000,0.484755,0.686379,0.845775,0.912281,1.666667,0.270235,0.319236,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\340\PV002_337_341_340_PROXY_RIGHT03.png,a8248e2ef8577044413e8782b5ff5889da64130138ea08c4df8af3a9d23726b2
PV002_337_341,340,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,5,PV002_337_341_340_PROXY_RIGHT03,PV002_337_341_340_PROXY_RIGHT04,true,0.000000,20.001371,0.921899,0.958949,0.912281,0.666667,0.269562,0.388937,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\340\PV002_337_341_340_PROXY_RIGHT04.png,4e6f607c204f29a628cbe9d2d3d904e83ddb0105ca5fc354c944f87667ff218f
PV002_337_341,340,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,6,PV002_337_341_340_PROXY_RIGHT04,PV002_337_341_340_PROXY_RIGHT05,true,0.000000,16.586250,0.575547,1.318176,0.894737,1.000000,0.855381,0.866731,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,connected local structure passes independent structure and temporal/background gates,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\340\PV002_337_341_340_PROXY_RIGHT05.png,587f45190ac8d7a4cf4a98d2d6a7ea748ed79a2568f12cc2905fa6af44262b56
PV002_337_341,340,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,7,PV002_337_341_340_PROXY_RIGHT05,PV002_337_341_340_PROXY_RIGHT06,true,0.000000,3.701279,0.293585,1.607175,0.894737,1.333333,0.856929,0.829083,false,true,AMBIGUITY_STOP,SUPPORTED_EXTENSION,UNRESOLVED_AT_ARC_OR_CLUTTER,candidate enters the frozen endpoint or arc/clutter ambiguity zone,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\340\PV002_337_341_340_PROXY_RIGHT06.png,c1a0b2442fbf368236fcb89dad12e7dc656ab348d502738a2c5fcf031f31b31d
PV002_337_341,341,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,1,PV002_337_341_341_PROXY_SEED,PV002_337_341_341_PROXY_LEFT01,true,0.000000,88.644294,1.105438,0.827095,0.928571,3.500000,0.275947,0.282300,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\341\PV002_337_341_341_PROXY_LEFT01.png,062f7d6e797e0ddb3ee3667f4bb22363c31ae5786edc84ea5e4e159bcdf9d9a3
PV002_337_341,341,OPTICAL_PROXY_ALIGNED_STACK,SINGLE_FRAME_SPATIAL,2,PV002_337_341_341_PROXY_SEED,PV002_337_341_341_PROXY_RIGHT01,true,0.000000,59.028134,1.357393,0.873737,0.964286,2.500000,0.588246,0.562711,false,false,LOCAL_STRUCTURE_OR_TEMPORAL_SUPPORT,CONFIRMED_SEED,TEMPORALLY_UNSUPPORTED,candidate lacks the frozen combination of structural continuity and temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\341\PV002_337_341_341_PROXY_RIGHT01.png,7bd21b4a81977baceb02ea0d05608fb1a547cedd6ba8209ed0f54a65bec139ed
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,FORWARD_CAUSAL_MICROPILOT,1,PV002_337_341_339_PROXY_SEED,PV002_337_341_339_PROXY_LEFT01,true,0.000000,54.313188,0.978464,1.048288,0.933962,0.333333,,0.328266,true,false,CONFIRMED_VERTICAL_BACKGROUND,CONFIRMED_SEED,BACKGROUND_BLOCKED,candidate segment touches or crosses the frozen vertical-background barrier,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\339\PV002_337_341_339_PROXY_LEFT01.png,ad0ad246aee21908ee66ee9cf79287b4f85218166ba441333034440ffdbc1abf
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,FORWARD_CAUSAL_MICROPILOT,2,PV002_337_341_338_PROXY_RIGHT01,PV002_337_341_339_PROXY_RIGHT01,true,0.000000,4.901143,1.362279,1.324900,1.000000,1.666667,0.587368,0.610609,false,false,,CONFIRMED_SEED,SUPPORTED_EXTENSION,current-frame structure passes and a frozen cross-frame relation supplies temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\339\PV002_337_341_339_PROXY_RIGHT01.png,b5398cb8a1e3958155834aae0463fc78775f11784e6c8df7c681cf3f7383e0eb
PV002_337_341,339,OPTICAL_PROXY_ALIGNED_STACK,FORWARD_CAUSAL_MICROPILOT,3,PV002_337_341_338_PROXY_RIGHT02,PV002_337_341_339_PROXY_RIGHT02,true,0.000000,29.886754,1.092848,0.942302,0.943396,0.666667,0.293422,0.400498,false,false,,SUPPORTED_EXTENSION,SUPPORTED_EXTENSION,current-frame structure passes and a frozen cross-frame relation supplies temporal support,D:\profile\research\workspace\output\oty2_rsa1_a0_20260717\frozen_replay\pv002_proxy_sensitivity\evidence_cards\PV002_337_341\339\PV002_337_341_339_PROXY_RIGHT02.png,b337abcc4a9cf4dea3f4c8d4661dd917809ebf465af65281dd2af47d53ca70bd
