scene,canonical_vehicle_id,frame_index,lifecycle_state,visibility_state,is_vehicle_in_scene,is_vehicle_visible,is_full_vehicle_visible,is_partially_visible,is_fully_occluded,is_visible_but_unboxed,occlusion_source,entry_or_exit_state,reference_bbox_available,reference_bbox_x1,reference_bbox_y1,reference_bbox_x2,reference_bbox_y2,reference_bbox_origin,reference_subject_description,benchmark_evidence,notes
GM_RM011,GM_RM011:PV004,35,outside_before_entry,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,36,outside_before_entry,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,37,outside_before_entry,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,38,outside_before_entry,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,39,entering,partial_visible,true,true,false,true,false,false,none,entry,true,0.295,298.390,73.169,526.968,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,40,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.434,284.526,94.502,550.440,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,41,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.434,280.090,123.418,589.022,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,42,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.610,273.469,152.688,593.586,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,43,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.619,269.188,182.355,594.773,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,44,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.833,274.129,206.897,595.920,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,45,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.742,273.202,229.708,595.408,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,46,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,1.200,262.761,259.349,593.976,existing_yolo11l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,47,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.771,262.230,287.102,593.886,existing_yolo11l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,48,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,0.849,258.778,317.371,593.599,existing_yolo11l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,49,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,1.255,259.019,349.106,593.717,existing_yolo11l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,50,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,1.145,256.308,383.419,593.854,existing_yolo11l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,51,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,1.540,253.606,418.717,594.265,existing_yolo11l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,52,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,7.957,244.840,556.889,596.792,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,53,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,7.443,240.326,571.941,598.456,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,54,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,1.041,230.467,554.670,598.525,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,55,active_visible,full_visible,true,true,true,false,false,false,none,none,true,7.938,217.296,576.664,594.670,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,56,active_visible,full_visible,true,true,true,false,false,false,none,none,true,14.277,216.177,602.178,593.039,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,57,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,5.421,225.216,579.282,596.230,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,58,active_visible,full_visible,true,true,true,false,false,false,none,none,true,11.689,217.583,581.145,591.786,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,59,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,0.000,172.500,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,60,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,593.466,225.794,799.394,414.137,existing_yolo11l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,61,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,2.000,200.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,62,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,4.000,205.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,63,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,6.000,210.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,64,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,8.000,215.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,65,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,10.000,220.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,66,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,12.000,225.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,67,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,14.000,230.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,68,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,16.000,235.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,69,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,18.000,240.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,70,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,20.000,245.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,71,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,77.000,250.500,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,72,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,134.000,256.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,73,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,191.000,261.500,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,74,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,248.000,267.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,75,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,305.000,272.500,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,76,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,350.477,244.269,798.287,597.649,existing_yolo26l_detection,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,77,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,419.000,283.500,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,78,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,476.000,289.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,79,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,533.000,294.500,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,80,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,590.000,300.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,81,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,616.429,305.714,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,82,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,642.857,311.429,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,83,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,669.286,317.143,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,84,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,695.714,322.857,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,85,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,722.143,328.571,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,86,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,none,true,748.571,334.286,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,87,visible_but_unboxed,visible_but_unboxed,true,true,false,true,false,true,none,exit,true,775.000,340.000,800.000,600.000,direct_visual_reference,silver cover fully covered passenger vehicle; silver fitted cover with tied lower edge,A separate covered vehicle is tracked at 39-55 but remains visibly present through about frame 87 without a P1-C thread.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,88,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,89,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,90,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,91,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,92,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,93,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,94,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,95,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,96,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,97,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,98,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,99,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,100,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,101,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,102,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,103,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,104,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,105,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,106,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,107,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,108,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,109,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,110,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,111,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,112,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,113,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,114,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,115,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,116,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,117,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,118,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,119,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,120,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,121,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,122,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,123,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,124,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,125,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,126,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,127,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,128,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,129,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,130,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,131,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,132,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,133,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,134,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV004,135,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
