scene,frame_index,detector_source,source_detection_id,bbox,confidence,assigned_canonical_vehicle_id,assignment_status,observation_role,vehicle_completeness,subject_purity,overlapping_vehicle_ids,p1c_observation_id,source_tracker_ids,benchmark_evidence,notes
GM_RM011,138,YOLO11l,GM_RM011_000138_003,"[635.094,283.279,799.437,480.609]",0.879903,GM_RM011:PV006,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV006,GM_RM011:YOLO11l:GM_RM011_000138_003,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,138,YOLO26l,GM_RM011_000138_001,"[290.385,273.05,788.512,597.826]",0.923626,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000138_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,138,YOLO26l,GM_RM011_000138_002,"[1.393,266.718,372.528,595.795]",0.904141,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000138_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,139,YOLO11l,GM_RM011_000139_001,"[0.424,277.825,394.557,594.647]",0.963507,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,139,YOLO11l,GM_RM011_000139_002,"[344.306,280.289,799.797,593.46]",0.959716,GM_RM011:PV007,mixed_subject_observation,diagnostic_only,mixed_or_overwide,mixed_subjects,GM_RM011:PV007;GM_RM011:PV006,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Detection overlaps multiple canonical subjects: GM_RM011:PV007;GM_RM011:PV006.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,139,YOLO11l,GM_RM011_000139_003,"[666.006,289.254,799.793,437.195]",0.461408,GM_RM011:PV006,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV006,GM_RM011:YOLO11l:GM_RM011_000139_003,YOLO11l:botsort:bs_0024,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,139,YOLO26l,GM_RM011_000139_001,"[2.024,278.035,396.552,596.736]",0.936108,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000139_001,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,139,YOLO26l,GM_RM011_000139_002,"[344.641,281.359,794.2,597.436]",0.926194,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000139_002,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,140,YOLO11l,GM_RM011_000140_001,"[0.465,277.281,416.376,595.203]",0.963566,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,140,YOLO11l,GM_RM011_000140_002,"[382.817,279.522,799.106,594.086]",0.956836,GM_RM011:PV007,mixed_subject_observation,diagnostic_only,mixed_or_overwide,mixed_subjects,GM_RM011:PV007;GM_RM011:PV006,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Detection overlaps multiple canonical subjects: GM_RM011:PV007;GM_RM011:PV006.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,140,YOLO11l,GM_RM011_000140_003,"[699.896,289.818,799.71,401.429]",0.699678,GM_RM011:PV006,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV006,GM_RM011:YOLO11l:GM_RM011_000140_003,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0032,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,140,YOLO26l,GM_RM011_000140_001,"[1.82,278.029,421.78,597.063]",0.931348,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000140_001,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,140,YOLO26l,GM_RM011_000140_002,"[381.261,280.203,798.597,597.948]",0.930851,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000140_002,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,141,YOLO11l,GM_RM011_000141_001,"[15.467,274.981,435.864,594.829]",0.955228,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,141,YOLO11l,GM_RM011_000141_002,"[420.609,277.849,799.18,594.642]",0.952066,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,141,YOLO26l,GM_RM011_000141_001,"[421.645,278.152,799.352,597.157]",0.936261,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000141_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,141,YOLO26l,GM_RM011_000141_002,"[20.216,275.511,448.666,597.117]",0.904062,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000141_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,142,YOLO11l,GM_RM011_000142_001,"[57.321,268.493,455.343,595.233]",0.961124,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,142,YOLO11l,GM_RM011_000142_002,"[456.728,271.021,799.612,594.805]",0.954226,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,142,YOLO26l,GM_RM011_000142_001,"[456.287,269.987,798.648,596.264]",0.936452,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000142_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,142,YOLO26l,GM_RM011_000142_002,"[59.225,269.023,463.241,597.148]",0.873371,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000142_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,143,YOLO11l,GM_RM011_000143_001,"[93.973,280.55,475.294,595.766]",0.956372,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,143,YOLO11l,GM_RM011_000143_002,"[482.224,279.897,799.147,594.844]",0.951875,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,143,YOLO11l,GM_RM011_000143_003,"[0.044,530.383,16.714,596.19]",0.525180,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,143,YOLO26l,GM_RM011_000143_001,"[481.756,280.769,799.202,596.486]",0.948664,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000143_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,143,YOLO26l,GM_RM011_000143_002,"[95.353,280.873,478.662,597.486]",0.899352,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000143_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,143,YOLO26l,GM_RM011_000143_003,"[0.111,530.788,16.242,599.152]",0.307924,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,144,YOLO11l,GM_RM011_000144_001,"[132.808,290.571,498.768,595.747]",0.963076,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,144,YOLO11l,GM_RM011_000144_002,"[506.372,292.952,799.329,595.075]",0.956708,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,144,YOLO11l,GM_RM011_000144_003,"[0.223,408.233,50.636,596.446]",0.603675,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,144,YOLO26l,GM_RM011_000144_001,"[506.445,293.031,798.917,596.534]",0.953351,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000144_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,144,YOLO26l,GM_RM011_000144_002,"[133.897,291.349,500.235,597.291]",0.929598,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000144_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,145,YOLO11l,GM_RM011_000145_001,"[169.915,287.283,528.819,595.749]",0.965769,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,145,YOLO11l,GM_RM011_000145_002,"[529.513,293.656,799.277,595.026]",0.963722,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,145,YOLO11l,GM_RM011_000145_003,"[0.27,362.266,88.228,595.73]",0.843273,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,145,YOLO26l,GM_RM011_000145_001,"[528.398,294.077,798.997,596.073]",0.953951,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000145_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,145,YOLO26l,GM_RM011_000145_002,"[170.541,287.761,529.782,597.597]",0.933935,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000145_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,145,YOLO26l,GM_RM011_000145_003,"[0.369,364.276,87.445,596.364]",0.708943,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,146,YOLO11l,GM_RM011_000146_001,"[213.664,281.024,573.766,595.806]",0.971165,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,146,YOLO11l,GM_RM011_000146_002,"[551.992,284.078,799.357,594.612]",0.959608,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,146,YOLO26l,GM_RM011_000146_001,"[550.988,284.68,799.115,595.653]",0.944806,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000146_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,146,YOLO26l,GM_RM011_000146_002,"[212.721,281.399,574.07,597.418]",0.933696,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000146_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,147,YOLO11l,GM_RM011_000147_001,"[253.882,273.217,617.508,595.266]",0.968132,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_block_auto_grouping;suppression_reason=;benchmark_only=true
GM_RM011,147,YOLO11l,GM_RM011_000147_002,"[574.164,271.691,799.201,594.181]",0.949172,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_block_auto_grouping;suppression_reason=;benchmark_only=true
GM_RM011,147,YOLO11l,GM_RM011_000147_003,"[0.268,313.47,172.128,595.398]",0.439741,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,147,YOLO11l,GM_RM011_000147_004,"[0.083,431.567,39.842,507.433]",0.315610,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,147,YOLO26l,GM_RM011_000147_001,"[574.341,271.272,799.197,594.54]",0.938268,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000147_001,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,147,YOLO26l,GM_RM011_000147_002,"[253.603,273.371,617.206,597.467]",0.927908,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000147_002,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,148,YOLO11l,GM_RM011_000148_001,"[290.927,267.232,659.854,595.097]",0.971000,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,148,YOLO11l,GM_RM011_000148_002,"[601.525,269.449,799.566,592.445]",0.935709,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,148,YOLO26l,GM_RM011_000148_001,"[290.147,267.952,660.228,597.57]",0.936351,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000148_001,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,148,YOLO26l,GM_RM011_000148_002,"[602.547,269.67,799.54,592.246]",0.920479,GM_RM011:PV007,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,GM_RM011:YOLO26l:GM_RM011_000148_002,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_review_context;suppression_reason=;benchmark_only=true
GM_RM011,149,YOLO11l,GM_RM011_000149_001,"[329.213,264.981,707.831,594.742]",0.962331,GM_RM011:PV008,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,149,YOLO11l,GM_RM011_000149_002,"[625.142,269.219,799.62,544.918]",0.878350,GM_RM011:PV007,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV007,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,149,YOLO26l,GM_RM011_000149_001,"[327.634,265.88,708.068,597.512]",0.910897,GM_RM011:PV008,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV008,GM_RM011:YOLO26l:GM_RM011_000149_001,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
