scene,frame_index,runtime_observation_cluster_id,runtime_local_subject_id,observation_ids,detector_sources,source_tracker_ids,cluster_bbox,consensus_bbox,source_support_count,mutual_iou_min,union_expansion_ratio,color_distance_max,temporal_support_previous,temporal_support_next,multiple_motion_subject_risk,partial_subject_risk,possible_non_vehicle_risk,baseline_b_selected_observation_id,final_selected_observation_id,cluster_quality_evidence,notes
GM_RM011,158,GM_RM011:RC00265,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000158_002,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[0.438,330.528,165.637,594.665]","[0.438,330.528,165.637,594.665]",1,1.000000,1.000000,0.000000,0.926754,0.927359,false,true,false,GM_RM011:YOLO11l:GM_RM011_000158_002,GM_RM011:YOLO11l:GM_RM011_000158_002,"{""vehicle_likeness"":0.895032,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,159,GM_RM011:RC00266,GM_RM011:RS0024,GM_RM011:YOLO11l:GM_RM011_000159_001;GM_RM011:YOLO26l:GM_RM011_000159_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,"[616.984,258.683,799.543,592.726]","[617.469,259.657,799.486,592.595]",2,0.987870,1.000820,0.003014,0.988037,0.979419,false,true,false,GM_RM011:YOLO26l:GM_RM011_000159_001,GM_RM011:YOLO26l:GM_RM011_000159_001,"{""vehicle_likeness"":0.844837,""track_median_vehicle_likeness"":0.935543,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,159,GM_RM011:RC00267,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000159_002,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[0.545,317.1,201.839,594.723]","[0.545,317.1,201.839,594.723]",1,1.000000,1.000000,0.000000,0.927359,0.932710,false,true,false,GM_RM011:YOLO11l:GM_RM011_000159_002,GM_RM011:YOLO11l:GM_RM011_000159_002,"{""vehicle_likeness"":0.885357,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,160,GM_RM011:RC00268,GM_RM011:RS0024,GM_RM011:YOLO11l:GM_RM011_000160_001;GM_RM011:YOLO26l:GM_RM011_000160_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,"[634.768,252.589,799.607,564.164]","[635.239,252.946,799.561,562.766]",2,0.982761,1.005934,0.003312,0.979419,0.983717,false,true,false,GM_RM011:YOLO26l:GM_RM011_000160_001,GM_RM011:YOLO26l:GM_RM011_000160_001,"{""vehicle_likeness"":0.85538,""track_median_vehicle_likeness"":0.935543,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,160,GM_RM011:RC00269,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000160_002,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[0.588,302.761,234.606,594.824]","[0.588,302.761,234.606,594.824]",1,1.000000,1.000000,0.000000,0.932710,0.981699,false,true,false,GM_RM011:YOLO11l:GM_RM011_000160_002,GM_RM011:YOLO11l:GM_RM011_000160_002,"{""vehicle_likeness"":0.767866,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,161,GM_RM011:RC00270,GM_RM011:RS0024,GM_RM011:YOLO11l:GM_RM011_000161_001;GM_RM011:YOLO26l:GM_RM011_000161_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,"[655.266,246.227,799.59,546.859]","[656.025,247.779,799.582,546.078]",2,0.974251,1.010791,0.001470,0.983717,0.935811,false,true,false,GM_RM011:YOLO26l:GM_RM011_000161_001,GM_RM011:YOLO26l:GM_RM011_000161_001,"{""vehicle_likeness"":0.863011,""track_median_vehicle_likeness"":0.935543,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,161,GM_RM011:RC00271,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000161_002;GM_RM011:YOLO26l:GM_RM011_000161_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[0.939,292.521,272.52,595.047]","[0.965,292.752,272.0,594.887]",2,0.993915,1.000212,0.001939,0.981699,0.934125,false,true,false,GM_RM011:YOLO11l:GM_RM011_000161_002,GM_RM011:YOLO11l:GM_RM011_000161_002,"{""vehicle_likeness"":0.839693,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,162,GM_RM011:RC00272,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000162_001,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[0.655,295.483,310.424,595.338]","[0.655,295.483,310.424,595.338]",1,1.000000,1.000000,0.000000,0.934125,0.934889,false,true,false,GM_RM011:YOLO11l:GM_RM011_000162_001,GM_RM011:YOLO11l:GM_RM011_000162_001,"{""vehicle_likeness"":0.77882,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,163,GM_RM011:RC00273,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000163_001,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[0.907,295.312,350.911,595.154]","[0.907,295.312,350.911,595.154]",1,1.000000,1.000000,0.000000,0.934889,0.933358,false,true,false,GM_RM011:YOLO11l:GM_RM011_000163_001,GM_RM011:YOLO11l:GM_RM011_000163_001,"{""vehicle_likeness"":0.725348,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,163,GM_RM011:RC00274,GM_RM011:RS0024,GM_RM011:YOLO11l:GM_RM011_000163_002;GM_RM011:YOLO26l:GM_RM011_000163_001,YOLO11l;YOLO26l,YOLO11l:bytetrack:bt_0032;YOLO26l:botsort:bs_0030,"[701.495,264.321,799.632,435.085]","[701.633,265.344,799.624,434.474]",2,0.978478,1.008129,0.007455,0.935811,0.973376,false,true,false,GM_RM011:YOLO26l:GM_RM011_000163_001,GM_RM011:YOLO26l:GM_RM011_000163_001,"{""vehicle_likeness"":0.857703,""track_median_vehicle_likeness"":0.935543,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,164,GM_RM011:RC00275,GM_RM011:RS0024,GM_RM011:YOLO11l:GM_RM011_000164_001;GM_RM011:YOLO26l:GM_RM011_000164_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0032;YOLO26l:botsort:bs_0030,"[727.228,278.541,799.751,411.806]","[727.48,278.693,799.728,410.984]",2,0.978404,1.008193,0.005244,0.973376,0.975287,false,true,false,GM_RM011:YOLO11l:GM_RM011_000164_001,GM_RM011:YOLO11l:GM_RM011_000164_001,"{""vehicle_likeness"":0.95308,""track_median_vehicle_likeness"":0.935543,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,164,GM_RM011:RC00276,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000164_002,YOLO11l,YOLO11l:botsort:bs_0031,"[1.057,304.882,397.375,594.926]","[1.057,304.882,397.375,594.926]",1,1.000000,1.000000,0.000000,0.933358,0.931308,false,true,false,GM_RM011:YOLO11l:GM_RM011_000164_002,GM_RM011:YOLO11l:GM_RM011_000164_002,"{""vehicle_likeness"":0.599301,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,165,GM_RM011:RC00277,GM_RM011:RS0024,GM_RM011:YOLO11l:GM_RM011_000165_001;GM_RM011:YOLO11l:GM_RM011_000165_003;GM_RM011:YOLO26l:GM_RM011_000165_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0032;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0049,"[725.251,279.253,799.7,424.472]","[741.989,280.998,799.641,423.168]",2,0.675504,1.004947,0.108489,0.975287,0.916607,false,true,false,GM_RM011:YOLO26l:GM_RM011_000165_001,GM_RM011:YOLO26l:GM_RM011_000165_001,"{""vehicle_likeness"":0.78533,""track_median_vehicle_likeness"":0.935543,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,165,GM_RM011:RC00278,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000165_002,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[1.22,309.318,454.549,594.492]","[1.22,309.318,454.549,594.492]",1,1.000000,1.000000,0.000000,0.931308,0.934688,false,true,false,GM_RM011:YOLO11l:GM_RM011_000165_002,GM_RM011:YOLO11l:GM_RM011_000165_002,"{""vehicle_likeness"":0.75737,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,166,GM_RM011:RC00279,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000166_001,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,"[1.565,325.946,503.322,593.899]","[1.565,325.946,503.322,593.899]",1,1.000000,1.000000,0.000000,0.934688,0.931768,false,true,false,GM_RM011:YOLO11l:GM_RM011_000166_001,GM_RM011:YOLO11l:GM_RM011_000166_001,"{""vehicle_likeness"":0.783201,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,166,GM_RM011:RC00280,GM_RM011:RS0024,GM_RM011:YOLO11l:GM_RM011_000166_002;GM_RM011:YOLO26l:GM_RM011_000166_001;GM_RM011:YOLO26l:GM_RM011_000166_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0029;YOLO26l:botsort:bs_0030,"[770.269,311.284,799.779,454.107]","[770.54,311.523,799.758,453.672]",2,0.961917,1.004648,0.011311,0.916607,0.000000,false,true,false,GM_RM011:YOLO26l:GM_RM011_000166_001,GM_RM011:YOLO26l:GM_RM011_000166_001,"{""vehicle_likeness"":0.740482,""track_median_vehicle_likeness"":0.935543,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,167,GM_RM011:RC00281,GM_RM011:RS0032,GM_RM011:YOLO11l:GM_RM011_000167_001,YOLO11l,YOLO11l:botsort:bs_0031,"[9.404,309.981,557.225,592.875]","[9.404,309.981,557.225,592.875]",1,1.000000,1.000000,0.000000,0.931768,0.000000,false,false,false,GM_RM011:YOLO11l:GM_RM011_000167_001,GM_RM011:YOLO11l:GM_RM011_000167_001,"{""vehicle_likeness"":0.582316,""track_median_vehicle_likeness"":0.767866,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,188,GM_RM011:RC00282,GM_RM011:RS0033,GM_RM011:YOLO11l:GM_RM011_000188_001;GM_RM011:YOLO26l:GM_RM011_000188_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0031,"[278.378,283.801,798.067,595.311]","[294.795,284.031,797.671,594.23]",2,0.930197,1.007299,0.020589,0.000000,0.984341,false,true,false,GM_RM011:YOLO26l:GM_RM011_000188_001,GM_RM011:YOLO26l:GM_RM011_000188_001,"{""vehicle_likeness"":0.607149,""track_median_vehicle_likeness"":0.72917,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,189,GM_RM011:RC00283,GM_RM011:RS0033,GM_RM011:YOLO11l:GM_RM011_000189_001;GM_RM011:YOLO26l:GM_RM011_000189_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0041;YOLO26l:botsort:bs_0039;YOLO26l:bytetrack:bt_0052,"[345.246,289.929,798.984,595.649]","[351.542,290.698,798.183,595.005]",2,0.961499,1.004475,0.009925,0.984341,0.933515,false,true,false,GM_RM011:YOLO26l:GM_RM011_000189_001,GM_RM011:YOLO26l:GM_RM011_000189_001,"{""vehicle_likeness"":0.71356,""track_median_vehicle_likeness"":0.72917,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,190,GM_RM011:RC00284,GM_RM011:RS0033,GM_RM011:YOLO11l:GM_RM011_000190_001,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0041,"[401.073,308.998,799.142,594.09]","[401.073,308.998,799.142,594.09]",1,1.000000,1.000000,0.000000,0.933515,0.929953,false,true,false,GM_RM011:YOLO11l:GM_RM011_000190_001,GM_RM011:YOLO11l:GM_RM011_000190_001,"{""vehicle_likeness"":0.74478,""track_median_vehicle_likeness"":0.72917,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,191,GM_RM011:RC00285,GM_RM011:RS0033,GM_RM011:YOLO11l:GM_RM011_000191_001,YOLO11l,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0041,"[457.894,316.587,798.702,593.68]","[457.894,316.587,798.702,593.68]",1,1.000000,1.000000,0.000000,0.929953,0.000000,false,true,false,GM_RM011:YOLO11l:GM_RM011_000191_001,GM_RM011:YOLO11l:GM_RM011_000191_001,"{""vehicle_likeness"":0.833349,""track_median_vehicle_likeness"":0.72917,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,192,GM_RM011:RC00286,GM_RM011:RS0034,GM_RM011:YOLO26l:GM_RM011_000192_001,YOLO26l,,"[504.574,343.297,799.045,595.28]","[504.574,343.297,799.045,595.28]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,true,true,GM_RM011:YOLO26l:GM_RM011_000192_001,,"{""vehicle_likeness"":0.487114,""track_median_vehicle_likeness"":0.487114,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,194,GM_RM011:RC00287,GM_RM011:RS0035,GM_RM011:YOLO11l:GM_RM011_000194_001,YOLO11l,,"[586.293,373.455,799.242,594.478]","[586.293,373.455,799.242,594.478]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,true,true,GM_RM011:YOLO11l:GM_RM011_000194_001,,"{""vehicle_likeness"":0.497082,""track_median_vehicle_likeness"":0.497082,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,197,GM_RM011:RC00288,GM_RM011:RS0036,GM_RM011:YOLO11l:GM_RM011_000197_001,YOLO11l,,"[724.236,410.464,799.629,594.762]","[724.236,410.464,799.629,594.762]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,true,true,GM_RM011:YOLO11l:GM_RM011_000197_001,,"{""vehicle_likeness"":0.409631,""track_median_vehicle_likeness"":0.409631,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,210,GM_RM011:RC00289,GM_RM011:RS0037,GM_RM011:YOLO11l:GM_RM011_000210_001;GM_RM011:YOLO26l:GM_RM011_000210_001,YOLO11l;YOLO26l,,"[0.321,394.777,76.188,594.761]","[0.378,394.807,75.851,594.587]",2,0.987501,1.001762,0.001176,0.000000,0.000000,false,true,false,GM_RM011:YOLO26l:GM_RM011_000210_001,GM_RM011:YOLO26l:GM_RM011_000210_001,"{""vehicle_likeness"":0.588833,""track_median_vehicle_likeness"":0.588833,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,211,GM_RM011:RC00290,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000211_001;GM_RM011:YOLO26l:GM_RM011_000211_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[0.33,385.214,111.88,595.47]","[0.453,385.33,111.761,595.231]",2,0.992302,1.003286,0.000824,0.000000,0.971998,false,true,false,GM_RM011:YOLO26l:GM_RM011_000211_001,GM_RM011:YOLO26l:GM_RM011_000211_001,"{""vehicle_likeness"":0.780234,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,212,GM_RM011:RC00291,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000212_001;GM_RM011:YOLO11l:GM_RM011_000212_002;GM_RM011:YOLO26l:GM_RM011_000212_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[0.623,361.419,145.558,595.128]","[0.633,361.565,145.504,594.923]",2,0.996128,1.000617,0.001177,0.971998,0.977132,false,true,false,GM_RM011:YOLO26l:GM_RM011_000212_001,GM_RM011:YOLO26l:GM_RM011_000212_001,"{""vehicle_likeness"":0.8289,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,213,GM_RM011:RC00292,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000213_001;GM_RM011:YOLO11l:GM_RM011_000213_002;GM_RM011:YOLO26l:GM_RM011_000213_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[0.675,345.126,184.39,595.333]","[0.816,345.279,184.157,594.793]",2,0.991495,1.002706,0.000450,0.977132,0.979328,false,true,false,GM_RM011:YOLO26l:GM_RM011_000213_001,GM_RM011:YOLO26l:GM_RM011_000213_001,"{""vehicle_likeness"":0.773752,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,214,GM_RM011:RC00293,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000214_001;GM_RM011:YOLO11l:GM_RM011_000214_002;GM_RM011:YOLO26l:GM_RM011_000214_001;GM_RM011:YOLO26l:GM_RM011_000214_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[0.633,331.605,226.041,594.934]","[0.862,331.828,225.716,594.8]",2,0.991946,1.002792,0.000354,0.979328,0.980956,false,true,false,GM_RM011:YOLO26l:GM_RM011_000214_001,GM_RM011:YOLO26l:GM_RM011_000214_001,"{""vehicle_likeness"":0.773881,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,215,GM_RM011:RC00294,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000215_001;GM_RM011:YOLO26l:GM_RM011_000215_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[0.694,328.54,266.645,595.498]","[1.066,328.894,265.984,594.841]",2,0.984513,1.002744,0.003691,0.980956,0.982468,false,true,false,GM_RM011:YOLO26l:GM_RM011_000215_001,GM_RM011:YOLO26l:GM_RM011_000215_001,"{""vehicle_likeness"":0.881907,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,216,GM_RM011:RC00295,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000216_001;GM_RM011:YOLO26l:GM_RM011_000216_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[0.982,328.315,308.814,595.897]","[1.125,328.36,307.768,595.215]",2,0.986382,1.001208,0.002704,0.982468,0.984205,false,true,false,GM_RM011:YOLO26l:GM_RM011_000216_001,GM_RM011:YOLO26l:GM_RM011_000216_001,"{""vehicle_likeness"":0.882299,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,216,GM_RM011:RC00296,GM_RM011:RS0039,GM_RM011:YOLO11l:GM_RM011_000216_002;GM_RM011:YOLO26l:GM_RM011_000216_002,YOLO11l;YOLO26l,,"[739.687,417.848,799.767,591.303]","[739.987,418.091,799.681,591.288]",2,0.983063,1.002753,0.000000,0.000000,0.000000,false,true,true,GM_RM011:YOLO26l:GM_RM011_000216_002,,"{""vehicle_likeness"":0.448004,""track_median_vehicle_likeness"":0.448004,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,217,GM_RM011:RC00297,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000217_001;GM_RM011:YOLO26l:GM_RM011_000217_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041,"[0.652,320.633,352.589,596.468]","[0.967,321.629,352.142,595.496]",2,0.981414,1.008651,0.002525,0.984205,0.984629,false,true,false,GM_RM011:YOLO26l:GM_RM011_000217_001,GM_RM011:YOLO26l:GM_RM011_000217_001,"{""vehicle_likeness"":0.759376,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,217,GM_RM011:RC00298,GM_RM011:RS0040,GM_RM011:YOLO11l:GM_RM011_000217_002,YOLO11l,,"[783.702,438.624,799.706,571.268]","[783.702,438.624,799.706,571.268]",1,1.000000,1.000000,0.000000,0.000000,0.000000,false,true,true,GM_RM011:YOLO11l:GM_RM011_000217_002,,"{""vehicle_likeness"":0.422033,""track_median_vehicle_likeness"":0.422033,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":true}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,218,GM_RM011:RC00299,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000218_001;GM_RM011:YOLO26l:GM_RM011_000218_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[1.066,315.899,395.698,596.417]","[1.134,316.619,393.016,595.111]",2,0.972173,1.010022,0.007796,0.984629,0.984295,false,true,false,GM_RM011:YOLO26l:GM_RM011_000218_001,GM_RM011:YOLO26l:GM_RM011_000218_001,"{""vehicle_likeness"":0.874001,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,219,GM_RM011:RC00300,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000219_001;GM_RM011:YOLO26l:GM_RM011_000219_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[0.992,308.567,444.742,596.109]","[1.178,308.867,440.043,595.031]",2,0.968503,1.007434,0.008234,0.984295,0.986977,false,true,false,GM_RM011:YOLO11l:GM_RM011_000219_001,GM_RM011:YOLO11l:GM_RM011_000219_001,"{""vehicle_likeness"":0.891139,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,220,GM_RM011:RC00301,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000220_001;GM_RM011:YOLO26l:GM_RM011_000220_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[1.003,301.158,499.455,596.981]","[1.159,301.583,476.831,595.49]",2,0.899736,1.013454,0.019224,0.986977,0.982914,false,true,false,GM_RM011:YOLO26l:GM_RM011_000220_001,GM_RM011:YOLO26l:GM_RM011_000220_001,"{""vehicle_likeness"":0.882426,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM011,221,GM_RM011:RC00302,GM_RM011:RS0038,GM_RM011:YOLO11l:GM_RM011_000221_001;GM_RM011:YOLO26l:GM_RM011_000221_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,"[2.868,297.991,563.247,597.474]","[6.141,298.588,528.294,595.119]",2,0.850434,1.028640,0.027852,0.982914,0.986309,false,true,false,GM_RM011:YOLO26l:GM_RM011_000221_001,GM_RM011:YOLO26l:GM_RM011_000221_001,"{""vehicle_likeness"":0.842694,""track_median_vehicle_likeness"":0.831448,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
