condition_id,window_id,window_role,scene,canonical_vehicle_id,sar_frame_index,sar_time_sec,sar_gray_path,sar_gray_sha256,optical_left_frame,optical_right_frame,optical_interpolation_ratio,optical_left_path,optical_right_path,optical_bbox_x1,optical_bbox_y1,optical_bbox_x2,optical_bbox_y2,optical_center_x_px,optical_center_y_px,optical_bottom_contact_y_px,optical_width_px,optical_height_px,optical_visibility_state,optical_identity_source,optical_depth_left_path,optical_depth_right_path,optical_depth_median_proxy,optical_depth_mad_proxy,depth_generator_lineage,predicted_theta_deg,theta_half_width_deg,predicted_radius_px,radial_half_width_px,predicted_radius_from_optical_height_px,predicted_radius_from_depth_proxy_px,radial_proxy_disagreement_px,radial_interval_lower_px,radial_interval_upper_px,predicted_center_x_px,predicted_center_y_px,unsigned_axis_center_deg,unsigned_axis_half_width_deg,response_length_min_px,response_length_max_px,response_width_min_px,response_width_max_px,theta_delta_from_previous_deg,radius_delta_from_previous_px,depth_delta_from_previous_proxy,time_mapping_status,calibration_id,calibration_vehicle_role,depends_on_target_reference,deployment_availability,uncertainty_status
S1X-REPLAY_GM_RM017_PV003_338_391-000345,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,345,6.900000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000345.png,e2e3c37156c7fd5fd9fd4fec450e798f67d965e04449cc009e3481d308c47739,165,166,0.600000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,80.286000000,300.085600000,300.009400000,392.989200000,190.147700000,346.537400000,392.989200000,219.723400000,92.903600000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,10.890530300,0.077407360,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-24.086632648,8.000000000,356.505507896,233.928735167,228.616366357,484.394649435,255.778283078,122.576772729,590.434243063,1008.503870109,1005.135634290,-24.086632648,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.775214334,-0.262985473,-0.008353271,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000346,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,346,6.920000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000346.png,c8a02d216175eecde6bf93a8d05fe2eda0a8fa8f1e88aab263d85d8e9c92001c,166,167,0.080000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,88.067600000,299.470640000,308.690520000,392.464400000,198.379060000,345.967520000,392.464400000,220.622920000,92.993760000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,10.826942310,0.068808918,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-23.302655989,8.000000000,355.099751122,233.462199389,227.677145361,482.522356882,254.845211521,121.637551733,588.561950511,1013.526772165,1004.466429958,-23.302655989,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.783976659,-1.405756774,-0.063587990,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000347,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,347,6.940000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000347.png,d6b0e0ffae5a8b378210a59af926544d6d4bcfc67d4d48e3fa9e26d7550e02a1,166,167,0.560000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,96.969200000,298.322480000,317.171640000,391.722800000,207.070420000,345.022640000,391.722800000,220.202440000,93.400320000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,10.487180729,0.072590504,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-22.474867704,8.000000000,347.980137840,230.577831093,223.441900375,472.518375305,249.076474930,117.402306747,578.557968934,1020.974798816,1009.049891648,-22.474867704,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.827788285,-7.119613282,-0.339761581,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000348,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,348,6.960000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000348.png,cc6292f913fa29b3b93588410615bc0ba7f2d756c43f88f5963854ac55bc5c03,167,168,0.040000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,105.615120000,297.263240000,325.674240000,391.039040000,215.644680000,344.151140000,391.039040000,220.059120000,93.775800000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,10.185272522,0.074896774,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-21.658232335,8.000000000,341.579688618,228.088858129,219.530424117,463.628953118,244.098529001,113.490830489,569.668546747,1027.933410793,1013.135200752,-21.658232335,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.816635369,-6.400449222,-0.301908207,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000349,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,349,6.980000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000349.png,18e5d748568145dedf6c44a2692be6fe07e2dccf20106ac517f7809ccdf9b4aa,167,168,0.520000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,111.448560000,297.182120000,334.413120000,390.991520000,222.930840000,344.086820000,390.991520000,222.964560000,93.809400000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,10.299751434,0.060974579,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-20.964279043,8.000000000,343.090044046,229.949233804,219.180403871,466.999684221,247.819280351,113.140810242,573.039277850,1031.247240124,1010.221258093,-20.964279043,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.693953293,1.510355428,0.114478912,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000350,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,350,7.000000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000350.png,0aedba982de4ba28e7eb93c947e231ce126e237fe0db142842067a310717bcb6,168,168,0.000000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,117.282000000,297.101000000,343.152000000,390.944000000,230.217000000,344.022500000,390.944000000,225.870000000,93.843000000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,10.414230347,0.047052383,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-20.270325750,8.000000000,344.600399474,231.809609479,218.830383624,470.370415324,251.540031701,112.790789995,576.410008953,1034.613239897,1007.341223120,-20.270325750,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.693953293,1.510355428,0.114478912,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000351,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,351,7.020000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000351.png,d3422c416ad770e011955c4bb29b53bdd697ed010bf5c8e25c37625ca8c06ca6,168,169,0.480000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000169.png,129.307920000,295.614440000,352.135200000,389.984000000,240.721560000,342.799220000,389.984000000,222.827280000,94.369560000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000169_depth.npy,10.521681442,0.061118088,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-19.269843466,8.000000000,343.439642429,236.134169730,213.345066328,473.534218531,260.189152203,107.305472699,579.573812159,1040.658875027,1006.401638835,-19.269843466,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.000482284,-1.160757045,0.107451096,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000352,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,352,7.040000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000352.png,6d4eae38dd9ed3d5561824b5db939cf8895172fb9c6f4763e564ca2cacb3cd6c,168,169,0.960000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000169.png,141.333840000,294.127880000,361.118400000,389.024000000,251.226120000,341.575940000,389.024000000,219.784560000,94.896120000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000169_depth.npy,10.629132538,0.075183792,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-18.269361182,8.000000000,342.278885384,240.458729981,207.859749032,476.698021737,268.838272705,101.820155403,582.737615365,1046.700803738,1005.574281231,-18.269361182,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.000482284,-1.160757045,0.107451096,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000353,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,353,7.060000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000353.png,61a1b59559e42d602c58ec9d152154e715d6081fb678b8a7b8f5499d658986a6,169,170,0.440000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000169.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000170.png,150.291640000,293.462360000,370.337440000,388.931240000,260.314540000,341.196800000,388.931240000,220.045800000,95.468880000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000169_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000170_depth.npy,10.520767002,0.061624031,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-17.403755845,8.000000000,337.700223770,241.846663502,201.893153896,473.507293643,271.614139747,95.853560268,579.546887271,1052.992733855,1008.359448052,-17.403755845,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.865605337,-4.578661615,-0.108365536,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000354,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,354,7.080000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000354.png,4d328b8b85935a290f65abbc4e364fba48e6813e45067cd248d0eafa14860bd1,169,170,0.920000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000169.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000170.png,158.970520000,292.871480000,379.577920000,388.917320000,269.274220000,340.894400000,388.917320000,220.607400000,96.045840000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000169_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000170_depth.npy,10.392781773,0.045552864,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-16.550412048,8.000000000,332.810843558,242.967630956,195.882806230,469.738880885,273.856074655,89.843212602,575.778474514,1059.195883117,1011.577685715,-16.550412048,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.853343797,-4.889380212,-0.127985229,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000355,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,355,7.100000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000355.png,a906fff681053c65003f3bb2bc1ff2a43f49b0f44b15f372b47a85cdea721e36,170,171,0.400000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000170.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000171.png,168.051800000,292.149000000,389.240000000,388.959000000,278.645900000,340.554000000,388.959000000,221.188200000,96.810000000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000170_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000171_depth.npy,10.191724682,0.047951698,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-15.657828274,8.000000000,325.870638532,243.987886400,187.922345760,463.818931303,275.896585543,81.882752132,569.858524932,1066.050187624,1016.822206713,-15.657828274,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.892583774,-6.940205026,-0.201057091,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000356,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,356,7.120000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000356.png,e9c3c3af732925fd58c1f23009b7a83523013604b41e5a66572700276377b08d,170,171,0.880000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000170.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000171.png,177.213560000,291.400200000,398.986400000,389.011800000,288.099980000,340.206000000,389.011800000,221.772840000,97.611600000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000170_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000171_depth.npy,9.976053219,0.054044533,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-14.757396504,8.000000000,318.520268543,244.987999442,179.571862730,457.468674357,277.896811627,73.532269101,563.508267985,1072.864355946,1022.586739349,-14.757396504,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.900431770,-7.350369989,-0.215671463,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000357,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,357,7.140000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000357.png,c737ff71e9136fa6c9eb058f1f7f71530d8ec40649fe554c1fde54f365d8cc7a,171,172,0.360000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000171.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000172.png,186.247880000,291.352320000,408.313760000,389.151720000,297.280820000,340.252020000,389.151720000,222.065880000,97.799400000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000171_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000172_depth.npy,9.550694809,0.055911407,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-13.882988840,8.000000000,311.279934427,239.704028490,177.615499565,444.944369289,267.328869724,71.575905936,550.983962917,1079.311546871,1028.413248891,-13.882988840,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.874407664,-7.240334116,-0.425358410,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000358,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,358,7.160000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000358.png,bc467450fb40498ea90e4bb75d6c6dad0a52d14d56c78189cb2c7c9f06639aca,171,172,0.840000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000171.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000172.png,195.239720000,291.538080000,417.501440000,389.320680000,306.370580000,340.429380000,389.320680000,222.261720000,97.782600000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000171_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000172_depth.npy,9.055440750,0.056369629,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-13.017255878,8.000000000,304.076278934,232.325362874,177.790509688,430.362048180,252.571538492,71.750916060,536.401641809,1085.508491502,1034.337790675,-13.017255878,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.865732962,-7.203655492,-0.495254059,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000359,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,359,7.180000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000359.png,a444fa13736b785b263318d5a67b00cd93c5114d3a0e54bd13aee284bca29be8,172,173,0.320000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000172.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000173.png,204.317320000,291.161920000,427.255840000,388.948200000,315.786580000,340.055060000,388.948200000,222.938520000,97.786280000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000172_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000173_depth.npy,9.071641769,0.055901947,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-12.120450948,8.000000000,304.295623556,232.583043047,177.752174137,430.839072975,253.086898837,71.712580509,536.878666603,1090.107791634,1033.087626769,-12.120450948,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.896804929,0.219344622,0.016201019,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000360,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,360,7.200000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000360.png,211bb7e62c6b7cb69a752633bd7a9aa0aeb8e40b733aa7914d430d22050a7f93,172,173,0.800000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000172.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000173.png,213.437800000,290.504800000,437.293600000,388.305000000,325.365700000,339.404900000,388.305000000,223.855800000,97.800200000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000172_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000173_depth.npy,9.343570328,0.054971313,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-11.208110036,8.000000000,308.226468235,236.658896114,177.607165749,438.845770720,261.238604971,71.567572121,544.885364349,1094.089034933,1028.252134148,-11.208110036,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.912340913,3.930844679,0.271928558,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000361,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,361,7.220000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000361.png,a5f8f988a872e05f3b2cf01008c09f0957a59f84264833150ab15ffcd79fd003,173,174,0.280000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000173.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000174.png,222.982760000,289.618080000,447.525120000,387.959440000,335.253940000,338.788760000,387.959440000,224.542360000,98.341360000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000173_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000174_depth.npy,9.448920174,0.056083584,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-10.266327711,8.000000000,306.958730398,241.028567704,171.969756322,441.947704473,269.977948151,65.930162694,547.987298102,1099.292598715,1028.555694621,-10.266327711,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.941782325,-1.267737837,0.105349846,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000362,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,362,7.240000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000362.png,a1736ed4b8d3401425fd55a9a4f77f555999018c9fc8f66274323b4bdfc80683,173,174,0.760000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000173.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000174.png,232.830920000,288.567360000,457.895040000,387.826480000,345.362980000,338.196920000,387.826480000,225.064120000,99.259120000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000173_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000174_depth.npy,9.435285225,0.058655071,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-9.303515805,8.000000000,301.977719335,245.608109668,162.409203296,441.546235374,279.137032079,56.369609667,547.585829003,1105.180960253,1032.594556538,-9.303515805,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.962811905,-4.981011063,-0.013634949,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
