window_id,window_role,scene,canonical_vehicle_id,sar_frame_index,optical_left_frame,optical_right_frame,optical_visibility_state,transport_pair_dx_px,transport_pair_dy_px,transport_cumulative_dx_px,transport_cumulative_dy_px,transport_response,transport_method,transport_usable_tile_count,optical_only_condition_shell_area_px,per_frame_independent_support_area_px,joint_temporal_support_area_px,temporally_maintained_weak_area_px,background_excluded_area_px,mixed_or_unresolved_area_px,frame_background_median,frame_background_mad,accepted_local_component_count,background_connected_component_count,per_frame_response_state,target_reference_used_for_inference,candidate_bank_generated,ranking_or_weighted_score_used,unique_box_generated,frozen_npz_path
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,374,179,180,full_visible,6.348700023,-0.150048055,227.362030387,-2.204936446,0.758153131,MULTI_TILE_PHASE_MEDIAN,10,39964,2190,2293,103,0,104,43.000000000,4.000000000,9,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,375,180,180,full_visible,6.088645134,-0.198292258,233.450675521,-2.403228704,0.777601618,MULTI_TILE_PHASE_MEDIAN,10,39434,2653,2666,47,0,104,41.000000000,3.000000000,14,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,376,180,181,full_visible,6.130527861,-0.388603559,239.581203382,-2.791832263,0.758018800,MULTI_TILE_PHASE_MEDIAN,10,38637,2002,2075,73,0,72,39.000000000,3.000000000,8,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,377,180,181,full_visible,6.293944526,-0.137019493,245.875147908,-2.928851755,0.774048054,MULTI_TILE_PHASE_MEDIAN,10,37840,1215,1424,204,0,50,38.000000000,4.000000000,6,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,378,181,182,full_visible,6.179070736,0.025320821,252.054218644,-2.903530935,0.638592493,MULTI_TILE_PHASE_MEDIAN,10,39833,1350,1552,184,0,104,40.000000000,4.000000000,7,2,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,379,181,182,full_visible,6.429986623,-0.423128911,258.484205266,-3.326659846,0.691804147,MULTI_TILE_PHASE_MEDIAN,10,42090,1730,1841,121,0,103,39.000000000,3.000000000,12,4,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,380,182,183,full_visible,6.322317614,0.188259608,264.806522880,-3.138400238,0.739028584,MULTI_TILE_PHASE_MEDIAN,10,41582,1348,1519,184,0,98,41.000000000,4.000000000,6,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,381,182,183,full_visible,6.515967311,-0.027941117,271.322490190,-3.166341355,0.824121141,MULTI_TILE_PHASE_MEDIAN,10,40196,1378,1548,185,0,93,43.000000000,4.000000000,7,2,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,382,183,184,full_visible,6.819076222,-0.317568852,278.141566412,-3.483910207,0.635513345,MULTI_TILE_PHASE_MEDIAN,10,39136,1420,1606,186,0,60,43.000000000,4.000000000,8,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,383,183,184,full_visible,6.228163854,-0.163237031,284.369730266,-3.647147239,0.821939202,MULTI_TILE_PHASE_MEDIAN,10,38135,1530,1658,127,0,27,42.000000000,3.000000000,7,6,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,384,184,185,full_visible,6.132016632,-0.380627978,290.501746898,-4.027775216,0.729543508,MULTI_TILE_PHASE_MEDIAN,10,37636,1128,1384,258,0,24,41.000000000,4.000000000,4,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,385,184,185,full_visible,6.249085975,-0.173344561,296.750832873,-4.201119778,0.822209401,MULTI_TILE_PHASE_MEDIAN,10,37373,1154,1384,235,0,24,39.000000000,4.000000000,3,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,386,185,186,full_visible,6.369302644,0.109938374,303.120135516,-4.091181404,0.703212971,MULTI_TILE_PHASE_MEDIAN,10,37932,1449,1609,160,0,24,43.000000000,4.000000000,5,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,387,185,186,full_visible,6.129460668,0.112219787,309.249596184,-3.978961616,0.688552844,MULTI_TILE_PHASE_MEDIAN,10,39109,1311,1521,215,0,25,39.000000000,4.000000000,5,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,388,186,187,full_visible,6.679403377,0.120174001,315.928999561,-3.858787615,0.782232655,MULTI_TILE_PHASE_MEDIAN,10,39936,1215,1414,214,0,33,51.000000000,5.000000000,4,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,389,186,187,full_visible,6.917790071,0.110794474,322.846789633,-3.747993141,0.807340612,MULTI_TILE_PHASE_MEDIAN,10,40403,1238,1414,201,0,27,44.000000000,4.000000000,8,2,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,390,187,188,full_visible,6.382422028,-0.242920283,329.229211660,-3.990913424,0.674375440,MULTI_TILE_PHASE_MEDIAN,10,40726,843,1317,432,0,24,39.000000000,4.000000000,5,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,391,187,188,full_visible,6.386470534,-0.476787423,335.615682195,-4.467700847,0.624640789,MULTI_TILE_PHASE_MEDIAN,10,40836,1564,1668,116,0,24,51.000000000,4.000000000,11,5,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
