scene,canonical_vehicle_id,benchmark_role,optical_frame_index,sar_frame_index,sar_gt_id,s1l_research_role,selected_for_future_s1l,selection_status,optical_pose_group,sar_theta_center_deg,sar_theta_width_deg,sar_radius_px,gt_valid_mask_fraction,direct_neighbor_gt_competition,mapping_anchor_eligibility,exclusion_or_diagnostic_reason
GM_RM011,GM_RM011:PV006,development,135,281,GM_RM011|000281|frameadd_gm_rm011_000135_000281_02,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,29.719595,54.701443541,158.514,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,151,315,GM_RM011|000315|gm_rm011_00160,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,43.076411,47.102515888,166.419,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV008,heldout_validation,151,315,GM_RM011|000315|frameadd_gm_rm011_000151_000315_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,17.494264,57.497586375,140.361,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV008,heldout_validation,161,335,GM_RM011|000335|gm_rm011_00173,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,28.348775,49.033082590,210.598,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV009,diagnostic_only,161,335,GM_RM011|000335|frameadd_gm_rm011_000161_000335_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-46.092634,67.264276888,113.433,1.000000000,false,exclude,benchmark_role_not_mapping_development_or_heldout
GM_RM011,GM_RM011:PV010,development,212,442,GM_RM011|000442|gm_rm011_00179,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-49.762491,61.113307728,131.541,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,213,444,GM_RM011|000444|gm_rm011_00180,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-51.221913,63.776130220,128.080,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,225,469,GM_RM011|000469|gm_rm011_00192,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-9.876331,121.225468209,74.626,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,243,506,GM_RM011|000506|gm_rm011_00211,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,58.253156,60.131736792,135.309,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV011,development,243,506,GM_RM011|000506|frameadd_gm_rm011_000243_000506_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-49.587227,63.721811507,124.805,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV010,development,245,510,GM_RM011|000510|gm_rm011_00212,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,57.948551,52.869075552,153.595,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV011,development,245,510,GM_RM011|000510|frameadd_gm_rm011_000245_000510_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-38.476280,80.925166757,101.559,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,145,302,GM_RM017|000302|gm_rm017_00009,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-41.387136,19.827669078,429.350,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,,unlinked,145,302,GM_RM017|000302|saronly_gm_rm017_000145_000302_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-50.489594,15.695150609,601.837,1.000000000,false,identity_conflict,canonical_identity_missing_or_low_confidence
GM_RM017,GM_RM017:PV002,development,149,310,GM_RM017|000310|gm_rm017_00016,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-45.609975,16.307178526,556.805,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV002,development,149,310,GM_RM017|000310|frameadd_gm_rm017_000149_000310_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-36.062371,25.210994604,395.997,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,151,315,GM_RM017|000315|gm_rm017_00020,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-42.951086,16.565747361,532.931,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,151,315,GM_RM017|000315|frameadd_gm_rm017_000151_000315_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-31.684847,25.369811953,376.109,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV002,development,152,317,GM_RM017|000317|gm_rm017_00021,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-28.675322,25.317703214,368.710,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,152,317,GM_RM017|000317|frameadd_gm_rm017_000152_000317_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-42.556775,18.168663140,528.621,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,153,319,GM_RM017|000319|gm_rm017_00024,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-41.011117,17.839227957,518.435,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,153,319,GM_RM017|000319|frameadd_gm_rm017_000153_000319_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-28.121829,26.771781136,364.750,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,154,321,GM_RM017|000321|gm_rm017_00025,development_complete_candidate,true,candidate_only_s1l_not_started,left_side_dominant,-26.175777,26.534297810,363.086,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,154,321,GM_RM017|000321|frameadd_gm_rm017_000154_000321_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-40.232079,17.646958509,506.307,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,155,323,GM_RM017|000323|gm_rm017_00027,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-23.750482,26.782108942,356.751,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,155,323,GM_RM017|000323|frameadd_gm_rm017_000155_000323_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-39.439084,19.329081635,500.909,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,156,325,GM_RM017|000325|gm_rm017_00029,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-22.319926,26.124327595,348.401,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,156,325,GM_RM017|000325|frameadd_gm_rm017_000156_000325_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-37.564827,21.360171366,493.565,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,157,327,GM_RM017|000327|gm_rm017_00031,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-20.746883,26.902003729,344.684,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,157,327,GM_RM017|000327|frameadd_gm_rm017_000157_000327_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-37.289861,20.714946518,485.124,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,158,329,GM_RM017|000329|gm_rm017_00033,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-18.347034,26.184531622,338.610,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,158,329,GM_RM017|000329|frameadd_gm_rm017_000158_000329_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-35.597606,21.401125877,484.574,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,158,330,GM_RM017|000330|gm17supp_000158_000330_det1,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-17.854594,29.241791530,335.992,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,158,330,GM_RM017|000330|gm17supp_000158_000330_det3,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-34.619601,21.768087413,480.392,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,159,331,GM_RM017|000331|gm_rm017_00035,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-34.132391,21.629846744,470.457,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,159,331,GM_RM017|000331|gm_rm017_00036,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-16.217108,28.727696776,333.911,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,159,332,GM_RM017|000332|gm17supp_000159_000332_det2,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-33.440750,20.679932982,462.867,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,159,332,GM_RM017|000332|gm17supp_000159_000332_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-15.925378,28.606796505,333.790,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,160,333,GM_RM017|000333|gm_rm017_00037,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-32.688480,23.046334078,464.178,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,160,333,GM_RM017|000333|gm_rm017_00038,development_complete_candidate,true,candidate_only_s1l_not_started,left_side_dominant,-14.120205,28.419499073,331.513,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,160,334,GM_RM017|000334|gm17supp_000160_000334_det2,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-32.399591,21.310029777,459.501,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,160,334,GM_RM017|000334|gm17supp_000160_000334_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-13.459770,29.278045284,329.168,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,161,335,GM_RM017|000335|gm_rm017_00039,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-12.045642,28.513110373,333.805,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,161,335,GM_RM017|000335|gm_rm017_00040,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-30.602094,22.791836705,455.063,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV003,heldout_validation,161,335,GM_RM017|000335|frameadd_gm_rm017_000161_000335_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-42.106121,14.792841866,600.266,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV002,development,161,336,GM_RM017|000336|gm17supp_000161_000336_det2,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-10.369332,31.483693839,325.513,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,161,336,GM_RM017|000336|gm17supp_000161_000336_det3,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-30.773114,22.932699015,453.933,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV003,heldout_validation,161,336,GM_RM017|000336|gm17supp_000161_000336_det5,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-40.244731,15.509230236,598.747,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV003,heldout_validation,162,337,GM_RM017|000337|gm17supp_000162_000337_det1,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-29.792566,22.646019420,448.445,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM017,GM_RM017:PV002,development,162,337,GM_RM017|000337|gm17supp_000162_000337_det2,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-10.168835,28.830919867,330.100,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,162,337,GM_RM017|000337|gm17supp_000162_000337_det4,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-40.649474,15.247434313,596.573,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,162,338,GM_RM017|000338|gm_rm017_00042,heldout_complete_candidate,true,candidate_only_s1l_not_started,left_side_dominant,-28.797296,21.431661393,444.456,1.000000000,false,heldout_usable,
GM_RM017,GM_RM017:PV002,development,162,338,GM_RM017|000338|gm_rm017_00043,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-8.894171,28.038838658,325.219,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,162,338,GM_RM017|000338|gm_rm017_00044,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-40.465059,16.114555641,592.375,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,163,339,GM_RM017|000339|gm17supp_000163_000339_det2,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-28.483333,22.110368792,440.519,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,163,339,GM_RM017|000339|gm17supp_000163_000339_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-7.472429,30.739296400,327.584,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,163,339,GM_RM017|000339|gm17supp_000163_000339_det5,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-39.798829,16.387225245,586.517,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,163,340,GM_RM017|000340|gm_rm017_00045,heldout_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-27.847126,23.902061726,434.990,1.000000000,false,heldout_usable,
GM_RM017,GM_RM017:PV002,development,163,340,GM_RM017|000340|gm_rm017_00046,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-6.937548,27.957938861,322.186,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,163,340,GM_RM017|000340|frameadd_gm_rm017_000163_000340_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-39.922838,15.201444359,583.793,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,164,341,GM_RM017|000341|gm17supp_000164_000341_det2,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-4.378003,32.741499600,322.638,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,164,341,GM_RM017|000341|gm17supp_000164_000341_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-27.167684,23.775457101,437.573,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,164,341,GM_RM017|000341|gm17supp_000164_000341_det4,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-39.883961,15.751422137,581.057,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,164,342,GM_RM017|000342|gm_rm017_00048,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-4.769685,28.963391546,322.788,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,164,342,GM_RM017|000342|gm_rm017_00049,heldout_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-26.426067,23.170849955,434.358,1.000000000,false,heldout_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,164,342,GM_RM017|000342|frameadd_gm_rm017_000164_000342_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-38.570279,15.503929822,576.189,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,165,343,GM_RM017|000343|gm17supp_000165_000343_det1,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-25.255637,23.658344326,430.919,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,165,343,GM_RM017|000343|gm17supp_000165_000343_det2,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-2.712662,32.162360720,319.668,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,165,343,GM_RM017|000343|gm17supp_000165_000343_det4,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-38.601627,16.011535554,575.967,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,165,344,GM_RM017|000344|gm_rm017_00051,heldout_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-24.414684,22.213411729,427.999,1.000000000,false,heldout_usable,
GM_RM017,GM_RM017:PV002,development,165,344,GM_RM017|000344|gm_rm017_00052,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-2.446095,31.684325682,321.162,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,165,344,GM_RM017|000344|frameadd_gm_rm017_000165_000344_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-37.675593,15.877978248,565.826,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,166,345,GM_RM017|000345|gm17supp_000166_000345_det2,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-1.239689,31.792908773,320.546,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,166,345,GM_RM017|000345|gm17supp_000166_000345_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-23.995141,24.029000224,427.422,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,166,345,GM_RM017|000345|gm17supp_000166_000345_det4,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-37.443570,17.099115283,568.820,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,166,346,GM_RM017|000346|gm_rm017_00054,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,0.488432,31.171030307,319.662,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,166,346,GM_RM017|000346|gm_rm017_00055,heldout_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-22.849548,23.784212250,423.692,1.000000000,false,heldout_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,166,346,GM_RM017|000346|gm_rm017_00056,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-36.660692,16.783048320,559.030,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,167,347,GM_RM017|000347|gm17supp_000167_000347_det2,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-22.056912,24.530511665,420.957,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,167,347,GM_RM017|000347|gm17supp_000167_000347_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,1.110729,30.370839511,319.531,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,167,347,GM_RM017|000347|gm17supp_000167_000347_det4,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-36.466460,17.476014637,560.355,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,167,348,GM_RM017|000348|gm_rm017_00057,heldout_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-21.662194,23.818060868,416.516,1.000000000,false,heldout_usable,
GM_RM017,GM_RM017:PV002,development,167,348,GM_RM017|000348|gm_rm017_00058,development_complete_candidate,true,candidate_only_s1l_not_started,left_side_dominant,1.901916,27.502881659,319.688,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,167,348,GM_RM017|000348|gm_rm017_00059,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-35.279589,16.776576776,552.014,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,168,349,GM_RM017|000349|gm17supp_000168_000349_det1,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,3.762467,32.434686339,325.235,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,168,349,GM_RM017|000349|gm17supp_000168_000349_det2,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-34.598556,17.707147292,552.200,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,168,349,GM_RM017|000349|gm17supp_000168_000349_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-20.849950,25.719048312,413.397,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,168,350,GM_RM017|000350|gm_rm017_00060,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,4.089387,30.140035198,327.011,1.000000000,false,calibration_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,168,350,GM_RM017|000350|gm_rm017_00061,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-34.957886,19.199462720,554.041,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,168,350,GM_RM017|000350|gm_rm017_00062,heldout_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,-19.117894,25.457361529,412.524,1.000000000,false,heldout_usable,
GM_RM017,GM_RM017:PV002,development,168,351,GM_RM017|000351|gm17supp_000168_000351_det1,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,6.357498,30.318323898,322.825,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,168,351,GM_RM017|000351|gm17supp_000168_000351_det2,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-34.505719,17.767162141,543.017,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,168,351,GM_RM017|000351|gm17supp_000168_000351_det3,geometry_identity_or_competition_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-19.327280,25.404017045,412.344,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,169,352,GM_RM017|000352|gm_rm017_00063,development_complete_candidate,false,candidate_only_s1l_not_started,left_side_dominant,6.452726,29.691824675,323.295,1.000000000,false,calibration_usable,
