scene,frame_index,observation_alternative_cluster,detection_id,detector_source,source_detection_id,bbox,confidence,class,normalized_or_raw,image_path,feature_reference,existing_tracker_ids,cluster_size,selected_as_primary,selection_status,audit_notes
GM_RM011,120,GM_RM011:F120:ALT002,GM_RM011:YOLO11l:GM_RM011_000120_002,YOLO11l,GM_RM011_000120_002,"[0.749,278.444,441.981,593.769]",0.908701,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000120.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,120,GM_RM011:F120:ALT002,GM_RM011:YOLO26l:GM_RM011_000120_002,YOLO26l,GM_RM011_000120_002,"[1.751,286.439,489.136,597.326]",0.79676,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000120.png,GM_RM011__frame_120__det_ignored_GM_RM011_000120_002__row_000163,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,120,GM_RM011:F120:ALT003,GM_RM011:YOLO11l:GM_RM011_000120_003,YOLO11l,GM_RM011_000120_003,"[0.399,271.144,161.527,429.684]",0.639102,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000120.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,120,GM_RM011:F120:ALT003,GM_RM011:YOLO26l:GM_RM011_000120_003,YOLO26l,GM_RM011_000120_003,"[0.385,271.055,161.441,429.735]",0.699063,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000120.png,GM_RM011__frame_120__det_ignored_GM_RM011_000120_003__row_000164,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,121,GM_RM011:F121:ALT001,GM_RM011:YOLO11l:GM_RM011_000121_001,YOLO11l,GM_RM011_000121_001,"[523.176,271.821,799.369,594.224]",0.954777,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,false,retained_unselected,
GM_RM011,121,GM_RM011:F121:ALT001,GM_RM011:YOLO26l:GM_RM011_000121_001,YOLO26l,GM_RM011_000121_001,"[524.638,272.245,799.098,594.692]",0.942392,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,GM_RM011__frame_121__det_ignored_GM_RM011_000121_001__row_000165,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,true,selected,
GM_RM011,121,GM_RM011:F121:ALT002,GM_RM011:YOLO11l:GM_RM011_000121_002,YOLO11l,GM_RM011_000121_002,"[0.998,269.409,479.189,593.897]",0.891156,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,121,GM_RM011:F121:ALT002,GM_RM011:YOLO26l:GM_RM011_000121_002,YOLO26l,GM_RM011_000121_002,"[3.394,279.459,535.87,597.502]",0.792903,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,GM_RM011__frame_121__det_ignored_GM_RM011_000121_002__row_000166,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,121,GM_RM011:F121:ALT003,GM_RM011:YOLO11l:GM_RM011_000121_003,YOLO11l,GM_RM011_000121_003,"[0.246,267.037,185.478,486.059]",0.636156,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,121,GM_RM011:F121:ALT003,GM_RM011:YOLO26l:GM_RM011_000121_003,YOLO26l,GM_RM011_000121_003,"[0.474,267.848,187.611,481.504]",0.687638,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000121.png,GM_RM011__frame_121__det_ignored_GM_RM011_000121_003__row_000167,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,122,GM_RM011:F122:ALT001,GM_RM011:YOLO11l:GM_RM011_000122_001,YOLO11l,GM_RM011_000122_001,"[549.634,273.049,799.187,593.991]",0.956316,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,false,retained_unselected,
GM_RM011,122,GM_RM011:F122:ALT001,GM_RM011:YOLO26l:GM_RM011_000122_001,YOLO26l,GM_RM011_000122_001,"[549.657,272.519,799.394,594.943]",0.933606,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,GM_RM011__frame_122__det_ignored_GM_RM011_000122_001__row_000168,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,true,selected,
GM_RM011,122,GM_RM011:F122:ALT002,GM_RM011:YOLO11l:GM_RM011_000122_002,YOLO11l,GM_RM011_000122_002,"[36.165,285.225,532.044,594.248]",0.946063,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,122,GM_RM011:F122:ALT002,GM_RM011:YOLO26l:GM_RM011_000122_003,YOLO26l,GM_RM011_000122_003,"[37.776,286.237,554.986,596.968]",0.782299,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,GM_RM011__frame_122__det_ignored_GM_RM011_000122_003__row_000170,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,122,GM_RM011:F122:ALT003,GM_RM011:YOLO11l:GM_RM011_000122_003,YOLO11l,GM_RM011_000122_003,"[0.372,277.648,213.522,592.556]",0.930007,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,122,GM_RM011:F122:ALT003,GM_RM011:YOLO26l:GM_RM011_000122_002,YOLO26l,GM_RM011_000122_002,"[0.459,278.51,216.461,594.938]",0.868234,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000122.png,GM_RM011__frame_122__det_ignored_GM_RM011_000122_002__row_000169,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,123,GM_RM011:F123:ALT001,GM_RM011:YOLO11l:GM_RM011_000123_001,YOLO11l,GM_RM011_000123_001,"[570.634,281.078,799.363,592.529]",0.954407,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,false,retained_unselected,
GM_RM011,123,GM_RM011:F123:ALT001,GM_RM011:YOLO26l:GM_RM011_000123_001,YOLO26l,GM_RM011_000123_001,"[571.304,282.277,799.43,595.403]",0.912726,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,GM_RM011__frame_123__det_ignored_GM_RM011_000123_001__row_000171,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,true,selected,
GM_RM011,123,GM_RM011:F123:ALT002,GM_RM011:YOLO11l:GM_RM011_000123_002,YOLO11l,GM_RM011_000123_002,"[0.503,276.756,242.06,593.012]",0.934713,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,123,GM_RM011:F123:ALT002,GM_RM011:YOLO26l:GM_RM011_000123_002,YOLO26l,GM_RM011_000123_002,"[0.717,277.689,245.014,594.46]",0.885297,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,GM_RM011__frame_123__det_ignored_GM_RM011_000123_002__row_000172,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,123,GM_RM011:F123:ALT003,GM_RM011:YOLO11l:GM_RM011_000123_003,YOLO11l,GM_RM011_000123_003,"[84.515,289.512,579.179,594.157]",0.902132,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,123,GM_RM011:F123:ALT003,GM_RM011:YOLO26l:GM_RM011_000123_003,YOLO26l,GM_RM011_000123_003,"[88.292,290.577,580.386,596.85]",0.701849,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000123.png,GM_RM011__frame_123__det_ignored_GM_RM011_000123_003__row_000173,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,124,GM_RM011:F124:ALT001,GM_RM011:YOLO11l:GM_RM011_000124_001,YOLO11l,GM_RM011_000124_001,"[592.562,288.206,799.496,591.48]",0.939061,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,false,retained_unselected,
GM_RM011,124,GM_RM011:F124:ALT001,GM_RM011:YOLO26l:GM_RM011_000124_001,YOLO26l,GM_RM011_000124_001,"[593.29,289.041,799.421,592.929]",0.896802,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,GM_RM011__frame_124__det_ignored_GM_RM011_000124_001__row_000174,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,true,selected,
GM_RM011,124,GM_RM011:F124:ALT002,GM_RM011:YOLO11l:GM_RM011_000124_002,YOLO11l,GM_RM011_000124_002,"[0.953,274.472,261.509,593.133]",0.923879,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,124,GM_RM011:F124:ALT002,GM_RM011:YOLO26l:GM_RM011_000124_002,YOLO26l,GM_RM011_000124_002,"[0.63,274.733,266.007,595.474]",0.879513,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,GM_RM011__frame_124__det_ignored_GM_RM011_000124_002__row_000175,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,124,GM_RM011:F124:ALT003,GM_RM011:YOLO11l:GM_RM011_000124_003,YOLO11l,GM_RM011_000124_003,"[139.945,291.53,640.094,594.219]",0.910569,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,124,GM_RM011:F124:ALT003,GM_RM011:YOLO26l:GM_RM011_000124_003,YOLO26l,GM_RM011_000124_003,"[138.838,292.824,618.621,595.827]",0.643755,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000124.png,GM_RM011__frame_124__det_ignored_GM_RM011_000124_003__row_000176,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,125,GM_RM011:F125:ALT001,GM_RM011:YOLO11l:GM_RM011_000125_001,YOLO11l,GM_RM011_000125_001,"[0.636,279.174,284.447,593.827]",0.944373,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,125,GM_RM011:F125:ALT001,GM_RM011:YOLO26l:GM_RM011_000125_001,YOLO26l,GM_RM011_000125_001,"[1.076,281.689,297.377,594.101]",0.889181,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,GM_RM011__frame_125__det_ignored_GM_RM011_000125_001__row_000177,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,125,GM_RM011:F125:ALT002,GM_RM011:YOLO11l:GM_RM011_000125_002,YOLO11l,GM_RM011_000125_002,"[620.778,288.801,799.52,542.608]",0.934264,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,false,retained_unselected,
GM_RM011,125,GM_RM011:F125:ALT002,GM_RM011:YOLO26l:GM_RM011_000125_002,YOLO26l,GM_RM011_000125_002,"[621.305,288.486,799.54,544.216]",0.863137,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,GM_RM011__frame_125__det_ignored_GM_RM011_000125_002__row_000178,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,true,selected,
GM_RM011,125,GM_RM011:F125:ALT003,GM_RM011:YOLO11l:GM_RM011_000125_003,YOLO11l,GM_RM011_000125_003,"[200.678,294.713,704.698,594.601]",0.922441,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,125,GM_RM011:F125:ALT003,GM_RM011:YOLO26l:GM_RM011_000125_003,YOLO26l,GM_RM011_000125_003,"[198.946,296.586,675.912,595.502]",0.629544,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000125.png,GM_RM011__frame_125__det_ignored_GM_RM011_000125_003__row_000179,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,126,GM_RM011:F126:ALT001,GM_RM011:YOLO11l:GM_RM011_000126_001,YOLO11l,GM_RM011_000126_001,"[0.685,281.481,305.026,594.527]",0.950253,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,126,GM_RM011:F126:ALT001,GM_RM011:YOLO26l:GM_RM011_000126_001,YOLO26l,GM_RM011_000126_001,"[0.992,284.1,307.863,595.664]",0.914887,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,GM_RM011__frame_126__det_ignored_GM_RM011_000126_001__row_000180,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,126,GM_RM011:F126:ALT002,GM_RM011:YOLO11l:GM_RM011_000126_002,YOLO11l,GM_RM011_000126_002,"[648.497,285.452,799.624,520.721]",0.898585,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,false,retained_unselected,
GM_RM011,126,GM_RM011:F126:ALT002,GM_RM011:YOLO26l:GM_RM011_000126_002,YOLO26l,GM_RM011_000126_002,"[648.439,285.329,799.616,515.561]",0.773737,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,GM_RM011__frame_126__det_ignored_GM_RM011_000126_002__row_000181,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,true,selected,
GM_RM011,126,GM_RM011:F126:ALT003,GM_RM011:YOLO11l:GM_RM011_000126_003,YOLO11l,GM_RM011_000126_003,"[258.142,293.661,777.261,594.094]",0.883116,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,126,GM_RM011:F126:ALT003,GM_RM011:YOLO26l:GM_RM011_000126_003,YOLO26l,GM_RM011_000126_003,"[255.216,294.987,763.056,595.853]",0.697508,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000126.png,GM_RM011__frame_126__det_ignored_GM_RM011_000126_003__row_000182,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,127,GM_RM011:F127:ALT001,GM_RM011:YOLO11l:GM_RM011_000127_001,YOLO11l,GM_RM011_000127_001,"[1.126,279.454,329.64,593.788]",0.959981,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,127,GM_RM011:F127:ALT001,GM_RM011:YOLO26l:GM_RM011_000127_001,YOLO26l,GM_RM011_000127_001,"[1.221,281.999,330.488,595.608]",0.752695,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,GM_RM011__frame_127__det_ignored_GM_RM011_000127_001__row_000183,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,127,GM_RM011:F127:ALT002,GM_RM011:YOLO11l:GM_RM011_000127_002,YOLO11l,GM_RM011_000127_002,"[305.856,294.702,799.505,594.194]",0.951055,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,127,GM_RM011:F127:ALT002,GM_RM011:YOLO26l:GM_RM011_000127_003,YOLO26l,GM_RM011_000127_003,"[304.248,296.006,787.034,596.622]",0.526391,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,GM_RM011__frame_127__det_ignored_GM_RM011_000127_003__row_000185,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,127,GM_RM011:F127:ALT003,GM_RM011:YOLO11l:GM_RM011_000127_003,YOLO11l,GM_RM011_000127_003,"[667.428,290.139,799.5,495.967]",0.771185,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,false,retained_unselected,
GM_RM011,127,GM_RM011:F127:ALT003,GM_RM011:YOLO26l:GM_RM011_000127_002,YOLO26l,GM_RM011_000127_002,"[669.767,290.426,799.584,512.249]",0.673526,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000127.png,GM_RM011__frame_127__det_ignored_GM_RM011_000127_002__row_000184,"[""YOLO11l:botsort:bs_0021"",""YOLO11l:bytetrack:bt_0023"",""YOLO26l:botsort:bs_0019"",""YOLO26l:bytetrack:bt_0025""]",2,true,selected,
GM_RM011,128,GM_RM011:F128:ALT001,GM_RM011:YOLO11l:GM_RM011_000128_001,YOLO11l,GM_RM011_000128_001,"[1.062,272.434,351.874,594.025]",0.965632,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000128.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,128,GM_RM011:F128:ALT001,GM_RM011:YOLO26l:GM_RM011_000128_001,YOLO26l,GM_RM011_000128_001,"[1.65,274.533,349.841,594.987]",0.928717,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000128.png,GM_RM011__frame_128__det_ignored_GM_RM011_000128_001__row_000186,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,128,GM_RM011:F128:ALT002,GM_RM011:YOLO11l:GM_RM011_000128_002,YOLO11l,GM_RM011_000128_002,"[355.187,292.491,798.84,594.113]",0.936185,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000128.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,128,GM_RM011:F128:ALT002,GM_RM011:YOLO26l:GM_RM011_000128_002,YOLO26l,GM_RM011_000128_002,"[355.561,294.873,796.945,596.207]",0.664128,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000128.png,GM_RM011__frame_128__det_ignored_GM_RM011_000128_002__row_000187,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,128,GM_RM011:F128:ALT003,GM_RM011:YOLO26l:GM_RM011_000128_003,YOLO26l,GM_RM011_000128_003,"[693.666,295.748,799.682,462.282]",0.337832,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000128.png,GM_RM011__frame_128__det_ignored_GM_RM011_000128_003__row_000188,"[""YOLO26l:botsort:bs_0019""]",1,true,selected,
GM_RM011,129,GM_RM011:F129:ALT001,GM_RM011:YOLO11l:GM_RM011_000129_001,YOLO11l,GM_RM011_000129_001,"[0.912,280.125,375.624,593.985]",0.960812,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,false,retained_unselected,
GM_RM011,129,GM_RM011:F129:ALT001,GM_RM011:YOLO26l:GM_RM011_000129_001,YOLO26l,GM_RM011_000129_001,"[1.475,283.456,373.424,596.277]",0.894408,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,GM_RM011__frame_129__det_ignored_GM_RM011_000129_001__row_000189,"[""YOLO11l:botsort:bs_0022"",""YOLO11l:bytetrack:bt_0024"",""YOLO26l:botsort:bs_0025"",""YOLO26l:bytetrack:bt_0031""]",2,true,selected,
GM_RM011,129,GM_RM011:F129:ALT002,GM_RM011:YOLO11l:GM_RM011_000129_002,YOLO11l,GM_RM011_000129_002,"[407.903,297.79,799.391,593.939]",0.831291,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,true,selected,
GM_RM011,129,GM_RM011:F129:ALT002,GM_RM011:YOLO26l:GM_RM011_000129_003,YOLO26l,GM_RM011_000129_003,"[408.611,298.788,799.303,595.822]",0.568555,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,GM_RM011__frame_129__det_ignored_GM_RM011_000129_003__row_000191,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:bytetrack:bt_0026"",""YOLO26l:botsort:bs_0026"",""YOLO26l:bytetrack:bt_0032""]",2,false,retained_unselected,
GM_RM011,129,GM_RM011:F129:ALT003,GM_RM011:YOLO26l:GM_RM011_000129_002,YOLO26l,GM_RM011_000129_002,"[725.808,301.472,799.92,418.912]",0.61021,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,GM_RM011__frame_129__det_ignored_GM_RM011_000129_002__row_000190,"[""YOLO26l:botsort:bs_0019""]",1,true,selected,
GM_RM011,129,GM_RM011:F129:ALT004,GM_RM011:YOLO26l:GM_RM011_000129_004,YOLO26l,GM_RM011_000129_004,"[0.227,280.838,143.314,349.496]",0.266064,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000129.png,GM_RM011__frame_129__det_ignored_GM_RM011_000129_004__row_000192,[],1,false,retained_unselected,
