scene,atomic_tracklet_id,frame_start,frame_end,frame_count,assigned_canonical_vehicle_ids,p1c_global_vehicle_ids,source_track_ids,detector_sources,split_reason,primary_fragmentation_cause,secondary_causes,identity_purity_necessity,benchmark_evidence,recommended_future_mechanism,notes
GM_RM011,GM_RM011:AT0019,155,166,12,GM_RM011:PV009,GM_RM011:GV009,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,YOLO11l,frame_gap_9,actual_detection_missing,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0019; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0098,161,161,1,,,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0098; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0099,163,163,1,,,YOLO11l:bytetrack:bt_0032;YOLO26l:botsort:bs_0030,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0099; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0017,164,166,3,,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0032;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0049,YOLO11l,frame_gap_2,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0017; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0020,167,167,1,,,YOLO11l:botsort:bs_0031,YOLO11l,GM011_P1A_E004_occlusion_subject_switch,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0020; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0100,188,188,1,,,YOLO11l:botsort:bs_0031,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0100; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0021,188,191,4,GM_RM011:PV009,GM_RM011:GV010,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0041;YOLO26l:botsort:bs_0039;YOLO26l:bytetrack:bt_0052,YOLO11l,frame_gap_20,actual_detection_missing,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0021; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0051,189,189,1,,,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0041;YOLO26l:botsort:bs_0039;YOLO26l:bytetrack:bt_0052,YOLO26l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0051; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0101,192,192,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0101; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0102,194,194,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0102; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0103,197,197,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0103; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0104,210,210,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0104; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0105,210,210,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0105; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0022,211,222,12,,,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0022; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0052,211,239,29,GM_RM011:PV010,GM_RM011:GV011,YOLO11l:botsort:bs_0038;YOLO11l:botsort:bs_0044;YOLO11l:bytetrack:bt_0044;YOLO11l:bytetrack:bt_0051;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,YOLO26l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0052; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0106,216,216,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0106; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0107,216,217,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0107; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0108,227,233,6,,,YOLO11l:botsort:bs_0044;YOLO11l:bytetrack:bt_0051;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,YOLO11l,local_overlap_fragment_union,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0108; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0110,231,232,2,,,YOLO11l:botsort:bs_0044,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0110; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0111,232,233,2,,,YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0111; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0112,233,234,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0112; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0113,233,234,2,,,,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0113; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0023,236,245,10,,,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO11l:bytetrack:bt_0051;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,YOLO11l,frame_gap_13,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0023; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0114,237,239,3,,,,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0114; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0115,239,240,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0115; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0025,241,247,7,,,YOLO11l:botsort:bs_0051;YOLO11l:bytetrack:bt_0060;YOLO26l:botsort:bs_0051;YOLO26l:bytetrack:bt_0065,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0025; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0116,242,242,1,,,YOLO11l:botsort:bs_0051;YOLO11l:bytetrack:bt_0060,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0116; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0053,242,245,4,GM_RM011:PV010,GM_RM011:GV011,YOLO11l:botsort:bs_0038;YOLO11l:bytetrack:bt_0044;YOLO26l:botsort:bs_0041;YOLO26l:bytetrack:bt_0054,YOLO26l,frame_gap_2,actual_detection_missing,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0053; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0054,243,259,17,GM_RM011:PV011,GM_RM011:GV012,YOLO11l:botsort:bs_0051;YOLO11l:botsort:bs_0056;YOLO11l:bytetrack:bt_0060;YOLO11l:bytetrack:bt_0067;YOLO11l:bytetrack:bt_0070;YOLO26l:botsort:bs_0051;YOLO26l:bytetrack:bt_0065,YOLO26l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0054; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0117,247,248,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0117; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0118,250,250,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0118; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0119,250,250,1,,,YOLO26l:bytetrack:bt_0065,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0119; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0120,250,250,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0120; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0026,251,251,1,,,YOLO11l:botsort:bs_0051;YOLO26l:botsort:bs_0051;YOLO26l:bytetrack:bt_0065,YOLO11l,frame_gap_3,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0026; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0056,251,252,2,,,YOLO26l:botsort:bs_0052;YOLO26l:bytetrack:bt_0070,YOLO26l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0056; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0121,254,270,17,,,YOLO11l:botsort:bs_0051;YOLO11l:botsort:bs_0056;YOLO11l:bytetrack:bt_0060;YOLO11l:bytetrack:bt_0067;YOLO11l:bytetrack:bt_0070;YOLO11l:bytetrack:bt_0075;YOLO26l:botsort:bs_0051;YOLO26l:botsort:bs_0052;YOLO26l:bytetrack:bt_0065;YOLO26l:bytetrack:bt_0070,YOLO11l,local_overlap_fragment_union,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0121; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0122,255,255,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0122; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0123,255,255,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0123; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0057,260,261,2,GM_RM011:PV011,GM_RM011:GV012,YOLO11l:botsort:bs_0051;YOLO11l:bytetrack:bt_0060;YOLO26l:botsort:bs_0052;YOLO26l:bytetrack:bt_0065;YOLO26l:bytetrack:bt_0070,YOLO26l,frame_gap_7,actual_detection_missing,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0057; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0124,260,261,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0124; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0125,261,261,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0125; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0126,261,261,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0126; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0055,262,266,4,GM_RM011:PV011,GM_RM011:GV012,YOLO11l:botsort:bs_0051;YOLO11l:bytetrack:bt_0060;YOLO26l:botsort:bs_0051;YOLO26l:bytetrack:bt_0065,YOLO26l,frame_gap_2,actual_detection_missing,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0055; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0059,262,266,5,GM_RM011:PV012,GM_RM011:GV013,YOLO11l:botsort:bs_0061;YOLO11l:bytetrack:bt_0074;YOLO26l:botsort:bs_0057;YOLO26l:bytetrack:bt_0074,YOLO26l,tracker_seed_start,tracker_local_break,over_fragmentation,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0059; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0029,262,270,9,,,YOLO11l:botsort:bs_0061;YOLO11l:bytetrack:bt_0074;YOLO26l:botsort:bs_0057;YOLO26l:bytetrack:bt_0074,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0029; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0127,269,269,1,GM_RM011:PV012,GM_RM011:GV013,YOLO11l:botsort:bs_0061;YOLO11l:bytetrack:bt_0074,YOLO26l,supplement_singleton,detector_source_switch_or_missing_tracker_support,over_fragmentation,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0127; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0128,270,270,1,,,YOLO11l:botsort:bs_0051;YOLO11l:bytetrack:bt_0075,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0128; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0060,270,279,10,GM_RM011:PV012,GM_RM011:GV013,YOLO11l:botsort:bs_0061;YOLO11l:bytetrack:bt_0067;YOLO26l:botsort:bs_0057;YOLO26l:bytetrack:bt_0074,YOLO26l,frame_gap_3,actual_detection_missing,over_fragmentation,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0060; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0129,276,277,2,,,YOLO11l:bytetrack:bt_0067;YOLO26l:botsort:bs_0057;YOLO26l:bytetrack:bt_0074,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0129; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0130,279,279,1,,,YOLO11l:botsort:bs_0061,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0130; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0030,279,292,13,,,YOLO11l:botsort:bs_0061;YOLO11l:bytetrack:bt_0075;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0052;YOLO26l:bytetrack:bt_0070;YOLO26l:bytetrack:bt_0074,YOLO11l,frame_gap_8,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0030; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0058,280,292,13,GM_RM011:PV012,GM_RM011:GV013,YOLO11l:botsort:bs_0061;YOLO11l:bytetrack:bt_0075;YOLO11l:bytetrack:bt_0077;YOLO26l:botsort:bs_0052;YOLO26l:bytetrack:bt_0070;YOLO26l:bytetrack:bt_0074,YOLO26l,frame_gap_18,actual_detection_missing,over_fragmentation,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0058; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0061,282,282,1,,,YOLO26l:botsort:bs_0057;YOLO26l:bytetrack:bt_0074,YOLO26l,frame_gap_2,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0061; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0131,282,282,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0131; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0132,282,283,2,,,YOLO11l:botsort:bs_0064;YOLO11l:bytetrack:bt_0078,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0132; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0031,283,292,10,,,YOLO11l:botsort:bs_0064;YOLO11l:bytetrack:bt_0078;YOLO11l:bytetrack:bt_0079;YOLO11l:bytetrack:bt_0080;YOLO26l:botsort:bs_0062;YOLO26l:bytetrack:bt_0080;YOLO26l:bytetrack:bt_0081,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0031; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0062,284,315,29,GM_RM011:PV013,GM_RM011:GV014,YOLO11l:botsort:bs_0064;YOLO11l:bytetrack:bt_0079;YOLO11l:bytetrack:bt_0080;YOLO11l:bytetrack:bt_0081;YOLO26l:botsort:bs_0062;YOLO26l:bytetrack:bt_0080;YOLO26l:bytetrack:bt_0081;YOLO26l:bytetrack:bt_0088,YOLO26l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0062; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0133,302,316,15,,,YOLO11l:botsort:bs_0064;YOLO11l:bytetrack:bt_0081;YOLO26l:botsort:bs_0062;YOLO26l:bytetrack:bt_0081;YOLO26l:bytetrack:bt_0088,YOLO11l,local_overlap_fragment_union,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0133; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0134,305,305,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0134; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0135,305,306,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0135; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0136,316,316,1,,,YOLO11l:botsort:bs_0064,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0136; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0137,341,341,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0137; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0138,351,352,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0138; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0001,118,164,47,,,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0006;YOLO26l:bytetrack:bt_0006,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM017:AT0001; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0005,118,164,47,GM_RM017:PV001,GM_RM017:GV001,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0006;YOLO26l:bytetrack:bt_0006,YOLO26l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM017:AT0005; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0009,120,120,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM017:AT0009; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0010,125,130,4,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM017:AT0010; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0011,128,128,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM017:AT0011; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0012,130,130,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM017:AT0012; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0013,142,144,3,,,,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM017:AT0013; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM017,GM_RM017:AT0014,143,144,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM017:AT0014; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
